id,code,statDate,pubDate,statDate.1,eps,adjusted_profit,operating_profit,value_change_profit,roe,inc_return,roa,net_profit_margin,gross_profit_margin,expense_to_total_revenue,operation_profit_to_total_revenue,net_profit_to_total_revenue,operating_expense_to_total_revenue,ga_expense_to_total_revenue,financing_expense_to_total_revenue,operating_profit_to_profit,invesment_profit_to_profit,adjusted_profit_to_profit,goods_sale_and_service_to_revenue,ocf_to_revenue,ocf_to_operating_profit,inc_total_revenue_year_on_year,inc_total_revenue_annual,inc_revenue_year_on_year,inc_revenue_annual,inc_operation_profit_year_on_year,inc_operation_profit_annual,inc_net_profit_year_on_year,inc_net_profit_annual,inc_net_profit_to_shareholders_year_on_year,inc_net_profit_to_shareholders_annual,requested_period
28035,002142.XSHE,2014-03-31,2014-04-26,2014-03-31,0.5209,1503183000.0,1872177000.0,-262993000.0,5.68,5.69,0.3,42.55,,46.96,53.04,42.55,,31.57,,114.13,-14.06,100.07,,770.93,1453.48,20.17,1.3,20.17,1.3,18.6,73.45,18.3,66.23,18.32,66.31,2014q1
28034,002142.XSHE,2014-06-30,2014-08-25,2014-06-30,0.5492,1592693000.0,1985348000.0,-47184000.0,5.6,5.63,0.3,42.08,,47.26,52.74,42.08,,31.69,,102.98,-2.39,100.55,,461.3,874.7,18.14,6.65,18.14,6.65,16.2,6.04,18.41,5.49,18.38,5.44,2014q2
28033,002142.XSHE,2014-09-30,2014-10-28,2014-09-30,0.4611,1505044000.0,1876612000.0,-298699000.0,4.84,4.87,0.28,39.56,,50.51,49.49,39.56,,30.31,,116.47,-15.99,100.45,,250.63,506.45,20.25,0.73,20.25,0.73,10.81,-5.48,12.27,-5.3,12.12,-5.4,2014q3
28032,002142.XSHE,2014-12-31,2015-04-28,2014-12-31,0.321,1044328000.0,1292440000.0,92362000.0,3.13,3.13,0.19,24.53,,69.74,30.26,24.53,,34.38,,92.69,7.13,100.12,,-733.08,-2422.19,22.56,12.62,22.56,12.62,19.74,-31.13,15.97,-30.16,15.48,-30.39,2014q4
28031,002142.XSHE,2015-03-31,2015-04-28,2015-03-31,0.539,1752955000.0,2175600000.0,-153123000.0,5.01,5.01,0.3,39.99,,50.57,49.43,39.99,,29.99,,107.12,-7.04,100.07,,13.28,26.86,24.7,3.07,24.7,3.07,16.21,68.33,17.2,67.99,16.61,67.94,2015q1
28030,002142.XSHE,2015-06-30,2015-08-28,2015-06-30,0.5539,1799220000.0,2261936000.0,-195839000.0,4.87,4.87,0.29,39.24,,50.89,49.11,39.24,,30.15,,108.61,-8.65,99.95,,818.37,1666.42,22.35,4.64,22.35,4.64,13.93,3.97,14.08,2.68,13.64,2.76,2015q2
28029,002142.XSHE,2015-09-30,2015-10-30,2015-09-30,0.4536,1770712000.0,2191217000.0,-93416000.0,4.63,4.64,0.27,34.72,,57.18,42.82,34.72,,30.93,,104.38,-4.27,100.11,,-843.98,-1970.82,34.94,11.09,34.94,11.09,16.76,-3.13,18.42,-1.7,18.05,-1.73,2015q3
28028,002142.XSHE,2015-12-31,2016-04-26,2015-12-31,0.3138,1183718000.0,1389277000.0,319732000.0,2.94,2.84,0.18,22.68,,74.23,25.77,22.68,,43.56,,76.98,23.01,96.72,,453.78,1761.19,26.26,5.38,26.26,5.38,7.49,-36.6,16.72,-31.17,17.33,-30.81,2015q4
28027,002142.XSHE,2016-03-31,2016-04-26,2016-03-31,0.5206,2032033000.0,2417184000.0,63846000.0,4.4,4.41,0.27,33.47,,60.22,39.78,33.47,,31.52,,97.35,2.64,100.09,,1337.64,3362.29,38.04,12.68,38.04,12.68,11.1,73.99,15.55,66.32,15.9,65.89,2016q1
98669,002142.XSHE,2016-06-30,2016-08-29,2016-06-30,0.5407,2102817000.0,2527149000.0,223658000.0,4.38,4.37,0.26,35.37,,57.67,42.33,35.37,,33.85,,90.96,8.83,99.72,,189.43,447.51,29.62,-1.74,29.62,-1.74,11.73,4.55,16.85,3.84,17.14,3.86,2016q2
