id,code,statDate,pubDate,statDate.1,total_operating_revenue,operating_revenue,interest_income,premiums_earned,commission_income,total_operating_cost,operating_cost,interest_expense,commission_expense,refunded_premiums,net_pay_insurance_claims,withdraw_insurance_contract_reserve,policy_dividend_payout,reinsurance_cost,operating_tax_surcharges,sale_expense,administration_expense,financial_expense,asset_impairment_loss,fair_value_variable_income,investment_income,invest_income_associates,exchange_income,operating_profit,non_operating_revenue,non_operating_expense,disposal_loss_non_current_liability,total_profit,income_tax_expense,net_profit,np_parent_company_owners,minority_profit,basic_eps,diluted_eps,other_composite_income,total_composite_income,ci_parent_company_owners,ci_minority_owners,rd_expenses,asset_deal_income,sust_operate_net_profit,discon_operate_net_profit,credit_impairment_loss,net_open_hedge_income,interest_cost_fin,interest_income_fin,other_earnings,other_composite_income_mino_at,requested_period
27986,002142.XSHE,2014-03-31,2014-04-26,2014-03-31,3529709000.0,3529709000.0,3141794000.0,,642247000.0,1657532000.0,,,,,0.0,0.0,,0.0,202949000.0,,1114197000.0,,340356000.0,670680000.0,47904000.0,,-981577000.0,1872177000.0,1074000.0,2449000.0,,1870802000.0,369004000.0,1501798000.0,1502152000.0,-354000.0,0.52,0.52,334063000.0,1835861000.0,1836193000.0,-332000.0,,,,,,,,,,,2014q1
27985,002142.XSHE,2014-06-30,2014-08-25,2014-06-30,3764583000.0,3764583000.0,3210926000.0,,590259000.0,1779235000.0,,,,,0.0,0.0,,0.0,210635000.0,,1192854000.0,,700253000.0,-268941000.0,43753000.0,,178004000.0,1985348000.0,3828000.0,15514000.0,,1973662000.0,389350000.0,1584312000.0,1583927000.0,385000.0,0.4568,0.55,278753000.0,1863065000.0,1862619000.0,446000.0,,,,,,,,,,,2014q2
27984,002142.XSHE,2014-09-30,2014-10-28,2014-09-30,3792043000.0,3792043000.0,3492761000.0,,589452000.0,1915431000.0,,,,,0.0,0.0,,0.0,,,1149458000.0,,1240309000.0,-565217000.0,43553000.0,,222965000.0,1876612000.0,3050000.0,11991000.0,,1867671000.0,367397000.0,1500274000.0,1498340000.0,1934000.0,0.4347,0.52,36617000.0,1536891000.0,1534509000.0,2382000.0,,,,,,,,,,,2014q3
27983,002142.XSHE,2014-12-31,2015-04-28,2014-12-31,4270415000.0,4270415000.0,3509200000.0,,663085000.0,2977975000.0,,,,,0.0,0.0,,0.0,,,1468174000.0,,2521150000.0,312158000.0,29731000.0,,-249527000.0,1292440000.0,12197000.0,9880000.0,,1294757000.0,247011000.0,1047746000.0,1043047000.0,4699000.0,0.3503,0.3,385777000.0,1433523000.0,1429527000.0,3996000.0,,,,,,,,,,,2014q4
27982,002142.XSHE,2015-03-31,2015-04-28,2015-03-31,4401527000.0,4401527000.0,3730342000.0,,817288000.0,2225927000.0,,,,,0.0,0.0,,0.0,,,1320069000.0,,646982000.0,-391378000.0,121349000.0,,116906000.0,2175600000.0,1250000.0,2980000.0,,2173870000.0,413767000.0,1760103000.0,1751657000.0,8446000.0,0.45,0.54,25153000.0,1785256000.0,1776814000.0,8442000.0,,,,,,,,,,,2015q1
27981,002142.XSHE,2015-06-30,2015-08-28,2015-06-30,4605934000.0,4605934000.0,3867732000.0,,925768000.0,2343998000.0,,,,,0.0,0.0,,0.0,,,1388714000.0,,1348224000.0,293854000.0,-191678000.0,,-298015000.0,2261936000.0,7547000.0,6450000.0,,2263033000.0,455686000.0,1807347000.0,1800043000.0,7304000.0,0.4612,0.37,347362000.0,2154709000.0,2147435000.0,7274000.0,,,,,,,,,,,2015q2
27980,002142.XSHE,2015-09-30,2015-10-30,2015-09-30,5116838000.0,5116838000.0,4038090000.0,,1162691000.0,2925621000.0,,,,,0.0,0.0,,0.0,,,1582889000.0,,2414323000.0,322787000.0,-74856000.0,,-341347000.0,2191217000.0,5795000.0,8319000.0,,2188693000.0,412042000.0,1776651000.0,1768819000.0,7832000.0,0.4521,0.45,63803000.0,1840454000.0,1832698000.0,7756000.0,,,,,,,,,,,2015q3
27979,002142.XSHE,2015-12-31,2016-04-26,2015-12-31,5391925000.0,5391925000.0,3980550000.0,,1084043000.0,4002648000.0,,,,,0.0,0.0,,0.0,,,2348828000.0,,3780857000.0,15243000.0,543632000.0,,-239143000.0,1389277000.0,27247000.0,27192000.0,,1389332000.0,166442000.0,1222890000.0,1223814000.0,-924000.0,0.3142,0.32,567533000.0,1790423000.0,1791139000.0,-716000.0,,,,,,,,,,,2015q4
27978,002142.XSHE,2016-03-31,2016-04-26,2016-03-31,6075851000.0,6075851000.0,4464306000.0,,1541563000.0,3658667000.0,,,,,0.0,0.0,,0.0,,,1914864000.0,,1422808000.0,-335291000.0,424500000.0,,-25363000.0,2417184000.0,6192000.0,6048000.0,,2417328000.0,383463000.0,2033865000.0,2030235000.0,3630000.0,0.52,0.52,201922000.0,2235787000.0,2231238000.0,4549000.0,,,,,,,,,,,2016q1
96191,002142.XSHE,2016-06-30,2016-08-29,2016-06-30,5970197000.0,5970197000.0,4154518000.0,,1586693000.0,3443048000.0,,,,,0.0,0.0,,0.0,,,2020716000.0,,2717200000.0,598043000.0,225056000.0,,-599441000.0,2527149000.0,10158000.0,4964000.0,,2532343000.0,420422000.0,2111921000.0,2108618000.0,3303000.0,0.4178,0.54,-282623000.0,1829298000.0,1827322000.0,1976000.0,,,,,,,,,,,2016q2
