id,company_id,company_name,code,a_code,b_code,h_code,pub_date,start_date,end_date,report_date,report_type,source_id,source,operating_revenue,interest_net_revenue,interest_income,interest_expense,commission_net_income,commission_income,commission_expense,agent_security_income,sell_security_income,manage_income,premiums_earned,assurance_income,premiums_income,premiums_expense,prepare_money,investment_income,invest_income_associates,fair_value_variable_income,exchange_income,other_income,operation_expense,refunded_premiums,compensate_loss,compensation_back,insurance_reserve,insurance_reserve_back,policy_dividend_payout,reinsurance_cost,operating_tax_surcharges,commission_expense2,operation_manage_fee,separate_fee,asset_impairment_loss,other_cost,operating_profit,subsidy_income,non_operating_revenue,non_operating_expense,other_items_influenced_profit,total_profit,income_tax_expense,other_influence_net_profit,net_profit,np_parent_company_owners,minority_profit,eps,basic_eps,diluted_eps,other_composite_income,total_composite_income,ci_parent_company_owners,ci_minority_owners,other_earnings,asset_deal_income,sust_operate_net_profit,discon_operate_net_profit,credit_impairment_loss
507,300003281,宁波银行股份有限公司,002142.XSHE,002142,,,2014-04-26,2014-01-01,2014-03-31,2014-03-31,0,321003,定期报告,3529709000.0,3141794000.0,6757313000.0,3615519000.0,642247000.0,684159000.0,41912000.0,,,,,,,,,47904000.0,,670680000.0,-981577000.0,8661000.0,1657532000.0,,,,,,,,202949000.0,,1114197000.0,,340356000.0,30000.0,1872177000.0,,1074000.0,2449000.0,,1870802000.0,369004000.0,,1501798000.0,1502152000.0,-354000.0,,0.52,0.52,334063000.0,1835861000.0,1836193000.0,-332000.0,,,,,
509,300003281,宁波银行股份有限公司,002142.XSHE,002142,,,2014-08-25,2014-01-01,2014-06-30,2014-06-30,0,321003,定期报告,7294292000.0,6352720000.0,13993051000.0,7640331000.0,1232506000.0,1326165000.0,93659000.0,,,,,,,,,91657000.0,,401739000.0,-803573000.0,19243000.0,3436767000.0,,,,,,,,413584000.0,,2307051000.0,,700253000.0,15879000.0,3857525000.0,,4902000.0,17963000.0,,3844464000.0,758354000.0,,3086110000.0,3086079000.0,31000.0,,1.07,1.07,612816000.0,3698926000.0,3698812000.0,114000.0,,,,,
511,300003281,宁波银行股份有限公司,002142.XSHE,002142,,,2014-10-28,2014-01-01,2014-09-30,2014-09-30,0,321003,定期报告,11086335000.0,9845481000.0,20931606000.0,11086125000.0,1821958000.0,1969855000.0,147897000.0,,,,,,,,,135210000.0,,-163478000.0,-580608000.0,27772000.0,5352198000.0,,,,,,,,,,3456509000.0,,1240309000.0,655380000.0,5734137000.0,,7952000.0,29954000.0,,5712135000.0,1125751000.0,,4586384000.0,4584419000.0,1965000.0,,1.59,1.59,649433000.0,5235817000.0,5233321000.0,2496000.0,,,,,
513,300003281,宁波银行股份有限公司,002142.XSHE,002142,,,2015-04-28,2014-01-01,2014-12-31,2014-12-31,0,321003,定期报告,15356750000.0,13354681000.0,28175470000.0,14820789000.0,2485043000.0,2696649000.0,211606000.0,,,,,,,,,164941000.0,,148680000.0,-830135000.0,33540000.0,8330173000.0,,,,,,,,866826000.0,,4924683000.0,,2521150000.0,17514000.0,7026577000.0,,20149000.0,39834000.0,,7006892000.0,1372762000.0,,5634130000.0,5627466000.0,6664000.0,,1.89,1.89,1035210000.0,6669340000.0,6662848000.0,6492000.0,,,,,
515,300003281,宁波银行股份有限公司,002142.XSHE,002142,,,2015-04-28,2015-01-01,2015-03-31,2015-03-31,0,321003,定期报告,4401527000.0,3730342000.0,7621319000.0,3890977000.0,817288000.0,900333000.0,83045000.0,,,,,,,,,121349000.0,,-391378000.0,116906000.0,7020000.0,2225927000.0,,,,,,,,,,1320069000.0,,646982000.0,258876000.0,2175600000.0,,1250000.0,2980000.0,,2173870000.0,413767000.0,,1760103000.0,1751657000.0,8446000.0,,0.54,0.54,25153000.0,1785256000.0,1776814000.0,8442000.0,,,,,
517,300003281,宁波银行股份有限公司,002142.XSHE,002142,,,2015-08-28,2015-01-01,2015-06-30,2015-06-30,0,321003,定期报告,9007461000.0,7598074000.0,15679762000.0,8081688000.0,1743056000.0,1938343000.0,195287000.0,,,,,,,,,-70329000.0,,-97524000.0,-181109000.0,15293000.0,4569925000.0,,,,,,,,506422000.0,,2708783000.0,,1348224000.0,6496000.0,4437536000.0,,8797000.0,9430000.0,,4436903000.0,869453000.0,,3567450000.0,3551700000.0,15750000.0,,0.91,0.91,372515000.0,3939965000.0,3924249000.0,15716000.0,,,,,
519,300003281,宁波银行股份有限公司,002142.XSHE,002142,,,2015-10-30,2015-01-01,2015-09-30,2015-09-30,0,321003,定期报告,14124299000.0,11636164000.0,23805729000.0,12169565000.0,2905747000.0,3218662000.0,312915000.0,,,,,,,,,-145185000.0,,225263000.0,-522456000.0,24766000.0,7495546000.0,,,,,,,,,,4291672000.0,,2414323000.0,789551000.0,6628753000.0,,14592000.0,17749000.0,,6625596000.0,1281495000.0,,5344101000.0,5320519000.0,23582000.0,,1.36,1.36,436318000.0,5780419000.0,5756947000.0,23472000.0,,,,,
521,300003281,宁波银行股份有限公司,002142.XSHE,002142,,,2016-04-26,2015-01-01,2015-12-31,2015-12-31,0,321003,定期报告,19516224000.0,15616714000.0,31831062000.0,16214348000.0,3989790000.0,4400491000.0,410701000.0,,,,,,,,,398447000.0,,240506000.0,-761599000.0,32366000.0,11498194000.0,,,,,,,,1057183000.0,,6640500000.0,,3780857000.0,19654000.0,8018030000.0,,41839000.0,44941000.0,,8014928000.0,1447937000.0,,6566991000.0,6544333000.0,22658000.0,,1.68,1.68,1003851000.0,7570842000.0,7548086000.0,22756000.0,,,,,
523,300003281,宁波银行股份有限公司,002142.XSHE,002142,,,2016-04-26,2016-01-01,2016-03-31,2016-03-31,0,321003,定期报告,6075851000.0,4464306000.0,8533897000.0,4069591000.0,1541563000.0,1712409000.0,170846000.0,,,,,,,,,424500000.0,,-335291000.0,-25363000.0,6136000.0,3658667000.0,,,,,,,,,,1914864000.0,,1422808000.0,320995000.0,2417184000.0,,6192000.0,6048000.0,,2417328000.0,383463000.0,,2033865000.0,2030235000.0,3630000.0,,0.52,0.52,201922000.0,2235787000.0,2231238000.0,4549000.0,,,,,
525,300003281,宁波银行股份有限公司,002142.XSHE,002142,,,2016-08-29,2016-01-01,2016-06-30,2016-06-30,0,321003,定期报告,12046048000.0,8618824000.0,16778788000.0,8159964000.0,3128256000.0,3398948000.0,270692000.0,,,,,,,,,649556000.0,,262752000.0,-624804000.0,11464000.0,7101715000.0,,,,,,,,445203000.0,,3935580000.0,,2717200000.0,3732000.0,4944333000.0,,16350000.0,11012000.0,,4949671000.0,803885000.0,,4145786000.0,4138853000.0,6933000.0,,1.06,1.06,-80701000.0,4065085000.0,4058560000.0,6525000.0,,,,,
