date,line,nav
2021-08-31,benchmark,0.8925
2021-09-01,benchmark,0.9251
2021-09-02,benchmark,0.9319999999999999
2021-09-03,benchmark,0.9274
2021-09-06,benchmark,0.9241
2021-09-07,benchmark,0.9454
2021-09-08,benchmark,0.9506
2021-09-09,benchmark,0.9531
2021-09-10,benchmark,0.9731
2021-09-13,benchmark,0.9684
2021-09-14,benchmark,0.942
2021-09-15,benchmark,0.9308
2021-09-16,benchmark,0.9226
2021-09-17,benchmark,0.9306
2021-09-22,benchmark,0.9074
2021-09-23,benchmark,0.9077999999999999
2021-09-24,benchmark,0.9026
2021-09-27,benchmark,0.8988
2021-09-28,benchmark,0.9178
2021-09-29,benchmark,0.9313
2021-09-30,benchmark,0.9137
2021-10-08,benchmark,0.9317
2021-10-11,benchmark,0.9561
2021-10-12,benchmark,0.9614
2021-10-13,benchmark,0.9577
2021-10-14,benchmark,0.9416
2021-10-15,benchmark,0.954
2021-10-18,benchmark,0.95
2021-10-19,benchmark,0.9631
2021-10-20,benchmark,0.9541
2021-10-21,benchmark,0.984
2021-10-22,benchmark,0.9796
2021-10-25,benchmark,0.9808
2021-10-26,benchmark,0.9789
2021-10-27,benchmark,0.9642
2021-10-28,benchmark,0.9505
2021-10-29,benchmark,0.9453
2021-11-01,benchmark,0.9603
2021-11-02,benchmark,0.9324
2021-11-03,benchmark,0.9342
2021-11-04,benchmark,0.9245
2021-11-05,benchmark,0.9171
2021-11-08,benchmark,0.9117999999999999
2021-11-09,benchmark,0.9064
2021-11-10,benchmark,0.9115
2021-11-11,benchmark,0.935
2021-11-12,benchmark,0.9317
2021-11-15,benchmark,0.9368
2021-11-16,benchmark,0.9281
2021-11-17,benchmark,0.9157
2021-11-18,benchmark,0.9063
2021-11-19,benchmark,0.9197
2021-11-22,benchmark,0.9072
2021-11-23,benchmark,0.9139
2021-11-24,benchmark,0.9089
2021-11-25,benchmark,0.907
2021-11-26,benchmark,0.8975
2021-11-29,benchmark,0.8891
2021-11-30,benchmark,0.8893
2021-12-01,benchmark,0.8933
2021-12-02,benchmark,0.8887
2021-12-03,benchmark,0.9028
2021-12-06,benchmark,0.9051
2021-12-07,benchmark,0.9151
2021-12-08,benchmark,0.9121
2021-12-09,benchmark,0.9249
2021-12-10,benchmark,0.9206
2021-12-13,benchmark,0.9123
2021-12-14,benchmark,0.8994
2021-12-15,benchmark,0.8991
2021-12-16,benchmark,0.9081
2021-12-17,benchmark,0.901
2021-12-20,benchmark,0.9006000000000001
2021-12-21,benchmark,0.9052
2021-12-22,benchmark,0.8975
2021-12-23,benchmark,0.8976999999999999
2021-12-24,benchmark,0.8955
2021-12-27,benchmark,0.8871
2021-12-28,benchmark,0.8902
2021-12-29,benchmark,0.878
2021-12-30,benchmark,0.8843
2021-12-31,benchmark,0.8855999999999999
2022-01-04,benchmark,0.8872
2022-01-05,benchmark,0.9053
2022-01-06,benchmark,0.899
2022-01-07,benchmark,0.9198999999999999
2022-01-10,benchmark,0.9287
2022-01-11,benchmark,0.9452
2022-01-12,benchmark,0.949
2022-01-13,benchmark,0.9453
2022-01-14,benchmark,0.9238
2022-01-17,benchmark,0.9275
2022-01-18,benchmark,0.9564
2022-01-19,benchmark,0.9693
2022-01-20,benchmark,0.9889
2022-01-21,benchmark,0.9824
2022-01-24,benchmark,0.979
2022-01-25,benchmark,0.965
2022-01-26,benchmark,0.967
2022-01-27,benchmark,0.9681
2022-01-28,benchmark,0.9515
2022-02-07,benchmark,0.9869
2022-02-08,benchmark,0.9929
2022-02-09,benchmark,0.9823
2022-02-10,benchmark,0.9932
2022-02-11,benchmark,1.0124
2022-02-14,benchmark,0.9811
2022-02-15,benchmark,0.9657
2022-02-16,benchmark,0.9778
2022-02-17,benchmark,0.9831
2022-02-18,benchmark,1.0008
2022-02-21,benchmark,1.0002
2022-02-22,benchmark,0.9882
2022-02-23,benchmark,0.9792
2022-02-24,benchmark,0.9652000000000001
2022-02-25,benchmark,0.9572
2022-02-28,benchmark,0.9577
2022-03-01,benchmark,0.9739
2022-03-02,benchmark,0.9723
2022-03-03,benchmark,0.9881
2022-03-04,benchmark,0.982
2022-03-07,benchmark,0.9617
2022-03-08,benchmark,0.938
2022-03-09,benchmark,0.9261
2022-03-10,benchmark,0.9234
2022-03-11,benchmark,0.9293
2022-03-14,benchmark,0.8956999999999999
2022-03-15,benchmark,0.8457
2022-03-16,benchmark,0.8881
2022-03-17,benchmark,0.8989
2022-03-18,benchmark,0.9145
2022-03-21,benchmark,0.9021
2022-03-22,benchmark,0.9256
2022-03-23,benchmark,0.9222
2022-03-24,benchmark,0.9271
2022-03-25,benchmark,0.9175
2022-03-28,benchmark,0.9178999999999999
2022-03-29,benchmark,0.927
2022-03-30,benchmark,0.9385
2022-03-31,benchmark,0.9547
2022-04-01,benchmark,0.9874
2022-04-06,benchmark,1.0063
2022-04-07,benchmark,0.9971
2022-04-08,benchmark,1.0044
2022-04-11,benchmark,0.9869
2022-04-12,benchmark,0.9928
2022-04-13,benchmark,0.9917
2022-04-14,benchmark,0.9822
2022-04-15,benchmark,1.0142
2022-04-18,benchmark,0.9931
2022-04-19,benchmark,0.9925
2022-04-20,benchmark,0.9709
2022-04-21,benchmark,0.9671
2022-04-22,benchmark,0.9933
2022-04-25,benchmark,0.9522
2022-04-26,benchmark,0.9458
2022-04-27,benchmark,0.9447
2022-04-28,benchmark,0.9774
2022-04-29,benchmark,0.9723
2022-05-05,benchmark,0.9915
2022-05-06,benchmark,0.9689
2022-05-09,benchmark,0.9448
2022-05-10,benchmark,0.9564
2022-05-11,benchmark,0.9457
2022-05-12,benchmark,0.9406
2022-05-13,benchmark,0.9523
2022-05-16,benchmark,0.9389
2022-05-17,benchmark,0.9515
2022-05-18,benchmark,0.9371
2022-05-19,benchmark,0.9293
2022-05-20,benchmark,0.9392
2022-05-23,benchmark,0.9307
2022-05-24,benchmark,0.9193
2022-05-25,benchmark,0.9277
2022-05-26,benchmark,0.931
2022-05-27,benchmark,0.9348
2022-05-30,benchmark,0.9256
2022-05-31,benchmark,0.9309000000000001
2022-06-01,benchmark,0.927
2022-06-02,benchmark,0.9226
2022-06-06,benchmark,0.9257
2022-06-07,benchmark,0.9461
2022-06-08,benchmark,0.9507
2022-06-09,benchmark,0.9625
2022-06-10,benchmark,0.9647
2022-06-13,benchmark,0.9443
2022-06-14,benchmark,0.9587
2022-06-15,benchmark,0.9741
2022-06-16,benchmark,0.9569
2022-06-17,benchmark,0.9519
2022-06-20,benchmark,0.9428
2022-06-21,benchmark,0.9556
2022-06-22,benchmark,0.9417
2022-06-23,benchmark,0.9479
2022-06-24,benchmark,0.9447
2022-06-27,benchmark,0.9618
2022-06-28,benchmark,0.9672000000000001
2022-06-29,benchmark,0.9761
2022-06-30,benchmark,0.977
2022-07-01,benchmark,0.9715
2022-07-04,benchmark,0.9666
2022-07-05,benchmark,0.9684
2022-07-06,benchmark,0.9544
2022-07-07,benchmark,0.9557
2022-07-08,benchmark,0.9553
2022-07-11,benchmark,0.9637
2022-07-12,benchmark,0.9746
2022-07-13,benchmark,0.9512
2022-07-14,benchmark,0.9366
2022-07-15,benchmark,0.9302
2022-07-18,benchmark,0.9398
2022-07-19,benchmark,0.945
2022-07-20,benchmark,0.9509
2022-07-21,benchmark,0.9305
2022-07-22,benchmark,0.9342
2022-07-25,benchmark,0.9396
2022-07-26,benchmark,0.9497
2022-07-27,benchmark,0.9466
2022-07-28,benchmark,0.9406
2022-07-29,benchmark,0.9346
2022-08-01,benchmark,0.9257
2022-08-02,benchmark,0.9101
2022-08-03,benchmark,0.897
2022-08-04,benchmark,0.9047000000000001
2022-08-05,benchmark,0.9124
2022-08-08,benchmark,0.9121
2022-08-09,benchmark,0.9038
2022-08-10,benchmark,0.8981
