id,code,statDate,pubDate,statDate.1,eps,adjusted_profit,operating_profit,value_change_profit,roe,inc_return,roa,net_profit_margin,gross_profit_margin,expense_to_total_revenue,operation_profit_to_total_revenue,net_profit_to_total_revenue,operating_expense_to_total_revenue,ga_expense_to_total_revenue,financing_expense_to_total_revenue,operating_profit_to_profit,invesment_profit_to_profit,adjusted_profit_to_profit,goods_sale_and_service_to_revenue,ocf_to_revenue,ocf_to_operating_profit,inc_total_revenue_year_on_year,inc_total_revenue_annual,inc_revenue_year_on_year,inc_revenue_annual,inc_operation_profit_year_on_year,inc_operation_profit_annual,inc_net_profit_year_on_year,inc_net_profit_annual,inc_net_profit_to_shareholders_year_on_year,inc_net_profit_to_shareholders_annual,requested_period
104053,600908.XSHG,2016-09-30,2016-10-31,2016-09-30,0.14,226012450.0,281495994.14,21567961.36,2.75,2.76,0.19,33.95,,55.09,44.91,33.95,,29.85,,92.94,7.12,100.2,,-684.17,-1642.14,17.61,6.57,17.61,6.57,8.44,-6.12,7.71,-10.66,6.61,-12.27,2016q3
105259,600908.XSHG,2016-12-31,2017-03-30,2016-12-31,0.1053,194450550.0,238310910.0,-31724170.0,2.23,2.22,0.15,29.92,,66.53,33.47,29.92,,37.03,,115.05,-15.32,99.94,,933.64,2422.63,1.22,-8.48,1.22,-8.48,-13.3,-31.79,-0.53,-19.34,0.27,-13.74,2016q4
106873,600908.XSHG,2017-03-31,2017-04-22,2017-03-31,0.1288,236911008.0,280884992.0,18218000.0,2.6902,2.6772,0.1857,35.0499,,55.56,44.44,35.0499,,29.1886,,93.3089,6.0519,99.5178,,624.525,1498.4374,13.5297,8.9847,13.5297,8.9847,14.145,44.6984,11.247,27.6604,10.4641,22.3498,2017q1
111204,600908.XSHG,2017-06-30,2017-08-18,2017-06-30,0.1535,289992000.0,346849984.0,3828000.0,3.187,3.2569999999999997,0.223,40.0572,,50.6644,49.3356,40.0572,,28.8638,,101.1921,1.1168,102.1959,,-324.5528,-665.8530000000001,12.2375,5.5887,12.2375,5.5887,8.613,17.2206,11.0109,20.6733,10.3596,19.1978,2017q2
116759,600908.XSHG,2017-09-30,2017-10-31,2017-09-30,0.14,255206000.0,301738000.0,10094000.0,2.7732,2.8371,0.1952,33.1237,,58.6229,41.3771,33.1237,,27.3477,,99.0724,3.3143,102.3026,,269.9597,675.1132,11.6837,6.0408,11.6837,6.0408,2.8894,-11.065,8.9616,-12.3138,10.5948,-12.0873,2017q3
121618,600908.XSHG,2017-12-31,2018-03-30,2017-12-31,0.121,232415000.0,321878000.0,-33136000.0,2.436,2.5313,0.1659,31.1677,,59.4192,40.5808,31.1677,,34.6304,,115.9749,-11.9391,103.9116,,323.4102,714.7342,15.3621,-5.7298,15.3621,-5.7298,40.6601,-7.5439,19.8231,-11.2964,14.9528,-10.3407,2017q4
126865,600908.XSHG,2018-03-31,2018-04-28,2018-03-31,0.1443,269372000.0,292089000.0,35751000.0,2.7449,2.773,0.1918,34.5489,,57.3743,42.6257,34.5489,,28.5573,,89.9533,11.0101,101.025,,-475.9946,-1254.8658,14.2597,8.2501,14.2597,8.2501,9.5951,13.7049,12.6267,19.9936,12.0054,19.213,2018q1
130397,600908.XSHG,2018-06-30,2018-08-28,2018-06-30,0.1688,312547000.0,358954000.0,29111000.0,3.06,3.06,0.22,38.33,,52.11,47.89,38.33,,24.89,,93.69,7.6,100.21,,216.35,489.15,14.05,5.39,14.05,5.39,10.71,18.41,9.14,16.94,9.92,16.97,2018q2
134937,600908.XSHG,2018-09-30,2018-10-31,2018-09-30,0.16,285559000.0,337146000.0,16848000.0,2.73,2.75,0.2,35.21,,56.16,43.84,35.21,,27.15,,96.37,4.82,100.61,,-162.29,-388.9,7.08,-0.45,7.08,-0.45,13.47,-8.87,13.81,-8.57,13.77,-9.0,2018q3
238187,600908.XSHG,2018-12-31,2019-03-30,2018-12-31,0.1262,240697000.0,212609000.0,30235000.0,2.18,2.25,0.14,26.68,,69.62,30.38,26.68,,35.96,,88.65,12.61,103.23,,-91.73,-346.3,12.78,-0.65,12.78,-0.65,-15.64,-31.16,-3.41,-24.72,4.25,-17.85,2018q4
246044,600908.XSHG,2019-03-31,2019-04-29,2019-03-31,0.1642,306320000.0,288471000.0,69132000.0,2.78,2.8,0.19,37.58,,55.77,44.23,37.58,,29.72,,81.44,19.52,100.94,,274.04,768.87,5.11,0.84,5.11,0.84,9.07,46.83,14.33,42.03,13.81,30.15,2019q1
