id,code,statDate,pubDate,statDate.1,eps,adjusted_profit,operating_profit,value_change_profit,roe,inc_return,roa,net_profit_margin,gross_profit_margin,expense_to_total_revenue,operation_profit_to_total_revenue,net_profit_to_total_revenue,operating_expense_to_total_revenue,ga_expense_to_total_revenue,financing_expense_to_total_revenue,operating_profit_to_profit,invesment_profit_to_profit,adjusted_profit_to_profit,goods_sale_and_service_to_revenue,ocf_to_revenue,ocf_to_operating_profit,inc_total_revenue_year_on_year,inc_total_revenue_annual,inc_revenue_year_on_year,inc_revenue_annual,inc_operation_profit_year_on_year,inc_operation_profit_annual,inc_net_profit_year_on_year,inc_net_profit_annual,inc_net_profit_to_shareholders_year_on_year,inc_net_profit_to_shareholders_annual,requested_period
103272,601997.XSHG,2016-09-30,2016-10-28,2016-09-30,0.6,1154481000.0,1155989000.0,180585000.0,6.44,6.43,0.38,42.87,,50.37,49.63,42.87,,23.14,,86.42,13.5,99.96,,62.66,145.97,35.8,23.62,35.8,23.62,14.75,55.23,20.93,55.52,22.46,57.28,2016q3
105954,601997.XSHG,2016-12-31,2017-04-15,2016-12-31,0.41600000000000004,930096000.0,1095891000.0,-3199000.0,4.59,4.46,0.28,31.65,,64.69,35.31,31.65,,29.57,,95.61,-0.28,97.27,,1064.31,3006.59,47.42,14.95,47.42,14.95,21.57,-18.21,25.77,-15.13,24.06,-17.21,2016q4
110268,601997.XSHG,2017-03-31,2017-04-29,2017-03-31,0.4207,962964992.0,1079922048.0,30022000.0,4.4833,4.465,0.2545,33.6375,,61.5417,38.4583,33.6375,,26.500999999999998,,96.5944,2.6853,99.5905,,274.9851,736.703,31.9798,-6.5448,31.9798,-6.5448,22.7169,1.7832,19.8498,-0.675,19.5553,1.1188,2017q1
113804,601997.XSHG,2017-06-30,2017-08-29,2017-06-30,0.4068,939934976.0,1114721024.0,-38666000.0,4.2255,4.2471,0.2317,33.5118,,61.1365,38.8635,33.5118,,26.5649,,103.9854,-3.6069,100.5128,,304.0793,760.5347,27.9829,-3.6343,27.9829,-3.6343,25.8431,-2.6189999999999998,25.855999999999998,-3.9944,27.3431,-3.2872,2017q2
117164,601997.XSHG,2017-09-30,2017-10-31,2017-09-30,0.56,1260350000.0,1430533000.0,25832000.0,5.6099,5.5017,0.3103,39.8884,,54.201,45.799,39.8884,,23.1803,,94.87799999999999,1.7133,98.0716,,-334.5355,-770.4864,22.3414,18.1741,22.3414,18.1741,12.8974,39.2633,13.8306,40.66,11.2691,37.4267,2017q3
127833,601997.XSHG,2017-12-31,2018-04-28,2017-12-31,0.5845,1299140000.0,1304571000.0,58617000.0,5.5672,5.3835,0.3045,39.0103,,59.4541,40.5459,39.0103,,35.2759,,91.2967,4.1021,96.6997,,437.8628,1175.0893,13.1087,6.2625,13.1087,6.2625,29.9118,-5.9259,39.3921,3.9232,40.4979,4.5402,2017q4
127562,601997.XSHG,2018-03-31,2018-04-28,2018-03-31,0.5046,1159857000.0,1285302000.0,54028000.0,4.5716,4.5716,0.2541,36.3423,,58.5613,41.4387,36.3423,,23.0094,,95.9595,4.0337,99.9998,,-704.8802,-1772.6264,11.7201,-7.6777,11.7201,-7.6777,20.3781,-5.6447,20.7034,-13.9918,19.9534,-13.6675,2018q1
129861,601997.XSHG,2018-06-30,2018-08-25,2018-06-30,0.4866,1113785000.0,1081414000.0,53772000.0,4.2,4.18,0.24,40.54,,59.57,40.43,40.54,,29.76,,94.7,4.71,99.57,,-52.48,-136.33,0.79,-13.08,0.79,-13.08,4.92,-15.19,21.89,-3.05,19.62,-3.56,2018q2
134669,601997.XSHG,2018-09-30,2018-10-30,2018-09-30,0.63,1454668000.0,1557621000.0,82351000.0,5.26,5.25,0.31,48.1,,46.74,53.25,48.1,,23.47,,94.92,5.02,99.97,,-461.66,-913.72,-6.43,9.74,-6.43,9.74,8.8,44.53,12.82,30.2,13.23,30.09,2018q3
239980,601997.XSHG,2018-12-31,2019-04-16,2018-12-31,0.6107,1360682000.0,1260191000.0,94836000.0,4.46,4.33,0.29,40.69,,59.84,40.16,40.69,,30.57,,88.56,6.66,96.94,,14.62,40.84,0.54,14.2,0.54,14.2,-0.45,-13.88,4.88,-3.39,4.48,-3.53,2018q4
247195,601997.XSHG,2019-03-31,2019-04-30,2019-03-31,0.5671,1301212000.0,1475403000.0,434072000.0,3.71,3.7,0.26,37.64,,58.23,41.77,37.64,,24.3,,70.53,29.4,99.81,,31.89,76.33,9.27,0.32,9.27,0.32,10.15,4.35,13.17,-7.2,12.4,-7.13,2019q1
254864,601997.XSHG,2019-06-30,2019-08-27,2019-06-30,0.4193,1343353000.0,1341718000.0,238327000.0,3.77,3.75,0.26,43.49,,58.49,41.51,43.49,,28.68,,82.09,17.73,99.56,,372.51,897.37,15.05,-8.49,15.05,-8.49,18.11,-9.06,23.44,5.75,20.63,3.5,2019q2
262018,601997.XSHG,2019-09-30,2019-10-29,2019-09-30,0.5138,1646151000.0,1976900000.0,496650000.0,4.48,4.46,0.31,41.59,,51.26,48.74,41.59,,20.09,,74.79,25.09,99.56,,-143.04,-293.48,31.56,25.49,31.56,25.49,20.41,47.34,13.75,19.98,13.63,22.54,2019q3
291752,601997.XSHG,2019-12-31,2020-04-28,2019-12-31,0.4643,1487780000.0,1555129000.0,407796000.0,3.89,3.88,0.28,40.96,,59.59,40.41,40.96,,32.7,,73.75,26.21,99.58,,-10.79,-26.7,9.29,-5.13,9.29,-5.13,9.99,-21.33,10.03,-6.56,6.43,-9.64,2019q4
291462,601997.XSHG,2020-03-31,2020-04-28,2020-03-31,0.4679,1507348000.0,1045195000.0,664637000.0,3.78,3.78,0.28,37.79,,58.59,41.41,37.79,,20.16,,61.22,38.93,100.12,,-128.25,-508.99,17.44,7.8,17.44,7.8,16.41,10.45,17.93,-0.53,15.49,0.77,2020q1
328938,601997.XSHG,2020-06-30,2020-08-29,2020-06-30,0.4116,1301741000.0,1205494000.0,241864000.0,3.26,3.21,0.24,35.41,,61.81,38.19,35.41,,24.84,,81.56,16.36,98.27,,-117.17,-377.0,20.01,-6.49,20.01,-6.49,10.42,-13.75,-2.29,-12.38,-1.82,-12.01,2020q2
339063,601997.XSHG,2020-09-30,2020-10-31,2020-09-30,0.4458,1439614000.0,1523139000.0,25580000.0,3.5,3.51,0.25,39.68,,57.88,42.12,39.68,,24.38,,98.65,1.66,100.34,,392.92,948.76,-9.32,-5.18,-9.32,-5.18,-21.63,4.58,-13.48,6.25,-13.23,8.31,2020q3
379121,601997.XSHG,2020-12-31,2021-04-30,2020-12-31,0.515,1663359000.0,1515444000.0,494928000.0,3.92,3.94,0.3,39.8,,54.01,45.99,39.8,,25.98,,75.5,24.66,100.36,,192.8,556.82,13.74,19.0,13.74,19.0,29.45,29.94,10.53,19.37,10.93,15.52,2020q4
