code,report_period_end,period_key,pub_date,balance__capital_reserve_fund,balance__cash_equivalents,balance__deferred_tax_assets,balance__equities_parent_company_owners,balance__lend_capital,balance__ordinary_risk_reserve_fund,balance__paidin_capital,balance__retained_profit,balance__salaries_payable,balance__surplus_reserve_fund,balance__taxs_payable,balance__total_assets,balance__total_liability,balance__total_owner_equities,bank_indicator__Nonperforming_loan_rate,bank_indicator__capital_adequacy_ratio,bank_indicator__core_level_capital_adequacy_ratio,bank_indicator__cost_to_income_ratio,bank_indicator__deposit_loan_ratio,bank_indicator__net_interest_margin,bank_indicator__non_interest_income_ratio,bank_indicator__non_performing_loan_provision_coverage,bank_indicator__total_deposit,bank_indicator__total_loan,bank_indicator__weighted_risky_asset,cash_flow__cash_and_equivalents_at_end,cash_flow__cash_equivalent_increase,cash_flow__cash_equivalents_at_beginning,cash_flow__exchange_rate_change_effect,cash_flow__fix_intan_other_asset_acqui_cash,cash_flow__interest_and_commission_cashin,cash_flow__invest_cash_paid,cash_flow__invest_proceeds,cash_flow__invest_withdrawal_cash,cash_flow__net_finance_cash_flow,cash_flow__net_invest_cash_flow,cash_flow__net_loan_and_advance_increase,cash_flow__net_operate_cash_flow,cash_flow__staff_behalf_paid,cash_flow__subtotal_finance_cash_outflow,cash_flow__subtotal_invest_cash_inflow,cash_flow__subtotal_invest_cash_outflow,cash_flow__subtotal_operate_cash_inflow,cash_flow__subtotal_operate_cash_outflow,cash_flow__tax_payments,income__commission_expense,income__commission_income,income__income_tax_expense,income__interest_expense,income__interest_income,income__investment_income,income__minority_profit,income__net_profit,income__np_parent_company_owners,income__operating_profit,income__operating_revenue,income__total_profit,indicator__adjusted_profit,indicator__eps,indicator__expense_to_total_revenue,indicator__inc_net_profit_annual,indicator__inc_net_profit_to_shareholders_annual,indicator__inc_operation_profit_annual,indicator__inc_return,indicator__inc_revenue_annual,indicator__inc_total_revenue_annual,indicator__net_profit_margin,indicator__net_profit_to_total_revenue,indicator__ocf_to_revenue,indicator__operating_profit,indicator__operation_profit_to_total_revenue,indicator__roa,indicator__roe,indicator__value_change_profit
000001.XSHE,2014-03-31,2014q1,2014-04-24,51899000000.0,343931000000.0,3912000000.0,117300000000.0,47292000000.0,16509000000.0,9521000000.0,35017000000.0,4482000000.0,4354000000.0,4409000000.0,2097102000000.0,1979802000000.0,117300000000.0,,,,,,,,,,,,259026000000.0,77922000000.0,181104000000.0,767000000.0,1231000000.0,24808000000.0,109355000000.0,6053000000.0,112591000000.0,9000000000.0,8058000000.0,44288000000.0,60097000000.0,4932000000.0,,118644000000.0,110586000000.0,242068000000.0,181971000000.0,2279000000.0,672000000.0,3879000000.0,1643000000.0,16354000000.0,27904000000.0,2185000000.0,,5054000000.0,5054000000.0,6712000000.0,16100000000.0,6697000000.0,5065000000.0,0.5308,45.47,42.97,42.97,44.41,4.42,8.46,8.46,31.39,31.39,373.27,7479000000.0,41.69,0.25,4.41,1300000000.0
000001.XSHE,2014-06-30,2014q2,2014-08-14,50140000000.0,355294000000.0,4786000000.0,120940000000.0,44582000000.0,16509000000.0,11425000000.0,38512000000.0,5715000000.0,4354000000.0,3765000000.0,2136475000000.0,2015535000000.0,120940000000.0,,,,,,,,,,,,-27435000000.0,-27435000000.0,0.0,46000000.0,216000000.0,27053000000.0,137720000000.0,5484000000.0,109174000000.0,2464000000.0,-23272000000.0,50221000000.0,-6673000000.0,2174000000.0,,114664000000.0,137936000000.0,65869000000.0,72542000000.0,4627000000.0,498000000.0,5062000000.0,1613000000.0,16042000000.0,29046000000.0,-12000000.0,,5018000000.0,5018000000.0,6633000000.0,18633000000.0,6631000000.0,5020000000.0,0.4392,45.16,-0.71,-0.71,-1.18,4.21,15.73,15.73,26.93,26.93,-35.81,9197000000.0,35.6,0.24,4.21,1021000000.0
000001.XSHE,2014-09-30,2014q3,2014-10-24,52270000000.0,377360000000.0,6154000000.0,126736000000.0,48567000000.0,16509000000.0,11425000000.0,44134000000.0,6983000000.0,4354000000.0,5524000000.0,2144358000000.0,2017622000000.0,126736000000.0,,,,,,,,,,,,-48732000000.0,-48732000000.0,0.0,-521000000.0,708000000.0,28036000000.0,156146000000.0,6636000000.0,136776000000.0,23763000000.0,-13441000000.0,57169000000.0,-58533000000.0,2517000000.0,1500000000.0,143413000000.0,156854000000.0,25666000000.0,84199000000.0,2921000000.0,506000000.0,5532000000.0,1798000000.0,16756000000.0,30620000000.0,1132000000.0,,5622000000.0,5622000000.0,7426000000.0,19918000000.0,7420000000.0,5626000000.0,0.49,42.39,12.04,12.04,11.96,4.54,6.9,6.9,28.23,28.23,-293.87,10517000000.0,37.28,0.26,4.54,958000000.0
000001.XSHE,2014-12-31,2014.0,2015-03-13,,,,,,,,,,,,,,,1.02,10.86,8.64,36.33,65.39,2.6,27.74,200.9,1533183000000.0,1024734000000.0,1380432000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000001.XSHE,2014-12-31,2014q4,2015-03-13,52270000000.0,373267000000.0,6834000000.0,130949000000.0,45841000000.0,19115000000.0,11425000000.0,43656000000.0,7961000000.0,6334000000.0,5794000000.0,2186459000000.0,2055510000000.0,130949000000.0,,,,,,,,,,,,597000000.0,597000000.0,0.0,33000000.0,1680000000.0,29308000000.0,63753000000.0,6178000000.0,33427000000.0,-4038000000.0,-25828000000.0,34905000000.0,30430000000.0,2552000000.0,14300000000.0,39605000000.0,65433000000.0,107273000000.0,76843000000.0,3164000000.0,652000000.0,5233000000.0,1338000000.0,17004000000.0,31632000000.0,-137000000.0,,4108000000.0,4108000000.0,5475000000.0,18756000000.0,5446000000.0,4130000000.0,0.3596,122.53,-26.93,-26.93,-26.27,3.21,-5.83,-5.83,21.9,21.9,162.24,-3717000000.0,29.19,0.19,3.19,-509000000.0
000001.XSHE,2015-03-31,2015q1,2015-04-24,52270000000.0,334273000000.0,7484000000.0,136704000000.0,46360000000.0,19115000000.0,11425000000.0,49285000000.0,6584000000.0,6334000000.0,7212000000.0,2304775000000.0,2168071000000.0,136704000000.0,,,,,,,,,,,,207038000000.0,23582000000.0,183456000000.0,-198000000.0,1251000000.0,31341000000.0,150547000000.0,6843000000.0,122185000000.0,35055000000.0,-22770000000.0,102500000000.0,11495000000.0,5135000000.0,20662000000.0,129028000000.0,151798000000.0,167092000000.0,155597000000.0,2669000000.0,580000000.0,5967000000.0,1808000000.0,17320000000.0,32464000000.0,464000000.0,,5629000000.0,5629000000.0,7447000000.0,20671000000.0,7437000000.0,5637000000.0,0.4927,63.97,37.03,37.03,36.02,4.21,10.21,10.21,27.23,27.23,55.61,7339000000.0,36.03,0.25,4.21,108000000.0
000001.XSHE,2015-06-30,2015q2,2015-08-14,59326000000.0,361762000000.0,9308000000.0,150880000000.0,69267000000.0,17658000000.0,14309000000.0,53253000000.0,8896000000.0,6334000000.0,7293000000.0,2570508000000.0,2419628000000.0,150880000000.0,,,,,,,,,,,,180547000000.0,180547000000.0,0.0,28000000.0,441000000.0,34617000000.0,166331000000.0,7632000000.0,131997000000.0,36635000000.0,-27143000000.0,67459000000.0,171027000000.0,2299000000.0,41067000000.0,139629000000.0,166772000000.0,280342000000.0,109315000000.0,5519000000.0,659000000.0,8994000000.0,1866000000.0,17426000000.0,33400000000.0,1640000000.0,,5956000000.0,5956000000.0,7820000000.0,25904000000.0,7822000000.0,5954000000.0,0.4162,69.81,5.81,5.81,5.01,4.14,25.32,25.32,22.99,22.99,660.23,6254000000.0,30.19,0.24,4.14,1566000000.0
000001.XSHE,2015-09-30,2015q3,2015-10-23,59326000000.0,405186000000.0,9367000000.0,157136000000.0,104189000000.0,17760000000.0,14309000000.0,59407000000.0,10520000000.0,6334000000.0,7393000000.0,2599060000000.0,2441924000000.0,157136000000.0,,,,,,,,,,,,12275000000.0,12275000000.0,0.0,893000000.0,752000000.0,32835000000.0,313988000000.0,6569000000.0,323323000000.0,86767000000.0,15152000000.0,30825000000.0,-90537000000.0,2461000000.0,47850000000.0,329892000000.0,314740000000.0,-23555000000.0,66982000000.0,3549000000.0,682000000.0,7183000000.0,1872000000.0,16273000000.0,33361000000.0,977000000.0,,6155000000.0,6155000000.0,8038000000.0,24577000000.0,8027000000.0,6163000000.0,0.43,38.76,3.34,3.34,2.79,4.0,-5.12,-5.12,25.04,25.04,-368.38,7105000000.0,32.71,0.24,4.0,933000000.0
000001.XSHE,2015-12-31,2015.0,2016-03-10,,,,,,,,,,,,,,,1.45,10.94,9.03,31.31,69.01,2.81,31.26,165.86,1733921000000.0,1216138000000.0,1661747000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000001.XSHE,2015-12-31,2015q4,2016-03-10,59326000000.0,400761000000.0,8728000000.0,161500000000.0,76636000000.0,26411000000.0,14309000000.0,52933000000.0,10351000000.0,8521000000.0,6571000000.0,2507149000000.0,2345649000000.0,161500000000.0,,,,,,,,,,,,-138519000000.0,-138519000000.0,0.0,1037000000.0,1090000000.0,32056000000.0,221334000000.0,5544000000.0,155415000000.0,15720000000.0,-61465000000.0,15471000000.0,-93811000000.0,2976000000.0,96980000000.0,160959000000.0,222424000000.0,-62135000000.0,31676000000.0,3369000000.0,819000000.0,7041000000.0,1435000000.0,14531000000.0,32424000000.0,843000000.0,,4125000000.0,4125000000.0,5590000000.0,25011000000.0,5560000000.0,4148000000.0,0.2883,77.65,-32.98,-32.98,-30.46,2.6,1.77,1.77,16.49,16.49,-375.08,4739000000.0,22.35,0.16,2.59,851000000.0
000001.XSHE,2016-03-31,2016q1,2016-04-21,59326000000.0,477015000000.0,9732000000.0,187569000000.0,87212000000.0,46394000000.0,14309000000.0,59019000000.0,8374000000.0,8521000000.0,8752000000.0,2681155000000.0,2493586000000.0,187569000000.0,,,,,,,,,,,,277537000000.0,16196000000.0,261341000000.0,-171000000.0,236000000.0,32860000000.0,511273000000.0,7219000000.0,409509000000.0,51880000000.0,-94781000000.0,53973000000.0,59268000000.0,5904000000.0,135540000000.0,416728000000.0,511509000000.0,159508000000.0,100240000000.0,2689000000.0,795000000.0,8896000000.0,1943000000.0,13961000000.0,32359000000.0,824000000.0,,6086000000.0,6086000000.0,8014000000.0,27532000000.0,8029000000.0,6075000000.0,0.4253,70.89,47.54,47.54,43.36,3.48,10.08,10.08,22.11,22.11,215.27,7052000000.0,29.11,0.23,3.49,962000000.0
000001.XSHE,2016-06-30,2016q2,2016-08-12,56465000000.0,436308000000.0,11732000000.0,191700000000.0,67070000000.0,27528000000.0,17170000000.0,63036000000.0,9901000000.0,8521000000.0,6491000000.0,2800983000000.0,2609283000000.0,191700000000.0,,,,,,,,,,,,-64392000000.0,-64392000000.0,0.0,1619000000.0,364000000.0,33459000000.0,620132000000.0,6851000000.0,584525000000.0,55575000000.0,-29120000000.0,103736000000.0,-92466000000.0,2480000000.0,197458000000.0,591376000000.0,620496000000.0,78081000000.0,170547000000.0,7196000000.0,857000000.0,9204000000.0,1919000000.0,13411000000.0,31209000000.0,784000000.0,,6206000000.0,6206000000.0,8142000000.0,27237000000.0,8125000000.0,6219000000.0,0.3614,70.11,1.97,1.97,1.6,3.28,-1.07,-1.07,22.79,22.79,-339.49,7053000000.0,29.89,0.23,3.27,1089000000.0
000001.XSHE,2016-09-30,2016q3,2016-10-21,56465000000.0,427014000000.0,13361000000.0,198228000000.0,50172000000.0,27528000000.0,17170000000.0,69463000000.0,10648000000.0,8521000000.0,9241000000.0,2791238000000.0,2593010000000.0,198228000000.0,,,,,,,,,,,,-77394000000.0,-77394000000.0,0.0,98000000.0,306000000.0,33086000000.0,612805000000.0,7687000000.0,632163000000.0,15513000000.0,26739000000.0,81479000000.0,-119744000000.0,2676000000.0,173798000000.0,639850000000.0,613111000000.0,20383000000.0,140127000000.0,1174000000.0,863000000.0,8589000000.0,1979000000.0,13640000000.0,32007000000.0,858000000.0,,6427000000.0,6427000000.0,8389000000.0,27199000000.0,8406000000.0,6413000000.0,0.37,26.45,3.56,3.56,3.03,3.29,-0.14,-0.14,23.63,23.63,-440.25,38911000000.0,30.84,0.23,3.3,1093000000.0
000001.XSHE,2016-12-31,2016.0,2017-03-17,,,,,,,,,,,,,,,1.74,11.53,8.36,25.97,75.21,2.75,29.0619,155.37,1921835000000.0,1475801000000.0,2033715000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000001.XSHE,2016-12-31,2016q4,2017-03-17,56465000000.0,478140000000.0,17831000000.0,202171000000.0,97450000000.0,34468000000.0,17170000000.0,64143000000.0,9289000000.0,10781000000.0,12754000000.0,2953434000000.0,2751263000000.0,202171000000.0,,,,,,,,,,,,97663000000.0,97663000000.0,0.0,2669000000.0,1866000000.0,30854000000.0,148899000000.0,6222000000.0,139353000000.0,-63756000000.0,-5181000000.0,56690000000.0,163931000000.0,2702000000.0,166782000000.0,145584000000.0,150765000000.0,245228000000.0,81297000000.0,2752000000.0,935000000.0,4620000000.0,1495000000.0,13696000000.0,35544000000.0,-98000000.0,,3880000000.0,3880000000.0,5234000000.0,25747000000.0,5375000000.0,3899000000.0,0.226,202.46,-39.63,-39.63,-37.61,1.95,-5.34,-5.34,15.07,15.07,636.7,-26536000000.0,20.33,0.14,1.94,155000000.0
000001.XSHE,2017-03-31,2017q1,2017-04-22,56465000000.0,442607000000.0,18935000000.0,207739000000.0,69009000000.0,34468000000.0,17170000000.0,69483000000.0,6907000000.0,10781000000.0,15199000000.0,3006195000000.0,2798456000000.0,207739000000.0,,,,,,,,,,,,120082000000.0,-113332000000.0,233414000000.0,-431000000.0,125000000.0,35597000000.0,336716000000.0,8120000000.0,281512000000.0,49316000000.0,-47209000000.0,82251000000.0,-115008000000.0,5435000000.0,256517000000.0,289632000000.0,336841000000.0,64339000000.0,179347000000.0,2747000000.0,975000000.0,9125000000.0,2016000000.0,16176000000.0,35045000000.0,611000000.0,,6214000000.0,6214000000.0,8228000000.0,27712000000.0,8230000000.0,6211999744.0,0.3619,70.3089,60.1546,60.1546,57.2029,3.0309,7.632000000000001,7.632000000000001,22.4235,22.4235,-415.0115,7597000192.0,29.6911,0.2085,3.0319,631000000.0
000001.XSHE,2017-06-30,2017q2,2017-08-11,56465000000.0,462300000000.0,20560000000.0,211454000000.0,64518000000.0,34468000000.0,17170000000.0,73110000000.0,7196000000.0,10781000000.0,7771000000.0,3092142000000.0,2880688000000.0,211454000000.0,,,,,,,,,,,,4220000000.0,4220000000.0,0.0,-921000000.0,288000000.0,38793000000.0,83445000000.0,7795000000.0,64588000000.0,29659000000.0,-11346000000.0,56322000000.0,-13172000000.0,2793000000.0,196008000000.0,72387000000.0,83733000000.0,122384000000.0,135556000000.0,13124000000.0,1146000000.0,8744000000.0,1862000000.0,18111000000.0,36603000000.0,128000000.0,,6340000000.0,6340000000.0,8240000000.0,26361000000.0,8202000000.0,6300000256.0,0.3692,68.7417,2.0277,2.0277,0.1458,3.0058,-4.8751,-4.8751,24.0507,24.0507,-49.9678,8001999872.0,31.2583,0.2079,3.0249,177000000.0
000001.XSHE,2017-09-30,2017q3,2017-10-21,56465000000.0,446796000000.0,22320000000.0,218111000000.0,79892000000.0,34468000000.0,17170000000.0,79709000000.0,8574000000.0,10781000000.0,9685000000.0,3137481000000.0,2919370000000.0,218111000000.0,,,,,,,,,,,,1641000000.0,1641000000.0,0.0,-933000000.0,444000000.0,38938000000.0,25537000000.0,8234000000.0,57835000000.0,-7707000000.0,40088000000.0,63692000000.0,-29807000000.0,3082000000.0,197926000000.0,66069000000.0,25981000000.0,52123000000.0,81930000000.0,4095000000.0,1364000000.0,8777000000.0,1908000000.0,19106000000.0,37227000000.0,-95000000.0,,6599000000.0,6599000000.0,8532000000.0,25760000000.0,8507000000.0,6618000000.0,0.38,66.8789,4.0852,4.0852,3.5437,3.0813,-2.2799,-2.2799,25.6172,25.6172,-115.7104,8341000000.0,33.1211,0.2119,3.0724,150000000.0
000001.XSHE,2017-12-31,2017.0,2018-03-15,,,,,,,,,,,,,,,1.7,11.2,8.28,29.89,83.58,2.37,30.0389,151.08,2000420000000.0,1704230000000.0,2226112000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000001.XSHE,2017-12-31,2017q4,2018-03-15,56465000000.0,440420000000.0,24989000000.0,222054000000.0,59015000000.0,38552000000.0,17170000000.0,79661000000.0,10713000000.0,10781000000.0,11891000000.0,3248474000000.0,3026420000000.0,222054000000.0,,,,,,,,,,,,11081000000.0,11081000000.0,0.0,-633000000.0,1960000000.0,41379000000.0,247214000000.0,6794000000.0,224688000000.0,-9829000000.0,-17664000000.0,67712000000.0,39207000000.0,3035000000.0,189754000000.0,231510000000.0,249174000000.0,172358000000.0,133151000000.0,3709000000.0,1566000000.0,9079000000.0,1182000000.0,20666000000.0,39193000000.0,-12000000.0,,4036000000.0,4036000000.0,5223000000.0,25953000000.0,5218000000.0,4032000000.0,0.2351,79.8752,-38.8392,-38.8392,-38.7834,1.832,0.7492,0.7492,15.5512,15.5512,151.0692,5366000000.0,20.1248,0.1264,1.8339,-221000000.0
000001.XSHE,2018-03-31,2018q1,2018-04-20,56465000000.0,388049000000.0,26820000000.0,223391000000.0,77644000000.0,38552000000.0,17170000000.0,80445000000.0,8461000000.0,10781000000.0,13764000000.0,3338572000000.0,3115181000000.0,223391000000.0,,,,,,,,,,,,190887000000.0,53864000000.0,137023000000.0,-1302000000.0,27000000.0,44500000000.0,117298000000.0,7281000000.0,113266000000.0,10502000000.0,3222000000.0,78639000000.0,41442000000.0,6649000000.0,188751000000.0,120547000000.0,117325000000.0,183047000000.0,141605000000.0,2578000000.0,1353000000.0,9947000000.0,1972000000.0,22257000000.0,40944000000.0,416000000.0,,6595000000.0,6595000000.0,8584000000.0,28026000000.0,8567000000.0,6555000000.0,0.3841,69.3713,63.4044,63.4044,64.35,2.9431,7.9875,7.9875,23.5317,23.5317,147.8698,7915000000.0,30.6287,0.2002,2.9611,611000000.0
000001.XSHE,2018-06-30,2018q2,2018-08-16,56465000000.0,407152000000.0,27009000000.0,228141000000.0,81997000000.0,38552000000.0,17170000000.0,84889000000.0,9571000000.0,10781000000.0,5019000000.0,3367399000000.0,3139258000000.0,228141000000.0,,,,,,,,,,,,30020000000.0,30019000000.0,1000000.0,1820000000.0,655000000.0,47448000000.0,71718000000.0,7143000000.0,128408000000.0,-1099000000.0,63285000000.0,86656000000.0,-33987000000.0,2998000000.0,202891000000.0,135658000000.0,72373000000.0,93800000000.0,127787000000.0,13462000000.0,1769000000.0,11114000000.0,2023000000.0,22315000000.0,41064000000.0,771000000.0,,6777000000.0,6777000000.0,8818000000.0,29215000000.0,8800000000.0,6771000000.0,0.3947,69.82,2.76,2.76,2.73,3.0,4.24,4.24,23.2,23.2,-116.33,7730000000.0,30.18,0.2,3.0,1061000000.0
000001.XSHE,2018-09-30,2018q3,2018-10-24,56465000000.0,382962000000.0,28879000000.0,235231000000.0,88096000000.0,38552000000.0,17170000000.0,91973000000.0,10547000000.0,10781000000.0,7595000000.0,3352056000000.0,3116825000000.0,235231000000.0,,,,,,,,,,,,-56297000000.0,-56297000000.0,0.0,1500000000.0,836000000.0,41792000000.0,105610000000.0,6657000000.0,107240000000.0,-46484000000.0,7452000000.0,85045000000.0,-18765000000.0,3284000000.0,226618000000.0,113898000000.0,106446000000.0,104385000000.0,123150000000.0,3971000000.0,2096000000.0,7862000000.0,2115000000.0,22560000000.0,39653000000.0,5912000000.0,,7084000000.0,7084000000.0,9212000000.0,29423000000.0,9199000000.0,7021000000.0,0.41,30.2,4.53,4.53,4.47,3.03,0.71,0.71,24.08,24.08,-63.78,36305000000.0,31.31,0.21,3.06,6434000000.0
000001.XSHE,2018-12-31,2018.0,2019-03-07,,,,,,,,,,,,,,,1.75,11.5,8.54,30.32,92.38,2.35,35.9599,155.24,2149142000000.0,1997529000000.0,2340236000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000001.XSHE,2018-12-31,2018q4,2019-03-07,56465000000.0,363626000000.0,29468000000.0,240042000000.0,72934000000.0,39850000000.0,17170000000.0,95037000000.0,12238000000.0,10781000000.0,9366000000.0,3418592000000.0,3178550000000.0,240042000000.0,,,,,,,,,,,,-2809000000.0,-2809000000.0,0.0,-321000000.0,3101000000.0,46378000000.0,106139000000.0,5291000000.0,91388000000.0,56102000000.0,-12577000000.0,36806000000.0,-46013000000.0,3263000000.0,128298000000.0,96663000000.0,109240000000.0,55046000000.0,101059000000.0,2144000000.0,2847000000.0,10439000000.0,1303000000.0,21011000000.0,41227000000.0,2087000000.0,,4362000000.0,4362000000.0,5691000000.0,30052000000.0,5665000000.0,4353000000.0,0.254,33.65,-38.42,-38.42,-38.22,1.83,2.14,2.14,14.51,14.51,-153.11,17722000000.0,18.94,0.13,1.84,2181000000.0
000001.XSHE,2019-03-31,2019q1,2019-04-24,56465000000.0,316767000000.0,30860000000.0,250938000000.0,100231000000.0,39850000000.0,17170000000.0,101609000000.0,9848000000.0,10781000000.0,11053000000.0,3530180000000.0,3279242000000.0,250938000000.0,,,,,,,,,,,,200963000000.0,39162000000.0,161801000000.0,-1155000000.0,409000000.0,50004000000.0,144432000000.0,7500000000.0,105313000000.0,18923000000.0,-31790000000.0,65841000000.0,53184000000.0,7595000000.0,59231000000.0,113051000000.0,144841000000.0,187791000000.0,134607000000.0,5347000000.0,2019000000.0,11579000000.0,2225000000.0,21887000000.0,42661000000.0,2571000000.0,,7446000000.0,7446000000.0,9667000000.0,32476000000.0,9671000000.0,7422000000.0,0.4337,70.23,70.7,70.7,69.86,3.02,8.07,8.07,22.93,22.93,163.76,7542000000.0,29.77,0.21,3.03,2098000000.0
000001.XSHE,2019-06-30,2019q2,2019-08-08,56465000000.0,367374000000.0,31732000000.0,256603000000.0,82884000000.0,39850000000.0,17170000000.0,107076000000.0,11765000000.0,10781000000.0,8745000000.0,3590766000000.0,3334163000000.0,256603000000.0,,,,,,,,,,,,-39383000000.0,-39383000000.0,0.0,1186000000.0,549000000.0,48690000000.0,76416000000.0,7759000000.0,46765000000.0,8802000000.0,-22619000000.0,41080000000.0,-26752000000.0,3641000000.0,97597000000.0,54346000000.0,76965000000.0,54927000000.0,81679000000.0,8827000000.0,2145000000.0,10976000000.0,2375000000.0,21585000000.0,44450000000.0,2367000000.0,,7957000000.0,7957000000.0,10370000000.0,35353000000.0,10332000000.0,7894000000.0,0.4634,70.67,6.86,6.86,7.27,3.11,8.86,8.86,22.51,22.51,-75.67,6735000000.0,29.33,0.22,3.14,3514000000.0
000001.XSHE,2019-09-30,2019q3,2019-10-22,80816000000.0,346999000000.0,32981000000.0,288073000000.0,85584000000.0,39850000000.0,19406000000.0,115293000000.0,14127000000.0,10781000000.0,11265000000.0,3707683000000.0,3419610000000.0,288073000000.0,,,,,,,,,,,,-2824000000.0,-2824000000.0,0.0,1780000000.0,920000000.0,49551000000.0,211204000000.0,7414000000.0,180283000000.0,-38252000000.0,-24400000000.0,81650000000.0,58048000000.0,3286000000.0,154370000000.0,187724000000.0,212124000000.0,220939000000.0,162891000000.0,4138000000.0,2539000000.0,11979000000.0,2455000000.0,22072000000.0,44702000000.0,2779000000.0,,8218000000.0,8218000000.0,10676000000.0,35129000000.0,10673000000.0,8211000000.0,0.4235,69.61,3.28,3.28,2.95,3.02,-0.63,-0.63,23.39,23.39,165.24,7644000000.0,30.39,0.23,3.02,3020000000.0
000001.XSHE,2019-12-31,2019.0,2020-02-14,,,,,,,,,,,,,,,1.65,13.22,9.11,29.61,93.72,2.95,34.79,183.12,2459768000000.0,2323205000000.0,2784405000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000001.XSHE,2019-12-31,2019q4,2020-02-14,80816000000.0,337914000000.0,34725000000.0,312983000000.0,79369000000.0,46348000000.0,19406000000.0,113370000000.0,14218000000.0,10781000000.0,12031000000.0,3939070000000.0,3626087000000.0,312983000000.0,,,,,,,,,,,,20302000000.0,20302000000.0,0.0,-1140000000.0,1675000000.0,53282000000.0,133260000000.0,8261000000.0,103350000000.0,169194000000.0,-23247000000.0,185626000000.0,-124505000000.0,3568000000.0,139463000000.0,111688000000.0,134935000000.0,123557000000.0,248062000000.0,4567000000.0,2457000000.0,11369000000.0,990000000.0,22044000000.0,45736000000.0,1993000000.0,,4574000000.0,4574000000.0,5576000000.0,35000000000.0,5564000000.0,4559000000.0,0.2357,84.07,-44.34,-44.34,-47.77,1.52,-0.37,-0.37,13.07,13.07,-355.73,3224000000.0,15.93,0.12,1.52,2323000000.0
000001.XSHE,2020-03-31,2020q1,2020-04-21,80816000000.0,363009000000.0,34879000000.0,352355000000.0,48701000000.0,46348000000.0,19406000000.0,121044000000.0,12512000000.0,10781000000.0,15739000000.0,4132298000000.0,3779943000000.0,352355000000.0,,,,,,,,,,,,177840000000.0,-1218000000.0,179058000000.0,612000000.0,551000000.0,50778000000.0,187540000000.0,9177000000.0,176130000000.0,-17439000000.0,-2380000000.0,,17989000000.0,7415000000.0,214010000000.0,185711000000.0,188091000000.0,264943000000.0,246954000000.0,2214000000.0,1893000000.0,11581000000.0,2410000000.0,23107000000.0,47877000000.0,3802000000.0,,8548000000.0,8548000000.0,10998000000.0,37926000000.0,10958000000.0,8506000000.0,0.4405,71.0,86.88,86.88,97.24,2.56,8.36,8.36,22.54,22.54,47.43,7555000000.0,29.0,0.21,2.57,3363000000.0
000001.XSHE,2020-06-30,2020q2,2020-08-28,80816000000.0,327242000000.0,37226000000.0,351397000000.0,83308000000.0,46348000000.0,19406000000.0,121944000000.0,13904000000.0,10781000000.0,9309000000.0,4178622000000.0,3827225000000.0,351397000000.0,,,,,,,,,,,,19815000000.0,19815000000.0,0.0,250000000.0,231000000.0,55368000000.0,203437000000.0,10467000000.0,195079000000.0,61632000000.0,1588000000.0,,-43655000000.0,3099000000.0,94221000000.0,205256000000.0,203668000000.0,57265000000.0,100920000000.0,13166000000.0,2740000000.0,12774000000.0,1499000000.0,21574000000.0,47109000000.0,4223000000.0,,5130000000.0,5130000000.0,6661000000.0,40402000000.0,6629000000.0,5080000000.0,0.2644,83.51,-39.99,-39.99,-39.43,1.44,6.53,6.53,12.7,12.7,-108.05,1847000000.0,16.49,0.12,1.46,4717000000.0
000001.XSHE,2020-09-30,2020q3,2020-10-22,80816000000.0,384571000000.0,37815000000.0,358771000000.0,98137000000.0,46348000000.0,19406000000.0,130664000000.0,15897000000.0,10781000000.0,10262000000.0,4346921000000.0,3988150000000.0,358771000000.0,,,,,,,,,,,,95416000000.0,95416000000.0,0.0,-2266000000.0,913000000.0,57139000000.0,155149000000.0,9303000000.0,163486000000.0,24451000000.0,16867000000.0,97923000000.0,56364000000.0,3544000000.0,213093000000.0,172929000000.0,156062000000.0,190459000000.0,134095000000.0,5000000000.0,2971000000.0,15488000000.0,2519000000.0,20946000000.0,45795000000.0,278000000.0,,8720000000.0,8720000000.0,11264000000.0,38236000000.0,11239000000.0,8730000000.0,0.4493,70.54,69.98,69.98,69.1,2.46,-5.36,-5.36,22.81,22.81,147.41,10412000000.0,29.46,0.2,2.46,857000000.0
000001.XSHE,2020-12-31,2020.0,2021-02-02,,,,,,,,,,,,,,,1.18,13.29,8.69,29.11,98.9006,2.88,35.1,201.4,2695935000000.0,2666297000000.0,3151764000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
