code,report_period_end,period_key,pub_date,balance__capital_reserve_fund,balance__cash_equivalents,balance__deferred_tax_assets,balance__equities_parent_company_owners,balance__lend_capital,balance__ordinary_risk_reserve_fund,balance__paidin_capital,balance__retained_profit,balance__salaries_payable,balance__surplus_reserve_fund,balance__taxs_payable,balance__total_assets,balance__total_liability,balance__total_owner_equities,bank_indicator__Nonperforming_loan_rate,bank_indicator__capital_adequacy_ratio,bank_indicator__core_level_capital_adequacy_ratio,bank_indicator__cost_to_income_ratio,bank_indicator__deposit_loan_ratio,bank_indicator__net_interest_margin,bank_indicator__non_interest_income_ratio,bank_indicator__non_performing_loan_provision_coverage,bank_indicator__total_deposit,bank_indicator__total_loan,bank_indicator__weighted_risky_asset,cash_flow__cash_and_equivalents_at_end,cash_flow__cash_equivalent_increase,cash_flow__cash_equivalents_at_beginning,cash_flow__exchange_rate_change_effect,cash_flow__fix_intan_other_asset_acqui_cash,cash_flow__interest_and_commission_cashin,cash_flow__invest_cash_paid,cash_flow__invest_proceeds,cash_flow__invest_withdrawal_cash,cash_flow__net_finance_cash_flow,cash_flow__net_invest_cash_flow,cash_flow__net_loan_and_advance_increase,cash_flow__net_operate_cash_flow,cash_flow__staff_behalf_paid,cash_flow__subtotal_finance_cash_outflow,cash_flow__subtotal_invest_cash_inflow,cash_flow__subtotal_invest_cash_outflow,cash_flow__subtotal_operate_cash_inflow,cash_flow__subtotal_operate_cash_outflow,cash_flow__tax_payments,income__commission_expense,income__commission_income,income__income_tax_expense,income__interest_expense,income__interest_income,income__investment_income,income__minority_profit,income__net_profit,income__np_parent_company_owners,income__operating_profit,income__operating_revenue,income__total_profit,indicator__adjusted_profit,indicator__eps,indicator__expense_to_total_revenue,indicator__inc_net_profit_annual,indicator__inc_net_profit_to_shareholders_annual,indicator__inc_operation_profit_annual,indicator__inc_return,indicator__inc_revenue_annual,indicator__inc_total_revenue_annual,indicator__net_profit_margin,indicator__net_profit_to_total_revenue,indicator__ocf_to_revenue,indicator__operating_profit,indicator__operation_profit_to_total_revenue,indicator__roa,indicator__roe,indicator__value_change_profit
601009.XSHG,2020-03-31,2020q1,2020-04-30,13242211000.0,173525715000.0,5125156000.0,90994385000.0,8977666000.0,14063561000.0,8482208000.0,38454677000.0,3500848000.0,6114739000.0,2617149000.0,1482118732000.0,1390046485000.0,92072247000.0,,,,,,,,,,,,90856779000.0,54748207000.0,36108572000.0,660003000.0,62095000.0,16344549000.0,222680862000.0,2251177000.0,212556609000.0,21333279000.0,-7935155000.0,60886480000.0,40690080000.0,1874487000.0,14998900000.0,214807802000.0,222742957000.0,132203831000.0,91513751000.0,2037319000.0,87686000.0,1247926000.0,651786000.0,8493877000.0,14393589000.0,1857622000.0,30207000.0,3780789000.0,3750582000.0,4448496000.0,10032998000.0,4432575000.0,3714006000.0,0.4422,55.66,46.29,46.25,50.92,4.18,25.58,25.58,37.68,37.68,405.56,4448496000.0,44.34,0.27,4.22,2858978000.0
601009.XSHG,2020-06-30,2020q2,2020-08-29,23289389000.0,105592037000.0,5590545000.0,101504171000.0,9644187000.0,14074235000.0,10007017000.0,36758124000.0,3381450000.0,7348462000.0,2138928000.0,1464959067000.0,1362358486000.0,102600581000.0,,,,,,,,,,,,-68235705000.0,-68235705000.0,0.0,-467164000.0,353772000.0,18252862000.0,309324134000.0,-298079000.0,294122696000.0,-24419144000.0,-15852453000.0,27005196000.0,-27496944000.0,1581716000.0,87630928000.0,293825453000.0,309677906000.0,22306714000.0,49803658000.0,2244733000.0,92321000.0,1565638000.0,872730000.0,8730438000.0,14353658000.0,1571044000.0,25048000.0,3495643000.0,3470595000.0,4368358000.0,7705110000.0,4368373000.0,3437550000.0,0.3468,43.31,-7.54,-7.47,-1.8,3.57,-23.2,-23.2,45.37,45.37,-356.87,4368358000.0,56.69,0.24,3.61,519024000.0
601009.XSHG,2020-09-30,2020q3,2020-10-29,23287344000.0,105708229000.0,5775147000.0,103678897000.0,10329747000.0,14081921000.0,10007017000.0,39422140000.0,3720363000.0,7348462000.0,2033500000.0,1495103235000.0,1390265247000.0,104837988000.0,,,,,,,,,,,,-1844992000.0,-1844992000.0,0.0,-382207000.0,364202000.0,16318342000.0,241191432000.0,464777000.0,218521202000.0,29596782000.0,-22569507000.0,21862504000.0,-8490060000.0,1186725000.0,56009264000.0,218986127000.0,241555634000.0,13385902000.0,21875962000.0,1641564000.0,114520000.0,1195331000.0,574401000.0,8765543000.0,14503908000.0,613174000.0,30921000.0,2897623000.0,2866702000.0,3516884000.0,7307069000.0,3472024000.0,2877529000.0,0.2865,51.87,-17.11,-17.4,-19.49,2.8,-5.17,-5.17,39.66,39.66,-116.19,3516884000.0,48.13,0.2,2.79,398620000.0
601009.XSHG,2020-12-31,2020.0,2021-04-30,,,,,,,,,,,,,,,0.91,14.75,9.97,28.46,71.33,2.25,31.25,391.76,959172635000.0,674586703000.0,971966725000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
601009.XSHG,2020-12-31,2020q4,2021-04-30,23287344000.0,114964309000.0,6239625000.0,106876127000.0,12689235000.0,15421801000.0,10007017000.0,40870844000.0,4484942000.0,7348462000.0,2280099000.0,1517075765000.0,1409042793000.0,108032972000.0,,,,,,,,,,,,5434425000.0,5434425000.0,0.0,-338966000.0,517809000.0,17198833000.0,362799466000.0,355109000.0,367561805000.0,-24118055000.0,4606199000.0,894104000.0,25285247000.0,1371861000.0,56182282000.0,367923474000.0,363317275000.0,59420400000.0,34135153000.0,1169042000.0,96954000.0,1347704000.0,192087000.0,8798760000.0,15231062000.0,952514000.0,23274000.0,3036278000.0,3013004000.0,3245348000.0,9420299000.0,3228365000.0,3029319000.0,0.3011,65.55,4.79,5.1,-7.72,2.88,28.92,28.92,32.23,32.23,268.41,3245348000.0,34.45,0.2,2.86,1679895000.0
601009.XSHG,2021-03-31,2021q1,2021-04-30,23287344000.0,123152544000.0,6203527000.0,110883473000.0,13393680000.0,15431951000.0,10007017000.0,44959906000.0,3922244000.0,7348462000.0,2486891000.0,1619818880000.0,1507748029000.0,112070851000.0,,,,,,,,,,,,29514283000.0,3303776000.0,26210507000.0,-19936000.0,707821000.0,19279637000.0,315891401000.0,478796000.0,271274354000.0,1657210000.0,-44846063000.0,67558514000.0,46512565000.0,2429600000.0,59052980000.0,271753159000.0,316599222000.0,133196550000.0,86683985000.0,1499281000.0,117181000.0,1904928000.0,865986000.0,8849074000.0,15809672000.0,716190000.0,30533000.0,4129745000.0,4099212000.0,4991494000.0,10197536000.0,4995731000.0,4034286000.0,0.4096,51.05,36.01,36.05,53.8,3.71,8.25,8.25,40.5,40.5,456.12,4991494000.0,48.95,0.26,3.76,1299493000.0
601009.XSHG,2021-06-30,2021q2,2021-08-19,23287344000.0,120243978000.0,6320150000.0,113611516000.0,9668477000.0,15475674000.0,10007017000.0,44060624000.0,4193235000.0,8625780000.0,2032013000.0,1663978119000.0,1549160533000.0,114817586000.0,,,,,,,,,,,,-7149089000.0,-7149089000.0,0.0,-82912000.0,136056000.0,18438539000.0,339583118000.0,899167000.0,315621513000.0,9748262000.0,-23197658000.0,27338671000.0,6383219000.0,1501545000.0,84147777000.0,316521516000.0,339719174000.0,52071482000.0,45688263000.0,2488523000.0,100826000.0,1698374000.0,991952000.0,9131616000.0,15787402000.0,1829491000.0,31247000.0,4385764000.0,4354517000.0,5378123000.0,10039887000.0,5377716000.0,4351518000.0,0.4351,46.43,6.2,6.23,7.75,3.88,-1.55,-1.55,43.68,43.68,63.58,5378123000.0,53.57,0.27,3.88,1739520000.0
601009.XSHG,2021-09-30,2021q3,2021-10-30,23287344000.0,116403404000.0,6302561000.0,117778707000.0,8660820000.0,15486579000.0,10007017000.0,47744543000.0,4659649000.0,8625780000.0,1887796000.0,1709317109000.0,1590305073000.0,119012036000.0,,,,,,,,,,,,-1294798000.0,-1294798000.0,0.0,-16913000.0,82821000.0,19151161000.0,384644901000.0,1142905000.0,340408381000.0,13658825000.0,-43177272000.0,14964448000.0,28240562000.0,1476085000.0,87005951000.0,341550450000.0,384727722000.0,53232782000.0,24992220000.0,2074141000.0,81928000.0,1334421000.0,531640000.0,9535552000.0,16315711000.0,2029055000.0,27259000.0,3917083000.0,3889824000.0,4457271000.0,10064143000.0,4448723000.0,3882980000.0,0.3887,55.71,-10.69,-10.67,-17.12,3.36,0.24,0.24,38.92,38.92,280.61,4457271000.0,44.29,0.23,3.36,1977378000.0
601009.XSHG,2021-12-31,2021.0,2022-04-16,,,,,,,,,,,,,,,0.91,13.54,10.16,29.22,73.77,2.25,33.77,397.34,1087967569000.0,790321922000.0,1096459155000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
601009.XSHG,2021-12-31,2021q4,2022-04-16,23369883000.0,117527315000.0,6200664000.0,121359785000.0,13921437000.0,17047001000.0,10007089000.0,49459185000.0,5967550000.0,8625780000.0,2304539000.0,1748946747000.0,1626381955000.0,122564792000.0,,,,,,,,,,,,3065406000.0,3065406000.0,0.0,-112296000.0,1320891000.0,19023729000.0,363177531000.0,1530923000.0,345814688000.0,-19184135000.0,-17150363000.0,9027863000.0,39512200000.0,1643705000.0,115513374000.0,347348059000.0,364498422000.0,65185361000.0,25673161000.0,723527000.0,100146000.0,1263204000.0,829137000.0,9640633000.0,16346993000.0,2494506000.0,19946000.0,3533150000.0,3513204000.0,4360228000.0,10623619000.0,4362287000.0,3455374000.0,0.3511,58.96,-9.8,-9.68,-2.18,2.89,5.56,5.56,33.26,33.26,371.93,4360228000.0,41.04,0.2,2.94,2623361000.0
601009.XSHG,2022-03-31,2022q1,2022-04-16,23447899000.0,143735377000.0,6555493000.0,126211583000.0,13696508000.0,17396492000.0,10015424000.0,54425230000.0,5442883000.0,8625780000.0,2768250000.0,1882609453000.0,1755174705000.0,127434748000.0,,,,,,,,,,,,43794407000.0,19658605000.0,24135802000.0,-57876000.0,285844000.0,21524409000.0,342322469000.0,1689072000.0,323257668000.0,50308530000.0,-17661573000.0,84770350000.0,-12930476000.0,2647729000.0,23024843000.0,324946740000.0,342608313000.0,164581911000.0,177512387000.0,1608053000.0,124624000.0,2112587000.0,903681000.0,9809935000.0,16708189000.0,3115390000.0,18158000.0,5032749000.0,5014591000.0,5953357000.0,12276579000.0,5936430000.0,4885181000.0,0.5007,51.51,42.44,42.74,36.54,3.95,15.56,15.56,40.99,40.99,-105.33,5953357000.0,48.49,0.28,4.05,3136602000.0
601009.XSHG,2022-06-30,2022q2,2022-08-16,26183590000.0,138672813000.0,6225630000.0,129173643000.0,16081652000.0,17456970000.0,10305730000.0,53313219000.0,5878204000.0,10128129000.0,1961611000.0,1912367183000.0,1781960796000.0,130406387000.0,,,,,,,,,,,,-2832817000.0,-2832817000.0,0.0,299281000.0,224741000.0,19501770000.0,295314586000.0,288180000.0,298015726000.0,-10047367000.0,2764994000.0,32329103000.0,4150275000.0,1640273000.0,98015412000.0,298304321000.0,295539327000.0,45120704000.0,40970429000.0,2408289000.0,96849000.0,1363162000.0,914413000.0,10336959000.0,16979122000.0,2269920000.0,24643000.0,5160696000.0,5136053000.0,6089443000.0,11255772000.0,6075109000.0,5111915000.0,0.4984,45.9,2.54,2.42,2.29,4.0,-8.32,-8.32,45.85,45.85,36.87,6089443000.0,54.1,0.27,4.02,3260935000.0
601009.XSHG,2022-09-30,2022q3,2022-10-29,26170538000.0,134092791000.0,5815538000.0,133778343000.0,13758403000.0,17514549000.0,10305733000.0,57872358000.0,6578986000.0,10128129000.0,2119608000.0,1944194168000.0,1808917302000.0,135276866000.0,,,,,,,,,,,,-2393999000.0,-2393999000.0,0.0,461210000.0,261646000.0,19603831000.0,517068634000.0,786203000.0,499456648000.0,-9437434000.0,-17420970000.0,20394546000.0,24003195000.0,1453459000.0,87655509000.0,500242858000.0,517663828000.0,58380283000.0,34377088000.0,1451894000.0,118651000.0,1122281000.0,1128783000.0,10640355000.0,17555720000.0,2357888000.0,46648000.0,4866867000.0,4820219000.0,6006022000.0,11656094000.0,5995650000.0,4719050000.0,0.4677,48.47,-5.69,-6.15,-1.37,3.59,3.56,3.56,41.75,41.75,205.93,6006022000.0,51.53,0.25,3.67,3509245000.0
601009.XSHG,2022-12-31,2022.0,2023-04-29,,,,,,,,,,,,,,,0.9,14.31,9.73,29.75,76.44,2.19,39.54,397.2,1261132423000.0,945912680000.0,1295996217000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
601009.XSHG,2022-12-31,2022q4,2023-04-29,26455733000.0,138172840000.0,6623690000.0,156256192000.0,13788191000.0,20070178000.0,10343718000.0,58515766000.0,7362764000.0,10128129000.0,2342280000.0,2059483739000.0,1901784904000.0,157698835000.0,,,,,,,,,,,,4722337000.0,4722337000.0,0.0,-33141000.0,25856000.0,19685244000.0,331071013000.0,1284428000.0,263154005000.0,-11183416000.0,-66658680000.0,19246319000.0,82597574000.0,2096798000.0,84932507000.0,264438188000.0,331096868000.0,105443905000.0,22846331000.0,1586724000.0,170960000.0,1257095000.0,248276000.0,11187427000.0,17702117000.0,3224470000.0,46468000.0,3483644000.0,3437176000.0,3742034000.0,9417995000.0,3731920000.0,3371869000.0,0.3324,60.27,-28.42,-28.69,-37.7,2.33,-19.2,-19.2,36.99,36.99,877.02,3742034000.0,39.73,0.17,2.37,1642855000.0
601009.XSHG,2023-03-31,2023q1,2023-04-29,26456404000.0,134364197000.0,7092576000.0,161805222000.0,9050917000.0,20118613000.0,10343731000.0,63894142000.0,6826607000.0,10128129000.0,3118859000.0,2148464490000.0,1983689685000.0,164774805000.0,,,,,,,,,,,,31997760000.0,-11292168000.0,43289928000.0,-100098000.0,759839000.0,23200952000.0,450835027000.0,819883000.0,435026040000.0,-60104810000.0,-15748681000.0,78682063000.0,64661421000.0,2901937000.0,71028972000.0,435846185000.0,451594866000.0,171256140000.0,106594719000.0,2037976000.0,126336000.0,1273724000.0,1042519000.0,11682775000.0,18912018000.0,5740736000.0,41488000.0,5468299000.0,5426811000.0,6504311000.0,12953215000.0,6510818000.0,5225553000.0,0.5246,49.79,56.97,57.89,73.82,3.29,37.54,37.54,42.22,42.22,499.19,6504311000.0,50.21,0.26,3.41,4237482000.0
601009.XSHG,2023-06-30,2023q2,2023-08-31,26421160000.0,137571380000.0,6092400000.0,162458916000.0,10036243000.0,20156352000.0,10343733000.0,61862842000.0,7207318000.0,11857217000.0,2322919000.0,2222509670000.0,2057088723000.0,165420947000.0,,,,,,,,,,,,5697298000.0,5697298000.0,0.0,307583000.0,107751000.0,21320443000.0,340050962000.0,1609629000.0,326317067000.0,21745631000.0,-12231124000.0,40368808000.0,-4124792000.0,1984498000.0,53983306000.0,327927589000.0,340158713000.0,45050749000.0,49175541000.0,2248221000.0,159369000.0,1328843000.0,1114616000.0,12166644000.0,18561210000.0,2315860000.0,16168000.0,5274214000.0,5258046000.0,6384677000.0,11350722000.0,6388830000.0,5152479000.0,0.5083,43.75,-3.55,-3.11,-1.84,3.18,-12.37,-12.37,46.47,46.47,-36.34,6384677000.0,56.25,0.24,3.24,3575820000.0
601009.XSHG,2023-09-30,2023q3,2023-10-31,26421160000.0,136498686000.0,5992234000.0,166542801000.0,12952228000.0,20196784000.0,10343733000.0,66218332000.0,7260322000.0,11857217000.0,2843120000.0,2240678969000.0,2071140821000.0,169538148000.0,,,,,,,,,,,,2698774000.0,2698774000.0,0.0,-115496000.0,310093000.0,20822744000.0,323350607000.0,1018111000.0,316037998000.0,32171760000.0,-6597561000.0,25485032000.0,-22759929000.0,1803342000.0,60686303000.0,317063139000.0,323660700000.0,14032726000.0,36792655000.0,1257945000.0,182999000.0,1002469000.0,1028605000.0,12646370000.0,18906932000.0,3050477000.0,33316000.0,4632738000.0,4599422000.0,5665945000.0,11388220000.0,5661343000.0,4427784000.0,0.4447,50.25,-12.16,-12.53,-11.26,2.69,0.33,0.33,40.68,40.68,-199.86,5665945000.0,49.75,0.21,2.8,3978597000.0
601009.XSHG,2023-12-31,2023.0,2024-04-27,,,,,,,,,,,,,,,0.9,13.53,9.39,30.47,80.3,2.04,43.64,360.58,1369407772000.0,1099073306000.0,1490971587000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
601009.XSHG,2023-12-31,2023q4,2024-04-27,26409231000.0,137232492000.0,5873503000.0,169561292000.0,25777277000.0,22143535000.0,10343733000.0,66587246000.0,7852499000.0,11857217000.0,2263548000.0,2288275916000.0,2115681851000.0,172594065000.0,,,,,,,,,,,,-1474825000.0,-1474825000.0,0.0,-28697000.0,936141000.0,21341845000.0,270909211000.0,2877640000.0,245962409000.0,22271441000.0,-22999808000.0,15321620000.0,-717761000.0,1991831000.0,62497323000.0,248845544000.0,271845352000.0,31618418000.0,32336179000.0,1911915000.0,197136000.0,689590000.0,57811000.0,12801137000.0,18368300000.0,3707339000.0,37426000.0,3255231000.0,3217805000.0,3294788000.0,9467354000.0,3313042000.0,3119621000.0,0.3111,65.2,-29.73,-30.04,-41.85,1.86,-16.87,-16.87,34.38,34.38,-7.58,3294788000.0,34.8,0.14,1.91,3202916000.0
601009.XSHG,2024-03-31,2024q1,2024-04-27,26394903000.0,139576653000.0,5007389000.0,176034191000.0,24567888000.0,22192172000.0,10343734000.0,72244438000.0,6735205000.0,11857217000.0,2171521000.0,2396263521000.0,2217151779000.0,179111742000.0,,,,,,,,,,,,46556783000.0,7637776000.0,38919007000.0,-51231000.0,160155000.0,23116026000.0,384725869000.0,1642608000.0,351556645000.0,43029203000.0,-31686340000.0,77601174000.0,-3653856000.0,2982178000.0,69966547000.0,353199684000.0,384886024000.0,92926491000.0,96580347000.0,1967056000.0,170479000.0,1647849000.0,1391982000.0,12938095000.0,19519189000.0,3531941000.0,44778000.0,5750607000.0,5705829000.0,7149718000.0,13319640000.0,7142589000.0,5634836000.0,0.5516,46.32,76.66,77.32,117.0,3.26,40.69,40.69,43.17,43.17,-27.43,7149718000.0,53.68,0.25,3.3,5078722000.0
601009.XSHG,2024-06-30,2024q2,2024-08-01,26392086000.0,144748341000.0,4227826000.0,177047605000.0,32898316000.0,22278832000.0,10343794000.0,70584852000.0,7245364000.0,13630658000.0,1728208000.0,2482820922000.0,2302704307000.0,180116615000.0,,,,,,,,,,,,-1002388000.0,-1002388000.0,0.0,-110535000.0,450234000.0,22641586000.0,412856994000.0,1736507000.0,367461605000.0,98846808000.0,-44107614000.0,36049313000.0,-55631047000.0,2184429000.0,122412170000.0,369199614000.0,413307228000.0,8047532000.0,63678579000.0,2207953000.0,177601000.0,1325968000.0,1052128000.0,13120918000.0,19350422000.0,3039221000.0,19955000.0,5908272000.0,5888317000.0,6973333000.0,12895928000.0,6960400000.0,5842056000.0,0.5693,45.93,2.74,3.2,-2.47,3.31,-3.18,-3.18,45.82,45.82,-431.38,6973333000.0,54.07,0.24,3.34,5370760000.0
601009.XSHG,2024-09-30,2024q3,2024-10-24,27665162000.0,153340849000.0,4185470000.0,179177807000.0,30369802000.0,22347278000.0,10492664000.0,71669689000.0,7278606000.0,13630658000.0,2630715000.0,2547037415000.0,2364511277000.0,182526138000.0,,,,,,,,,,,,14738819000.0,14738819000.0,0.0,75623000.0,577265000.0,22911851000.0,313038671000.0,2379598000.0,301268001000.0,39906098000.0,-9968337000.0,33066863000.0,-15274565000.0,1974739000.0,99744552000.0,303647599000.0,313615936000.0,28305879000.0,43580444000.0,1346563000.0,337213000.0,1215131000.0,1187108000.0,13405931000.0,20209286000.0,3999370000.0,44885000.0,5113378000.0,5068493000.0,6308759000.0,12342468000.0,6300486000.0,5009340000.0,0.49,48.89,-13.45,-13.92,-9.53,2.81,-4.29,-4.29,41.43,41.43,-123.76,6308759000.0,51.11,0.2,2.85,4504771000.0
601009.XSHG,2024-12-31,2024q4,2025-04-22,32424371000.0,161242642000.0,3399160000.0,188529458000.0,30022315000.0,25951010000.0,11067585000.0,70741583000.0,8244943000.0,13630658000.0,2307422000.0,2591399702000.0,2399443325000.0,191956377000.0,,,,,,,,,,,,3323580000.0,3323580000.0,0.0,-8659000.0,137249000.0,22707962000.0,283465946000.0,-201422000.0,281587393000.0,-3217662000.0,-2214233000.0,21572972000.0,8764134000.0,2105388000.0,86738895000.0,281388962000.0,283603195000.0,95851563000.0,87087429000.0,1902727000.0,1750927000.0,839869000.0,657249000.0,13442663000.0,20455393000.0,3047305000.0,78588000.0,3592677000.0,3514089000.0,4256371000.0,11715034000.0,4249926000.0,3450529000.0,0.3185,63.67,-29.74,-30.67,-32.53,1.88,-5.08,-5.08,30.67,30.67,74.81,4256371000.0,36.33,0.14,1.91,5444079000.0
601009.XSHG,2025-03-31,2025q1,2025-04-22,32485123000.0,181924076000.0,4021253000.0,192542246000.0,28167167000.0,26001937000.0,11074992000.0,76799147000.0,7448428000.0,13630658000.0,2645730000.0,2765237588000.0,2569237742000.0,195999846000.0,,,,,,,,,,,,73370516000.0,9753722000.0,63616794000.0,115214000.0,128935000.0,24792498000.0,389232663000.0,1157063000.0,324907686000.0,-27792219000.0,-63266688000.0,90423041000.0,100697415000.0,3273079000.0,119016698000.0,326094910000.0,389361598000.0,219638933000.0,118941518000.0,2140504000.0,205885000.0,1948880000.0,1237871000.0,13043984000.0,20796209000.0,4822428000.0,30681000.0,6139166000.0,6108485000.0,7407558000.0,14190018000.0,7377037000.0,6063771000.0,0.5519,47.8,70.88,73.83,74.03,3.18,21.13,21.13,43.26,43.26,709.64,7407558000.0,52.2,0.23,3.21,4543256000.0
601009.XSHG,2025-06-30,2025q2,2025-08-29,41484360000.0,152445441000.0,2975166000.0,206630632000.0,29548772000.0,26046018000.0,12186852000.0,78996506000.0,8028056000.0,15555842000.0,2301710000.0,2901437947000.0,2691297099000.0,210140848000.0,,,,,,,,,,,,-17871139000.0,-17871139000.0,0.0,156114000.0,112203000.0,25113537000.0,439932441000.0,1232633000.0,352490908000.0,49505230000.0,-86331440000.0,45068674000.0,18798957000.0,2160789000.0,177100648000.0,353713204000.0,440044644000.0,74382535000.0,55583578000.0,2273546000.0,435565000.0,1494160000.0,1397705000.0,13023233000.0,20917225000.0,3263452000.0,55216000.0,6565946000.0,6510730000.0,7949322000.0,14290193000.0,7963651000.0,6456849000.0,0.5536,44.37,6.95,6.59,7.31,3.24,0.71,0.71,45.95,45.95,131.55,7949322000.0,55.63,0.23,3.26,5241091000.0
601009.XSHG,2025-09-30,2025q3,2025-10-28,42892538000.0,161713409000.0,3874413000.0,211931107000.0,32043347000.0,26087732000.0,12363567000.0,84211037000.0,7607880000.0,15555842000.0,3124561000.0,2962307669000.0,2746815865000.0,215491804000.0,,,,,,,,,,,,10736709000.0,10736709000.0,0.0,-46337000.0,125889000.0,24969589000.0,445207807000.0,1080935000.0,408612572000.0,-8651097000.0,-35588401000.0,24803194000.0,55022544000.0,1957806000.0,132523882000.0,409745295000.0,445333696000.0,94470969000.0,39448425000.0,1200617000.0,287566000.0,1288230000.0,648160000.0,13154670000.0,22715645000.0,4769211000.0,50481000.0,5436132000.0,5385651000.0,6119772000.0,13468596000.0,6084292000.0,5348089000.0,0.4356,54.56,-17.21,-17.28,-23.02,2.56,-5.75,-5.75,40.36,40.36,408.52,6119772000.0,45.44,0.19,2.57,2777888000.0
601009.XSHG,2025-12-31,2025q4,2026-04-23,42866348000.0,163851545000.0,3966533000.0,206301002000.0,35967066000.0,32177459000.0,12363567000.0,77112664000.0,8460215000.0,15555842000.0,3157782000.0,3021819887000.0,2811515075000.0,210304812000.0,,,,,,,,,,,,-1069923000.0,-1069923000.0,0.0,-205765000.0,447999000.0,27746322000.0,400957296000.0,1973125000.0,395272609000.0,-32385637000.0,-4167469000.0,19324123000.0,35688948000.0,2137630000.0,134046574000.0,397237826000.0,401405295000.0,77735901000.0,42046953000.0,2519461000.0,650244000.0,1130271000.0,721036000.0,12727405000.0,22422064000.0,5493576000.0,113941000.0,3916164000.0,3802223000.0,4663576000.0,13593109000.0,4637200000.0,3808320000.0,0.3075,65.69,-27.96,-29.4,-23.79,1.82,0.92,0.92,28.81,28.81,262.55,4663576000.0,34.31,0.13,1.82,3342822000.0
601009.XSHG,2026-03-31,2026q1,2026-04-23,42866348000.0,181869655000.0,3695607000.0,213120825000.0,42569752000.0,32261950000.0,12363567000.0,83467691000.0,7803047000.0,15555842000.0,3540671000.0,3206884710000.0,2989718753000.0,217165957000.0,,,,,,,,,,,,75709257000.0,10543094000.0,65166163000.0,-135084000.0,78738000.0,27110578000.0,561230139000.0,734559000.0,535540353000.0,2516417000.0,-25033965000.0,111583245000.0,33195726000.0,2959784000.0,132007738000.0,536274912000.0,561308877000.0,252648563000.0,219452837000.0,2047682000.0,349062000.0,1837581000.0,1400434000.0,12544865000.0,23354332000.0,3499177000.0,41322000.0,6641325000.0,6600003000.0,8057564000.0,16111348000.0,8041759000.0,6604326000.0,0.5338,49.99,69.59,73.58,72.78,3.15,18.53,18.53,41.22,41.22,206.04,8057564000.0,50.01,0.21,3.15,3760873000.0
601077.XSHG,2019-12-31,2019.0,2020-03-27,,,,,,,,,,,,,,,1.25,14.88,12.42,28.54,64.91,2.33,12.54,380.31,673401800000.0,437084900000.0,712885700000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
601077.XSHG,2020-03-31,2020q1,2020-04-25,20428389000.0,96270095000.0,5964887000.0,91102426000.0,120501609000.0,12635296000.0,11357000000.0,35591293000.0,4118070000.0,11283588000.0,1908142000.0,1049348780000.0,956592793000.0,92755987000.0,,,,,,,,,,,,29196755000.0,8663525000.0,20533230000.0,19615000.0,404720000.0,10092279000.0,52702959000.0,4017774000.0,42309675000.0,-26248167000.0,-6443930000.0,13014388000.0,41336007000.0,1570870000.0,63644044000.0,46663749000.0,53107679000.0,72525798000.0,31189791000.0,2340992000.0,18555000.0,727891000.0,808930000.0,5450241000.0,11380728000.0,155148000.0,64737000.0,3144302000.0,3079565000.0,3971804000.0,6969586000.0,3953232000.0,3102600000.0,0.2712,43.01,163.54,171.97,148.03,3.47,4.98,4.98,45.11,45.11,593.09,3645553000.0,56.99,0.3,3.44,326055000.0
601077.XSHG,2020-06-30,2020q2,2020-08-27,20428389000.0,89992645000.0,6354482000.0,90313521000.0,113548931000.0,13928795000.0,11357000000.0,33788825000.0,4091327000.0,11283588000.0,1354306000.0,1072637973000.0,980653487000.0,91984486000.0,,,,,,,,,,,,2196862000.0,2196862000.0,0.0,-1690000.0,-271125000.0,7262384000.0,59380990000.0,4271648000.0,56067725000.0,-15587871000.0,907995000.0,24489624000.0,16878428000.0,1263110000.0,74778108000.0,60017860000.0,59109865000.0,42829028000.0,25950600000.0,424197000.0,30421000.0,765018000.0,325776000.0,5226976000.0,11312873000.0,264866000.0,17691000.0,2120832000.0,2103141000.0,2430645000.0,6956007000.0,2446608000.0,2080200000.0,0.1852,65.06,-32.55,-31.71,-38.8,2.29,-0.19,-0.19,30.49,30.49,242.65,2298753000.0,34.94,0.2,2.32,127344000.0
