code,statement_family,report_period_end,quarter_key,year_key,standard_field_name,source_table,source_field,raw_primary_value,raw_fallback_value,raw_value_used,prior_cumulative_value_used,transformation_rule,conversion_success,missing_reason
002958.XSHE,cash_flow,2019-06-30,2019q2,,net_deposit_increase,finance_cashflow_statement_current_only.csv,net_deposit_increase,17724395000.0,11523369000.0,17724395000.0,6201026000.0,identity_q1_or_ytd_diff,True,
002958.XSHE,cash_flow,2019-06-30,2019q2,,net_borrowing_from_central_bank,finance_cashflow_statement_current_only.csv,net_borrowing_from_central_bank,221000000.0,-257000000.0,221000000.0,478000000.0,identity_q1_or_ytd_diff,True,
002958.XSHE,cash_flow,2019-06-30,2019q2,,net_borrowing_from_finance_co,finance_cashflow_statement_current_only.csv,net_borrowing_from_finance_co,,,,,identity_q1_or_ytd_diff,False,missing_raw_value
002958.XSHE,cash_flow,2019-06-30,2019q2,,interest_and_commission_cashin,finance_cashflow_statement_current_only.csv,interest_and_commission_cashin,5347312000.0,2595021000.0,5347312000.0,2752291000.0,identity_q1_or_ytd_diff,True,
002958.XSHE,cash_flow,2019-06-30,2019q2,,net_increase_in_placements,finance_cashflow_statement_current_only.csv,net_increase_in_placements,1335173000.0,627465000.0,1335173000.0,707708000.0,identity_q1_or_ytd_diff,True,
002958.XSHE,cash_flow,2019-06-30,2019q2,,net_buyback,finance_cashflow_statement_current_only.csv,net_buyback,,,,4107677000.0,identity_q1_or_ytd_diff,False,missing_raw_value
002958.XSHE,cash_flow,2019-06-30,2019q2,,tax_levy_refund,finance_cashflow_statement_current_only.csv,tax_levy_refund,,,,,identity_q1_or_ytd_diff,False,missing_raw_value
002958.XSHE,cash_flow,2019-06-30,2019q2,,goods_and_services_cash_paid,finance_cashflow_statement_current_only.csv,goods_and_services_cash_paid,,,,,identity_q1_or_ytd_diff,False,missing_raw_value
002958.XSHE,cash_flow,2019-06-30,2019q2,,net_loan_and_advance_increase,finance_cashflow_statement_current_only.csv,net_loan_and_advance_increase,30606482000.0,14625806000.0,30606482000.0,15980676000.0,identity_q1_or_ytd_diff,True,
002958.XSHE,cash_flow,2019-06-30,2019q2,,net_deposit_in_cb_and_ib,finance_cashflow_statement_current_only.csv,net_deposit_in_cb_and_ib,114532000.0,,114532000.0,0.0,identity_q1_or_ytd_diff,True,
002958.XSHE,cash_flow,2019-06-30,2019q2,,original_compensation_paid,finance_cashflow_statement_current_only.csv,original_compensation_paid,,,,,identity_q1_or_ytd_diff,False,missing_raw_value
002958.XSHE,cash_flow,2019-06-30,2019q2,,policy_dividend_cash_paid,finance_cashflow_statement_current_only.csv,policy_dividend_cash_paid,,,,,identity_q1_or_ytd_diff,False,missing_raw_value
002958.XSHE,cash_flow,2019-06-30,2019q2,,staff_behalf_paid,finance_cashflow_statement_current_only.csv,staff_behalf_paid,873368000.0,388297000.0,873368000.0,485071000.0,identity_q1_or_ytd_diff,True,
002958.XSHE,cash_flow,2019-06-30,2019q2,,tax_payments,finance_cashflow_statement_current_only.csv,tax_payments,1227614000.0,417508000.0,1227614000.0,810106000.0,identity_q1_or_ytd_diff,True,
002958.XSHE,cash_flow,2019-06-30,2019q2,,subtotal_operate_cash_inflow,finance_cashflow_statement_current_only.csv,subtotal_operate_cash_inflow,32129386000.0,13303793000.0,32129386000.0,18825593000.0,identity_q1_or_ytd_diff,True,
002958.XSHE,cash_flow,2019-06-30,2019q2,,subtotal_operate_cash_outflow,finance_cashflow_statement_current_only.csv,subtotal_operate_cash_outflow,37766402000.0,17411236000.0,37766402000.0,20355166000.0,identity_q1_or_ytd_diff,True,
002958.XSHE,cash_flow,2019-06-30,2019q2,,net_operate_cash_flow,finance_cashflow_statement_current_only.csv,net_operate_cash_flow,-5637016000.0,-4107443000.0,-5637016000.0,-1529573000.0,identity_q1_or_ytd_diff,True,
002958.XSHE,cash_flow,2019-06-30,2019q2,,invest_withdrawal_cash,finance_cashflow_statement_current_only.csv,invest_withdrawal_cash,38283148000.0,9016372000.0,38283148000.0,29266776000.0,identity_q1_or_ytd_diff,True,
002958.XSHE,cash_flow,2019-06-30,2019q2,,invest_proceeds,finance_cashflow_statement_current_only.csv,invest_proceeds,3009337000.0,1522939000.0,3009337000.0,1486398000.0,identity_q1_or_ytd_diff,True,
002958.XSHE,cash_flow,2019-06-30,2019q2,,fix_intan_other_asset_acqui_cash,finance_cashflow_statement_current_only.csv,fix_intan_other_asset_acqui_cash,117760000.0,71467000.0,117760000.0,46293000.0,identity_q1_or_ytd_diff,True,
002958.XSHE,cash_flow,2019-06-30,2019q2,,invest_cash_paid,finance_cashflow_statement_current_only.csv,invest_cash_paid,43125434000.0,9172033000.0,43125434000.0,33953401000.0,identity_q1_or_ytd_diff,True,
002958.XSHE,cash_flow,2019-06-30,2019q2,,impawned_loan_net_increase,finance_cashflow_statement_current_only.csv,impawned_loan_net_increase,,,,,identity_q1_or_ytd_diff,False,missing_raw_value
002958.XSHE,cash_flow,2019-06-30,2019q2,,subtotal_invest_cash_inflow,finance_cashflow_statement_current_only.csv,subtotal_invest_cash_inflow,41294247000.0,10539021000.0,41294247000.0,30755226000.0,identity_q1_or_ytd_diff,True,
002958.XSHE,cash_flow,2019-06-30,2019q2,,subtotal_invest_cash_outflow,finance_cashflow_statement_current_only.csv,subtotal_invest_cash_outflow,43243194000.0,9243500000.0,43243194000.0,33999694000.0,identity_q1_or_ytd_diff,True,
002958.XSHE,cash_flow,2019-06-30,2019q2,,net_invest_cash_flow,finance_cashflow_statement_current_only.csv,net_invest_cash_flow,-1948947000.0,1295521000.0,-1948947000.0,-3244468000.0,identity_q1_or_ytd_diff,True,
002958.XSHE,cash_flow,2019-06-30,2019q2,,cash_from_invest,finance_cashflow_statement_current_only.csv,cash_from_invest,2152072000.0,0.0,2152072000.0,2152072000.0,identity_q1_or_ytd_diff,True,
002958.XSHE,cash_flow,2019-06-30,2019q2,,cash_from_bonds_issue,finance_cashflow_statement_current_only.csv,cash_from_bonds_issue,41425067000.0,27151033000.0,41425067000.0,14274034000.0,identity_q1_or_ytd_diff,True,
002958.XSHE,cash_flow,2019-06-30,2019q2,,cash_from_borrowing,finance_cashflow_statement_current_only.csv,cash_from_borrowing,,,,,identity_q1_or_ytd_diff,False,missing_raw_value
002958.XSHE,cash_flow,2019-06-30,2019q2,,subtotal_finance_cash_inflow,finance_cashflow_statement_current_only.csv,subtotal_finance_cash_inflow,43577139000.0,27151033000.0,43577139000.0,16426106000.0,identity_q1_or_ytd_diff,True,
002958.XSHE,cash_flow,2019-06-30,2019q2,,borrowing_repayment,finance_cashflow_statement_current_only.csv,borrowing_repayment,38810000000.0,,38810000000.0,12873793000.0,identity_q1_or_ytd_diff,True,
002958.XSHE,cash_flow,2019-06-30,2019q2,,dividend_interest_payment,finance_cashflow_statement_current_only.csv,dividend_interest_payment,824371000.0,1414736000.0,824371000.0,316207000.0,identity_q1_or_ytd_diff,True,
002958.XSHE,cash_flow,2019-06-30,2019q2,,subtotal_finance_cash_outflow,finance_cashflow_statement_current_only.csv,subtotal_finance_cash_outflow,39634371000.0,26444371000.0,39634371000.0,13190000000.0,identity_q1_or_ytd_diff,True,
002958.XSHE,cash_flow,2019-06-30,2019q2,,net_finance_cash_flow,finance_cashflow_statement_current_only.csv,net_finance_cash_flow,3942768000.0,706662000.0,3942768000.0,3236106000.0,identity_q1_or_ytd_diff,True,
002958.XSHE,cash_flow,2019-06-30,2019q2,,exchange_rate_change_effect,finance_cashflow_statement_current_only.csv,exchange_rate_change_effect,3165000.0,15365000.0,3165000.0,-12200000.0,identity_q1_or_ytd_diff,True,
002958.XSHE,cash_flow,2019-06-30,2019q2,,cash_equivalent_increase,finance_cashflow_statement_current_only.csv,cash_equivalent_increase,-3640030000.0,-2089895000.0,-3640030000.0,-1550135000.0,identity_q1_or_ytd_diff,True,
002958.XSHE,cash_flow,2019-06-30,2019q2,,cash_equivalents_at_beginning,finance_cashflow_statement_current_only.csv,cash_equivalents_at_beginning,13509179000.0,11959044000.0,13509179000.0,13509176000.0,identity_q1_or_ytd_diff,True,
002958.XSHE,cash_flow,2019-06-30,2019q2,,cash_and_equivalents_at_end,finance_cashflow_statement_current_only.csv,cash_and_equivalents_at_end,9869149000.0,9869149000.0,9869149000.0,11959041000.0,identity_q1_or_ytd_diff,True,
002958.XSHE,cash_flow,2019-09-30,2019q3,,net_deposit_increase,finance_cashflow_statement_current_only.csv,net_deposit_increase,16422871000.0,-1301524000.0,16422871000.0,17724395000.0,identity_q1_or_ytd_diff,True,
002958.XSHE,cash_flow,2019-09-30,2019q3,,net_borrowing_from_central_bank,finance_cashflow_statement_current_only.csv,net_borrowing_from_central_bank,989200000.0,768200000.0,989200000.0,221000000.0,identity_q1_or_ytd_diff,True,
002958.XSHE,cash_flow,2019-09-30,2019q3,,net_borrowing_from_finance_co,finance_cashflow_statement_current_only.csv,net_borrowing_from_finance_co,4698304000.0,,4698304000.0,,identity_q1_or_ytd_diff,False,missing_prior_cumulative_report
002958.XSHE,cash_flow,2019-09-30,2019q3,,interest_and_commission_cashin,finance_cashflow_statement_current_only.csv,interest_and_commission_cashin,8213638000.0,2866326000.0,8213638000.0,5347312000.0,identity_q1_or_ytd_diff,True,
002958.XSHE,cash_flow,2019-09-30,2019q3,,net_increase_in_placements,finance_cashflow_statement_current_only.csv,net_increase_in_placements,0.0,3363131000.0,0.0,1335173000.0,identity_q1_or_ytd_diff,True,
002958.XSHE,cash_flow,2019-09-30,2019q3,,net_buyback,finance_cashflow_statement_current_only.csv,net_buyback,,,,,identity_q1_or_ytd_diff,False,missing_raw_value
002958.XSHE,cash_flow,2019-09-30,2019q3,,tax_levy_refund,finance_cashflow_statement_current_only.csv,tax_levy_refund,,,,,identity_q1_or_ytd_diff,False,missing_raw_value
002958.XSHE,cash_flow,2019-09-30,2019q3,,goods_and_services_cash_paid,finance_cashflow_statement_current_only.csv,goods_and_services_cash_paid,,,,,identity_q1_or_ytd_diff,False,missing_raw_value
002958.XSHE,cash_flow,2019-09-30,2019q3,,net_loan_and_advance_increase,finance_cashflow_statement_current_only.csv,net_loan_and_advance_increase,36058393000.0,5451911000.0,36058393000.0,30606482000.0,identity_q1_or_ytd_diff,True,
002958.XSHE,cash_flow,2019-09-30,2019q3,,net_deposit_in_cb_and_ib,finance_cashflow_statement_current_only.csv,net_deposit_in_cb_and_ib,0.0,,0.0,114532000.0,identity_q1_or_ytd_diff,True,
002958.XSHE,cash_flow,2019-09-30,2019q3,,original_compensation_paid,finance_cashflow_statement_current_only.csv,original_compensation_paid,,,,,identity_q1_or_ytd_diff,False,missing_raw_value
002958.XSHE,cash_flow,2019-09-30,2019q3,,policy_dividend_cash_paid,finance_cashflow_statement_current_only.csv,policy_dividend_cash_paid,,,,,identity_q1_or_ytd_diff,False,missing_raw_value
002958.XSHE,cash_flow,2019-09-30,2019q3,,staff_behalf_paid,finance_cashflow_statement_current_only.csv,staff_behalf_paid,1179360000.0,305992000.0,1179360000.0,873368000.0,identity_q1_or_ytd_diff,True,
002958.XSHE,cash_flow,2019-09-30,2019q3,,tax_payments,finance_cashflow_statement_current_only.csv,tax_payments,1485618000.0,258004000.0,1485618000.0,1227614000.0,identity_q1_or_ytd_diff,True,
002958.XSHE,cash_flow,2019-09-30,2019q3,,subtotal_operate_cash_inflow,finance_cashflow_statement_current_only.csv,subtotal_operate_cash_inflow,38127909000.0,5998523000.0,38127909000.0,32129386000.0,identity_q1_or_ytd_diff,True,
002958.XSHE,cash_flow,2019-09-30,2019q3,,subtotal_operate_cash_outflow,finance_cashflow_statement_current_only.csv,subtotal_operate_cash_outflow,43878951000.0,6112549000.0,43878951000.0,37766402000.0,identity_q1_or_ytd_diff,True,
002958.XSHE,cash_flow,2019-09-30,2019q3,,net_operate_cash_flow,finance_cashflow_statement_current_only.csv,net_operate_cash_flow,-5751042000.0,-114026000.0,-5751042000.0,-5637016000.0,identity_q1_or_ytd_diff,True,
002958.XSHE,cash_flow,2019-09-30,2019q3,,invest_withdrawal_cash,finance_cashflow_statement_current_only.csv,invest_withdrawal_cash,80124720000.0,41841572000.0,80124720000.0,38283148000.0,identity_q1_or_ytd_diff,True,
002958.XSHE,cash_flow,2019-09-30,2019q3,,invest_proceeds,finance_cashflow_statement_current_only.csv,invest_proceeds,4355259000.0,1345922000.0,4355259000.0,3009337000.0,identity_q1_or_ytd_diff,True,
