id,code,statDate,pubDate,statDate.1,total_operating_revenue,operating_revenue,interest_income,premiums_earned,commission_income,total_operating_cost,operating_cost,interest_expense,commission_expense,refunded_premiums,net_pay_insurance_claims,withdraw_insurance_contract_reserve,policy_dividend_payout,reinsurance_cost,operating_tax_surcharges,sale_expense,administration_expense,financial_expense,asset_impairment_loss,fair_value_variable_income,investment_income,invest_income_associates,exchange_income,operating_profit,non_operating_revenue,non_operating_expense,disposal_loss_non_current_liability,total_profit,income_tax_expense,net_profit,np_parent_company_owners,minority_profit,basic_eps,diluted_eps,other_composite_income,total_composite_income,ci_parent_company_owners,ci_minority_owners,rd_expenses,asset_deal_income,sust_operate_net_profit,discon_operate_net_profit,credit_impairment_loss,net_open_hedge_income,interest_cost_fin,interest_income_fin,other_earnings,other_composite_income_mino_at,requested_period
403256,002807.XSHE,2016-03-31,2016-07-26,2016-03-31,600880000.0,600880000.0,558520000.0,,18384000.0,431725000.0,,,,,0.0,0.0,,0.0,26369000.0,,199782000.0,,204259000.0,-5186000.0,23890000.0,6438000.0,471000.0,169155000.0,18718000.0,1060000.0,,186813000.0,9736000.0,177078000.0,176790000.0,288000.0,0.11,0.1135,-22460000.0,154617000.0,154330000.0,288000.0,,,,,,,,,,,2016q1
408897,002807.XSHE,2016-06-30,2016-09-01,2016-06-30,582724000.0,582724000.0,554185000.0,,12251000.0,367693000.0,,,,,0.0,0.0,,0.0,10948000.0,,193966000.0,,365725000.0,-9445000.0,14335000.0,7232000.0,7397000.0,215030000.0,1092000.0,310000.0,,215812000.0,31530000.0,184281000.0,184958000.0,-677000.0,0.1176,0.1165,-21541000.0,162741000.0,163417000.0,-677000.0,,,,,,,,,,,2016q2
100546,002807.XSHE,2016-09-30,2016-10-28,2016-09-30,663617000.0,663617000.0,526429000.0,,13526000.0,491504000.0,,,,,0.0,0.0,,0.0,3279000.0,,222751000.0,,629905000.0,518000.0,110037000.0,,4899000.0,172114000.0,1103000.0,1234000.0,,171983000.0,16162000.0,155821000.0,148486000.0,7335000.0,0.0931,0.0927,-33258000.0,122563000.0,115228000.0,7335000.0,,,,,,,,,,,2016q3
102197,002807.XSHE,2016-12-31,2017-03-15,2016-12-31,622190000.0,622190000.0,622618000.0,,5461000.0,364429000.0,,,,,0.0,0.0,,0.0,7727000.0,,271379000.0,,713731000.0,-14988000.0,-2021000.0,,10839000.0,257761000.0,1199000.0,269000.0,,258691000.0,8479000.0,250212000.0,267692000.0,-17479000.0,0.1652,0.1573,-106910000.0,143302000.0,160781000.0,-17479000.0,,,,,,,,,,,2016q4
106808,002807.XSHE,2017-03-31,2017-04-28,2017-03-31,550765000.0,550765000.0,484011000.0,,15876000.0,376344000.0,,,,,0.0,0.0,,0.0,6361000.0,,224856000.0,,143833000.0,-4935000.0,48893000.0,,1968000.0,174422000.0,1686000.0,1645000.0,,174463000.0,-4056000.0,178519000.0,174733000.0,3786000.0,0.1,0.0989,-88440000.0,90079000.0,86293000.0,3786000.0,,,,,,,,,,,2017q1
110660,002807.XSHE,2017-06-30,2017-08-29,2017-06-30,622392000.0,622392000.0,510083000.0,,14508000.0,474807000.0,,,,,0.0,0.0,,0.0,5717000.0,,205648000.0,,405942000.0,-10422000.0,107527000.0,,-2162000.0,149138000.0,-1517000.0,226000.0,,147395000.0,-14679000.0,162074000.0,177704000.0,-15630000.0,0.1008,0.1005,-69493000.0,92581000.0,108211000.0,-15630000.0,,,,,,,,,,,2017q2
114171,002807.XSHE,2017-09-30,2017-10-30,2017-09-30,602149000.0,602149000.0,545812000.0,,11878000.0,478860000.0,,,,,0.0,0.0,,0.0,3337000.0,,211889000.0,,668234000.0,17668000.0,21115000.0,,1486000.0,124806000.0,22395000.0,1329000.0,,145872000.0,-14218000.0,160090000.0,159862000.0,228000.0,0.0905,0.0905,38299000.0,198389000.0,198161000.0,228000.0,,,,,,,,,1516000.0,,2017q3
119046,002807.XSHE,2017-12-31,2018-03-28,2017-12-31,731503000.0,731503000.0,559861000.0,,11026000.0,294178000.0,,,,,0.0,0.0,,0.0,7947000.0,,317399000.0,,635337000.0,-1643000.0,153375000.0,,229000.0,434254000.0,964000.0,130866000.0,,304351000.0,47013000.0,257338000.0,296151000.0,-38813000.0,0.1685,0.1675,-26888000.0,230450000.0,269263000.0,-38813000.0,,,,,,,,,1461000.0,,2017q4
123929,002807.XSHE,2018-03-31,2018-04-27,2018-03-31,623947000.0,623947000.0,500854000.0,,16392000.0,461256000.0,,,,,0.0,0.0,,0.0,7669000.0,,235723000.0,,215322000.0,1834000.0,101621000.0,,-1418000.0,162691000.0,14000.0,296000.0,,162408000.0,-24343000.0,186752000.0,183018000.0,3734000.0,0.1,0.1036,40251000.0,227003000.0,223269000.0,3734000.0,,,186752000.0,,,,,,300000.0,,2018q1
128183,002807.XSHE,2018-06-30,2018-08-28,2018-06-30,772141000.0,772141000.0,522987000.0,,8192000.0,598623427.0,,,,,0.0,0.0,,0.0,6644778.0,,218168986.0,,586589897.0,7904000.0,216346000.0,,12383000.0,173517453.0,3239129.0,71918368.0,,104839214.0,-34790158.0,139628372.0,184481895.0,-44853523.0,0.0853,0.0924,9815478.0,149443850.0,194297373.0,-44853523.0,,,,,,,,,-73000.0,,2018q2
