id,code,statDate,pubDate,statDate.1,eps,adjusted_profit,operating_profit,value_change_profit,roe,inc_return,roa,net_profit_margin,gross_profit_margin,expense_to_total_revenue,operation_profit_to_total_revenue,net_profit_to_total_revenue,operating_expense_to_total_revenue,ga_expense_to_total_revenue,financing_expense_to_total_revenue,operating_profit_to_profit,invesment_profit_to_profit,adjusted_profit_to_profit,goods_sale_and_service_to_revenue,ocf_to_revenue,ocf_to_operating_profit,inc_total_revenue_year_on_year,inc_total_revenue_annual,inc_revenue_year_on_year,inc_revenue_annual,inc_operation_profit_year_on_year,inc_operation_profit_annual,inc_net_profit_year_on_year,inc_net_profit_annual,inc_net_profit_to_shareholders_year_on_year,inc_net_profit_to_shareholders_annual,requested_period
102901,002807.XSHE,2016-09-30,2016-10-28,2016-09-30,0.0912,148737157.43,55368000.0,115454000.0,1.84,1.84,0.16,23.48,,74.06,25.94,23.48,,33.57,,32.19,67.13,100.17,,599.41,7184.31,4.74,13.88,4.74,13.88,-15.68,-19.96,-6.38,-15.44,-14.47,-19.72,2016q3
104526,002807.XSHE,2016-12-31,2017-03-15,2016-12-31,0.1515,267122000.0,262434000.0,-6170000.0,3.09,3.08,0.24,40.21,,58.57,41.43,40.21,,43.62,,101.45,-2.39,99.79,,1319.9,3129.28,-2.63,-6.24,-2.63,-6.24,-5.09,49.76,-3.77,60.58,-0.38,80.28,2016q4
109140,002807.XSHE,2017-03-31,2017-04-28,2017-03-31,0.0989,174458000.0,127201000.0,45926000.0,1.9867,1.9836,0.1713,32.4129,,68.3311,31.669,32.4129,,40.8261,,72.91,26.3242,99.8426,,54.8944,237.68599999999998,-8.3403,-11.4796,-8.3403,-11.4796,3.1137,-32.3319,0.8138,-28.6529,-1.1635,-34.7261,2017q1
113000,002807.XSHE,2017-06-30,2017-08-29,2017-06-30,0.1005,177871008.0,51307000.0,94943000.0,2.0286,2.0305,0.1551,26.0405,,76.2876,23.9621,26.0405,,33.0416,,34.8092,64.414,100.094,,102.0044,1237.3887,6.8073,13.005,6.8073,13.005,-30.6432,-14.4959,-12.0506,-9.2119,-3.9219999999999997,1.7003,2017q2
116489,002807.XSHE,2017-09-30,2017-10-30,2017-09-30,0.0905,143005000.0,81678000.0,40269000.0,1.8207,1.6287,0.151,26.5864,,79.525,20.7267,26.5864,,35.1887,,55.9929,27.6057,89.4553,,347.6312,2562.8211,-9.2626,-3.2523,-9.2626,-3.2523,-27.4869,-16.3151,2.739,-1.2241,7.6606,-10.0403,2017q3
121350,002807.XSHE,2017-12-31,2018-03-28,2017-12-31,0.1676,345324000.0,278865000.0,151961000.0,3.2854,3.8309,0.2375,35.1793,,40.2156,59.3646,35.1793,,43.39,,91.6261,49.9295,116.604,,-136.2465,-357.3941,17.6589,21.4819,17.6589,21.4819,68.7826,247.9432,2.8484,60.7458,10.6317,85.2542,2017q4
126044,002807.XSHE,2018-03-31,2018-04-27,2018-03-31,0.1036,182974000.0,57812000.0,102037000.0,1.9335,1.933,0.1681,29.9307,,73.9255,26.0745,29.9307,,37.7793,,35.5968,62.8276,99.976,,39.7508,429.0182,12.9526,-14.7034,12.9526,-14.7034,-7.5898,-62.5355,4.6118,-27.4293,4.7415,-38.2011,2018q1
130309,002807.XSHE,2018-06-30,2018-08-28,2018-06-30,0.1044,219011000.0,-65639000.0,236633000.0,1.88,2.24,0.12,18.08,,77.53,22.47,18.08,,28.25,,-62.61,225.71,118.72,,-957.63,11264.98,24.06,23.75,24.06,23.75,17.58,6.65,-13.85,-25.23,3.81,0.8,2018q2
132884,002807.XSHE,2018-09-30,2018-10-26,2018-09-30,0.0975,173164000.0,-151940000.0,203433000.0,1.74,1.75,0.13,15.82,,93.71,6.29,15.82,,26.56,,-273.19,365.78,100.45,,-260.14,1529.06,47.96,15.66,47.96,15.66,-54.99,-67.65,-11.75,1.19,7.83,-6.56,2018q3
237471,002807.XSHE,2018-12-31,2019-03-15,2018-12-31,0.1796,323197000.0,80230000.0,213052000.0,3.1,3.15,0.27,34.84,,66.75,33.25,34.84,,36.72,,28.36,75.31,101.8,,-270.71,-3025.79,23.11,0.41,23.11,0.41,-31.34,431.14,21.42,121.15,7.2,84.16,2018q4
244018,002807.XSHE,2019-03-31,2019-04-26,2019-03-31,0.1071,193869000.0,-120268000.0,248894000.0,1.8,1.8,0.16,22.07,,85.08,14.92,22.07,,27.68,,-91.52,189.41,100.0,,40.56,-297.01,41.15,-1.79,41.15,-1.79,-19.21,-55.92,4.07,-37.8,5.93,-38.93,2019q1
