id,code,statDate,pubDate,statDate.1,goods_sale_and_service_render_cash,net_deposit_increase,net_borrowing_from_central_bank,net_borrowing_from_finance_co,net_original_insurance_cash,net_cash_received_from_reinsurance_business,net_insurer_deposit_investment,net_deal_trading_assets,interest_and_commission_cashin,net_increase_in_placements,net_buyback,tax_levy_refund,other_cashin_related_operate,subtotal_operate_cash_inflow,goods_and_services_cash_paid,net_loan_and_advance_increase,net_deposit_in_cb_and_ib,original_compensation_paid,handling_charges_and_commission,policy_dividend_cash_paid,staff_behalf_paid,tax_payments,other_operate_cash_paid,subtotal_operate_cash_outflow,net_operate_cash_flow,invest_withdrawal_cash,invest_proceeds,fix_intan_other_asset_dispo_cash,net_cash_deal_subcompany,other_cash_from_invest_act,subtotal_invest_cash_inflow,fix_intan_other_asset_acqui_cash,invest_cash_paid,impawned_loan_net_increase,net_cash_from_sub_company,other_cash_to_invest_act,subtotal_invest_cash_outflow,net_invest_cash_flow,cash_from_invest,cash_from_mino_s_invest_sub,cash_from_borrowing,cash_from_bonds_issue,other_finance_act_cash,subtotal_finance_cash_inflow,borrowing_repayment,dividend_interest_payment,proceeds_from_sub_to_mino_s,other_finance_act_payment,subtotal_finance_cash_outflow,net_finance_cash_flow,exchange_rate_change_effect,cash_equivalent_increase,cash_equivalents_at_beginning,cash_and_equivalents_at_end,requested_period
98142,002807.XSHE,2016-09-30,2016-10-28,2016-09-30,,2467323904.0,94921000.0,,,,,,1130194944.0,1412866944.0,,,-86895000.0,5018412032.0,,386864992.0,150376000.0,,291839008.0,,72497000.0,31933000.0,107092000.0,1040601984.0,3977809920.0,14085544960.0,100000.0,,,,14085644288.0,28403000.0,18575988736.0,,,,18604390400.0,-4518747136.0,923883008.0,,,,3879111936.0,4802995200.0,,,,1201624960.0,1201624960.0,3601370112.0,6054000.0,3066488064.0,-26208000.0,3040280064.0,2016q3
99789,002807.XSHE,2016-12-31,2017-03-15,2016-12-31,,1034857984.0,24995000.0,,,,,,1162864000.0,-1094276992.0,,,19485000.0,1147924992.0,,1261768960.0,-8868674560.0,,309536000.0,,90281000.0,119725000.0,23002000.0,-7064363008.0,8212288000.0,15259599872.0,121502000.0,81000.0,,,15381184512.0,126870000.0,19557539840.0,,,,19684409344.0,-4303225856.0,,,,7779627008.0,-4876611072.0,2903015936.0,3700000000.0,,,-1201624960.0,2498374912.0,404640992.0,35630000.0,4349331968.0,-662000000.0,3687332096.0,2016q4
104402,002807.XSHE,2017-03-31,2017-04-28,2017-03-31,,2047516032.0,-122381000.0,,,,,,1158562944.0,275374016.0,,,84321000.0,3443393024.0,,1175196032.0,1013300992.0,,519104000.0,,193158000.0,53080000.0,187214000.0,3141053952.0,302339008.0,14828309504.0,5445000.0,,,,14833755136.0,41700000.0,11969455104.0,,,,12011154432.0,2822600960.0,,,,,2549754880.0,2549754880.0,,,,4098601984.0,4098601984.0,-1548846976.0,-6432000.0,1569661056.0,4248017920.0,5817678848.0,2017q1
108255,002807.XSHE,2017-06-30,2017-08-29,2017-06-30,,-26586000.0,14024000.0,,,,,,1078535040.0,245387008.0,,,134510000.0,1445870976.0,,628563968.0,-529696992.0,,451623008.0,,155082000.0,68779000.0,36653000.0,811004032.0,634867008.0,12356825088.0,,88000.0,,,12356913152.0,144656000.0,15606537216.0,,,,15751194624.0,-3394281984.0,,,,11098387456.0,-2549754880.0,8548632064.0,13560000512.0,253859008.0,,-4098601984.0,9715257344.0,-1166625024.0,1935000.0,-3924104960.0,5817678848.0,10406277120.0,2017q2
111808,002807.XSHE,2017-09-30,2017-10-30,2017-09-30,,2770727000.0,-155020000.0,,,,,,1176055000.0,311281000.0,,,39844000.0,4142886000.0,,802238000.0,383224000.0,,334550000.0,,128446000.0,43434000.0,357733000.0,2049625000.0,2093261000.0,7726284000.0,60000.0,806000.0,,,7727150000.0,36344000.0,731539000.0,,,,767882000.0,6959268000.0,,,,8493448000.0,,8493448000.0,8314709000.0,12244000.0,,,8326953000.0,166495000.0,-4084000.0,9214939000.0,10406277000.0,11108513000.0,2017q3
116689,002807.XSHE,2017-12-31,2018-03-28,2017-12-31,,475172000.0,1293460000.0,,,,,,1224448000.0,-2737644000.0,,,-117356000.0,138078000.0,,791749000.0,-179176000.0,,532669000.0,,95659000.0,94852000.0,-201026000.0,1134726000.0,-996647000.0,17711043000.0,312249000.0,134000.0,,,18023426000.0,112780000.0,25570489000.0,,,,25683270000.0,-7659844000.0,,,,9655572000.0,,9655572000.0,8355291000.0,4400000.0,,,8359691000.0,1295881000.0,-3361000.0,-7363970000.0,11108513000.0,3744542000.0,2017q4
124946,002807.XSHE,2018-03-31,2018-04-27,2018-03-31,,-95470000.0,-1165959000.0,,,,,,1215910000.0,3161720000.0,,,88233000.0,3204434000.0,,2063207000.0,-235948000.0,,713256000.0,,208438000.0,81781000.0,125675000.0,2956410000.0,248024000.0,19040045000.0,92711000.0,,,,19132756000.0,35019000.0,22554686000.0,,,,22589705000.0,-3456949000.0,,,,7128501000.0,731722000.0,7860223000.0,6470000000.0,,,81286000.0,6551286000.0,1308937000.0,-25083000.0,-1925070000.0,3744542000.0,1819472000.0,2018q1
129465,002807.XSHE,2018-06-30,2018-08-28,2018-06-30,,328968000.0,27547000.0,,,,,,1090853000.0,-5156556000.0,,,108617000.0,-3600571000.0,,2223572000.0,354007000.0,,926366000.0,,96937000.0,56249000.0,136518000.0,3793648000.0,-7394219000.0,16250463000.0,195386000.0,1300000.0,,,16447150000.0,29523000.0,11420753000.0,,,,11450276000.0,4996874000.0,,,,10553696000.0,-731722000.0,9821974000.0,6880000000.0,183335000.0,,-81286000.0,6982049000.0,2839925000.0,30449000.0,473028000.0,1819472000.0,2292500000.0,2018q2
133528,002807.XSHE,2018-09-30,2018-10-26,2018-09-30,,2156467000.0,384918000.0,,,,,,1183316000.0,-2117201000.0,,,-94605000.0,1512894000.0,,2377315000.0,712950000.0,,479128000.0,,123115000.0,60825000.0,82816000.0,3836148000.0,-2323254000.0,14845518000.0,187626000.0,1876000.0,,,15035019000.0,31790000.0,15526059000.0,,,,15557849000.0,-522830000.0,,,,15017004000.0,,15810712000.0,12520000000.0,0.0,,,13327398000.0,2483314000.0,28486000.0,-334285000.0,2292500000.0,1958216000.0,2018q3
136230,002807.XSHE,2018-12-31,2019-03-15,2018-12-31,,2503138000.0,547012000.0,,,,,,1299236000.0,-4929903000.0,,,20096000.0,-560420000.0,,1238598000.0,-249720000.0,,646778000.0,,144071000.0,67264000.0,20176000.0,1867168000.0,-2427588000.0,12276113000.0,201591000.0,210000.0,,,12477914000.0,207262000.0,11233345000.0,,,,11440607000.0,1037307000.0,,,,11661263000.0,,10867555000.0,9690000000.0,0.0,,,8882602000.0,1984953000.0,-24161000.0,570512000.0,1958216000.0,2528727000.0,2018q4
