id,code,statDate,pubDate,statDate.1,cash_equivalents,settlement_provi,lend_capital,trading_assets,bill_receivable,account_receivable,advance_payment,insurance_receivables,reinsurance_receivables,reinsurance_contract_reserves_receivable,interest_receivable,dividend_receivable,other_receivable,bought_sellback_assets,inventories,non_current_asset_in_one_year,other_current_assets,total_current_assets,loan_and_advance,hold_for_sale_assets,hold_to_maturity_investments,longterm_receivable_account,longterm_equity_invest,investment_property,fixed_assets,constru_in_process,construction_materials,fixed_assets_liquidation,biological_assets,oil_gas_assets,intangible_assets,development_expenditure,good_will,long_deferred_expense,deferred_tax_assets,other_non_current_assets,total_non_current_assets,total_assets,shortterm_loan,borrowing_from_centralbank,deposit_in_interbank,borrowing_capital,trading_liability,notes_payable,accounts_payable,advance_peceipts,sold_buyback_secu_proceeds,commission_payable,salaries_payable,taxs_payable,interest_payable,dividend_payable,other_payable,reinsurance_payables,insurance_contract_reserves,proxy_secu_proceeds,receivings_from_vicariously_sold_securities,non_current_liability_in_one_year,other_current_liability,total_current_liability,longterm_loan,bonds_payable,longterm_account_payable,specific_account_payable,estimate_liability,deferred_tax_liability,other_non_current_liability,total_non_current_liability,total_liability,paidin_capital,capital_reserve_fund,treasury_stock,specific_reserves,surplus_reserve_fund,ordinary_risk_reserve_fund,retained_profit,foreign_currency_report_conv_diff,equities_parent_company_owners,minority_interests,total_owner_equities,total_sheet_owner_equities,other_comprehensive_income,deferred_earning,loan_and_advance_current_assets,derivative_financial_asset,hold_sale_asset,loan_and_advance_noncurrent_assets,derivative_financial_liability,hold_sale_liability,estimate_liability_current,deferred_earning_current,preferred_shares_noncurrent,pepertual_liability_noncurrent,longterm_salaries_payable,other_equity_tools,preferred_shares_equity,pepertual_liability_equity,receivable_fin,usufruct_assets,contract_assets,bond_invest,other_bond_invest,other_equity_tools_invest,other_non_current_financial_assets,contract_liability,lease_liability,requested_period
387178,002807.XSHE,2016-03-31,2016-07-26,2016-03-31,10445722000.0,,300000000.0,1489682000.0,,,,,,0.0,503510000.0,,,,,,,,,15298381000.0,13586669000.0,,169038000.0,78332000.0,548418000.0,203830000.0,,,,,79801000.0,,,,618615000.0,,,94075097000.0,0.0,423757000.0,69441709000.0,0.0,,,,,14182400000.0,,297548000.0,,1474536000.0,,,,0.0,,,,,,,,,,,162346000.0,,,86411679000.0,1557909000.0,0.0,,,2358131000.0,1226195000.0,1976821000.0,,7388645000.0,274774000.0,7663418000.0,94075097000.0,,,,,,,,,,,,,,,,,,,,,,,,,,2016q1
392652,002807.XSHE,2016-06-30,2016-09-01,2016-06-30,9310597000.0,,498936000.0,1447173000.0,,,,,,0.0,547141000.0,,,,,,,,,16672816000.0,13335780000.0,,176270000.0,77018000.0,538900000.0,216410000.0,,,,,84708000.0,,,,591700000.0,,,95508785000.0,0.0,287556000.0,71017337000.0,0.0,,,,,13077500000.0,,281673000.0,,1633911000.0,,,,0.0,,,,,,,999255000.0,,,,140651000.0,,,87685625000.0,1557909000.0,0.0,,,2358131000.0,1226195000.0,2161778000.0,,7552062000.0,271097000.0,7823159000.0,95508785000.0,,,,,,,,,,,,,,,,,,,,,,,,,,2016q2
97885,002807.XSHE,2016-09-30,2016-10-28,2016-09-30,12165886000.0,,533723000.0,1451157000.0,,,,,,0.0,445480000.0,,,,,,,,,24974977000.0,11291778000.0,,176270000.0,75724000.0,762804000.0,,,,,,80866000.0,,,,651636000.0,,,103253301000.0,0.0,382476000.0,73424661000.0,100167000.0,,,,,14323758000.0,,334295000.0,84595000.0,1806469000.0,,,,0.0,,,,,,,3682410000.0,,,,122009000.0,,,94383695000.0,1767354000.0,714438000.0,,,2358131000.0,1226195000.0,2310265000.0,,8591174000.0,278432000.0,8869606000.0,103253301000.0,214791000.0,,,,,,,,,,,,,,,,,,,,,,,,,2016q3
99496,002807.XSHE,2016-12-31,2017-03-15,2016-12-31,12043409000.0,,1235590000.0,1998752000.0,,,,,,0.0,470698000.0,,,,,,,,,22805778000.0,12282024000.0,,187241000.0,74390000.0,568693000.0,282295000.0,,,,,89155000.0,,,,687775000.0,,,104084887000.0,0.0,407471000.0,74619519000.0,34685000.0,,,,,13198500000.0,,396901000.0,77380000.0,2009420000.0,,,,0.0,,,,,,,4104858000.0,,,,88433000.0,,,95071979000.0,1767354000.0,714438000.0,,,2437946000.0,1226195000.0,2498141000.0,,8751954000.0,260953000.0,9012908000.0,104084887000.0,107880000.0,,,,,,,,,,,,,,,,,,,,,,,,,2016q4
104112,002807.XSHE,2017-03-31,2017-04-28,2017-03-31,10822145000.0,,1196909000.0,2021655000.0,,,,,,0.0,385920000.0,,,,,,,,,22537110000.0,13706825000.0,,188615000.0,73096000.0,868216000.0,,,,,,89088000.0,,,,711439000.0,,,104339975000.0,0.0,285091000.0,76159979000.0,355194000.0,,,,,13256100000.0,,248046000.0,75343000.0,2014187000.0,,,,0.0,,,,,,,2556011000.0,,,,68201000.0,,,95236988000.0,1767354000.0,714438000.0,,,2437946000.0,1226195000.0,2672874000.0,,8838247000.0,264739000.0,9102986000.0,104339975000.0,19440000.0,,,,,,,,,,,,,,,,,,,,,,,,,2017q1
107976,002807.XSHE,2017-06-30,2017-08-29,2017-06-30,10810377000.0,,963891000.0,1380384000.0,,,,,,0.0,397935000.0,,,,,,,,,21630036000.0,15195260000.0,,195699000.0,71763000.0,598480000.0,377301000.0,,,,,90710000.0,,,,799787000.0,,,104712783000.0,0.0,299115000.0,76640450000.0,488067000.0,1076989000.0,,,,12670930000.0,,284970000.0,121799000.0,2128134000.0,,,,0.0,,,,,,,1694119000.0,,,,38264000.0,,,95784719000.0,1767354000.0,714438000.0,,,2637946000.0,1276195000.0,2335475000.0,,8681356000.0,246709000.0,8928064000.0,104712783000.0,-50052000.0,,,,,,,,,,,,,,,,,,,,,,,,,2017q2
111464,002807.XSHE,2017-09-30,2017-10-30,2017-09-30,11522044000.0,,683601000.0,576985000.0,,,,,,0.0,331579000.0,,,1457680000.0,,,,,,23893361000.0,13804613000.0,,195699000.0,70449000.0,609745000.0,442445000.0,,,,,87154000.0,,,,856139000.0,,,107306532000.0,0.0,144094000.0,78891176000.0,873006000.0,,,,,13206130000.0,,283031000.0,126543000.0,2290510000.0,,,,0.0,,,,,,,1985952000.0,,,,24802000.0,,,98183079000.0,1767354000.0,714438000.0,,,2637946000.0,1276195000.0,2495337000.0,,8879516000.0,243937000.0,9123453000.0,107306532000.0,-11754000.0,,,,,,,,,,,,,,,,,,,,,,,,,2017q3
116331,002807.XSHE,2017-12-31,2018-03-28,2017-12-31,11088713000.0,,411655000.0,423520000.0,,,,,,0.0,363709000.0,,,731513000.0,,,,,,23620855000.0,16842109000.0,,462821000.0,168539000.0,768567000.0,187388000.0,,,,,87322000.0,,,,857974000.0,,,109402787000.0,0.0,1437554000.0,79886349000.0,71876000.0,,,,,12129450000.0,,363298000.0,123448000.0,2448054000.0,,,,0.0,,,,,,,3249145000.0,,,131511000.0,39629000.0,,,100048884000.0,1767354000.0,714438000.0,,,2724986000.0,1276195000.0,2704448000.0,,9148779000.0,205124000.0,9353903000.0,109402787000.0,-38642000.0,,,,,,,,,,,,,,,,,,,,,,,,,2017q4
121842,002807.XSHE,2018-03-31,2018-04-27,2018-03-31,10887613000.0,,659379000.0,331756000.0,,,,,,0.0,500325000.0,,,,,,,,,23356123000.0,19207204000.0,,475341000.0,165997000.0,963678000.0,,,,,,83914000.0,,,,889701000.0,,,112802063000.0,0.0,271595000.0,79790878000.0,200000000.0,654033000.0,,,,15265650000.0,,270569000.0,94865000.0,2281617000.0,,,,0.0,,,,,,,3560124000.0,,,131511000.0,40792000.0,,,102810761000.0,1767354000.0,714438000.0,,,2724986000.0,1276195000.0,2887466000.0,,9782444000.0,208858000.0,9991302000.0,112802063000.0,1609000.0,,,,,,,,,,,,,410396000.0,,,,,,,,,,,,2018q1
126008,002807.XSHE,2018-06-30,2018-08-28,2018-06-30,11665457000.0,,594577000.0,177574000.0,,,,,,0.0,393346000.0,,,0.0,,,,,,20524737000.0,17710966000.0,,486291000.0,163415000.0,744117000.0,206998000.0,,,,,87603000.0,,,,924676000.0,,,110892850000.0,0.0,299142000.0,80118148000.0,420000000.0,,,,,9776800000.0,,308910000.0,80730000.0,2038896000.0,,,,0.0,,,,,,,7308757000.0,,,201825000.0,30401000.0,,,100935439000.0,1767354000.0,714438000.0,,,2974986000.0,1376195000.0,2545213000.0,,9800006000.0,157405000.0,9957411000.0,110892850000.0,11425000.0,,,,,,,,,,,,,410396000.0,,,,,,,,,,,,2018q2
