day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio,field_set
2016-09-02,002807.XSHE,0.0599,118.0593,13.991,14.6825,1.5633,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2016-09-05,002807.XSHE,0.0238,129.9005,15.3942,16.1552,1.7201,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2016-09-06,002807.XSHE,0.0248,142.979,16.9441,17.7817,1.8932,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2016-09-07,002807.XSHE,0.0479,157.2945,18.6406,19.562,2.0828,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2016-09-08,002807.XSHE,0.1235,173.024,20.5047,21.5182,2.2911,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2016-09-09,002807.XSHE,0.3367,190.3441,22.5573,23.6722,2.5204,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2016-09-12,002807.XSHE,0.8941,209.4315,24.8193,26.0461,2.7732,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2016-09-13,002807.XSHE,0.7989,230.463,27.3117,28.6617,3.0517,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2016-09-14,002807.XSHE,1.3896,253.4386,30.0345,31.519,3.3559,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2016-09-19,002807.XSHE,9.2271,278.7118,33.0296,34.6622,3.6905,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2016-09-20,002807.XSHE,65.4616,290.0228,34.37,36.0689,3.8403,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2016-09-21,002807.XSHE,35.8411,277.4746,32.8829,34.5083,3.6742,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2016-09-22,002807.XSHE,36.3204,267.4007,31.6891,33.2554,3.5408,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2016-09-23,002807.XSHE,25.6917,254.6758,30.1811,31.6729,3.3723,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2016-09-26,002807.XSHE,18.7619,244.7786,29.0082,30.442,3.2412,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2016-09-27,002807.XSHE,24.4742,238.4161,28.2542,29.6508,3.157,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2016-09-28,002807.XSHE,15.116,231.3467,27.4164,28.7716,3.0634,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2016-09-29,002807.XSHE,15.3932,232.2304,27.5211,28.8815,3.0751,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2016-09-30,002807.XSHE,15.8804,223.2169,26.453,27.7605,2.9557,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2016-10-10,002807.XSHE,14.1571,229.7561,27.2279,28.5737,3.0423,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2016-10-11,002807.XSHE,19.8799,237.7092,28.1704,29.5628,3.1476,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2016-10-12,002807.XSHE,12.7518,231.5234,27.4374,28.7935,3.0657,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2016-10-13,002807.XSHE,12.8218,226.2214,26.809,28.1342,2.9955,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2016-10-14,002807.XSHE,12.0243,228.6957,27.1022,28.4419,3.0283,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2016-10-17,002807.XSHE,12.3586,220.0356,26.076,27.3649,2.9136,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2016-10-18,002807.XSHE,10.7837,220.9193,26.1807,27.4748,2.9253,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
