id,code,statDate,pubDate,statDate.1,eps,adjusted_profit,operating_profit,value_change_profit,roe,inc_return,roa,net_profit_margin,gross_profit_margin,expense_to_total_revenue,operation_profit_to_total_revenue,net_profit_to_total_revenue,operating_expense_to_total_revenue,ga_expense_to_total_revenue,financing_expense_to_total_revenue,operating_profit_to_profit,invesment_profit_to_profit,adjusted_profit_to_profit,goods_sale_and_service_to_revenue,ocf_to_revenue,ocf_to_operating_profit,inc_total_revenue_year_on_year,inc_total_revenue_annual,inc_revenue_year_on_year,inc_revenue_annual,inc_operation_profit_year_on_year,inc_operation_profit_annual,inc_net_profit_year_on_year,inc_net_profit_annual,inc_net_profit_to_shareholders_year_on_year,inc_net_profit_to_shareholders_annual,requested_period
106283,600926.XSHG,2016-12-31,2017-04-19,2016-12-31,0.2537,669423000.0,1039364000.0,-337091000.0,1.81,1.83,0.1,22.04,,76.51,23.49,22.04,,35.71,,146.19,-47.41,100.8,,1060.64,3074.27,2.36,-23.09,2.36,-23.09,9.77,-37.93,16.39,-34.21,16.18,-34.26,2016q4
107573,600926.XSHG,2017-03-31,2017-04-26,2017-03-31,0.5006,1308653056.0,1559148032.0,-28192000.0,3.3468,3.3429,0.1794,40.2613,,52.8497,47.1503,40.2613,,22.6866,,101.5818,-1.8368,99.8838,,-466.4846,-973.6237,-5.3999,8.019,-5.3999,8.019,1.8576,116.8024,7.7527,97.2796,7.7553,97.2802,2017q1
112675,600926.XSHG,2017-06-30,2017-08-26,2017-06-30,0.3332,1214891008.0,1444544000.0,-44035000.0,3.0562,3.0411,0.1634,36.6815,,57.9351,42.0649,36.6815,,37.8475,,102.3827,-3.1210000000000004,99.5042,,955.6243,2201.9355,-1.0275,2.2838,-1.0275,2.2838,2.5057,-8.748,11.2621,-6.8106,7.9743,-6.8106,2017q2
116173,600926.XSHG,2017-09-30,2017-10-28,2017-09-30,0.31,1133368000.0,1364095000.0,-80746000.0,2.7868,2.7837,0.1462,31.2985,,64.5918,35.4082,31.2985,,33.2943,,105.9913,-6.274,99.8897,,1154.4109,3067.9151,-7.4567,8.9129,-7.4567,8.9129,12.5716,-8.3222,12.4075,-7.0703,12.3214,-7.0703,2017q3
126586,600926.XSHG,2017-12-31,2018-04-27,2017-12-31,0.2414,882214000.0,385359000.0,364758000.0,1.9005,1.8953,0.1085,22.6034,,80.3692,19.6308,22.6034,,32.635999999999996,,49.9662,47.295,99.7273,,143.7792,1460.2127,29.9121,7.9588,29.9121,7.9588,8.5634,-40.1464,33.2025,-22.0333,33.2029,-22.0333,2017q4
126359,600926.XSHG,2018-03-31,2018-04-27,2018-03-31,0.4154,1520326000.0,1309019000.0,385420000.0,2.8859,2.8825,0.1816,36.4075,,59.3882,40.6118,36.4075,,25.1365,,76.9698,22.6625,99.8844,,296.9013,948.2324,28.410999999999998,6.8226,28.410999999999998,6.8226,10.5452,120.9929,16.1743,72.0598,16.1743,72.0598,2018q1
131419,600926.XSHG,2018-06-30,2018-08-31,2018-06-30,0.4083,1496707000.0,1159022000.0,424444000.0,2.77,2.77,0.18,36.16,,61.35,38.65,36.16,,30.82,,72.48,26.54,100.03,,-137.44,-490.74,24.3,-1.01,24.3,-1.01,14.16,-5.8,22.55,-1.69,22.55,-1.69,2018q2
133172,600926.XSHG,2018-09-30,2018-10-27,2018-09-30,0.27,1393099000.0,1051674000.0,371170000.0,2.53,2.53,0.16,31.45,,67.79,32.21,31.45,,28.76,,73.57,25.97,99.93,,-799.27,-3368.31,22.25,7.1,22.25,7.1,11.2,-10.74,22.86,-6.83,22.86,-6.83,2018q3
245293,600926.XSHG,2018-12-31,2019-04-26,2018-12-31,0.1949,1015346000.0,412531000.0,657797000.0,1.77,1.8,0.11,23.23,,74.85,25.15,23.23,,34.87,,38.82,61.9,101.57,,971.04,10129.26,10.03,-2.9,10.03,-2.9,41.39,-24.18,13.0,-28.29,13.0,-28.29,2018q4
245099,600926.XSHG,2019-03-31,2019-04-26,2019-03-31,0.3538,1814233000.0,753923000.0,1285350000.0,3.11,3.11,0.2,34.28,,61.47,38.53,34.28,,24.22,,36.94,62.98,99.95,,-464.26,-3260.23,26.64,23.03,26.64,23.03,20.13,88.44,19.25,81.57,19.25,81.57,2019q1
254768,600926.XSHG,2019-06-30,2019-08-28,2019-06-30,0.3535,1808690000.0,941592000.0,1127104000.0,3.04,3.03,0.19,35.11,,59.81,40.19,35.11,,26.1,,45.2,54.11,99.73,,316.97,1738.78,24.82,-2.44,24.82,-2.44,29.8,1.78,21.21,-0.08,21.21,-0.08,2019q2
260564,600926.XSHG,2019-09-30,2019-10-25,2019-09-30,0.3269,1672814000.0,804899000.0,984873000.0,2.77,2.76,0.17,30.02,,67.87,32.13,30.02,,28.1,,44.68,54.68,99.73,,471.3,3271.61,26.07,8.17,26.07,8.17,25.75,-13.52,20.32,-7.52,20.32,-7.52,2019q3
295357,600926.XSHG,2019-12-31,2020-04-30,2019-12-31,0.2526,1302056000.0,680702000.0,707320000.0,2.09,2.1,0.13,24.17,,73.93,26.07,24.17,,36.31,,48.94,50.85,100.46,,506.71,3991.24,24.6,-4.04,24.6,-4.04,29.12,-22.15,29.65,-22.73,29.65,-22.73,2019q4
295024,600926.XSHG,2020-03-31,2020-04-30,2020-03-31,0.4219,2180757000.0,2565287000.0,1536380000.0,3.21,3.23,0.21,32.61,,61.35,38.65,32.61,,22.45,,40.42,60.35,100.74,,-461.43,-1193.85,25.36,23.79,25.36,23.79,25.77,83.55,19.26,67.02,19.26,67.02,2020q1
328482,600926.XSHG,2020-06-30,2020-08-28,2020-06-30,0.321,1901984000.0,2179556000.0,236793000.0,2.52,2.52,0.18,30.62,,64.94,35.06,30.62,,25.06,,89.05,10.85,99.92,,548.29,1563.87,20.36,-6.33,20.36,-6.33,4.99,-15.04,4.95,-12.06,4.95,-12.06,2020q2
