id,code,pubDate,statDate,total_loan,total_deposit,interest_earning_assets,non_interest_earning_assets,interest_earning_assets_yield,interest_bearing_liabilities,non_interest_bearing_liabilities,interest_bearing_liabilities_interest_rate,non_interest_income,non_interest_income_ratio,net_interest_margin,net_profit_margin,core_level_capital,net_core_level_capital,core_level_capital_adequacy_ratio,net_level_1_capital,level_1_capital_adequacy_ratio,net_capital,capital_adequacy_ratio,weighted_risky_asset,deposit_loan_ratio,short_term_asset_liquidity_ratio_CNY,short_term_asset_liquidity_ratio_FC,Nonperforming_loan_rate,single_largest_customer_loan_ratio,top_ten_customer_loan_ratio,bad_debts_reserve,non_performing_loan_provision_coverage,cost_to_income_ratio,former_core_capital,former_net_core_capital,former_net_core_capital_adequacy_ratio,former_net_capital,former_capital_adequacy_ratio,former_weighted_risky_asset,normal_amount,normal_amount_ratio,concerned_amount,concerned_amount_ratio,secondary_amount,secondary_amount_ratio,suspicious_amount,suspicious_amount_ratio,loss_amount,loss_amount_ratio,short_term_loan_average_balance,short_term_loan_annualized_average_interest_rate,mid_term_loan_annualized_average_balance,mid_term_loan_annualized_average_interest_rate,enterprise_deposits_average_balance,enterprise_deposits_average_interest_rate,savings_deposit_average_balance,savings_deposit_average_interest_rate,requested_year
110540,600016.XSHG,2015-03-31,2014-12-31,1812666000000.0,2433810000000.0,3562539000000.0,452597000000.0,5.59,3361259000000.0,406121000000.0,3.18,43333000000.0,31.9874,2.59,2.41,246736000000.0,245686000000.0,8.58,245985000000.0,8.59,305897000000.0,10.69,2862710000000.0,69.88,36.0,,1.17,2.11,13.6,38507000000.0,182.2,33.27,,,8.78,,12.12,,1755630000000.0,96.85,35902000000.0,1.98,16591000000.0,0.92,3267000000.0,0.18,1276000000.0,0.07,,,,,1739194000000.0,2.41,535593000000.0,2.32,2014
110611,600016.XSHG,2016-03-31,2015-12-31,2048048000000.0,2732262000000.0,4177387000000.0,343301000000.0,4.87,3933017000000.0,277888000000.0,2.77,60156000000.0,38.96,2.26,2.1,308039000000.0,306873000000.0,9.17,307360000000.0,9.19,384391000000.0,11.49,3346232000000.0,74.958,44.72,,1.6,1.75,13.11,50423000000.0,153.63,31.22,,,,,,,1939680000000.0,94.71,75547000000.0,3.69,20595000000.0,1.0,8536000000.0,0.42,3690000000.0,0.18,,,,,2023906000000.0,2.29,546079000000.0,2.19,2015
110517,600016.XSHG,2017-03-31,2016-12-31,2461586000000.0,3082242000000.0,5082015000000.0,813862000000.0,4.01,4813376000000.0,730474000000.0,2.27,60470000000.0,38.97,1.86,1.74,339709000000.0,338674000000.0,8.95,349263000000.0,9.22,444030000000.0,11.73,3786073000000.0,79.8635,39.64,,1.68,1.64,12.21,64394000000.0,155.41,30.99,,,,,,,2327870000000.0,94.57,92281000000.0,3.75,13593000000.0,0.55,19200000000.0,0.78,8642000000.0,0.35,,,,,2336638000000.0,1.81,542339000000.0,1.68,2016
110740,600016.XSHG,2018-03-30,2017-12-31,2804307000000.0,2966311000000.0,5754454000000.0,147632000000.0,4.01,5425225000000.0,87049000000.0,2.66,57729000000.0,40.01,1.62,1.35,375828000000.0,374624000000.0,8.63,385414000000.0,8.88,514401000000.0,11.85,4340262000000.0,94.5385,39.8,,1.71,2.69,12.04,74519000000.0,155.61,31.72,,,,,,,2642469000000.0,94.23,113949000000.0,4.06,17048000000.0,0.61,21198000000.0,0.76,9643000000.0,0.34,,,,,2446634000000.0,1.78,523454000000.0,1.66,2017
110764,600016.XSHG,2019-03-30,2018-12-31,3056746000000.0,3167292000000.0,5660586000000.0,334236000000.0,4.53,5482961000000.0,80860000000.0,2.89,60493000000.0,51.09,1.77,1.81,417179000000.0,415726000000.0,8.93,426550000000.0,9.16,547281000000.0,11.75,4656286000000.0,96.5098,51.64,,1.76,1.78,12.53,72208000000.0,134.05,30.07,,,,,,,2899509000000.0,94.86,103371000000.0,3.38,28648000000.0,0.94,14199000000.0,0.46,11019000000.0,0.36,,,,,2532141000000.0,,533811000000.0,,2018
110911,600016.XSHG,2020-03-31,2019-12-31,3487601000000.0,3637034000000.0,5695073000000.0,986768000000.0,4.83,5679931000000.0,471081000000.0,2.69,58407000000.0,45.72,2.14,2.14,456565000000.0,455088000000.0,8.89,525959000000.0,10.28,673741000000.0,13.17,5117026000000.0,95.8913,54.06,,1.56,2.67,12.31,84647000000.0,155.5,26.74,,,,,,,3329882000000.0,95.48,103285000000.0,2.96,22181000000.0,0.63,19441000000.0,0.56,12812000000.0,0.37,,,,,2721398000000.0,2.39,647666000000.0,2.25,2019
111007,600016.XSHG,2021-03-31,2020-12-31,3853931000000.0,3768151000000.0,6328067000000.0,622166000000.0,4.53,6281903000000.0,127082000000.0,2.41,49727000000.0,26.89,2.14,2.12,466960000000.0,461921000000.0,8.51,532348000000.0,9.81,707472000000.0,13.04,5425856000000.0,102.2764,49.72,,1.82,1.63,9.73,97637000000.0,139.38,26.19,,,,,,,3669206000000.0,95.2,114676000000.0,2.98,25023000000.0,0.65,24477000000.0,0.64,20549000000.0,0.53,,,,,2991830000000.0,2.24,757959000000.0,2.35,2020
111077,600016.XSHG,2022-03-30,2021-12-31,4045692000000.0,3825693000000.0,6595881000000.0,356905000000.0,4.21,6339133000000.0,27114000000.0,2.4,43029000000.0,25.49,1.91,1.81,491386000000.0,486552000000.0,9.04,577079000000.0,10.73,733703000000.0,13.64,5379458000000.0,105.7506,43.65,100.94,1.79,1.57,9.76,105108000000.0,145.3,29.17,,,,,,,3858057000000.0,95.36,115297000000.0,2.85,24198000000.0,0.6,26043000000.0,0.64,22097000000.0,0.55,,,,,3060358000000.0,2.15,773413000000.0,2.3,2021
111336,600016.XSHG,2023-03-28,2022-12-31,4170621000000.0,4051592000000.0,6729776000000.0,525897000000.0,3.91,6483550000000.0,159309000000.0,2.4,35013000000.0,24.57,1.6,1.51,512909000000.0,505978000000.0,9.17,601999000000.0,10.91,725136000000.0,13.14,5517289000000.0,102.9378,46.83,145.1,1.68,2.17,11.17,98868000000.0,142.49,35.61,,,,,,,3952037000000.0,95.43,119720000000.0,2.89,27729000000.0,0.67,23107000000.0,0.56,18551000000.0,0.45,,,,,3153083000000.0,2.29,911955000000.0,2.3,2022
112020,600016.XSHG,2024-03-29,2023-12-31,4384877000000.0,4353281000000.0,7029058000000.0,645907000000.0,3.8,6765651000000.0,271513000000.0,2.43,38386000000.0,27.26,1.46,1.37,537693000000.0,533852000000.0,9.28,629888000000.0,10.95,755416000000.0,13.14,5750072000000.0,100.7258,64.05,157.07,1.48,3.44,10.45,97444000000.0,149.69,36.1,,,,,,,4201253000000.0,95.82,118527000000.0,2.7,26978000000.0,0.61,18004000000.0,0.41,20115000000.0,0.46,,,,,3110295000000.0,2.33,1142263000000.0,2.27,2023
