date,code,open,close,high,low,volume,money
2021-06-18,601665.XSHG,5.14,6.17,6.17,5.14,17582473.0,107798142.89
2021-06-21,601665.XSHG,6.79,6.79,6.79,6.69,70789052.0,480637304.69
2021-06-22,601665.XSHG,7.47,7.47,7.47,6.86,156427286.0,1155633899.78
2021-06-23,601665.XSHG,8.21,8.21,8.21,7.92,75084566.0,614631737.38
2021-06-24,601665.XSHG,9.04,9.04,9.04,7.61,377420314.0,3221964451.57
2021-06-25,601665.XSHG,9.41,9.94,9.94,9.4,207362423.0,2025502527.84
2021-06-28,601665.XSHG,9.94,8.95,9.94,8.95,81789780.0,755635024.57
2021-06-29,601665.XSHG,8.05,8.05,8.45,8.05,335757608.0,2729453055.14
2021-06-30,601665.XSHG,7.8,7.44,7.8,7.35,252737213.0,1906737391.19
2021-07-01,601665.XSHG,7.45,7.25,7.65,7.15,222855685.0,1639447811.58
2021-07-02,601665.XSHG,7.11,6.92,7.11,6.78,161610690.0,1120499863.6
2021-07-05,601665.XSHG,6.85,6.71,6.9,6.67,109795443.0,743619563.64
2021-07-06,601665.XSHG,6.68,6.86,6.92,6.63,150354580.0,1018862419.49
2021-07-07,601665.XSHG,6.74,6.58,6.75,6.55,123066709.0,813931063.38
2021-07-08,601665.XSHG,6.65,6.49,6.71,6.44,128410687.0,841715569.46
2021-07-09,601665.XSHG,6.43,6.51,6.53,6.33,98554393.0,634848362.31
2021-07-12,601665.XSHG,6.68,6.48,6.68,6.45,99512725.0,651321292.27
2021-07-13,601665.XSHG,6.41,6.51,6.57,6.33,90193435.0,583043346.8
2021-07-14,601665.XSHG,6.45,6.32,6.46,6.31,77299844.0,492985553.12
2021-07-15,601665.XSHG,6.28,6.55,6.83,6.28,173206266.0,1141175766.3
2021-07-16,601665.XSHG,6.39,6.28,6.39,6.25,113186394.0,713182185.46
2021-07-19,601665.XSHG,6.25,6.01,6.25,6.0,83253133.0,506361362.37
2021-07-20,601665.XSHG,5.93,5.95,6.03,5.85,55386265.0,327734906.72
2021-07-21,601665.XSHG,5.95,5.95,6.02,5.91,48837390.0,290913907.51
2021-07-22,601665.XSHG,5.97,5.93,6.01,5.93,46232512.0,275741428.37
2021-07-23,601665.XSHG,5.9,5.76,5.97,5.69,81475983.0,472970106.55
2021-07-26,601665.XSHG,5.71,5.49,5.71,5.49,68027189.0,380070084.48
