code,statement_family,report_period_end,quarter_key,year_key,pub_date,standard_field_name,standard_value,source_table,source_field,period_basis,transformation_rule,missing_reason
000001.XSHE,indicator,2014-03-31,2014q1,,2014-04-24,eps,0.5308,indicator.csv,eps,quarterly_direct,identity_q1_or_ytd_diff,
000001.XSHE,indicator,2014-03-31,2014q1,,2014-04-24,adjusted_profit,5065000000.0,indicator.csv,adjusted_profit,quarterly_direct,identity_q1_or_ytd_diff,
000001.XSHE,indicator,2014-03-31,2014q1,,2014-04-24,operating_profit,7479000000.0,indicator.csv,operating_profit,quarterly_direct,identity_q1_or_ytd_diff,
000001.XSHE,indicator,2014-03-31,2014q1,,2014-04-24,value_change_profit,1300000000.0,indicator.csv,value_change_profit,quarterly_direct,identity_q1_or_ytd_diff,
000001.XSHE,indicator,2014-03-31,2014q1,,2014-04-24,roe,4.41,indicator.csv,roe,quarterly_direct,identity_q1_or_ytd_diff,
000001.XSHE,indicator,2014-03-31,2014q1,,2014-04-24,inc_return,4.42,indicator.csv,inc_return,quarterly_direct,identity_q1_or_ytd_diff,
000001.XSHE,indicator,2014-03-31,2014q1,,2014-04-24,roa,0.25,indicator.csv,roa,quarterly_direct,identity_q1_or_ytd_diff,
000001.XSHE,indicator,2014-03-31,2014q1,,2014-04-24,net_profit_margin,31.39,indicator.csv,net_profit_margin,quarterly_direct,identity_q1_or_ytd_diff,
000001.XSHE,indicator,2014-03-31,2014q1,,2014-04-24,gross_profit_margin,,indicator.csv,gross_profit_margin,,identity_q1_or_ytd_diff,missing_raw_value
000001.XSHE,indicator,2014-03-31,2014q1,,2014-04-24,expense_to_total_revenue,45.47,indicator.csv,expense_to_total_revenue,quarterly_direct,identity_q1_or_ytd_diff,
000001.XSHE,indicator,2014-03-31,2014q1,,2014-04-24,operation_profit_to_total_revenue,41.69,indicator.csv,operation_profit_to_total_revenue,quarterly_direct,identity_q1_or_ytd_diff,
000001.XSHE,indicator,2014-03-31,2014q1,,2014-04-24,net_profit_to_total_revenue,31.39,indicator.csv,net_profit_to_total_revenue,quarterly_direct,identity_q1_or_ytd_diff,
000001.XSHE,indicator,2014-03-31,2014q1,,2014-04-24,operating_expense_to_total_revenue,,indicator.csv,operating_expense_to_total_revenue,,identity_q1_or_ytd_diff,missing_raw_value
000001.XSHE,indicator,2014-03-31,2014q1,,2014-04-24,ga_expense_to_total_revenue,37.65,indicator.csv,ga_expense_to_total_revenue,quarterly_direct,identity_q1_or_ytd_diff,
000001.XSHE,indicator,2014-03-31,2014q1,,2014-04-24,financing_expense_to_total_revenue,,indicator.csv,financing_expense_to_total_revenue,,identity_q1_or_ytd_diff,missing_raw_value
000001.XSHE,indicator,2014-03-31,2014q1,,2014-04-24,operating_profit_to_profit,111.68,indicator.csv,operating_profit_to_profit,quarterly_direct,identity_q1_or_ytd_diff,
000001.XSHE,indicator,2014-03-31,2014q1,,2014-04-24,invesment_profit_to_profit,19.41,indicator.csv,invesment_profit_to_profit,quarterly_direct,identity_q1_or_ytd_diff,
000001.XSHE,indicator,2014-03-31,2014q1,,2014-04-24,adjusted_profit_to_profit,100.22,indicator.csv,adjusted_profit_to_profit,quarterly_direct,identity_q1_or_ytd_diff,
000001.XSHE,indicator,2014-03-31,2014q1,,2014-04-24,goods_sale_and_service_to_revenue,,indicator.csv,goods_sale_and_service_to_revenue,,identity_q1_or_ytd_diff,missing_raw_value
000001.XSHE,indicator,2014-03-31,2014q1,,2014-04-24,ocf_to_revenue,373.27,indicator.csv,ocf_to_revenue,quarterly_direct,identity_q1_or_ytd_diff,
000001.XSHE,indicator,2014-03-31,2014q1,,2014-04-24,ocf_to_operating_profit,803.54,indicator.csv,ocf_to_operating_profit,quarterly_direct,identity_q1_or_ytd_diff,
000001.XSHE,indicator,2014-03-31,2014q1,,2014-04-24,inc_total_revenue_year_on_year,49.05,indicator.csv,inc_total_revenue_year_on_year,quarterly_direct,identity_q1_or_ytd_diff,
000001.XSHE,indicator,2014-03-31,2014q1,,2014-04-24,inc_total_revenue_annual,8.46,indicator.csv,inc_total_revenue_annual,quarterly_direct,identity_q1_or_ytd_diff,
000001.XSHE,indicator,2014-03-31,2014q1,,2014-04-24,inc_revenue_year_on_year,49.05,indicator.csv,inc_revenue_year_on_year,quarterly_direct,identity_q1_or_ytd_diff,
000001.XSHE,indicator,2014-03-31,2014q1,,2014-04-24,inc_revenue_annual,8.46,indicator.csv,inc_revenue_annual,quarterly_direct,identity_q1_or_ytd_diff,
000001.XSHE,indicator,2014-03-31,2014q1,,2014-04-24,inc_operation_profit_year_on_year,42.29,indicator.csv,inc_operation_profit_year_on_year,quarterly_direct,identity_q1_or_ytd_diff,
000001.XSHE,indicator,2014-03-31,2014q1,,2014-04-24,inc_operation_profit_annual,44.41,indicator.csv,inc_operation_profit_annual,quarterly_direct,identity_q1_or_ytd_diff,
000001.XSHE,indicator,2014-03-31,2014q1,,2014-04-24,inc_net_profit_year_on_year,40.82,indicator.csv,inc_net_profit_year_on_year,quarterly_direct,identity_q1_or_ytd_diff,
000001.XSHE,indicator,2014-03-31,2014q1,,2014-04-24,inc_net_profit_annual,42.97,indicator.csv,inc_net_profit_annual,quarterly_direct,identity_q1_or_ytd_diff,
000001.XSHE,indicator,2014-03-31,2014q1,,2014-04-24,inc_net_profit_to_shareholders_year_on_year,40.82,indicator.csv,inc_net_profit_to_shareholders_year_on_year,quarterly_direct,identity_q1_or_ytd_diff,
000001.XSHE,indicator,2014-03-31,2014q1,,2014-04-24,inc_net_profit_to_shareholders_annual,42.97,indicator.csv,inc_net_profit_to_shareholders_annual,quarterly_direct,identity_q1_or_ytd_diff,
000001.XSHE,indicator,2014-06-30,2014q2,,2014-08-14,eps,0.4392,indicator.csv,eps,quarterly_direct,identity_q1_or_ytd_diff,
000001.XSHE,indicator,2014-06-30,2014q2,,2014-08-14,adjusted_profit,5020000000.0,indicator.csv,adjusted_profit,quarterly_direct,identity_q1_or_ytd_diff,
000001.XSHE,indicator,2014-06-30,2014q2,,2014-08-14,operating_profit,9197000000.0,indicator.csv,operating_profit,quarterly_direct,identity_q1_or_ytd_diff,
000001.XSHE,indicator,2014-06-30,2014q2,,2014-08-14,value_change_profit,1021000000.0,indicator.csv,value_change_profit,quarterly_direct,identity_q1_or_ytd_diff,
000001.XSHE,indicator,2014-06-30,2014q2,,2014-08-14,roe,4.21,indicator.csv,roe,quarterly_direct,identity_q1_or_ytd_diff,
000001.XSHE,indicator,2014-06-30,2014q2,,2014-08-14,inc_return,4.21,indicator.csv,inc_return,quarterly_direct,identity_q1_or_ytd_diff,
000001.XSHE,indicator,2014-06-30,2014q2,,2014-08-14,roa,0.24,indicator.csv,roa,quarterly_direct,identity_q1_or_ytd_diff,
000001.XSHE,indicator,2014-06-30,2014q2,,2014-08-14,net_profit_margin,26.93,indicator.csv,net_profit_margin,quarterly_direct,identity_q1_or_ytd_diff,
000001.XSHE,indicator,2014-06-30,2014q2,,2014-08-14,gross_profit_margin,,indicator.csv,gross_profit_margin,,identity_q1_or_ytd_diff,missing_raw_value
000001.XSHE,indicator,2014-06-30,2014q2,,2014-08-14,expense_to_total_revenue,45.16,indicator.csv,expense_to_total_revenue,quarterly_direct,identity_q1_or_ytd_diff,
000001.XSHE,indicator,2014-06-30,2014q2,,2014-08-14,operation_profit_to_total_revenue,35.6,indicator.csv,operation_profit_to_total_revenue,quarterly_direct,identity_q1_or_ytd_diff,
000001.XSHE,indicator,2014-06-30,2014q2,,2014-08-14,net_profit_to_total_revenue,26.93,indicator.csv,net_profit_to_total_revenue,quarterly_direct,identity_q1_or_ytd_diff,
000001.XSHE,indicator,2014-06-30,2014q2,,2014-08-14,operating_expense_to_total_revenue,,indicator.csv,operating_expense_to_total_revenue,,identity_q1_or_ytd_diff,missing_raw_value
000001.XSHE,indicator,2014-06-30,2014q2,,2014-08-14,ga_expense_to_total_revenue,37.53,indicator.csv,ga_expense_to_total_revenue,quarterly_direct,identity_q1_or_ytd_diff,
000001.XSHE,indicator,2014-06-30,2014q2,,2014-08-14,financing_expense_to_total_revenue,,indicator.csv,financing_expense_to_total_revenue,,identity_q1_or_ytd_diff,missing_raw_value
000001.XSHE,indicator,2014-06-30,2014q2,,2014-08-14,operating_profit_to_profit,138.7,indicator.csv,operating_profit_to_profit,quarterly_direct,identity_q1_or_ytd_diff,
000001.XSHE,indicator,2014-06-30,2014q2,,2014-08-14,invesment_profit_to_profit,15.4,indicator.csv,invesment_profit_to_profit,quarterly_direct,identity_q1_or_ytd_diff,
000001.XSHE,indicator,2014-06-30,2014q2,,2014-08-14,adjusted_profit_to_profit,100.04,indicator.csv,adjusted_profit_to_profit,quarterly_direct,identity_q1_or_ytd_diff,
000001.XSHE,indicator,2014-06-30,2014q2,,2014-08-14,goods_sale_and_service_to_revenue,,indicator.csv,goods_sale_and_service_to_revenue,,identity_q1_or_ytd_diff,missing_raw_value
000001.XSHE,indicator,2014-06-30,2014q2,,2014-08-14,ocf_to_revenue,-35.81,indicator.csv,ocf_to_revenue,quarterly_direct,identity_q1_or_ytd_diff,
000001.XSHE,indicator,2014-06-30,2014q2,,2014-08-14,ocf_to_operating_profit,-72.56,indicator.csv,ocf_to_operating_profit,quarterly_direct,identity_q1_or_ytd_diff,
000001.XSHE,indicator,2014-06-30,2014q2,,2014-08-14,inc_total_revenue_year_on_year,47.6,indicator.csv,inc_total_revenue_year_on_year,quarterly_direct,identity_q1_or_ytd_diff,
000001.XSHE,indicator,2014-06-30,2014q2,,2014-08-14,inc_total_revenue_annual,15.73,indicator.csv,inc_total_revenue_annual,quarterly_direct,identity_q1_or_ytd_diff,
000001.XSHE,indicator,2014-06-30,2014q2,,2014-08-14,inc_revenue_year_on_year,47.6,indicator.csv,inc_revenue_year_on_year,quarterly_direct,identity_q1_or_ytd_diff,
000001.XSHE,indicator,2014-06-30,2014q2,,2014-08-14,inc_revenue_annual,15.73,indicator.csv,inc_revenue_annual,quarterly_direct,identity_q1_or_ytd_diff,
000001.XSHE,indicator,2014-06-30,2014q2,,2014-08-14,inc_operation_profit_year_on_year,28.12,indicator.csv,inc_operation_profit_year_on_year,quarterly_direct,identity_q1_or_ytd_diff,
000001.XSHE,indicator,2014-06-30,2014q2,,2014-08-14,inc_operation_profit_annual,-1.18,indicator.csv,inc_operation_profit_annual,quarterly_direct,identity_q1_or_ytd_diff,
000001.XSHE,indicator,2014-06-30,2014q2,,2014-08-14,inc_net_profit_year_on_year,27.3,indicator.csv,inc_net_profit_year_on_year,quarterly_direct,identity_q1_or_ytd_diff,
000001.XSHE,indicator,2014-06-30,2014q2,,2014-08-14,inc_net_profit_annual,-0.71,indicator.csv,inc_net_profit_annual,quarterly_direct,identity_q1_or_ytd_diff,
000001.XSHE,indicator,2014-06-30,2014q2,,2014-08-14,inc_net_profit_to_shareholders_year_on_year,27.3,indicator.csv,inc_net_profit_to_shareholders_year_on_year,quarterly_direct,identity_q1_or_ytd_diff,
000001.XSHE,indicator,2014-06-30,2014q2,,2014-08-14,inc_net_profit_to_shareholders_annual,-0.71,indicator.csv,inc_net_profit_to_shareholders_annual,quarterly_direct,identity_q1_or_ytd_diff,
000001.XSHE,indicator,2014-09-30,2014q3,,2014-10-24,eps,0.49,indicator.csv,eps,quarterly_direct,identity_q1_or_ytd_diff,
000001.XSHE,indicator,2014-09-30,2014q3,,2014-10-24,adjusted_profit,5626000000.0,indicator.csv,adjusted_profit,quarterly_direct,identity_q1_or_ytd_diff,
000001.XSHE,indicator,2014-09-30,2014q3,,2014-10-24,operating_profit,10517000000.0,indicator.csv,operating_profit,quarterly_direct,identity_q1_or_ytd_diff,
000001.XSHE,indicator,2014-09-30,2014q3,,2014-10-24,value_change_profit,958000000.0,indicator.csv,value_change_profit,quarterly_direct,identity_q1_or_ytd_diff,
000001.XSHE,indicator,2014-09-30,2014q3,,2014-10-24,roe,4.54,indicator.csv,roe,quarterly_direct,identity_q1_or_ytd_diff,
000001.XSHE,indicator,2014-09-30,2014q3,,2014-10-24,inc_return,4.54,indicator.csv,inc_return,quarterly_direct,identity_q1_or_ytd_diff,
000001.XSHE,indicator,2014-09-30,2014q3,,2014-10-24,roa,0.26,indicator.csv,roa,quarterly_direct,identity_q1_or_ytd_diff,
000001.XSHE,indicator,2014-09-30,2014q3,,2014-10-24,net_profit_margin,28.23,indicator.csv,net_profit_margin,quarterly_direct,identity_q1_or_ytd_diff,
000001.XSHE,indicator,2014-09-30,2014q3,,2014-10-24,gross_profit_margin,,indicator.csv,gross_profit_margin,,identity_q1_or_ytd_diff,missing_raw_value
000001.XSHE,indicator,2014-09-30,2014q3,,2014-10-24,expense_to_total_revenue,42.39,indicator.csv,expense_to_total_revenue,quarterly_direct,identity_q1_or_ytd_diff,
000001.XSHE,indicator,2014-09-30,2014q3,,2014-10-24,operation_profit_to_total_revenue,37.28,indicator.csv,operation_profit_to_total_revenue,quarterly_direct,identity_q1_or_ytd_diff,
000001.XSHE,indicator,2014-09-30,2014q3,,2014-10-24,net_profit_to_total_revenue,28.23,indicator.csv,net_profit_to_total_revenue,quarterly_direct,identity_q1_or_ytd_diff,
000001.XSHE,indicator,2014-09-30,2014q3,,2014-10-24,operating_expense_to_total_revenue,,indicator.csv,operating_expense_to_total_revenue,,identity_q1_or_ytd_diff,missing_raw_value
000001.XSHE,indicator,2014-09-30,2014q3,,2014-10-24,ga_expense_to_total_revenue,35.15,indicator.csv,ga_expense_to_total_revenue,quarterly_direct,identity_q1_or_ytd_diff,
000001.XSHE,indicator,2014-09-30,2014q3,,2014-10-24,financing_expense_to_total_revenue,,indicator.csv,financing_expense_to_total_revenue,,identity_q1_or_ytd_diff,missing_raw_value
000001.XSHE,indicator,2014-09-30,2014q3,,2014-10-24,operating_profit_to_profit,141.74,indicator.csv,operating_profit_to_profit,quarterly_direct,identity_q1_or_ytd_diff,
000001.XSHE,indicator,2014-09-30,2014q3,,2014-10-24,invesment_profit_to_profit,12.91,indicator.csv,invesment_profit_to_profit,quarterly_direct,identity_q1_or_ytd_diff,
000001.XSHE,indicator,2014-09-30,2014q3,,2014-10-24,adjusted_profit_to_profit,100.07,indicator.csv,adjusted_profit_to_profit,quarterly_direct,identity_q1_or_ytd_diff,
