code,statement_family,report_period_end,quarter_key,year_key,pub_date,standard_field_name,standard_value,source_table,source_field,period_basis,transformation_rule,missing_reason
002966.XSHE,indicator,2019-12-31,2019q4,,2020-03-31,eps,0.1246,indicator.csv,eps,quarterly_direct,identity_q1_or_ytd_diff,
002966.XSHE,indicator,2019-12-31,2019q4,,2020-03-31,adjusted_profit,404846000.0,indicator.csv,adjusted_profit,quarterly_direct,identity_q1_or_ytd_diff,
002966.XSHE,indicator,2019-12-31,2019q4,,2020-03-31,operating_profit,76584193.0,indicator.csv,operating_profit,quarterly_direct,identity_q1_or_ytd_diff,
002966.XSHE,indicator,2019-12-31,2019q4,,2020-03-31,value_change_profit,445578183.0,indicator.csv,value_change_profit,quarterly_direct,identity_q1_or_ytd_diff,
002966.XSHE,indicator,2019-12-31,2019q4,,2020-03-31,roe,1.51,indicator.csv,roe,quarterly_direct,identity_q1_or_ytd_diff,
002966.XSHE,indicator,2019-12-31,2019q4,,2020-03-31,inc_return,1.47,indicator.csv,inc_return,quarterly_direct,identity_q1_or_ytd_diff,
002966.XSHE,indicator,2019-12-31,2019q4,,2020-03-31,roa,0.13,indicator.csv,roa,quarterly_direct,identity_q1_or_ytd_diff,
002966.XSHE,indicator,2019-12-31,2019q4,,2020-03-31,net_profit_margin,19.08,indicator.csv,net_profit_margin,quarterly_direct,identity_q1_or_ytd_diff,
002966.XSHE,indicator,2019-12-31,2019q4,,2020-03-31,gross_profit_margin,,indicator.csv,gross_profit_margin,,identity_q1_or_ytd_diff,missing_raw_value
002966.XSHE,indicator,2019-12-31,2019q4,,2020-03-31,expense_to_total_revenue,76.34,indicator.csv,expense_to_total_revenue,quarterly_direct,identity_q1_or_ytd_diff,
002966.XSHE,indicator,2019-12-31,2019q4,,2020-03-31,operation_profit_to_total_revenue,23.66,indicator.csv,operation_profit_to_total_revenue,quarterly_direct,identity_q1_or_ytd_diff,
002966.XSHE,indicator,2019-12-31,2019q4,,2020-03-31,net_profit_to_total_revenue,19.08,indicator.csv,net_profit_to_total_revenue,quarterly_direct,identity_q1_or_ytd_diff,
002966.XSHE,indicator,2019-12-31,2019q4,,2020-03-31,operating_expense_to_total_revenue,,indicator.csv,operating_expense_to_total_revenue,,identity_q1_or_ytd_diff,missing_raw_value
002966.XSHE,indicator,2019-12-31,2019q4,,2020-03-31,ga_expense_to_total_revenue,39.63,indicator.csv,ga_expense_to_total_revenue,quarterly_direct,identity_q1_or_ytd_diff,
002966.XSHE,indicator,2019-12-31,2019q4,,2020-03-31,financing_expense_to_total_revenue,,indicator.csv,financing_expense_to_total_revenue,,identity_q1_or_ytd_diff,missing_raw_value
002966.XSHE,indicator,2019-12-31,2019q4,,2020-03-31,operating_profit_to_profit,13.95,indicator.csv,operating_profit_to_profit,quarterly_direct,identity_q1_or_ytd_diff,
002966.XSHE,indicator,2019-12-31,2019q4,,2020-03-31,invesment_profit_to_profit,81.16,indicator.csv,invesment_profit_to_profit,quarterly_direct,identity_q1_or_ytd_diff,
002966.XSHE,indicator,2019-12-31,2019q4,,2020-03-31,adjusted_profit_to_profit,97.44,indicator.csv,adjusted_profit_to_profit,quarterly_direct,identity_q1_or_ytd_diff,
002966.XSHE,indicator,2019-12-31,2019q4,,2020-03-31,goods_sale_and_service_to_revenue,,indicator.csv,goods_sale_and_service_to_revenue,,identity_q1_or_ytd_diff,missing_raw_value
002966.XSHE,indicator,2019-12-31,2019q4,,2020-03-31,ocf_to_revenue,-409.24,indicator.csv,ocf_to_revenue,quarterly_direct,identity_q1_or_ytd_diff,
002966.XSHE,indicator,2019-12-31,2019q4,,2020-03-31,ocf_to_operating_profit,-12311.53,indicator.csv,ocf_to_operating_profit,quarterly_direct,identity_q1_or_ytd_diff,
002966.XSHE,indicator,2019-12-31,2019q4,,2020-03-31,inc_total_revenue_year_on_year,12.24,indicator.csv,inc_total_revenue_year_on_year,quarterly_direct,identity_q1_or_ytd_diff,
002966.XSHE,indicator,2019-12-31,2019q4,,2020-03-31,inc_total_revenue_annual,1.1,indicator.csv,inc_total_revenue_annual,quarterly_direct,identity_q1_or_ytd_diff,
002966.XSHE,indicator,2019-12-31,2019q4,,2020-03-31,inc_revenue_year_on_year,12.24,indicator.csv,inc_revenue_year_on_year,quarterly_direct,identity_q1_or_ytd_diff,
002966.XSHE,indicator,2019-12-31,2019q4,,2020-03-31,inc_revenue_annual,1.1,indicator.csv,inc_revenue_annual,quarterly_direct,identity_q1_or_ytd_diff,
002966.XSHE,indicator,2019-12-31,2019q4,,2020-03-31,inc_operation_profit_year_on_year,19.67,indicator.csv,inc_operation_profit_year_on_year,quarterly_direct,identity_q1_or_ytd_diff,
002966.XSHE,indicator,2019-12-31,2019q4,,2020-03-31,inc_operation_profit_annual,-35.35,indicator.csv,inc_operation_profit_annual,quarterly_direct,identity_q1_or_ytd_diff,
002966.XSHE,indicator,2019-12-31,2019q4,,2020-03-31,inc_net_profit_year_on_year,14.95,indicator.csv,inc_net_profit_year_on_year,quarterly_direct,identity_q1_or_ytd_diff,
002966.XSHE,indicator,2019-12-31,2019q4,,2020-03-31,inc_net_profit_annual,-33.47,indicator.csv,inc_net_profit_annual,quarterly_direct,identity_q1_or_ytd_diff,
002966.XSHE,indicator,2019-12-31,2019q4,,2020-03-31,inc_net_profit_to_shareholders_year_on_year,12.45,indicator.csv,inc_net_profit_to_shareholders_year_on_year,quarterly_direct,identity_q1_or_ytd_diff,
002966.XSHE,indicator,2019-12-31,2019q4,,2020-03-31,inc_net_profit_to_shareholders_annual,-33.81,indicator.csv,inc_net_profit_to_shareholders_annual,quarterly_direct,identity_q1_or_ytd_diff,
002966.XSHE,indicator,2020-03-31,2020q1,,2020-04-29,eps,0.2326,indicator.csv,eps,quarterly_direct,identity_q1_or_ytd_diff,
002966.XSHE,indicator,2020-03-31,2020q1,,2020-04-29,adjusted_profit,781248439.0,indicator.csv,adjusted_profit,quarterly_direct,identity_q1_or_ytd_diff,
002966.XSHE,indicator,2020-03-31,2020q1,,2020-04-29,operating_profit,1017616856.0,indicator.csv,operating_profit,quarterly_direct,identity_q1_or_ytd_diff,
002966.XSHE,indicator,2020-03-31,2020q1,,2020-04-29,value_change_profit,503790632.0,indicator.csv,value_change_profit,quarterly_direct,identity_q1_or_ytd_diff,
002966.XSHE,indicator,2020-03-31,2020q1,,2020-04-29,roe,2.77,indicator.csv,roe,quarterly_direct,identity_q1_or_ytd_diff,
002966.XSHE,indicator,2020-03-31,2020q1,,2020-04-29,inc_return,2.79,indicator.csv,inc_return,quarterly_direct,identity_q1_or_ytd_diff,
002966.XSHE,indicator,2020-03-31,2020q1,,2020-04-29,roa,0.23,indicator.csv,roa,quarterly_direct,identity_q1_or_ytd_diff,
002966.XSHE,indicator,2020-03-31,2020q1,,2020-04-29,net_profit_margin,31.07,indicator.csv,net_profit_margin,quarterly_direct,identity_q1_or_ytd_diff,
002966.XSHE,indicator,2020-03-31,2020q1,,2020-04-29,gross_profit_margin,,indicator.csv,gross_profit_margin,,identity_q1_or_ytd_diff,missing_raw_value
002966.XSHE,indicator,2020-03-31,2020q1,,2020-04-29,expense_to_total_revenue,61.63,indicator.csv,expense_to_total_revenue,quarterly_direct,identity_q1_or_ytd_diff,
002966.XSHE,indicator,2020-03-31,2020q1,,2020-04-29,operation_profit_to_total_revenue,38.37,indicator.csv,operation_profit_to_total_revenue,quarterly_direct,identity_q1_or_ytd_diff,
002966.XSHE,indicator,2020-03-31,2020q1,,2020-04-29,net_profit_to_total_revenue,31.07,indicator.csv,net_profit_to_total_revenue,quarterly_direct,identity_q1_or_ytd_diff,
002966.XSHE,indicator,2020-03-31,2020q1,,2020-04-29,operating_expense_to_total_revenue,,indicator.csv,operating_expense_to_total_revenue,,identity_q1_or_ytd_diff,missing_raw_value
002966.XSHE,indicator,2020-03-31,2020q1,,2020-04-29,ga_expense_to_total_revenue,25.51,indicator.csv,ga_expense_to_total_revenue,quarterly_direct,identity_q1_or_ytd_diff,
002966.XSHE,indicator,2020-03-31,2020q1,,2020-04-29,financing_expense_to_total_revenue,,indicator.csv,financing_expense_to_total_revenue,,identity_q1_or_ytd_diff,missing_raw_value
