code,statement_family,report_period_end,quarter_key,year_key,standard_field_name,source_table,source_field,raw_primary_value,raw_fallback_value,raw_value_used,prior_cumulative_value_used,transformation_rule,conversion_success,missing_reason
002966.XSHE,indicator,2019-12-31,2019q4,,eps,indicator.csv,eps,0.1246,0.1246,0.1246,,identity_q1_or_ytd_diff,True,
002966.XSHE,indicator,2019-12-31,2019q4,,adjusted_profit,indicator.csv,adjusted_profit,404846000.0,404846000.0,404846000.0,,identity_q1_or_ytd_diff,True,
002966.XSHE,indicator,2019-12-31,2019q4,,operating_profit,indicator.csv,operating_profit,76584193.0,76584193.0,76584193.0,,identity_q1_or_ytd_diff,True,
002966.XSHE,indicator,2019-12-31,2019q4,,value_change_profit,indicator.csv,value_change_profit,445578183.0,445578183.0,445578183.0,,identity_q1_or_ytd_diff,True,
002966.XSHE,indicator,2019-12-31,2019q4,,roe,indicator.csv,roe,1.51,1.51,1.51,,identity_q1_or_ytd_diff,True,
002966.XSHE,indicator,2019-12-31,2019q4,,inc_return,indicator.csv,inc_return,1.47,1.47,1.47,,identity_q1_or_ytd_diff,True,
002966.XSHE,indicator,2019-12-31,2019q4,,roa,indicator.csv,roa,0.13,0.13,0.13,,identity_q1_or_ytd_diff,True,
002966.XSHE,indicator,2019-12-31,2019q4,,net_profit_margin,indicator.csv,net_profit_margin,19.08,19.08,19.08,,identity_q1_or_ytd_diff,True,
002966.XSHE,indicator,2019-12-31,2019q4,,gross_profit_margin,indicator.csv,gross_profit_margin,,,,,identity_q1_or_ytd_diff,False,missing_raw_value
002966.XSHE,indicator,2019-12-31,2019q4,,expense_to_total_revenue,indicator.csv,expense_to_total_revenue,76.34,76.34,76.34,,identity_q1_or_ytd_diff,True,
002966.XSHE,indicator,2019-12-31,2019q4,,operation_profit_to_total_revenue,indicator.csv,operation_profit_to_total_revenue,23.66,23.66,23.66,,identity_q1_or_ytd_diff,True,
002966.XSHE,indicator,2019-12-31,2019q4,,net_profit_to_total_revenue,indicator.csv,net_profit_to_total_revenue,19.08,19.08,19.08,,identity_q1_or_ytd_diff,True,
002966.XSHE,indicator,2019-12-31,2019q4,,operating_expense_to_total_revenue,indicator.csv,operating_expense_to_total_revenue,,,,,identity_q1_or_ytd_diff,False,missing_raw_value
002966.XSHE,indicator,2019-12-31,2019q4,,ga_expense_to_total_revenue,indicator.csv,ga_expense_to_total_revenue,39.63,39.63,39.63,,identity_q1_or_ytd_diff,True,
002966.XSHE,indicator,2019-12-31,2019q4,,financing_expense_to_total_revenue,indicator.csv,financing_expense_to_total_revenue,,,,,identity_q1_or_ytd_diff,False,missing_raw_value
002966.XSHE,indicator,2019-12-31,2019q4,,operating_profit_to_profit,indicator.csv,operating_profit_to_profit,13.95,13.95,13.95,,identity_q1_or_ytd_diff,True,
002966.XSHE,indicator,2019-12-31,2019q4,,invesment_profit_to_profit,indicator.csv,invesment_profit_to_profit,81.16,81.16,81.16,,identity_q1_or_ytd_diff,True,
002966.XSHE,indicator,2019-12-31,2019q4,,adjusted_profit_to_profit,indicator.csv,adjusted_profit_to_profit,97.44,97.44,97.44,,identity_q1_or_ytd_diff,True,
002966.XSHE,indicator,2019-12-31,2019q4,,goods_sale_and_service_to_revenue,indicator.csv,goods_sale_and_service_to_revenue,,,,,identity_q1_or_ytd_diff,False,missing_raw_value
002966.XSHE,indicator,2019-12-31,2019q4,,ocf_to_revenue,indicator.csv,ocf_to_revenue,-409.24,-409.24,-409.24,,identity_q1_or_ytd_diff,True,
002966.XSHE,indicator,2019-12-31,2019q4,,ocf_to_operating_profit,indicator.csv,ocf_to_operating_profit,-12311.53,-12311.53,-12311.53,,identity_q1_or_ytd_diff,True,
002966.XSHE,indicator,2019-12-31,2019q4,,inc_total_revenue_year_on_year,indicator.csv,inc_total_revenue_year_on_year,12.24,12.24,12.24,,identity_q1_or_ytd_diff,True,
002966.XSHE,indicator,2019-12-31,2019q4,,inc_total_revenue_annual,indicator.csv,inc_total_revenue_annual,1.1,1.1,1.1,,identity_q1_or_ytd_diff,True,
002966.XSHE,indicator,2019-12-31,2019q4,,inc_revenue_year_on_year,indicator.csv,inc_revenue_year_on_year,12.24,12.24,12.24,,identity_q1_or_ytd_diff,True,
002966.XSHE,indicator,2019-12-31,2019q4,,inc_revenue_annual,indicator.csv,inc_revenue_annual,1.1,1.1,1.1,,identity_q1_or_ytd_diff,True,
002966.XSHE,indicator,2019-12-31,2019q4,,inc_operation_profit_year_on_year,indicator.csv,inc_operation_profit_year_on_year,19.67,19.67,19.67,,identity_q1_or_ytd_diff,True,
002966.XSHE,indicator,2019-12-31,2019q4,,inc_operation_profit_annual,indicator.csv,inc_operation_profit_annual,-35.35,-35.35,-35.35,,identity_q1_or_ytd_diff,True,
002966.XSHE,indicator,2019-12-31,2019q4,,inc_net_profit_year_on_year,indicator.csv,inc_net_profit_year_on_year,14.95,14.95,14.95,,identity_q1_or_ytd_diff,True,
002966.XSHE,indicator,2019-12-31,2019q4,,inc_net_profit_annual,indicator.csv,inc_net_profit_annual,-33.47,-33.47,-33.47,,identity_q1_or_ytd_diff,True,
002966.XSHE,indicator,2019-12-31,2019q4,,inc_net_profit_to_shareholders_year_on_year,indicator.csv,inc_net_profit_to_shareholders_year_on_year,12.45,12.45,12.45,,identity_q1_or_ytd_diff,True,
002966.XSHE,indicator,2019-12-31,2019q4,,inc_net_profit_to_shareholders_annual,indicator.csv,inc_net_profit_to_shareholders_annual,-33.81,-33.81,-33.81,,identity_q1_or_ytd_diff,True,
002966.XSHE,indicator,2020-03-31,2020q1,,eps,indicator.csv,eps,0.2326,0.2326,0.2326,,identity_q1_or_ytd_diff,True,
002966.XSHE,indicator,2020-03-31,2020q1,,adjusted_profit,indicator.csv,adjusted_profit,781248439.0,781248439.0,781248439.0,,identity_q1_or_ytd_diff,True,
002966.XSHE,indicator,2020-03-31,2020q1,,operating_profit,indicator.csv,operating_profit,1017616856.0,1017616856.0,1017616856.0,,identity_q1_or_ytd_diff,True,
002966.XSHE,indicator,2020-03-31,2020q1,,value_change_profit,indicator.csv,value_change_profit,503790632.0,503790632.0,503790632.0,,identity_q1_or_ytd_diff,True,
002966.XSHE,indicator,2020-03-31,2020q1,,roe,indicator.csv,roe,2.77,2.77,2.77,,identity_q1_or_ytd_diff,True,
002966.XSHE,indicator,2020-03-31,2020q1,,inc_return,indicator.csv,inc_return,2.79,2.79,2.79,,identity_q1_or_ytd_diff,True,
002966.XSHE,indicator,2020-03-31,2020q1,,roa,indicator.csv,roa,0.23,0.23,0.23,,identity_q1_or_ytd_diff,True,
002966.XSHE,indicator,2020-03-31,2020q1,,net_profit_margin,indicator.csv,net_profit_margin,31.07,31.07,31.07,,identity_q1_or_ytd_diff,True,
002966.XSHE,indicator,2020-03-31,2020q1,,gross_profit_margin,indicator.csv,gross_profit_margin,,,,,identity_q1_or_ytd_diff,False,missing_raw_value
002966.XSHE,indicator,2020-03-31,2020q1,,expense_to_total_revenue,indicator.csv,expense_to_total_revenue,61.63,61.63,61.63,,identity_q1_or_ytd_diff,True,
002966.XSHE,indicator,2020-03-31,2020q1,,operation_profit_to_total_revenue,indicator.csv,operation_profit_to_total_revenue,38.37,38.37,38.37,,identity_q1_or_ytd_diff,True,
002966.XSHE,indicator,2020-03-31,2020q1,,net_profit_to_total_revenue,indicator.csv,net_profit_to_total_revenue,31.07,31.07,31.07,,identity_q1_or_ytd_diff,True,
002966.XSHE,indicator,2020-03-31,2020q1,,operating_expense_to_total_revenue,indicator.csv,operating_expense_to_total_revenue,,,,,identity_q1_or_ytd_diff,False,missing_raw_value
002966.XSHE,indicator,2020-03-31,2020q1,,ga_expense_to_total_revenue,indicator.csv,ga_expense_to_total_revenue,25.51,25.51,25.51,,identity_q1_or_ytd_diff,True,
002966.XSHE,indicator,2020-03-31,2020q1,,financing_expense_to_total_revenue,indicator.csv,financing_expense_to_total_revenue,,,,,identity_q1_or_ytd_diff,False,missing_raw_value
002966.XSHE,indicator,2020-03-31,2020q1,,operating_profit_to_profit,indicator.csv,operating_profit_to_profit,50.9,50.9,50.9,,identity_q1_or_ytd_diff,True,
002966.XSHE,indicator,2020-03-31,2020q1,,invesment_profit_to_profit,indicator.csv,invesment_profit_to_profit,49.91,49.91,49.91,,identity_q1_or_ytd_diff,True,
002966.XSHE,indicator,2020-03-31,2020q1,,adjusted_profit_to_profit,indicator.csv,adjusted_profit_to_profit,100.76,100.76,100.76,,identity_q1_or_ytd_diff,True,
002966.XSHE,indicator,2020-03-31,2020q1,,goods_sale_and_service_to_revenue,indicator.csv,goods_sale_and_service_to_revenue,,,,,identity_q1_or_ytd_diff,False,missing_raw_value
002966.XSHE,indicator,2020-03-31,2020q1,,ocf_to_revenue,indicator.csv,ocf_to_revenue,-353.19,-353.19,-353.19,,identity_q1_or_ytd_diff,True,
002966.XSHE,indicator,2020-03-31,2020q1,,ocf_to_operating_profit,indicator.csv,ocf_to_operating_profit,-920.48,-920.48,-920.48,,identity_q1_or_ytd_diff,True,
002966.XSHE,indicator,2020-03-31,2020q1,,inc_total_revenue_year_on_year,indicator.csv,inc_total_revenue_year_on_year,7.22,7.22,7.22,,identity_q1_or_ytd_diff,True,
002966.XSHE,indicator,2020-03-31,2020q1,,inc_total_revenue_annual,indicator.csv,inc_total_revenue_annual,15.11,15.11,15.11,,identity_q1_or_ytd_diff,True,
002966.XSHE,indicator,2020-03-31,2020q1,,inc_revenue_year_on_year,indicator.csv,inc_revenue_year_on_year,7.22,7.22,7.22,,identity_q1_or_ytd_diff,True,
002966.XSHE,indicator,2020-03-31,2020q1,,inc_revenue_annual,indicator.csv,inc_revenue_annual,15.11,15.11,15.11,,identity_q1_or_ytd_diff,True,
002966.XSHE,indicator,2020-03-31,2020q1,,inc_operation_profit_year_on_year,indicator.csv,inc_operation_profit_year_on_year,11.11,11.11,11.11,,identity_q1_or_ytd_diff,True,
002966.XSHE,indicator,2020-03-31,2020q1,,inc_operation_profit_annual,indicator.csv,inc_operation_profit_annual,86.72,86.72,86.72,,identity_q1_or_ytd_diff,True,
002966.XSHE,indicator,2020-03-31,2020q1,,inc_net_profit_year_on_year,indicator.csv,inc_net_profit_year_on_year,11.76,11.76,11.76,,identity_q1_or_ytd_diff,True,
002966.XSHE,indicator,2020-03-31,2020q1,,inc_net_profit_annual,indicator.csv,inc_net_profit_annual,87.45,87.45,87.45,,identity_q1_or_ytd_diff,True,
002966.XSHE,indicator,2020-03-31,2020q1,,inc_net_profit_to_shareholders_year_on_year,indicator.csv,inc_net_profit_to_shareholders_year_on_year,10.06,10.06,10.06,,identity_q1_or_ytd_diff,True,
002966.XSHE,indicator,2020-03-31,2020q1,,inc_net_profit_to_shareholders_annual,indicator.csv,inc_net_profit_to_shareholders_annual,86.63,86.63,86.63,,identity_q1_or_ytd_diff,True,
002966.XSHE,indicator,2020-06-30,2020q2,,eps,indicator.csv,eps,0.2169,0.2169,0.2169,,identity_q1_or_ytd_diff,True,
002966.XSHE,indicator,2020-06-30,2020q2,,adjusted_profit,indicator.csv,adjusted_profit,725737348.0,725737348.0,725737348.0,,identity_q1_or_ytd_diff,True,
002966.XSHE,indicator,2020-06-30,2020q2,,operating_profit,indicator.csv,operating_profit,909271570.0,909271570.0,909271570.0,,identity_q1_or_ytd_diff,True,
002966.XSHE,indicator,2020-06-30,2020q2,,value_change_profit,indicator.csv,value_change_profit,606626228.0,606626228.0,606626228.0,,identity_q1_or_ytd_diff,True,
002966.XSHE,indicator,2020-06-30,2020q2,,roe,indicator.csv,roe,2.55,2.55,2.55,,identity_q1_or_ytd_diff,True,
002966.XSHE,indicator,2020-06-30,2020q2,,inc_return,indicator.csv,inc_return,2.56,2.56,2.56,,identity_q1_or_ytd_diff,True,
002966.XSHE,indicator,2020-06-30,2020q2,,roa,indicator.csv,roa,0.2,0.2,0.2,,identity_q1_or_ytd_diff,True,
002966.XSHE,indicator,2020-06-30,2020q2,,net_profit_margin,indicator.csv,net_profit_margin,27.42,27.42,27.42,,identity_q1_or_ytd_diff,True,
002966.XSHE,indicator,2020-06-30,2020q2,,gross_profit_margin,indicator.csv,gross_profit_margin,,,,,identity_q1_or_ytd_diff,False,missing_raw_value
002966.XSHE,indicator,2020-06-30,2020q2,,expense_to_total_revenue,indicator.csv,expense_to_total_revenue,67.14,67.14,67.14,,identity_q1_or_ytd_diff,True,
002966.XSHE,indicator,2020-06-30,2020q2,,operation_profit_to_total_revenue,indicator.csv,operation_profit_to_total_revenue,32.86,32.86,32.86,,identity_q1_or_ytd_diff,True,
002966.XSHE,indicator,2020-06-30,2020q2,,net_profit_to_total_revenue,indicator.csv,net_profit_to_total_revenue,27.42,27.42,27.42,,identity_q1_or_ytd_diff,True,
002966.XSHE,indicator,2020-06-30,2020q2,,operating_expense_to_total_revenue,indicator.csv,operating_expense_to_total_revenue,,,,,identity_q1_or_ytd_diff,False,missing_raw_value
002966.XSHE,indicator,2020-06-30,2020q2,,ga_expense_to_total_revenue,indicator.csv,ga_expense_to_total_revenue,26.38,26.38,26.38,,identity_q1_or_ytd_diff,True,
002966.XSHE,indicator,2020-06-30,2020q2,,financing_expense_to_total_revenue,indicator.csv,financing_expense_to_total_revenue,,,,,identity_q1_or_ytd_diff,False,missing_raw_value
002966.XSHE,indicator,2020-06-30,2020q2,,operating_profit_to_profit,indicator.csv,operating_profit_to_profit,33.52,33.52,33.52,,identity_q1_or_ytd_diff,True,
002966.XSHE,indicator,2020-06-30,2020q2,,invesment_profit_to_profit,indicator.csv,invesment_profit_to_profit,67.18,67.18,67.18,,identity_q1_or_ytd_diff,True,
002966.XSHE,indicator,2020-06-30,2020q2,,adjusted_profit_to_profit,indicator.csv,adjusted_profit_to_profit,100.36,100.36,100.36,,identity_q1_or_ytd_diff,True,
002966.XSHE,indicator,2020-06-30,2020q2,,goods_sale_and_service_to_revenue,indicator.csv,goods_sale_and_service_to_revenue,,,,,identity_q1_or_ytd_diff,False,missing_raw_value
002966.XSHE,indicator,2020-06-30,2020q2,,ocf_to_revenue,indicator.csv,ocf_to_revenue,553.82,553.82,553.82,,identity_q1_or_ytd_diff,True,
002966.XSHE,indicator,2020-06-30,2020q2,,ocf_to_operating_profit,indicator.csv,ocf_to_operating_profit,1685.62,1685.62,1685.62,,identity_q1_or_ytd_diff,True,
002966.XSHE,indicator,2020-06-30,2020q2,,inc_total_revenue_year_on_year,indicator.csv,inc_total_revenue_year_on_year,16.87,16.87,16.87,,identity_q1_or_ytd_diff,True,
