code,statement_family,report_period_end,quarter_key,year_key,pub_date,standard_field_name,standard_value,source_table,source_field,period_basis,transformation_rule,missing_reason
001227.XSHE,cash_flow,2022-06-30,2022q2,,2022-08-30,net_deposit_increase,9676556553.42,finance_cashflow_statement_current_only.csv,net_deposit_increase,converted_from_ytd,identity_q1_or_ytd_diff,
001227.XSHE,cash_flow,2022-06-30,2022q2,,2022-08-30,net_borrowing_from_central_bank,,finance_cashflow_statement_current_only.csv,net_borrowing_from_central_bank,,identity_q1_or_ytd_diff,missing_raw_value
001227.XSHE,cash_flow,2022-06-30,2022q2,,2022-08-30,net_borrowing_from_finance_co,,finance_cashflow_statement_current_only.csv,net_borrowing_from_finance_co,,identity_q1_or_ytd_diff,missing_raw_value
001227.XSHE,cash_flow,2022-06-30,2022q2,,2022-08-30,interest_and_commission_cashin,5070455624.09,finance_cashflow_statement_current_only.csv,interest_and_commission_cashin,converted_from_ytd,identity_q1_or_ytd_diff,
001227.XSHE,cash_flow,2022-06-30,2022q2,,2022-08-30,net_increase_in_placements,,finance_cashflow_statement_current_only.csv,net_increase_in_placements,,identity_q1_or_ytd_diff,missing_raw_value
001227.XSHE,cash_flow,2022-06-30,2022q2,,2022-08-30,net_buyback,,finance_cashflow_statement_current_only.csv,net_buyback,,identity_q1_or_ytd_diff,missing_prior_cumulative_report
001227.XSHE,cash_flow,2022-06-30,2022q2,,2022-08-30,tax_levy_refund,,finance_cashflow_statement_current_only.csv,tax_levy_refund,,identity_q1_or_ytd_diff,missing_raw_value
001227.XSHE,cash_flow,2022-06-30,2022q2,,2022-08-30,goods_and_services_cash_paid,,finance_cashflow_statement_current_only.csv,goods_and_services_cash_paid,,identity_q1_or_ytd_diff,missing_raw_value
001227.XSHE,cash_flow,2022-06-30,2022q2,,2022-08-30,net_loan_and_advance_increase,,finance_cashflow_statement_current_only.csv,net_loan_and_advance_increase,,identity_q1_or_ytd_diff,missing_prior_cumulative_report
001227.XSHE,cash_flow,2022-06-30,2022q2,,2022-08-30,net_deposit_in_cb_and_ib,294893758.39999986,finance_cashflow_statement_current_only.csv,net_deposit_in_cb_and_ib,converted_from_ytd,identity_q1_or_ytd_diff,
001227.XSHE,cash_flow,2022-06-30,2022q2,,2022-08-30,original_compensation_paid,,finance_cashflow_statement_current_only.csv,original_compensation_paid,,identity_q1_or_ytd_diff,missing_raw_value
001227.XSHE,cash_flow,2022-06-30,2022q2,,2022-08-30,policy_dividend_cash_paid,,finance_cashflow_statement_current_only.csv,policy_dividend_cash_paid,,identity_q1_or_ytd_diff,missing_raw_value
001227.XSHE,cash_flow,2022-06-30,2022q2,,2022-08-30,staff_behalf_paid,269081317.24000007,finance_cashflow_statement_current_only.csv,staff_behalf_paid,converted_from_ytd,identity_q1_or_ytd_diff,
001227.XSHE,cash_flow,2022-06-30,2022q2,,2022-08-30,tax_payments,280173740.43,finance_cashflow_statement_current_only.csv,tax_payments,converted_from_ytd,identity_q1_or_ytd_diff,
001227.XSHE,cash_flow,2022-06-30,2022q2,,2022-08-30,subtotal_operate_cash_inflow,23333049594.83,finance_cashflow_statement_current_only.csv,subtotal_operate_cash_inflow,converted_from_ytd,identity_q1_or_ytd_diff,
001227.XSHE,cash_flow,2022-06-30,2022q2,,2022-08-30,subtotal_operate_cash_outflow,15685996272.689995,finance_cashflow_statement_current_only.csv,subtotal_operate_cash_outflow,converted_from_ytd,identity_q1_or_ytd_diff,
001227.XSHE,cash_flow,2022-06-30,2022q2,,2022-08-30,net_operate_cash_flow,7647053322.14,finance_cashflow_statement_current_only.csv,net_operate_cash_flow,converted_from_ytd,identity_q1_or_ytd_diff,
001227.XSHE,cash_flow,2022-06-30,2022q2,,2022-08-30,invest_withdrawal_cash,6084345856.59,finance_cashflow_statement_current_only.csv,invest_withdrawal_cash,converted_from_ytd,identity_q1_or_ytd_diff,
001227.XSHE,cash_flow,2022-06-30,2022q2,,2022-08-30,invest_proceeds,74405193.31,finance_cashflow_statement_current_only.csv,invest_proceeds,converted_from_ytd,identity_q1_or_ytd_diff,
