id,code,statDate,pubDate,statDate.1,eps,adjusted_profit,operating_profit,value_change_profit,roe,inc_return,roa,net_profit_margin,gross_profit_margin,expense_to_total_revenue,operation_profit_to_total_revenue,net_profit_to_total_revenue,operating_expense_to_total_revenue,ga_expense_to_total_revenue,financing_expense_to_total_revenue,operating_profit_to_profit,invesment_profit_to_profit,adjusted_profit_to_profit,goods_sale_and_service_to_revenue,ocf_to_revenue,ocf_to_operating_profit,inc_total_revenue_year_on_year,inc_total_revenue_annual,inc_revenue_year_on_year,inc_revenue_annual,inc_operation_profit_year_on_year,inc_operation_profit_annual,inc_net_profit_year_on_year,inc_net_profit_annual,inc_net_profit_to_shareholders_year_on_year,inc_net_profit_to_shareholders_annual,requested_period
92034,601988.XSHG,2014-03-31,2014-04-25,2014-03-31,0.1624,45196000000.0,60717000000.0,4494000000.0,4.78,4.77,0.33,39.32,,49.42,50.58,39.32,,24.86,,92.28,7.38,99.63,,322.44,637.47,13.82,17.8,13.82,17.8,11.92,20.46,13.41,22.83,13.93,23.6,2014q1
92033,601988.XSHG,2014-06-30,2014-08-20,2014-06-30,0.1588,43589000000.0,60712000000.0,5084000000.0,4.58,4.5,0.3,40.22,,47.15,52.85,40.22,,26.26,,91.16,8.33,98.26,,48.67,92.1,14.18,-4.29,14.18,-4.29,9.2,-0.01,8.59,-2.1,8.45,-2.21,2014q2
92032,601988.XSHG,2014-09-30,2014-10-31,2014-09-30,0.1482,41494000000.0,56536000000.0,3564000000.0,4.2,4.21,0.28,38.95,,49.25,50.75,38.95,,30.03,,93.95,6.32,100.21,,-25.39,-50.04,11.94,-3.03,11.94,-3.03,8.85,-6.88,5.46,-6.1,4.86,-6.65,2014q3
92031,601988.XSHG,2014-12-31,2015-03-26,2014-12-31,0.1371,38077000000.0,52954000000.0,3053000000.0,3.58,3.55,0.26,36.73,,51.86,48.14,36.73,,33.57,,93.9,5.74,99.0,,-261.61,-543.41,7.95,-1.27,7.95,-1.27,5.06,-6.34,5.14,-6.89,4.8,-7.12,2014q4
92030,601988.XSHG,2015-03-31,2015-04-30,2015-03-31,0.1557,45655000000.0,62227000000.0,4543000000.0,3.87,3.86,0.31,39.34,,48.76,51.24,39.34,,23.97,,92.35,7.27,99.6,,329.52,643.07,1.17,10.4,1.17,10.4,2.49,17.51,1.21,18.24,1.05,19.18,2015q1
92029,601988.XSHG,2015-06-30,2015-08-29,2015-06-30,0.1525,44474000000.0,61760000000.0,3030000000.0,3.67,3.63,0.29,39.97,,47.71,52.29,39.97,,25.76,,94.69,4.89,99.03,,226.23,432.69,2.82,-2.73,2.82,-2.73,1.73,-0.75,2.18,-1.16,1.23,-2.03,2015q2
92028,601988.XSHG,2015-09-30,2015-10-30,2015-09-30,0.1386,40864000000.0,54025000000.0,6055000000.0,3.29,3.3,0.26,36.59,,53.91,46.09,36.59,,30.07,,88.98,11.23,100.16,,-112.6,-244.29,5.21,-0.77,5.21,-0.77,-4.44,-12.52,-1.15,-9.17,-1.47,-9.15,2015q3
92027,601988.XSHG,2015-12-31,2016-03-31,2015-12-31,0.1335,38654000000.0,52364000000.0,7359000000.0,3.07,3.02,0.25,35.34,,55.45,44.55,35.34,,33.55,,84.64,13.84,98.36,,116.28,261.02,6.86,0.29,6.86,0.29,-1.11,-3.07,2.83,-3.14,2.18,-3.67,2015q4
92026,601988.XSHG,2016-03-31,2016-04-27,2016-03-31,0.1584,46347000000.0,62523000000.0,6776000000.0,3.51,3.49,0.29,39.6,,49.09,50.91,39.6,,24.61,,88.63,10.77,99.42,,-122.67,-240.97,1.14,4.48,1.14,4.48,0.48,19.4,1.81,17.07,1.7,18.62,2016q1
101071,601988.XSHG,2016-06-30,2016-08-31,2016-06-30,0.1577,27718000000.0,66076000000.0,34942000000.0,3.44,2.06,0.34,42.19,,52.49,47.51,42.19,,23.92,,46.67,52.38,59.71,,133.02,279.97,17.74,13.24,17.74,13.24,6.99,5.68,24.27,20.65,3.36,-0.43,2016q2
102580,601988.XSHG,2016-09-30,2016-10-27,2016-09-30,0.1419,41242000000.0,52670000000.0,4016000000.0,3.05,3.01,0.25,41.29,,50.86,49.14,41.29,,31.98,,91.29,7.54,98.72,,-81.19,-165.21,-8.56,-22.94,-8.56,-22.94,-2.51,-20.29,3.18,-24.58,2.39,-10.0,2016q3
105558,601988.XSHG,2016-12-31,2017-04-01,2016-12-31,0.1011,28534000000.0,38742000000.0,7469000000.0,2.13,2.04,0.18,28.36,,66.18,33.82,28.36,,33.21,,79.18,18.91,95.86,,204.93,605.97,-2.54,6.89,-2.54,6.89,-26.01,-26.44,-21.78,-26.57,-24.26,-28.75,2016q4
110267,601988.XSHG,2017-03-31,2017-04-29,2017-03-31,0.1585,45064000000.0,64314000000.0,10966000000.0,3.26,3.15,0.27,38.92,,50.26,49.74,38.92,,24.18,,82.54,16.97,96.6,,297.53,598.15,5.27,12.86,5.27,12.86,2.86,66.01,3.48,54.89,0.06,56.72,2017q1
113803,601988.XSHG,2017-06-30,2017-08-31,2017-06-30,0.1938,56653000000.0,75650000000.0,696000000.0,3.93,3.9,0.31,50.63,,36.4,63.6,50.63,,26.7,,98.96,0.92,99.32,,199.26,313.29,-14.48,-8.01,-14.48,-8.01,14.49,17.63,2.64,19.66,22.89,22.28,2017q2
117162,601988.XSHG,2017-09-30,2017-10-31,2017-09-30,0.142,41768000000.0,49949000000.0,-1604000000.0,2.85,2.85,0.23,38.49,,56.88,43.12,38.49,,29.84,,103.01,-3.2,99.89,,-209.81,-486.57,8.08,-2.61,8.08,-2.61,-5.17,-33.97,0.76,-25.96,0.1,-26.69,2017q3
121632,601988.XSHG,2017-12-31,2018-03-30,2017-12-31,0.0914,26610000000.0,32316000000.0,2052000000.0,1.81,1.79,0.15,25.04,,72.89,27.11,25.04,,33.04,,93.19,6.32,98.92,,23.05,85.02,4.06,2.91,4.06,2.91,-16.59,-35.3,-8.13,-33.05,-9.62,-35.67,2017q4
127561,601988.XSHG,2018-03-31,2018-04-28,2018-03-31,0.1665,48669000000.0,67186000000.0,476000000.0,3.27,3.24,0.26,41.41,,46.68,53.32,41.41,,26.21,,98.56,0.7,99.32,,303.68,569.59,-2.54,5.71,-2.54,5.71,4.47,107.9,3.69,74.81,5.04,82.15,2018q1
130644,601988.XSHG,2018-06-30,2018-08-29,2018-06-30,0.2041,59602000000.0,74092000000.0,3215000000.0,3.96,3.93,0.31,50.54,,40.93,59.07,50.54,,25.34,,95.42,4.33,99.19,,-18.83,-31.87,5.46,-0.46,5.46,-0.46,-2.06,10.28,5.26,21.48,5.34,22.62,2018q2
134665,601988.XSHG,2018-09-30,2018-10-30,2018-09-30,0.1501,43999000000.0,53414000000.0,6633000000.0,2.85,2.83,0.23,37.83,,57.16,42.84,37.83,,28.87,,87.19,12.36,99.58,,170.0,396.87,7.65,-0.59,7.65,-0.59,6.94,-27.91,5.8,-25.59,5.67,-26.46,2018q3
238217,601988.XSHG,2018-12-31,2019-03-30,2018-12-31,0.0911,26579000000.0,33793000000.0,4435000000.0,1.68,1.67,0.14,23.2,,73.59,26.41,23.2,,31.88,,86.27,13.03,99.13,,71.35,270.18,7.35,2.62,7.35,2.62,4.57,-36.73,-0.55,-37.07,-0.33,-39.32,2018q4
247193,601988.XSHG,2019-03-31,2019-04-30,2019-03-31,0.1731,50797000000.0,66130000000.0,11392000000.0,3.07,3.06,0.26,38.85,,53.11,46.89,38.85,,25.04,,82.5,17.17,99.67,,-166.74,-355.6,11.92,10.21,11.92,10.21,-1.57,95.69,4.99,84.55,4.01,90.08,2019q1
255792,601988.XSHG,2019-06-30,2019-08-31,2019-06-30,0.2143,62662000000.0,85939000000.0,8488000000.0,3.61,3.59,0.3,49.12,,36.67,63.33,49.12,,24.21,,89.84,9.85,99.33,,106.31,167.87,8.19,-3.78,8.19,-3.78,15.99,29.95,5.15,21.66,4.99,23.78,2019q2
265481,601988.XSHG,2019-09-30,2019-10-31,2019-09-30,0.1547,45246000000.0,61277000000.0,9192000000.0,2.49,2.47,0.22,35.68,,56.11,43.89,35.68,,28.03,,84.18,14.86,99.37,,-336.56,-766.74,11.95,2.87,11.95,2.87,14.72,-28.7,5.58,-25.28,3.04,-27.82,2019q3
284547,601988.XSHG,2019-12-31,2020-03-28,2019-12-31,0.0945,27721000000.0,36191000000.0,7912000000.0,1.5,1.49,0.14,23.07,,72.76,27.24,23.07,,34.99,,78.09,21.85,99.62,,57.55,211.27,3.82,-4.84,3.82,-4.84,7.1,-40.94,3.23,-38.47,3.78,-38.89,2019q4
294599,601988.XSHG,2020-03-31,2020-04-30,2020-03-31,0.1786,52744000000.0,68452000000.0,9064000000.0,2.78,2.79,0.24,38.03,,53.78,46.22,38.03,,23.91,,86.58,13.21,100.31,,293.27,634.53,5.01,11.48,5.01,11.48,3.51,89.14,2.8,83.79,3.17,88.97,2020q1
329437,601988.XSHG,2020-06-30,2020-08-31,2020-06-30,0.1642,47694000000.0,60133000000.0,3241000000.0,2.49,2.45,0.21,37.42,,56.3,43.7,37.42,,22.87,,93.24,5.31,98.68,,-215.83,-493.89,1.4,-7.09,1.4,-7.09,-30.03,-12.15,-22.75,-8.58,-23.38,-8.08,2020q2
339095,601988.XSHG,2020-09-30,2020-10-31,2020-09-30,0.1522,44872000000.0,58910000000.0,5678000000.0,2.28,2.28,0.2,33.63,,58.87,41.13,33.63,,27.55,,89.98,9.6,100.17,,-61.09,-148.55,2.61,4.1,2.61,4.1,-3.86,-2.03,-3.27,-6.44,-1.62,-7.32,2020q3
370090,601988.XSHG,2020-12-31,2021-03-31,2020-12-31,0.1602,47506000000.0,57629000000.0,4099000000.0,2.35,2.36,0.2,35.96,,57.8,42.2,35.96,,32.81,,92.94,7.12,100.74,,16.98,40.23,2.8,-4.66,2.8,-4.66,59.24,-2.17,60.25,1.94,69.48,5.28,2020q4
378318,601988.XSHG,2021-03-31,2021-04-30,2021-03-31,0.1834,53436000000.0,71831000000.0,7701000000.0,2.63,2.61,0.23,36.3,,54.5,45.5,36.3,,23.39,,89.0,10.69,98.98,,367.75,808.15,6.58,15.58,6.58,15.58,4.94,24.64,1.75,16.7,2.67,14.48,2021q1
404933,601988.XSHG,2021-06-30,2021-08-31,2021-06-30,0.1998,58602000000.0,76112000000.0,8878000000.0,2.82,2.81,0.23,42.19,,47.56,52.44,42.19,,24.79,,88.18,11.64,99.62,,74.46,141.99,5.47,-8.06,5.47,-8.06,26.57,5.96,18.93,6.86,21.7,8.96,2021q2
416114,601988.XSHG,2021-09-30,2021-10-30,2021-09-30,0.1723,50590000000.0,63693000000.0,14651000000.0,2.38,2.37,0.2,35.15,,58.39,41.61,35.15,,29.19,,77.03,23.01,99.76,,-157.37,-378.23,6.87,5.48,6.87,5.48,8.12,-16.32,11.7,-12.13,13.21,-13.79,2021q3
