id,code,statDate,pubDate,statDate.1,eps,adjusted_profit,operating_profit,value_change_profit,roe,inc_return,roa,net_profit_margin,gross_profit_margin,expense_to_total_revenue,operation_profit_to_total_revenue,net_profit_to_total_revenue,operating_expense_to_total_revenue,ga_expense_to_total_revenue,financing_expense_to_total_revenue,operating_profit_to_profit,invesment_profit_to_profit,adjusted_profit_to_profit,goods_sale_and_service_to_revenue,ocf_to_revenue,ocf_to_operating_profit,inc_total_revenue_year_on_year,inc_total_revenue_annual,inc_revenue_year_on_year,inc_revenue_annual,inc_operation_profit_year_on_year,inc_operation_profit_annual,inc_net_profit_year_on_year,inc_net_profit_annual,inc_net_profit_to_shareholders_year_on_year,inc_net_profit_to_shareholders_annual,requested_period
91933,601939.XSHG,2014-03-31,2014-04-28,2014-03-31,0.2631,65428000000.0,85288000000.0,2015000000.0,5.97,5.93,0.42,44.74,,42.12,57.88,44.74,,21.68,,97.09,2.35,99.46,,174.21,300.99,17.33,12.29,17.33,12.29,10.61,69.17,10.4,72.32,10.41,72.31,2014q1
91932,601939.XSHG,2014-06-30,2014-08-30,2014-06-30,0.2595,64530000000.0,83255000000.0,1874000000.0,5.7,5.67,0.4,46.55,,40.42,59.58,46.55,,24.79,,97.17,2.24,99.46,,-119.63,-200.81,11.07,-5.16,11.07,-5.16,7.54,-2.38,7.96,-1.33,7.9,-1.37,2014q2
91931,601939.XSHG,2014-09-30,2014-10-24,2014-09-30,0.2385,59322000000.0,75265000000.0,2429000000.0,5.11,5.08,0.36,42.07,,46.98,53.02,42.07,,26.54,,96.2,3.21,99.47,,263.77,497.45,12.67,1.57,12.67,1.57,3.06,-9.6,4.94,-8.2,5.05,-8.09,2014q3
91930,601939.XSHG,2014-12-31,2015-03-28,2014-12-31,0.1501,37094000000.0,53439000000.0,1207000000.0,3.08,3.04,0.22,26.56,,62.21,37.79,26.56,,39.29,,96.99,2.24,98.83,,-103.92,-275.04,7.78,-0.37,7.78,-0.37,5.99,-29.0,-1.81,-37.1,-1.68,-37.06,2014q4
91929,601939.XSHG,2015-03-31,2015-04-30,2015-03-31,0.268,66536000000.0,86507000000.0,3345000000.0,5.26,5.22,0.39,41.34,,46.72,53.28,41.34,,20.15,,95.42,3.84,99.3,,166.35,312.22,10.19,14.81,10.19,14.81,1.43,61.88,1.83,78.72,1.86,78.53,2015q1
91928,601939.XSHG,2015-06-30,2015-08-31,2015-06-30,0.2595,64344000000.0,81441000000.0,4654000000.0,4.98,4.94,0.36,43.8,,45.22,54.78,43.8,,24.28,,93.58,5.67,99.16,,33.32,60.82,6.39,-8.43,6.39,-8.43,-2.18,-5.86,0.1,-3.0,0.01,-3.16,2015q2
91927,601939.XSHG,2015-09-30,2015-10-30,2015-09-30,0.2386,59437000000.0,74924000000.0,3158000000.0,4.48,4.46,0.33,40.88,,48.8,51.2,40.88,,25.26,,95.21,4.19,99.62,,165.88,324.02,3.1,-1.56,3.1,-1.56,-0.45,-8.0,0.2,-8.11,0.04,-8.06,2015q3
91926,601939.XSHG,2015-12-31,2016-03-31,2015-12-31,0.1463,35896000000.0,53218000000.0,1555000000.0,2.62,2.57,0.2,24.9,,63.99,36.01,24.9,,34.91,,95.83,2.88,98.11,,48.1,133.6,4.51,1.0,4.51,1.0,-0.41,-28.97,-2.0,-38.48,-2.52,-38.67,2015q4
91925,601939.XSHG,2016-03-31,2016-04-30,2016-03-31,0.2718,67501000000.0,87519000000.0,8849000000.0,4.63,4.6,0.36,36.13,,53.43,46.57,36.13,,16.97,,89.25,10.04,99.34,,191.56,411.37,15.75,27.16,15.75,27.16,1.17,64.45,1.16,84.49,1.41,85.72,2016q1
100514,601939.XSHG,2016-06-30,2016-08-26,2016-06-30,0.2618,64690000000.0,80829000000.0,6735000000.0,4.37,4.32,0.34,45.54,,44.22,55.78,45.54,,23.16,,90.65,8.24,98.83,,77.08,138.19,-2.53,-22.9,-2.53,-22.9,-0.75,-7.64,1.35,-2.83,0.88,-3.67,2016q2
103267,601939.XSHG,2016-09-30,2016-10-28,2016-09-30,0.2417,60168000000.0,76525000000.0,2054000000.0,3.96,3.94,0.3,43.49,,45.23,54.77,43.49,,26.66,,96.72,2.67,99.57,,391.9,715.53,-4.53,-3.58,-4.53,-3.58,2.14,-5.32,1.56,-7.92,1.28,-7.69,2016q3
105266,601939.XSHG,2016-12-31,2017-03-30,2016-12-31,0.1505,36818000000.0,47516000000.0,2879000000.0,2.4,2.35,0.18,28.46,,64.14,35.86,28.46,,37.83,,92.35,5.96,97.86,,-103.2,-287.82,-10.34,-5.15,-10.34,-5.15,-10.71,-37.91,2.47,-37.93,2.83,-37.73,2016q4
109460,601939.XSHG,2017-03-31,2017-04-28,2017-03-31,0.28,69635000000.0,87255000000.0,12636000000.0,4.36,4.33,0.33,41.12,,48.91,51.09,41.12,,19.67,,85.01,14.4,99.46,,154.17,301.77,-9.12,28.89,-9.12,28.89,-0.3,83.63,3.42,86.2,3.03,86.08,2017q1
113660,601939.XSHG,2017-06-30,2017-08-31,2017-06-30,0.2733,67574000000.0,83451000000.0,2708000000.0,4.18,4.14,0.32,45.98,,44.21,55.79,45.98,,22.45,,95.76,3.21,98.9,,-256.94,-460.58,3.23,-12.42,3.23,-12.42,3.24,-4.36,4.22,-2.07,4.38,-2.41,2017q2
115623,601939.XSHG,2017-09-30,2017-10-27,2017-09-30,0.2516,62421000000.0,77650000000.0,2917000000.0,3.79,3.76,0.29,41.73,,48.78,51.22,41.73,,25.64,,95.27,3.72,99.23,,169.17,330.29,8.51,1.35,8.51,1.35,1.47,-6.95,4.11,-8.02,4.1,-7.94,2017q3
121377,601939.XSHG,2017-12-31,2018-03-28,2017-12-31,0.1641,41365000000.0,49830000000.0,2573000000.0,2.36,2.38,0.19,27.62,,66.71,33.29,27.62,,35.45,,95.95,5.22,100.84,,-37.64,-113.05,12.94,-1.28,12.94,-1.28,4.87,-35.83,9.61,-34.65,9.03,-34.79,2017q4
126384,601939.XSHG,2018-03-31,2018-04-27,2018-03-31,0.2952,73373000000.0,89903000000.0,6129000000.0,4.08,4.06,0.33,40.43,,50.93,49.07,40.43,,18.93,,92.58,6.77,99.4,,190.14,387.5,7.27,22.42,7.27,22.42,3.03,80.42,5.47,79.18,5.43,79.94,2018q1
130959,601939.XSHG,2018-06-30,2018-08-29,2018-06-30,0.2928,72923000000.0,90670000000.0,9286000000.0,3.97,3.96,0.32,46.84,,42.13,57.87,46.84,,23.25,,89.5,10.21,99.61,,-47.42,-81.94,4.74,-14.48,4.74,-14.48,8.65,0.85,6.7,-0.93,7.15,-0.82,2018q2
132159,601939.XSHG,2018-09-30,2018-10-24,2018-09-30,0.2683,67090000000.0,82290000000.0,2774000000.0,3.56,3.56,0.29,42.08,,48.61,51.39,42.08,,24.57,,96.48,3.37,100.01,,293.98,572.11,5.63,2.21,5.63,2.21,5.98,-9.24,6.52,-8.17,6.64,-8.37,2018q3
238027,601939.XSHG,2018-12-31,2019-03-28,2018-12-31,0.1622,41452000000.0,45651000000.0,2694000000.0,2.08,2.13,0.18,25.67,,71.26,28.74,25.67,,35.72,,96.91,6.08,102.23,,-81.23,-282.66,6.13,-0.81,6.13,-0.81,-8.39,-44.52,-1.38,-39.5,-1.16,-39.56,2018q4
