id,code,pubDate,statDate,total_loan,total_deposit,interest_earning_assets,non_interest_earning_assets,interest_earning_assets_yield,interest_bearing_liabilities,non_interest_bearing_liabilities,interest_bearing_liabilities_interest_rate,non_interest_income,non_interest_income_ratio,net_interest_margin,net_profit_margin,core_level_capital,net_core_level_capital,core_level_capital_adequacy_ratio,net_level_1_capital,level_1_capital_adequacy_ratio,net_capital,capital_adequacy_ratio,weighted_risky_asset,deposit_loan_ratio,short_term_asset_liquidity_ratio_CNY,short_term_asset_liquidity_ratio_FC,Nonperforming_loan_rate,single_largest_customer_loan_ratio,top_ten_customer_loan_ratio,bad_debts_reserve,non_performing_loan_provision_coverage,cost_to_income_ratio,former_core_capital,former_net_core_capital,former_net_core_capital_adequacy_ratio,former_net_capital,former_capital_adequacy_ratio,former_weighted_risky_asset,normal_amount,normal_amount_ratio,concerned_amount,concerned_amount_ratio,secondary_amount,secondary_amount_ratio,suspicious_amount,suspicious_amount_ratio,loss_amount,loss_amount_ratio,short_term_loan_average_balance,short_term_loan_annualized_average_interest_rate,mid_term_loan_annualized_average_balance,mid_term_loan_annualized_average_interest_rate,enterprise_deposits_average_balance,enterprise_deposits_average_interest_rate,savings_deposit_average_balance,savings_deposit_average_interest_rate,requested_year
110549,601939.XSHG,2015-03-28,2014-12-31,9474510000000.0,12898675000000.0,15643042000000.0,933259000000.0,4.72,14306710000000.0,840682000000.0,2.11,133072000000.0,23.3267,2.8,2.61,1244715000000.0,1236112000000.0,12.11,1236149000000.0,12.11,1516310000000.0,14.86,10203754000000.0,73.4534,48.88,57.03,1.19,5.05,13.42,251613000000.0,222.33,28.85,,,11.14,,13.88,,9079893000000.0,95.84,281459000000.0,2.97,55059000000.0,0.58,48239000000.0,0.51,9873000000.0,0.1,2049635000000.0,5.83,3597798000000.0,6.33,6354834000000.0,1.8,5657331000000.0,2.05,2014
110620,601939.XSHG,2016-03-31,2015-12-31,10485140000000.0,13668533000000.0,17378883000000.0,926556000000.0,4.43,15900275000000.0,784325000000.0,1.97,147445000000.0,24.3631,2.63,2.46,1408127000000.0,1408127000000.0,13.13,1427847000000.0,13.32,1650173000000.0,15.39,10722082000000.0,69.8,44.17,59.84,1.58,5.67,14.46,250617000000.0,150.99,26.98,,,12.35,,15.43,,10016243000000.0,95.53,302917000000.0,2.89,92452000000.0,0.88,60160000000.0,0.57,13368000000.0,0.13,2241680000000.0,5.26,3635071000000.0,5.91,6754741000000.0,1.66,6200971000000.0,2.03,2015
110531,601939.XSHG,2017-03-30,2016-12-31,11757032000000.0,15402915000000.0,18963167000000.0,998631000000.0,3.67,17353481000000.0,848040000000.0,1.61,187291000000.0,30.9526,2.25,2.11,1558421000000.0,1549834000000.0,12.98,1569575000000.0,13.15,1783915000000.0,14.94,11937774000000.0,68.17,44.21,40.81,1.52,4.03,13.37,268677000000.0,150.36,27.49,,,12.55,,15.31,,11241249000000.0,95.61,337093000000.0,2.87,71412000000.0,0.61,82505000000.0,0.7,24773000000.0,0.21,2172900000000.0,4.38,3662705000000.0,4.62,,,,,2016
110737,601939.XSHG,2018-03-28,2017-12-31,12903441000000.0,16363754000000.0,20516914000000.0,1895179000000.0,3.66,19038679000000.0,1383210000000.0,1.56,169203000000.0,27.218000000000004,2.23,2.11,1700384000000.0,1691332000000.0,13.09,1771120000000.0,13.71,2003072000000.0,15.5,12919980000000.0,70.73,43.53,74.52,1.49,4.27,13.9,328968000000.0,171.08,26.95,,,12.38,,15.4,,12345554000000.0,95.67,365596000000.0,2.83,72919000000.0,0.57,97522000000.0,0.76,21850000000.0,0.17,2314327000000.0,4.14,3977378000000.0,4.32,8430224000000.0,1.24,7078489000000.0,1.41,2017
110779,601939.XSHG,2019-03-28,2018-12-31,13784115000000.0,17108678000000.0,21245027000000.0,2037521000000.0,3.82,19769928000000.0,1293641000000.0,1.64,172613000000.0,26.1975,2.36,2.22,1899073000000.0,1889390000000.0,13.83,1969110000000.0,14.42,2348646000000.0,17.19,13659497000000.0,80.568,47.69,84.88,1.46,2.95,13.05,417623000000.0,208.37,26.42,,,12.31,,15.11,,13157944000000.0,95.46,387430000000.0,2.81,81432000000.0,0.59,93270000000.0,0.68,26179000000.0,0.19,2165102000000.0,4.26,4394332000000.0,4.37,8728970000000.0,1.28,7459776000000.0,1.49,2018
110903,601939.XSHG,2020-03-30,2019-12-31,15024159000000.0,18366293000000.0,23188428000000.0,2148955000000.0,3.92,21129063000000.0,1218932000000.0,1.76,168563000000.0,27.63,2.32,2.16,2100233000000.0,2089976000000.0,13.88,2209692000000.0,14.68,2637588000000.0,17.52,15053291000000.0,77.68,51.87,68.29,1.42,2.65,10.82,482158000000.0,227.69,26.53,,,,,,,14336247000000.0,95.65,439186000000.0,2.93,105633000000.0,0.71,82569000000.0,0.55,24271000000.0,0.16,2100343000000.0,4.39,4682149000000.0,4.42,8940187000000.0,1.39,8424052000000.0,1.73,2019
110992,601939.XSHG,2021-03-27,2020-12-31,16787432000000.0,20614976000000.0,26272330000000.0,1817863000000.0,3.77,23866897000000.0,1326591000000.0,1.73,179949000000.0,23.81,2.19,2.04,,2261449000000.0,13.62,2361517000000.0,14.22,2832681000000.0,17.06,16604591000000.0,78.49,55.66,58.64,1.56,3.55,11.84,556063000000.0,213.59,25.12,,,,,,,15990401000000.0,95.49,494638000000.0,2.95,120731000000.0,0.72,106291000000.0,0.64,33707000000.0,0.2,2564049000000.0,4.02,5295666000000.0,4.18,9645218000000.0,1.44,9571844000000.0,1.75,2020
111083,601939.XSHG,2022-03-30,2021-12-31,18807830000000.0,22378814000000.0,28483197000000.0,1757377000000.0,3.71,25503762000000.0,1653036000000.0,1.77,218826000000.0,26.55,2.13,1.94,2489577000000.0,2475462000000.0,13.59,2575528000000.0,14.14,3252282000000.0,17.85,18215893000000.0,84.04299999999999,59.32,70.58,1.42,4.24,12.83,637338000000.0,239.96,27.43,,,,,,,17993001000000.0,95.89,505074000000.0,2.69,143195000000.0,0.76,80624000000.0,0.43,42252000000.0,0.23,3996864000000.0,,12713137000000.0,,10153188000000.0,1.51,10816186000000.0,1.86,2021
111341,601939.XSHG,2023-03-30,2022-12-31,21197130000000.0,25020807000000.0,32008746000000.0,1954332000000.0,3.66,28553003000000.0,1807944000000.0,1.85,140091000000.0,17.0329,2.01,1.81,2720899000000.0,2706459000000.0,13.69,2846533000000.0,14.4,3640438000000.0,18.42,19767834000000.0,84.71799999999999,62.94,80.23,1.38,4.5,14.87,704088000000.0,241.53,27.83,,,,,,,20325310000000.0,96.1,532032000000.0,2.52,156363000000.0,0.74,90801000000.0,0.43,45661000000.0,0.21,4409713000000.0,,14096026000000.0,,10712344000000.0,1.66,12102090000000.0,1.83,2022
112026,601939.XSHG,2024-03-29,2023-12-31,23810982000000.0,27654011000000.0,36204329000000.0,1770148000000.0,3.45,32394441000000.0,1785647000000.0,1.95,152503000000.0,19.81,1.7,1.5,,2944386000000.0,13.15,3144474000000.0,14.04,4020661000000.0,17.95,22395908000000.0,86.1032,69.2,77.4,1.37,4.42,14.87,778223000000.0,239.85,28.2,,,,,,,22903949000000.0,96.19,581777000000.0,2.44,126691000000.0,0.53,99597000000.0,0.42,98968000000.0,0.42,3530267000000.0,3.13,9140395000000.0,3.62,11770409000000.0,1.73,14216347000000.0,1.74,2023
