id,code,statDate,pubDate,statDate.1,goods_sale_and_service_render_cash,net_deposit_increase,net_borrowing_from_central_bank,net_borrowing_from_finance_co,net_original_insurance_cash,net_cash_received_from_reinsurance_business,net_insurer_deposit_investment,net_deal_trading_assets,interest_and_commission_cashin,net_increase_in_placements,net_buyback,tax_levy_refund,other_cashin_related_operate,subtotal_operate_cash_inflow,goods_and_services_cash_paid,net_loan_and_advance_increase,net_deposit_in_cb_and_ib,original_compensation_paid,handling_charges_and_commission,policy_dividend_cash_paid,staff_behalf_paid,tax_payments,other_operate_cash_paid,subtotal_operate_cash_outflow,net_operate_cash_flow,invest_withdrawal_cash,invest_proceeds,fix_intan_other_asset_dispo_cash,net_cash_deal_subcompany,other_cash_from_invest_act,subtotal_invest_cash_inflow,fix_intan_other_asset_acqui_cash,invest_cash_paid,impawned_loan_net_increase,net_cash_from_sub_company,other_cash_to_invest_act,subtotal_invest_cash_outflow,net_invest_cash_flow,cash_from_invest,cash_from_mino_s_invest_sub,cash_from_borrowing,cash_from_bonds_issue,other_finance_act_cash,subtotal_finance_cash_inflow,borrowing_repayment,dividend_interest_payment,proceeds_from_sub_to_mino_s,other_finance_act_payment,subtotal_finance_cash_outflow,net_finance_cash_flow,exchange_rate_change_effect,cash_equivalent_increase,cash_equivalents_at_beginning,cash_and_equivalents_at_end,requested_period
225140,601528.XSHG,2021-06-30,2021-08-25,2021-06-30,,4106769203.06,-1302450514.0,,,,,,1529093034.5,0.0,,,67684105.4,2658501416.44,,2906112580.87,-425757506.83,,687299836.98,,174364151.26,121166521.89,28468443.7,4522269031.06,-1863767614.62,6701451158.93,118639629.96,,,,6820090788.89,-7366988608.0,,,,,5508301953.23,1311788835.66,,,,6950021140.0,,8131763140.0,7100000000.0,7275673.0,,,7116037981.3,1015725158.7,-12476575.59,451269804.15,9485422684.28,9936692000.0,2021q2
230452,601528.XSHG,2021-09-30,2021-10-28,2021-09-30,,281635000.0,2097583000.0,,,,,,1766967000.0,0.0,,,39071000.0,4141715000.0,,2927470000.0,-377494000.0,,527194000.0,,151332000.0,44031000.0,71039000.0,2440085000.0,1701630000.0,11353480000.0,215502000.0,,,,11568982000.0,28600000.0,11516703000.0,,,,11545303000.0,23679000.0,0.0,,,3974481000.0,,3974481000.0,5360000000.0,49302000.0,,4300000.0,5413602000.0,-1439121000.0,2091000.0,288279000.0,9936692000.0,10224971000.0,2021q3
233644,601528.XSHG,2021-12-31,2022-03-31,2021-12-31,,487093000.0,823912000.0,,,,,,1540597000.0,100000000.0,3021916000.0,,16698000.0,5990216000.0,,-697128000.0,367738000.0,,741412000.0,,142584000.0,95763000.0,492536000.0,1142905000.0,4847311000.0,3065665000.0,108797000.0,,,,3175764000.0,105779000.0,2069328000.0,,,,2175107000.0,1000657000.0,0.0,,,3703447000.0,,3703447000.0,8845958000.0,106383000.0,,9174000.0,8961515000.0,-5258068000.0,-13615000.0,576285000.0,10224971000.0,10801256000.0,2021q4
241937,601528.XSHG,2022-03-31,2022-04-30,2022-03-31,,8123856000.0,-190763000.0,,,,,,1345463000.0,-100000000.0,-1087506000.0,,220020000.0,8311070000.0,,4447780000.0,-29371000.0,,841407000.0,,237716000.0,84973000.0,1131376000.0,6713881000.0,1597189000.0,3323680000.0,56181000.0,,,,3379861000.0,104320000.0,5968979000.0,,,,6073299000.0,-2693438000.0,,,,1488008000.0,,1488008000.0,1953326000.0,25001000.0,,7795000.0,1986122000.0,-498114000.0,-11396000.0,-1605759000.0,10801256000.0,9195497000.0,2022q1
244052,601528.XSHG,2022-06-30,2022-08-25,2022-06-30,,4474939000.0,1221696000.0,,,,,,1222628000.0,0.0,-381329000.0,,-139020000.0,6398914000.0,,4089935000.0,111748000.0,,701492000.0,,214370000.0,37286000.0,-27300000.0,5127531000.0,1271383000.0,4655928000.0,126726000.0,,,,4782658000.0,-34082000.0,11567979000.0,,,,11533897000.0,-6751239000.0,,,,6173473000.0,,6173473000.0,3184083000.0,340273000.0,,12796000.0,3537152000.0,2636321000.0,28347000.0,-2815188000.0,9195497000.0,6380309000.0,2022q2
252047,601528.XSHG,2022-09-30,2022-10-31,2022-09-30,,8097317000.0,-1948849000.0,,,,,,2206483000.0,0.0,-1080376000.0,,-45645000.0,7228930000.0,,5816716000.0,501482000.0,,643594000.0,,108321000.0,73993000.0,-26277000.0,7117829000.0,111101000.0,7805401000.0,76719000.0,2703000.0,,,7884823000.0,17964000.0,7139494000.0,,,,7157458000.0,727365000.0,,,,6609375000.0,,6609375000.0,6152591000.0,-25737000.0,,7434000.0,6134288000.0,475087000.0,35242000.0,1348795000.0,6380309000.0,7729104000.0,2022q3
252841,601528.XSHG,2022-12-31,2023-03-29,2022-12-31,,2691315000.0,-1491363000.0,,,,,,1792246000.0,1000000000.0,1775743000.0,,52607000.0,5820548000.0,,3894655000.0,45623000.0,,739402000.0,,207523000.0,97574000.0,654317000.0,5639094000.0,181454000.0,15829115000.0,157547000.0,-1631000.0,,,15985031000.0,-4298000.0,13792298000.0,,,,13788000000.0,2197031000.0,,,,220976000.0,,220976000.0,3344365000.0,40086000.0,,3984000.0,3388435000.0,-3167459000.0,11431000.0,-777543000.0,7729104000.0,6951561000.0,2022q4
261865,601528.XSHG,2023-03-31,2023-04-29,2023-03-31,,10843404000.0,1296653000.0,,,,,,1455543000.0,14989000.0,6746756000.0,,95040000.0,20452385000.0,,6095665000.0,50871000.0,,1074057000.0,,274967000.0,96235000.0,-268195000.0,7323600000.0,13128785000.0,12059670000.0,61383000.0,55000.0,,,12121108000.0,19595000.0,19225169000.0,,,,19244764000.0,-7123656000.0,,,,5695780000.0,,5695780000.0,2710000000.0,815000.0,,7954000.0,2718769000.0,2977011000.0,-4306000.0,8977834000.0,6951561000.0,15929395000.0,2023q1
263392,601528.XSHG,2023-06-30,2023-08-23,2023-06-30,,8167189000.0,1878470000.0,,,,,,1785724000.0,765000.0,-290998000.0,,-31427000.0,11509723000.0,,3049149000.0,1091853000.0,,778082000.0,,223993000.0,57945000.0,-526779000.0,4674243000.0,6835480000.0,10208625000.0,88371000.0,1590000.0,,,10298586000.0,36477000.0,16183298000.0,,,,16219775000.0,-5921189000.0,,,,4169918000.0,,4169918000.0,6184997000.0,232628000.0,,9975000.0,6427600000.0,-2257682000.0,13788000.0,-1329603000.0,15929395000.0,14599792000.0,2023q2
272025,601528.XSHG,2023-09-30,2023-10-31,2023-09-30,,392346000.0,-249000.0,,,,,,1880356000.0,-584000.0,-1475061000.0,,284145000.0,1080953000.0,,2252293000.0,-145260000.0,,741263000.0,,103329000.0,59028000.0,539642000.0,3550295000.0,-2469342000.0,11117377000.0,86271000.0,289000.0,,,11203937000.0,14525000.0,17060715000.0,,,,17075240000.0,-5871303000.0,,,,8312033000.0,,8312033000.0,5622908000.0,83116000.0,,9896000.0,5715920000.0,2596113000.0,-2000.0,-5744534000.0,14599792000.0,8855258000.0,2023q3
