code,statement_family,report_period_end,quarter_key,year_key,standard_field_name,source_table,source_field,raw_primary_value,raw_fallback_value,raw_value_used,prior_cumulative_value_used,transformation_rule,conversion_success,missing_reason
601398.XSHG,income,2014-03-31,2014q1,,operating_revenue,finance_income_statement_current_only.csv,operating_revenue,162633000000.0,162633000000.0,162633000000.0,,identity_q1_or_ytd_diff,True,
601398.XSHG,income,2014-03-31,2014q1,,interest_income,finance_income_statement_current_only.csv,interest_income,203145000000.0,115825000000.0,203145000000.0,,identity_q1_or_ytd_diff,True,
601398.XSHG,income,2014-03-31,2014q1,,interest_expense,finance_income_statement_current_only.csv,interest_expense,87320000000.0,,87320000000.0,,identity_q1_or_ytd_diff,True,
601398.XSHG,income,2014-03-31,2014q1,,commission_income,finance_income_statement_current_only.csv,commission_income,40550000000.0,37682000000.0,40550000000.0,,identity_q1_or_ytd_diff,True,
601398.XSHG,income,2014-03-31,2014q1,,commission_expense,finance_income_statement_current_only.csv,commission_expense,2868000000.0,,2868000000.0,,identity_q1_or_ytd_diff,True,
601398.XSHG,income,2014-03-31,2014q1,,asset_impairment_loss,finance_income_statement_current_only.csv,asset_impairment_loss,13776000000.0,13776000000.0,13776000000.0,,identity_q1_or_ytd_diff,True,
601398.XSHG,income,2014-03-31,2014q1,,credit_impairment_loss,finance_income_statement_current_only.csv,credit_impairment_loss,,,,,identity_q1_or_ytd_diff,False,missing_raw_value
601398.XSHG,income,2014-03-31,2014q1,,investment_income,finance_income_statement_current_only.csv,investment_income,431000000.0,431000000.0,431000000.0,,identity_q1_or_ytd_diff,True,
601398.XSHG,income,2014-03-31,2014q1,,operating_profit,finance_income_statement_current_only.csv,operating_profit,95360000000.0,95360000000.0,95360000000.0,,identity_q1_or_ytd_diff,True,
601398.XSHG,income,2014-03-31,2014q1,,total_profit,finance_income_statement_current_only.csv,total_profit,95657000000.0,95657000000.0,95657000000.0,,identity_q1_or_ytd_diff,True,
601398.XSHG,income,2014-03-31,2014q1,,income_tax_expense,finance_income_statement_current_only.csv,income_tax_expense,22196000000.0,22196000000.0,22196000000.0,,identity_q1_or_ytd_diff,True,
601398.XSHG,income,2014-03-31,2014q1,,net_profit,finance_income_statement_current_only.csv,net_profit,73461000000.0,73461000000.0,73461000000.0,,identity_q1_or_ytd_diff,True,
601398.XSHG,income,2014-03-31,2014q1,,np_parent_company_owners,finance_income_statement_current_only.csv,np_parent_company_owners,73302000000.0,73302000000.0,73302000000.0,,identity_q1_or_ytd_diff,True,
601398.XSHG,income,2014-03-31,2014q1,,minority_profit,finance_income_statement_current_only.csv,minority_profit,159000000.0,159000000.0,159000000.0,,identity_q1_or_ytd_diff,True,
601398.XSHG,income,2014-06-30,2014q2,,operating_revenue,finance_income_statement_current_only.csv,operating_revenue,328425000000.0,165792000000.0,328425000000.0,162633000000.0,identity_q1_or_ytd_diff,True,
601398.XSHG,income,2014-06-30,2014q2,,interest_income,finance_income_statement_current_only.csv,interest_income,412613000000.0,121782000000.0,412613000000.0,203145000000.0,identity_q1_or_ytd_diff,True,
601398.XSHG,income,2014-06-30,2014q2,,interest_expense,finance_income_statement_current_only.csv,interest_expense,175006000000.0,,175006000000.0,87320000000.0,identity_q1_or_ytd_diff,True,
601398.XSHG,income,2014-06-30,2014q2,,commission_income,finance_income_statement_current_only.csv,commission_income,79386000000.0,35546000000.0,79386000000.0,40550000000.0,identity_q1_or_ytd_diff,True,
601398.XSHG,income,2014-06-30,2014q2,,commission_expense,finance_income_statement_current_only.csv,commission_expense,6158000000.0,,6158000000.0,2868000000.0,identity_q1_or_ytd_diff,True,
601398.XSHG,income,2014-06-30,2014q2,,asset_impairment_loss,finance_income_statement_current_only.csv,asset_impairment_loss,24167000000.0,24167000000.0,24167000000.0,13776000000.0,identity_q1_or_ytd_diff,True,
601398.XSHG,income,2014-06-30,2014q2,,credit_impairment_loss,finance_income_statement_current_only.csv,credit_impairment_loss,,,,,identity_q1_or_ytd_diff,False,missing_raw_value
601398.XSHG,income,2014-06-30,2014q2,,investment_income,finance_income_statement_current_only.csv,investment_income,1827000000.0,1396000000.0,1827000000.0,431000000.0,identity_q1_or_ytd_diff,True,
601398.XSHG,income,2014-06-30,2014q2,,operating_profit,finance_income_statement_current_only.csv,operating_profit,193506000000.0,98146000000.0,193506000000.0,95360000000.0,identity_q1_or_ytd_diff,True,
601398.XSHG,income,2014-06-30,2014q2,,total_profit,finance_income_statement_current_only.csv,total_profit,194090000000.0,98433000000.0,194090000000.0,95657000000.0,identity_q1_or_ytd_diff,True,
601398.XSHG,income,2014-06-30,2014q2,,income_tax_expense,finance_income_statement_current_only.csv,income_tax_expense,45709000000.0,23513000000.0,45709000000.0,22196000000.0,identity_q1_or_ytd_diff,True,
601398.XSHG,income,2014-06-30,2014q2,,net_profit,finance_income_statement_current_only.csv,net_profit,148381000000.0,74920000000.0,148381000000.0,73461000000.0,identity_q1_or_ytd_diff,True,
601398.XSHG,income,2014-06-30,2014q2,,np_parent_company_owners,finance_income_statement_current_only.csv,np_parent_company_owners,148100000000.0,74798000000.0,148100000000.0,73302000000.0,identity_q1_or_ytd_diff,True,
601398.XSHG,income,2014-06-30,2014q2,,minority_profit,finance_income_statement_current_only.csv,minority_profit,281000000.0,122000000.0,281000000.0,159000000.0,identity_q1_or_ytd_diff,True,
601398.XSHG,income,2014-09-30,2014q3,,operating_revenue,finance_income_statement_current_only.csv,operating_revenue,488589000000.0,160164000000.0,488589000000.0,328425000000.0,identity_q1_or_ytd_diff,True,
601398.XSHG,income,2014-09-30,2014q3,,interest_income,finance_income_statement_current_only.csv,interest_income,627651000000.0,125327000000.0,627651000000.0,412613000000.0,identity_q1_or_ytd_diff,True,
601398.XSHG,income,2014-09-30,2014q3,,interest_expense,finance_income_statement_current_only.csv,interest_expense,264717000000.0,,264717000000.0,175006000000.0,identity_q1_or_ytd_diff,True,
