day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio,field_set
2019-01-16,002948.XSHE,0.2912,293.5808,29.3586,15.4496,1.6009,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2019-01-17,002948.XSHE,0.37,322.8938,32.2899,16.9922,1.7608,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2019-01-18,002948.XSHE,51.3811,344.9913,34.4997,18.155,1.8813,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2019-01-21,002948.XSHE,36.0161,313.8744,31.388,16.5175,1.7116,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2019-01-22,002948.XSHE,21.0481,303.5021,30.3507,15.9717,1.655,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2019-01-23,002948.XSHE,17.9289,296.2866,29.6292,15.592,1.6157,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2019-01-24,002948.XSHE,25.8622,300.7963,30.0801,15.8293,1.6403,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2019-01-25,002948.XSHE,16.3715,290.875,29.088,15.3072,1.5862,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2019-01-28,002948.XSHE,15.9747,278.6988,27.8704,14.6664,1.5198,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2019-01-29,002948.XSHE,10.9057,277.3459,27.7351,14.5952,1.5124,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2019-01-30,002948.XSHE,6.9739,272.3853,27.239,14.3342,1.4853,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2019-01-31,002948.XSHE,10.6241,265.1698,26.5174,13.9545,1.446,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2019-02-01,002948.XSHE,6.8143,267.8756,26.788,14.0968,1.4607,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2019-02-11,002948.XSHE,10.4165,275.0911,27.5096,13.5958,1.0194,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2019-02-12,002948.XSHE,10.4808,275.5421,27.5547,13.6181,1.0211,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2019-02-13,002948.XSHE,15.5408,279.6008,27.9606,13.8187,1.0361,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2019-02-14,002948.XSHE,9.4962,277.7969,27.7802,13.7295,1.0295,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2019-02-15,002948.XSHE,9.3744,273.7382,27.3743,13.5289,1.0144,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2019-02-18,002948.XSHE,14.3044,279.1498,27.9155,13.7964,1.0345,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2019-02-19,002948.XSHE,22.9178,282.3066,28.2311,13.9524,1.0462,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2019-02-20,002948.XSHE,11.4807,278.2479,27.8253,13.7518,1.0311,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2019-02-21,002948.XSHE,9.7576,276.444,27.6449,13.6627,1.0244,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2019-02-22,002948.XSHE,25.6185,289.5221,28.9527,14.309,1.0729,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2019-02-25,002948.XSHE,44.1443,318.3841,31.839,15.7355,1.1799,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2019-02-26,002948.XSHE,42.9701,319.2861,31.9292,15.7801,1.1832,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2019-02-27,002948.XSHE,52.2584,351.3049,35.1311,17.3625,1.3019,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2019-02-28,002948.XSHE,39.4583,345.4423,34.5448,17.0728,1.2801,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2019-03-01,002948.XSHE,28.5412,338.2268,33.8233,16.7162,1.2534,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2019-03-04,002948.XSHE,49.2746,355.8145,35.5821,17.5854,1.3186,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2019-03-05,002948.XSHE,29.4371,353.5597,35.3566,17.474,1.3102,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2019-03-06,002948.XSHE,39.9084,373.4023,37.3409,18.4546,1.3837,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2019-03-07,002948.XSHE,33.5204,410.8328,41.084,20.3046,1.5225,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2019-03-08,002948.XSHE,37.6207,369.7946,36.9801,18.2763,1.3704,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2019-03-11,002948.XSHE,20.0323,369.7946,36.9801,18.2763,1.3704,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2019-03-12,002948.XSHE,18.8209,369.7946,36.9801,18.2763,1.3704,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2019-03-13,002948.XSHE,16.3495,351.3049,35.1311,17.3625,1.3019,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2019-03-14,002948.XSHE,11.9508,337.7758,33.7782,16.6939,1.2517,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2019-03-15,002948.XSHE,9.7258,337.7758,33.7782,16.6939,1.2517,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2019-03-18,002948.XSHE,15.0504,351.7558,35.1762,17.3848,1.3035,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2019-03-19,002948.XSHE,10.3595,349.501,34.9507,17.2734,1.2952,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2019-03-20,002948.XSHE,18.5283,366.1868,36.6193,18.098,1.357,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2019-03-21,002948.XSHE,20.2312,364.383,36.4389,18.0089,1.3503,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2019-03-22,002948.XSHE,13.397,352.2068,35.2213,17.4071,1.3052,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2019-03-25,002948.XSHE,11.08,338.2268,33.8233,16.7162,1.2534,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2019-03-26,002948.XSHE,7.3079,335.5209,33.5527,16.5824,1.2434,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2019-03-27,002948.XSHE,5.9872,338.6777,33.8684,16.7384,1.2551,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2019-03-28,002948.XSHE,7.089,327.4035,32.7409,16.1812,1.2133,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2019-03-29,002948.XSHE,13.4281,344.5403,34.4546,17.0282,1.2768,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2019-04-01,002948.XSHE,16.2681,355.8145,35.5821,17.5854,1.8599,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2019-04-02,002948.XSHE,14.5336,353.5597,35.3566,17.474,1.8481,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2019-04-03,002948.XSHE,10.5324,352.2068,35.2213,17.4071,1.841,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2019-04-04,002948.XSHE,16.7015,358.0694,35.8076,17.6968,1.8717,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2019-04-08,002948.XSHE,14.7321,351.7558,35.1762,17.3848,1.8387,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2019-04-09,002948.XSHE,7.6125,347.2461,34.7252,17.1619,1.8151,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2019-04-10,002948.XSHE,6.1814,344.5403,34.4546,17.0282,1.801,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
