id,code,statDate,pubDate,statDate.1,total_operating_revenue,operating_revenue,interest_income,premiums_earned,commission_income,total_operating_cost,operating_cost,interest_expense,commission_expense,refunded_premiums,net_pay_insurance_claims,withdraw_insurance_contract_reserve,policy_dividend_payout,reinsurance_cost,operating_tax_surcharges,sale_expense,administration_expense,financial_expense,asset_impairment_loss,fair_value_variable_income,investment_income,invest_income_associates,exchange_income,operating_profit,non_operating_revenue,non_operating_expense,disposal_loss_non_current_liability,total_profit,income_tax_expense,net_profit,np_parent_company_owners,minority_profit,basic_eps,diluted_eps,other_composite_income,total_composite_income,ci_parent_company_owners,ci_minority_owners,rd_expenses,asset_deal_income,sust_operate_net_profit,discon_operate_net_profit,credit_impairment_loss,net_open_hedge_income,interest_cost_fin,interest_income_fin,other_earnings,other_composite_income_mino_at,requested_period
146371,002948.XSHE,2019-03-31,2019-04-27,2019-03-31,2118397000.0,2118397000.0,1591448000.0,,304437000.0,1475665000.0,,,,,0.0,0.0,,0.0,24074000.0,,565072000.0,,,107810000.0,274807000.0,,-164175000.0,642732000.0,1000000.0,12000.0,,643720000.0,118479000.0,525241000.0,507074000.0,18167000.0,0.12,0.12,145650000.0,670891000.0,652724000.0,18167000.0,,-17000.0,525240000.0,,886114000.0,,,,2673000.0,,2019q1
151032,002948.XSHE,2019-06-30,2019-08-24,2019-06-30,2414529000.0,2414529000.0,1553095000.0,,276373000.0,1219463000.0,,,,,0.0,0.0,,0.0,25275000.0,,652068000.0,,,-76510000.0,477878000.0,,181093000.0,1195066000.0,1652000.0,554000.0,,1196164000.0,255276000.0,940888000.0,931388000.0,9500000.0,0.2072,0.2,-171054000.0,769834000.0,760334000.0,9500000.0,,-565000.0,,,1428195000.0,,,,1500000.0,,2019q2
155921,002948.XSHE,2019-09-30,2019-10-30,2019-09-30,2655618000.0,2655618000.0,1744759000.0,,306848000.0,2047635000.0,,,,,0.0,0.0,,0.0,23211000.0,,725978000.0,,,175509000.0,173668000.0,,247907000.0,607983000.0,482000.0,2859000.0,,605606000.0,86620000.0,518986000.0,508179000.0,10807000.0,0.0835,0.0,138233000.0,657219000.0,646412000.0,10807000.0,,-354000.0,,,2726622000.0,,,,6752000.0,,2019q3
162655,002948.XSHE,2019-12-31,2020-03-21,2019-12-31,2427771000.0,2427771000.0,1956753000.0,,329222000.0,2051588000.0,,,,,0.0,0.0,,0.0,28626000.0,,1122458000.0,,,21574000.0,221989000.0,,-108649000.0,376183000.0,20419000.0,13537000.0,,383065000.0,32658000.0,350407000.0,338174000.0,12233000.0,0.0577,0.07,-7792000.0,342615000.0,330382000.0,12233000.0,,159000.0,,,3626792000.0,,,,6146000.0,,2019q4
166241,002948.XSHE,2020-03-31,2020-04-25,2020-03-31,2914822000.0,2914822000.0,1949598000.0,,409942000.0,2278255000.0,,,,,0.0,0.0,,0.0,33498000.0,,671188000.0,,,-122235000.0,533230000.0,,140999000.0,636567000.0,18908000.0,1003000.0,,654472000.0,79945000.0,574527000.0,554768000.0,19759000.0,0.12,0.12,345822000.0,920349000.0,900590000.0,19759000.0,,,,,1573443000.0,,,,3156000.0,,2020q1
190772,002948.XSHE,2020-06-30,2020-08-29,2020-06-30,3169825000.0,3169825000.0,1966878000.0,,708846000.0,1966544000.0,,,,,0.0,0.0,,0.0,36267000.0,,715921000.0,,,-71868000.0,560678000.0,,-796000.0,1203281000.0,4889000.0,3100000.0,,1205070000.0,215106000.0,989964000.0,975749000.0,14215000.0,0.2168,0.22,-561143000.0,428821000.0,414606000.0,14215000.0,,,,,2787723000.0,,,,5863000.0,,2020q2
194510,002948.XSHE,2020-09-30,2020-10-31,2020-09-30,2334813000.0,2334813000.0,2166867000.0,,331352000.0,1807484000.0,,,,,0.0,0.0,,0.0,29813000.0,,852579000.0,,,101276000.0,76928000.0,,-342930000.0,527329000.0,1877000.0,3482000.0,,525724000.0,42583000.0,483141000.0,477229000.0,5912000.0,0.0808,0.0,-465225000.0,17916000.0,12004000.0,5912000.0,,-1244000.0,,,3712446000.0,,,,1712000.0,,2020q3
198971,002948.XSHE,2020-12-31,2021-03-31,2020-12-31,2121201000.0,2121201000.0,2063188000.0,,241484000.0,1768141000.0,,,,,0.0,0.0,,0.0,33737000.0,,1303019000.0,,,-144253000.0,295215000.0,,-345072000.0,353060000.0,-3859000.0,6171000.0,,343030000.0,-62636000.0,405666000.0,386326000.0,19340000.0,0.0645,0.08,55033000.0,460699000.0,441359000.0,19340000.0,,-2018000.0,,,4143756000.0,,,,12299000.0,,2020q4
205166,002948.XSHE,2021-03-31,2021-04-30,2021-03-31,2839989000.0,2839989000.0,2011458000.0,,406908000.0,2123803000.0,,,,,0.0,0.0,,0.0,34631000.0,,714336000.0,,,61619000.0,289163000.0,,63539000.0,716186000.0,4326000.0,3063000.0,,717449000.0,55700000.0,661749000.0,645407000.0,16342000.0,0.14,0.14,199933000.0,861682000.0,845340000.0,16342000.0,,-302000.0,,,1374836000.0,,,,7065000.0,,2021q1
211364,002948.XSHE,2021-06-30,2021-08-31,2021-06-30,2486890000.0,2486890000.0,1896699000.0,,363417000.0,1062659000.0,,,,,0.0,0.0,,0.0,36110000.0,,751327000.0,,,181541000.0,177169000.0,,-134158000.0,1424231000.0,2852000.0,3944000.0,,1423139000.0,251916000.0,1171223000.0,1152183000.0,19040000.0,0.2436,0.26,162106000.0,1333329000.0,1314289000.0,19040000.0,,-106000.0,,,1650058000.0,,,,2294000.0,,2021q2
