code,statement_family,report_period_end,quarter_key,year_key,pub_date,standard_field_name,standard_value,source_table,source_field,period_basis,transformation_rule,missing_reason
002807.XSHE,indicator,2016-12-31,2016q4,,2017-03-15,eps,0.1515,indicator.csv,eps,quarterly_direct,identity_q1_or_ytd_diff,
002807.XSHE,indicator,2016-12-31,2016q4,,2017-03-15,adjusted_profit,267122000.0,indicator.csv,adjusted_profit,quarterly_direct,identity_q1_or_ytd_diff,
002807.XSHE,indicator,2016-12-31,2016q4,,2017-03-15,operating_profit,262434000.0,indicator.csv,operating_profit,quarterly_direct,identity_q1_or_ytd_diff,
002807.XSHE,indicator,2016-12-31,2016q4,,2017-03-15,value_change_profit,-6170000.0,indicator.csv,value_change_profit,quarterly_direct,identity_q1_or_ytd_diff,
002807.XSHE,indicator,2016-12-31,2016q4,,2017-03-15,roe,3.09,indicator.csv,roe,quarterly_direct,identity_q1_or_ytd_diff,
002807.XSHE,indicator,2016-12-31,2016q4,,2017-03-15,inc_return,3.08,indicator.csv,inc_return,quarterly_direct,identity_q1_or_ytd_diff,
002807.XSHE,indicator,2016-12-31,2016q4,,2017-03-15,roa,0.24,indicator.csv,roa,quarterly_direct,identity_q1_or_ytd_diff,
002807.XSHE,indicator,2016-12-31,2016q4,,2017-03-15,net_profit_margin,40.21,indicator.csv,net_profit_margin,quarterly_direct,identity_q1_or_ytd_diff,
002807.XSHE,indicator,2016-12-31,2016q4,,2017-03-15,gross_profit_margin,,indicator.csv,gross_profit_margin,,identity_q1_or_ytd_diff,missing_raw_value
002807.XSHE,indicator,2016-12-31,2016q4,,2017-03-15,expense_to_total_revenue,58.57,indicator.csv,expense_to_total_revenue,quarterly_direct,identity_q1_or_ytd_diff,
002807.XSHE,indicator,2016-12-31,2016q4,,2017-03-15,operation_profit_to_total_revenue,41.43,indicator.csv,operation_profit_to_total_revenue,quarterly_direct,identity_q1_or_ytd_diff,
002807.XSHE,indicator,2016-12-31,2016q4,,2017-03-15,net_profit_to_total_revenue,40.21,indicator.csv,net_profit_to_total_revenue,quarterly_direct,identity_q1_or_ytd_diff,
002807.XSHE,indicator,2016-12-31,2016q4,,2017-03-15,operating_expense_to_total_revenue,,indicator.csv,operating_expense_to_total_revenue,,identity_q1_or_ytd_diff,missing_raw_value
002807.XSHE,indicator,2016-12-31,2016q4,,2017-03-15,ga_expense_to_total_revenue,43.62,indicator.csv,ga_expense_to_total_revenue,quarterly_direct,identity_q1_or_ytd_diff,
