id,code,pubDate,statDate,total_loan,total_deposit,interest_earning_assets,non_interest_earning_assets,interest_earning_assets_yield,interest_bearing_liabilities,non_interest_bearing_liabilities,interest_bearing_liabilities_interest_rate,non_interest_income,non_interest_income_ratio,net_interest_margin,net_profit_margin,core_level_capital,net_core_level_capital,core_level_capital_adequacy_ratio,net_level_1_capital,level_1_capital_adequacy_ratio,net_capital,capital_adequacy_ratio,weighted_risky_asset,deposit_loan_ratio,short_term_asset_liquidity_ratio_CNY,short_term_asset_liquidity_ratio_FC,Nonperforming_loan_rate,single_largest_customer_loan_ratio,top_ten_customer_loan_ratio,bad_debts_reserve,non_performing_loan_provision_coverage,cost_to_income_ratio,former_core_capital,former_net_core_capital,former_net_core_capital_adequacy_ratio,former_net_capital,former_capital_adequacy_ratio,former_weighted_risky_asset,normal_amount,normal_amount_ratio,concerned_amount,concerned_amount_ratio,secondary_amount,secondary_amount_ratio,suspicious_amount,suspicious_amount_ratio,loss_amount,loss_amount_ratio,short_term_loan_average_balance,short_term_loan_annualized_average_interest_rate,mid_term_loan_annualized_average_balance,mid_term_loan_annualized_average_interest_rate,enterprise_deposits_average_balance,enterprise_deposits_average_interest_rate,savings_deposit_average_balance,savings_deposit_average_interest_rate,requested_year
110547,601398.XSHG,2015-03-27,2014-12-31,11026331000000.0,15556601000000.0,18561652000000.0,1371253000000.0,4.58,16844587000000.0,1389264000000.0,2.12,165370000000.0,25.0982,2.66,2.46,1498403000000.0,1486733000000.0,11.92,1521233000000.0,12.19,1812137000000.0,14.53,12475939000000.0,68.4,33.2,91.1,1.13,4.8,14.9,257581000000.0,206.9,26.75,,,11.49,,14.29,,10582050000000.0,95.97,319784000000.0,2.9,66809000000.0,0.6,49359000000.0,0.45,8329000000.0,0.08,3684391000000.0,5.03,6914703000000.0,6.22,7251982000000.0,2.02,6863677000000.0,2.08,2014
110618,601398.XSHG,2016-03-31,2015-12-31,11933466000000.0,16281939000000.0,20550489000000.0,1515899000000.0,4.24,18759070000000.0,1383096000000.0,1.94,189780000000.0,27.2029,2.47,2.3,1713160000000.0,1701495000000.0,12.87,1781062000000.0,13.48,2012103000000.0,15.22,13216687000000.0,71.4,35.5,98.1,1.5,4.2,13.3,280654000000.0,156.34,25.49,,,11.83,,14.75,,11233456000000.0,94.14,520492000000.0,4.36,104805000000.0,0.87,60512000000.0,0.51,14201000000.0,0.12,3944455000000.0,,7662872000000.0,,7769611000000.0,,7205641000000.0,,2015
110529,601398.XSHG,2017-03-31,2016-12-31,13056846000000.0,17825302000000.0,21841527000000.0,1708483000000.0,3.62,19996202000000.0,1363841000000.0,1.6,204045000000.0,30.189,2.02,2.02,1886536000000.0,1874976000000.0,12.87,1954770000000.0,13.42,2127462000000.0,14.61,14564617000000.0,70.9,35.7,82.3,1.62,4.5,13.3,289512000000.0,136.69,25.91,,,11.71,,14.29,,12261034000000.0,93.91,584011000000.0,4.47,109434000000.0,0.84,82505000000.0,0.63,19862000000.0,0.15,4043710000000.0,,8614976000000.0,,8481624000000.0,,7703869000000.0,,2016
110735,601398.XSHG,2018-03-28,2017-12-31,14233448000000.0,19226349000000.0,23464831000000.0,1788680000000.0,3.67,21618065000000.0,1461336000000.0,1.57,204424000000.0,28.1,2.22,2.1,2044390000000.0,2030108000000.0,12.77,2110060000000.0,13.27,2406920000000.0,15.14,15902801000000.0,71.1,41.7,86.2,1.55,4.9,14.2,340482000000.0,154.07,24.46,,,11.65,,14.56,,13450486000000.0,94.5,561974000000.0,3.95,81209000000.0,0.57,108854000000.0,0.76,30925000000.0,0.22,3632235000000.0,3.77,9903229000000.0,4.4,9547107000000.0,1.34,8068894000000.0,1.52,2017
110775,601398.XSHG,2019-03-29,2018-12-31,15419905000000.0,21408934000000.0,24868243000000.0,2211163000000.0,3.81,22830845000000.0,1729863000000.0,1.65,201271000000.0,26.0111,2.36,2.2,2247021000000.0,2232033000000.0,12.98,2312143000000.0,13.45,2644885000000.0,15.39,17190992000000.0,71.0,43.8,83.0,1.52,3.8,12.9,413177000000.0,175.76,23.91,,,11.54,,14.11,,14733891000000.0,95.56,450930000000.0,2.92,108821000000.0,0.7,90383000000.0,0.59,35880000000.0,0.23,,,,,10270329000000.0,1.37,8207406000000.0,1.5,2018
110900,601398.XSHG,2020-03-28,2019-12-31,16761319000000.0,22977655000000.0,27431961000000.0,2802458000000.0,3.88,24541436000000.0,2085315000000.0,1.76,223211000000.0,29.0,2.3,2.12,2472774000000.0,2457274000000.0,13.2,2657523000000.0,14.27,3121479000000.0,16.77,18616886000000.0,71.6,43.0,85.9,1.43,3.1,12.6,478730000000.0,199.32,23.27,,,,,,,16066266000000.0,95.86,454866000000.0,2.71,97864000000.0,0.58,113965000000.0,0.68,28358000000.0,0.17,3271880000000.0,3.95,12625488000000.0,4.58,10924518000000.0,1.43,9042110000000.0,1.71,2019
110987,601398.XSHG,2021-03-27,2020-12-31,18624308000000.0,25134726000000.0,30055472000000.0,2865115000000.0,3.64,26637431000000.0,2114998000000.0,1.67,235900000000.0,26.7,2.15,1.97,2669055000000.0,2653002000000.0,13.18,2872792000000.0,14.28,3396186000000.0,16.88,20124139000000.0,72.8,43.2,91.4,1.58,3.5,14.8,531161000000.0,180.68,22.3,,,,,,,17918430000000.0,96.21,411900000000.0,2.21,114438000000.0,0.61,149926000000.0,0.81,29614000000.0,0.16,3934831000000.0,3.64,14044578000000.0,4.44,11544213000000.0,1.44,10233676000000.0,1.8,2020
111086,601398.XSHG,2022-03-31,2021-12-31,20667245000000.0,26441774000000.0,32656847000000.0,2659895000000.0,3.56,28837695000000.0,1991928000000.0,1.64,252082000000.0,26.74,2.11,1.92,2903516000000.0,2886378000000.0,13.31,3241364000000.0,14.94,3909669000000.0,18.02,21690349000000.0,77.3,41.5,88.9,1.42,3.6,14.2,603983000000.0,205.84,23.97,,,,,,,19961778000000.0,96.59,412038000000.0,1.99,134895000000.0,0.66,128983000000.0,0.62,29551000000.0,0.14,4045145000000.0,3.52,15951269000000.0,4.32,12063245000000.0,1.49,11429562000000.0,1.82,2021
111348,601398.XSHG,2023-03-31,2022-12-31,23263900000000.0,29870491000000.0,36080003000000.0,2520529000000.0,3.54,32291926000000.0,2030317000000.0,1.82,183749000000.0,24.4,1.92,1.72,3141891000000.0,3121080000000.0,14.04,3475995000000.0,15.64,4281079000000.0,19.26,22225272000000.0,76.7,42.3,106.1,1.38,3.8,16.0,672224000000.0,209.47,26.05,,,,,,,22439514000000.0,96.67,451628000000.0,1.95,158372000000.0,0.68,118574000000.0,0.51,44224000000.0,0.19,4739296000000.0,3.31,17508798000000.0,4.25,13208952000000.0,1.65,13149079000000.0,1.83,2022
112014,601398.XSHG,2024-03-28,2023-12-31,26086482000000.0,33521174000000.0,40676019000000.0,2510696000000.0,3.45,36708081000000.0,2065143000000.0,2.04,188057000000.0,22.3,1.61,1.41,3404032000000.0,3381941000000.0,13.72,3736919000000.0,15.17,4707100000000.0,19.1,24641631000000.0,76.7,54.5,88.8,1.36,4.5,23.5,756001000000.0,213.97,26.96,,,,,,,25250275000000.0,96.79,482705000000.0,1.85,98527000000.0,0.38,116527000000.0,0.45,138448000000.0,0.53,5655318000000.0,3.1,19351287000000.0,4.01,14732229000000.0,1.85,15342455000000.0,1.76,2023
