day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio,field_set
2014-01-02,601398.XSHG,0.0153,12550.4488,9443.222,4.8558,1.0189,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2014-01-03,601398.XSHG,0.0165,12480.3346,9390.4666,4.8287,1.0132,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2014-01-06,601398.XSHG,0.0264,12474.2979,9393.1093,4.8263,1.0127,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2014-01-07,601398.XSHG,0.0156,12474.2979,9393.1093,4.8263,1.0127,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2014-01-08,601398.XSHG,0.0196,12544.5756,9446.0282,4.8535,1.0184,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2014-01-09,601398.XSHG,0.0169,12404.0202,9340.1904,4.7991,1.007,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2014-01-10,601398.XSHG,0.0158,12404.0202,9340.1904,4.7991,1.007,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2014-01-13,601398.XSHG,0.0168,12439.159,9366.6498,4.8127,1.0099,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2014-01-14,601398.XSHG,0.0165,12368.8813,9313.7309,4.7856,1.0042,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2014-01-15,601398.XSHG,0.0268,12158.0481,9154.9741,4.704,0.9871,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2014-01-16,601398.XSHG,0.0292,12052.6315,9075.5958,4.6632,0.9785,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2014-01-17,601398.XSHG,0.0231,11982.3537,9022.6768,4.636,0.9728,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2014-01-20,601398.XSHG,0.0198,11947.2149,8996.2174,4.6224,0.9699,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2014-01-21,601398.XSHG,0.0196,11947.2149,8996.2174,4.6224,0.9699,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2014-01-22,601398.XSHG,0.0296,12052.6315,9075.5958,4.6632,0.9785,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2014-01-23,601398.XSHG,0.0201,11947.2149,8996.2174,4.6224,0.9699,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2014-01-24,601398.XSHG,0.0187,11947.2149,8996.2174,4.6224,0.9699,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2014-01-27,601398.XSHG,0.0376,11806.6594,8890.3795,4.568,0.9585,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2014-01-28,601398.XSHG,0.0189,11912.076,8969.7579,4.6088,0.9671,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2014-01-29,601398.XSHG,0.0228,12087.7703,9102.0552,4.6768,0.9814,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2014-01-30,601398.XSHG,0.0105,11982.3537,9022.6768,4.636,0.9728,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2014-02-07,601398.XSHG,0.0105,11947.2149,8996.2174,4.6224,0.9699,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2014-02-10,601398.XSHG,0.0187,12017.4926,9049.1363,4.6496,0.9757,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2014-02-11,601398.XSHG,0.0375,12122.9092,9128.5147,4.6904,0.9842,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2014-02-12,601398.XSHG,0.015,12087.7703,9102.0552,4.6768,0.9814,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2014-02-13,601398.XSHG,0.0278,12087.7703,9102.0552,4.6768,0.9814,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2014-02-14,601398.XSHG,0.0134,12052.6315,9075.5958,4.6632,0.9785,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2014-02-17,601398.XSHG,0.0194,12087.7703,9102.0552,4.6768,0.9814,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2014-02-18,601398.XSHG,0.0159,12052.6315,9075.5958,4.6632,0.9785,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2014-02-19,601398.XSHG,0.0325,12228.3258,9207.8931,4.7312,0.9928,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2014-02-20,601398.XSHG,0.0211,12087.7703,9102.0552,4.6768,0.9814,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2014-02-21,601398.XSHG,0.0109,12087.7703,9102.0552,4.6768,0.9814,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2014-02-24,601398.XSHG,0.0229,11841.7983,8916.839,4.5816,0.9614,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2014-02-25,601398.XSHG,0.017,11841.7983,8916.839,4.5816,0.9614,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2014-02-26,601398.XSHG,0.0154,11736.3817,8837.4606,4.5408,0.9528,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2014-02-27,601398.XSHG,0.0246,11806.6594,8890.3795,4.568,0.9585,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
