code,statement_family,missing_reason,row_count
601665.XSHG,bank_indicator,,127
601665.XSHG,bank_indicator,missing_raw_value,32
601818.XSHG,income,,663
601818.XSHG,income,outside_current_available_window,42
601818.XSHG,income,missing_raw_value,22
601818.XSHG,income,missing_prior_cumulative_report,1
601818.XSHG,cash_flow,,1267
601818.XSHG,cash_flow,missing_raw_value,508
601818.XSHG,cash_flow,outside_current_available_window,111
601818.XSHG,cash_flow,missing_prior_cumulative_report,38
601818.XSHG,indicator,,1323
601818.XSHG,indicator,missing_raw_value,196
601818.XSHG,indicator,outside_current_available_window,93
601818.XSHG,balance,missing_raw_value,1741
601818.XSHG,balance,,1542
601818.XSHG,balance,outside_current_available_window,201
601818.XSHG,parent_balance,,1369
601818.XSHG,parent_balance,missing_raw_value,1031
601818.XSHG,parent_balance,outside_current_available_window,150
601818.XSHG,parent_balance,missing_target_report,50
601818.XSHG,bank_indicator,,436
601818.XSHG,bank_indicator,provider_unavailable_annual_bank_indicator,159
601818.XSHG,bank_indicator,missing_raw_value,94
601825.XSHG,income,,240
601825.XSHG,income,outside_current_available_window,42
601825.XSHG,income,missing_raw_value,7
601825.XSHG,income,missing_prior_cumulative_report,5
601825.XSHG,cash_flow,,475
601825.XSHG,cash_flow,missing_raw_value,183
601825.XSHG,cash_flow,outside_current_available_window,111
601825.XSHG,cash_flow,missing_prior_cumulative_report,8
601825.XSHG,indicator,,481
601825.XSHG,indicator,outside_current_available_window,93
601825.XSHG,indicator,missing_raw_value,77
601825.XSHG,balance,missing_raw_value,650
601825.XSHG,balance,,556
601825.XSHG,balance,outside_current_available_window,201
601825.XSHG,parent_balance,missing_target_report,450
601825.XSHG,parent_balance,,243
601825.XSHG,parent_balance,missing_raw_value,207
601825.XSHG,parent_balance,outside_current_available_window,150
601825.XSHG,bank_indicator,provider_unavailable_annual_bank_indicator,159
601825.XSHG,bank_indicator,,115
601825.XSHG,bank_indicator,missing_raw_value,44
601838.XSHG,income,,412
601838.XSHG,income,outside_current_available_window,42
601838.XSHG,income,missing_raw_value,33
601838.XSHG,income,missing_prior_cumulative_report,3
601838.XSHG,cash_flow,,838
601838.XSHG,cash_flow,missing_raw_value,321
601838.XSHG,cash_flow,outside_current_available_window,111
601838.XSHG,cash_flow,missing_prior_cumulative_report,25
601838.XSHG,indicator,,859
601838.XSHG,indicator,missing_raw_value,133
601838.XSHG,indicator,outside_current_available_window,93
601838.XSHG,balance,missing_raw_value,1167
601838.XSHG,balance,,977
601838.XSHG,balance,outside_current_available_window,201
601838.XSHG,parent_balance,,607
601838.XSHG,parent_balance,missing_target_report,500
601838.XSHG,parent_balance,missing_raw_value,493
601838.XSHG,parent_balance,outside_current_available_window,150
601838.XSHG,bank_indicator,,250
601838.XSHG,bank_indicator,provider_unavailable_annual_bank_indicator,159
601838.XSHG,bank_indicator,missing_raw_value,68
601860.XSHG,income,,336
601860.XSHG,income,missing_raw_value,53
601860.XSHG,income,outside_current_available_window,42
601860.XSHG,income,missing_prior_cumulative_report,3
601860.XSHG,cash_flow,,762
601860.XSHG,cash_flow,missing_raw_value,257
601860.XSHG,cash_flow,outside_current_available_window,111
601860.XSHG,cash_flow,missing_prior_cumulative_report,17
601860.XSHG,indicator,,756
601860.XSHG,indicator,missing_raw_value,112
601860.XSHG,indicator,outside_current_available_window,93
601860.XSHG,balance,missing_raw_value,1012
601860.XSHG,balance,,864
601860.XSHG,balance,outside_current_available_window,201
601860.XSHG,parent_balance,missing_target_report,1400
601860.XSHG,parent_balance,outside_current_available_window,150
601860.XSHG,bank_indicator,,188
601860.XSHG,bank_indicator,provider_unavailable_annual_bank_indicator,159
601860.XSHG,bank_indicator,missing_raw_value,77
601916.XSHG,income,,326
601916.XSHG,income,outside_current_available_window,42
601916.XSHG,income,missing_raw_value,23
601916.XSHG,income,missing_prior_cumulative_report,1
601916.XSHG,cash_flow,,661
601916.XSHG,cash_flow,missing_raw_value,245
601916.XSHG,cash_flow,outside_current_available_window,111
601916.XSHG,cash_flow,missing_prior_cumulative_report,19
601916.XSHG,indicator,,670
601916.XSHG,indicator,missing_raw_value,105
601916.XSHG,indicator,outside_current_available_window,93
601916.XSHG,balance,missing_raw_value,928
601916.XSHG,balance,,747
601916.XSHG,balance,outside_current_available_window,201
601916.XSHG,parent_balance,,539
601916.XSHG,parent_balance,missing_raw_value,461
601916.XSHG,parent_balance,missing_target_report,250
601916.XSHG,parent_balance,outside_current_available_window,150
601916.XSHG,bank_indicator,,231
601916.XSHG,bank_indicator,provider_unavailable_annual_bank_indicator,159
601916.XSHG,bank_indicator,missing_raw_value,34
601939.XSHG,income,,666
601939.XSHG,income,outside_current_available_window,42
601939.XSHG,income,missing_raw_value,19
601939.XSHG,income,missing_prior_cumulative_report,1
601939.XSHG,cash_flow,,1311
601939.XSHG,cash_flow,missing_raw_value,477
601939.XSHG,cash_flow,outside_current_available_window,111
601939.XSHG,cash_flow,missing_prior_cumulative_report,25
601939.XSHG,indicator,,1323
601939.XSHG,indicator,missing_raw_value,196
601939.XSHG,indicator,outside_current_available_window,93
601939.XSHG,balance,missing_raw_value,1682
601939.XSHG,balance,,1601
601939.XSHG,balance,outside_current_available_window,201
601939.XSHG,parent_balance,,1413
601939.XSHG,parent_balance,missing_raw_value,1037
601939.XSHG,parent_balance,outside_current_available_window,150
601939.XSHG,bank_indicator,,470
601939.XSHG,bank_indicator,provider_unavailable_annual_bank_indicator,159
601939.XSHG,bank_indicator,missing_raw_value,60
601963.XSHG,income,,272
601963.XSHG,income,outside_current_available_window,42
601963.XSHG,income,missing_raw_value,7
601963.XSHG,income,missing_prior_cumulative_report,1
601963.XSHG,cash_flow,,525
601963.XSHG,cash_flow,missing_raw_value,206
601963.XSHG,cash_flow,outside_current_available_window,111
601963.XSHG,cash_flow,missing_prior_cumulative_report,9
601963.XSHG,indicator,,535
601963.XSHG,indicator,outside_current_available_window,93
601963.XSHG,indicator,missing_raw_value,85
601963.XSHG,balance,missing_raw_value,700
601963.XSHG,balance,,640
601963.XSHG,balance,outside_current_available_window,201
601963.XSHG,parent_balance,,545
601963.XSHG,parent_balance,missing_raw_value,405
601963.XSHG,parent_balance,outside_current_available_window,150
601963.XSHG,parent_balance,missing_target_report,50
601963.XSHG,bank_indicator,provider_unavailable_annual_bank_indicator,159
601963.XSHG,bank_indicator,,140
601963.XSHG,bank_indicator,missing_raw_value,19
601988.XSHG,income,,665
601988.XSHG,income,outside_current_available_window,42
601988.XSHG,income,missing_raw_value,20
601988.XSHG,income,missing_prior_cumulative_report,1
601988.XSHG,cash_flow,,1349
601988.XSHG,cash_flow,missing_raw_value,439
601988.XSHG,cash_flow,outside_current_available_window,111
601988.XSHG,cash_flow,missing_prior_cumulative_report,25
601988.XSHG,indicator,,1323
601988.XSHG,indicator,missing_raw_value,196
601988.XSHG,indicator,outside_current_available_window,93
601988.XSHG,balance,,1734
601988.XSHG,balance,missing_raw_value,1549
601988.XSHG,balance,outside_current_available_window,201
601988.XSHG,parent_balance,,1519
601988.XSHG,parent_balance,missing_raw_value,931
601988.XSHG,parent_balance,outside_current_available_window,150
601988.XSHG,bank_indicator,,400
601988.XSHG,bank_indicator,provider_unavailable_annual_bank_indicator,159
601988.XSHG,bank_indicator,missing_raw_value,130
601997.XSHG,income,,496
601997.XSHG,income,outside_current_available_window,42
601997.XSHG,income,missing_raw_value,34
601997.XSHG,income,missing_prior_cumulative_report,2
601997.XSHG,cash_flow,,1014
601997.XSHG,cash_flow,missing_raw_value,366
601997.XSHG,cash_flow,outside_current_available_window,111
601997.XSHG,cash_flow,missing_prior_cumulative_report,26
601997.XSHG,indicator,,1026
601997.XSHG,indicator,missing_raw_value,152
601997.XSHG,indicator,outside_current_available_window,93
601997.XSHG,balance,missing_raw_value,1393
601997.XSHG,balance,,1153
601997.XSHG,balance,outside_current_available_window,201
601997.XSHG,parent_balance,,1018
601997.XSHG,parent_balance,missing_raw_value,832
601997.XSHG,parent_balance,outside_current_available_window,150
601997.XSHG,parent_balance,missing_target_report,50
601997.XSHG,bank_indicator,,345
601997.XSHG,bank_indicator,provider_unavailable_annual_bank_indicator,159
601997.XSHG,bank_indicator,missing_raw_value,79
601998.XSHG,income,,663
601998.XSHG,income,outside_current_available_window,42
601998.XSHG,income,missing_raw_value,21
601998.XSHG,income,missing_prior_cumulative_report,2
601998.XSHG,cash_flow,,1296
601998.XSHG,cash_flow,missing_raw_value,498
601998.XSHG,cash_flow,outside_current_available_window,111
601998.XSHG,cash_flow,missing_prior_cumulative_report,19
601998.XSHG,indicator,,1323
601998.XSHG,indicator,missing_raw_value,196
601998.XSHG,indicator,outside_current_available_window,93
601998.XSHG,balance,,1664
601998.XSHG,balance,missing_raw_value,1619
601998.XSHG,balance,outside_current_available_window,201
601998.XSHG,parent_balance,,1349
601998.XSHG,parent_balance,missing_raw_value,1051
601998.XSHG,parent_balance,outside_current_available_window,150
601998.XSHG,parent_balance,missing_target_report,50
601998.XSHG,bank_indicator,,462
601998.XSHG,bank_indicator,provider_unavailable_annual_bank_indicator,159
601998.XSHG,bank_indicator,missing_raw_value,68
603323.XSHG,income,,481
603323.XSHG,income,outside_current_available_window,42
603323.XSHG,income,missing_raw_value,37
603323.XSHG,cash_flow,,1025
603323.XSHG,cash_flow,missing_raw_value,325
603323.XSHG,cash_flow,outside_current_available_window,111
603323.XSHG,cash_flow,missing_prior_cumulative_report,19
603323.XSHG,indicator,,999
603323.XSHG,indicator,missing_raw_value,148
603323.XSHG,indicator,outside_current_available_window,93
603323.XSHG,balance,missing_raw_value,1300
603323.XSHG,balance,,1179
603323.XSHG,balance,outside_current_available_window,201
603323.XSHG,parent_balance,,776
603323.XSHG,parent_balance,missing_raw_value,574
603323.XSHG,parent_balance,missing_target_report,500
603323.XSHG,parent_balance,outside_current_available_window,150
603323.XSHG,bank_indicator,,322
603323.XSHG,bank_indicator,provider_unavailable_annual_bank_indicator,159
603323.XSHG,bank_indicator,missing_raw_value,102
