date,code,open,close,high,low,volume,money
2019-08-02,002966.XSHE,6.55,7.87,7.87,6.55,2439083.0,19143329.69
2019-08-05,002966.XSHE,8.65,8.65,8.65,8.65,1200131.0,10385416.5
2019-08-06,002966.XSHE,9.52,9.52,9.52,9.52,3442404.0,32779948.9
2019-08-07,002966.XSHE,10.47,9.04,10.47,8.96,225008656.0,2105558625.22
2019-08-08,002966.XSHE,8.65,8.38,8.92,8.2,161172960.0,1369081068.89
2019-08-09,002966.XSHE,8.2,7.78,8.24,7.76,119808795.0,958878768.82
2019-08-12,002966.XSHE,7.67,7.87,7.94,7.67,72203531.0,564987235.49
2019-08-13,002966.XSHE,7.74,7.51,7.76,7.48,75828302.0,575030080.9
2019-08-14,002966.XSHE,7.62,7.4,7.67,7.37,67416688.0,505168278.65
2019-08-15,002966.XSHE,7.12,7.24,7.35,7.05,63263333.0,454478544.1
2019-08-16,002966.XSHE,7.24,7.3,7.47,7.17,71187729.0,522942156.23
2019-08-19,002966.XSHE,7.24,7.63,7.78,7.17,102046318.0,758472834.13
2019-08-20,002966.XSHE,7.54,7.47,7.6,7.44,68380874.0,513850811.42
2019-08-21,002966.XSHE,7.49,7.3,7.53,7.26,50150649.0,369950187.77
2019-08-22,002966.XSHE,7.32,7.33,7.36,7.26,35095564.0,256703188.61
2019-08-23,002966.XSHE,7.33,7.32,7.44,7.27,42497965.0,312609874.21
2019-08-26,002966.XSHE,7.12,7.11,7.17,7.1,37412949.0,266544690.06
2019-08-27,002966.XSHE,7.15,7.35,7.53,7.15,68307187.0,501905455.9
2019-08-28,002966.XSHE,7.31,7.22,7.33,7.21,38747364.0,280908857.48
2019-08-29,002966.XSHE,7.25,7.17,7.28,7.16,31230219.0,225084894.95
2019-08-30,002966.XSHE,7.23,7.09,7.29,7.06,41022651.0,293261622.54
2019-09-02,002966.XSHE,7.1,7.34,7.44,7.1,73126274.0,534876924.97
2019-09-03,002966.XSHE,7.31,7.28,7.33,7.19,52833691.0,383034029.94
2019-09-04,002966.XSHE,7.28,7.49,7.64,7.23,101562419.0,760424776.24
2019-09-05,002966.XSHE,7.58,7.63,7.89,7.51,133570911.0,1027222390.87
2019-09-06,002966.XSHE,7.69,7.56,7.75,7.46,69153298.0,521575028.1
2019-09-09,002966.XSHE,7.75,7.6,7.75,7.55,77397498.0,590111581.66
2019-09-10,002966.XSHE,7.56,7.55,7.61,7.45,52909396.0,397157691.86
2019-09-11,002966.XSHE,7.6,7.51,7.6,7.47,47508863.0,358310712.89
2019-09-12,002966.XSHE,7.51,7.55,7.56,7.48,36544467.0,274646449.47
2019-09-16,002966.XSHE,7.55,7.46,7.57,7.44,38979520.0,291282359.77
2019-09-17,002966.XSHE,7.42,7.2,7.43,7.15,46926129.0,341644246.88
2019-09-18,002966.XSHE,7.21,7.19,7.28,7.18,26528666.0,191665174.52
2019-09-19,002966.XSHE,7.23,7.25,7.28,7.11,30369655.0,218121644.3
2019-09-20,002966.XSHE,7.26,7.24,7.27,7.18,26120070.0,189014075.39
2019-09-23,002966.XSHE,7.19,7.18,7.21,7.12,22402370.0,160234144.07
2019-09-24,002966.XSHE,7.23,7.26,7.36,7.21,42692475.0,311634780.51
2019-09-25,002966.XSHE,7.19,7.21,7.35,7.14,39654110.0,287112989.09
2019-09-26,002966.XSHE,7.22,7.47,7.56,7.17,102871542.0,760453329.36
2019-09-27,002966.XSHE,7.39,7.41,7.47,7.29,63318737.0,466317868.57
2019-09-30,002966.XSHE,7.4,7.04,7.47,7.01,58441826.0,424780618.43
2019-10-08,002966.XSHE,6.93,6.86,7.0,6.75,49991182.0,344063303.4
2019-10-09,002966.XSHE,6.82,6.99,7.15,6.79,45918275.0,321576187.69
2019-10-10,002966.XSHE,6.95,6.94,6.99,6.9,30576300.0,211821491.88
2019-10-11,002966.XSHE,6.92,7.01,7.07,6.9,37580704.0,263165081.48
2019-10-14,002966.XSHE,7.02,7.48,7.71,7.01,117111867.0,871668584.17
2019-10-15,002966.XSHE,7.41,7.72,7.8,7.37,119122802.0,902898805.43
2019-10-16,002966.XSHE,7.75,7.62,7.92,7.53,101632722.0,780924574.1
2019-10-17,002966.XSHE,7.56,7.51,7.63,7.44,53124588.0,399860308.26
2019-10-18,002966.XSHE,7.51,7.18,7.6,7.12,69886705.0,512770962.78
2019-10-21,002966.XSHE,7.12,7.12,7.23,6.99,40016460.0,284582885.85
2019-10-22,002966.XSHE,7.17,7.14,7.21,7.05,33454658.0,238008424.56
