code,statement_family,report_period_end,quarter_key,year_key,standard_field_name,source_table,source_field,raw_primary_value,raw_fallback_value,raw_value_used,prior_cumulative_value_used,transformation_rule,conversion_success,missing_reason
002948.XSHE,income,2019-06-30,2019q2,,operating_revenue,finance_income_statement_current_only.csv,operating_revenue,4532926000.0,2414529000.0,4532926000.0,2118397000.0,identity_q1_or_ytd_diff,True,
002948.XSHE,income,2019-06-30,2019q2,,interest_income,finance_income_statement_current_only.csv,interest_income,6825818000.0,1553095000.0,6825818000.0,3392660000.0,identity_q1_or_ytd_diff,True,
002948.XSHE,income,2019-06-30,2019q2,,interest_expense,finance_income_statement_current_only.csv,interest_expense,3681275000.0,,3681275000.0,1801212000.0,identity_q1_or_ytd_diff,True,
002948.XSHE,income,2019-06-30,2019q2,,commission_income,finance_income_statement_current_only.csv,commission_income,614082000.0,276373000.0,614082000.0,321038000.0,identity_q1_or_ytd_diff,True,
002948.XSHE,income,2019-06-30,2019q2,,commission_expense,finance_income_statement_current_only.csv,commission_expense,33272000.0,,33272000.0,16601000.0,identity_q1_or_ytd_diff,True,
002948.XSHE,income,2019-06-30,2019q2,,asset_impairment_loss,finance_income_statement_current_only.csv,asset_impairment_loss,,,,,identity_q1_or_ytd_diff,False,missing_raw_value
002948.XSHE,income,2019-06-30,2019q2,,credit_impairment_loss,finance_income_statement_current_only.csv,credit_impairment_loss,1428195000.0,1428195000.0,1428195000.0,886114000.0,identity_q1_or_ytd_diff,True,
002948.XSHE,income,2019-06-30,2019q2,,investment_income,finance_income_statement_current_only.csv,investment_income,752685000.0,477878000.0,752685000.0,274807000.0,identity_q1_or_ytd_diff,True,
002948.XSHE,income,2019-06-30,2019q2,,operating_profit,finance_income_statement_current_only.csv,operating_profit,1837798000.0,1195066000.0,1837798000.0,642732000.0,identity_q1_or_ytd_diff,True,
002948.XSHE,income,2019-06-30,2019q2,,total_profit,finance_income_statement_current_only.csv,total_profit,1839884000.0,1196164000.0,1839884000.0,643720000.0,identity_q1_or_ytd_diff,True,
002948.XSHE,income,2019-06-30,2019q2,,income_tax_expense,finance_income_statement_current_only.csv,income_tax_expense,373755000.0,255276000.0,373755000.0,118479000.0,identity_q1_or_ytd_diff,True,
002948.XSHE,income,2019-06-30,2019q2,,net_profit,finance_income_statement_current_only.csv,net_profit,1466129000.0,940888000.0,1466129000.0,525241000.0,identity_q1_or_ytd_diff,True,
