id,code,pubDate,statDate,total_loan,total_deposit,interest_earning_assets,non_interest_earning_assets,interest_earning_assets_yield,interest_bearing_liabilities,non_interest_bearing_liabilities,interest_bearing_liabilities_interest_rate,non_interest_income,non_interest_income_ratio,net_interest_margin,net_profit_margin,core_level_capital,net_core_level_capital,core_level_capital_adequacy_ratio,net_level_1_capital,level_1_capital_adequacy_ratio,net_capital,capital_adequacy_ratio,weighted_risky_asset,deposit_loan_ratio,short_term_asset_liquidity_ratio_CNY,short_term_asset_liquidity_ratio_FC,Nonperforming_loan_rate,single_largest_customer_loan_ratio,top_ten_customer_loan_ratio,bad_debts_reserve,non_performing_loan_provision_coverage,cost_to_income_ratio,former_core_capital,former_net_core_capital,former_net_core_capital_adequacy_ratio,former_net_capital,former_capital_adequacy_ratio,former_weighted_risky_asset,normal_amount,normal_amount_ratio,concerned_amount,concerned_amount_ratio,secondary_amount,secondary_amount_ratio,suspicious_amount,suspicious_amount_ratio,loss_amount,loss_amount_ratio,short_term_loan_average_balance,short_term_loan_annualized_average_interest_rate,mid_term_loan_annualized_average_balance,mid_term_loan_annualized_average_interest_rate,enterprise_deposits_average_balance,enterprise_deposits_average_interest_rate,savings_deposit_average_balance,savings_deposit_average_interest_rate,requested_year
110539,600015.XSHG,2015-04-17,2014-12-31,939989000000.0,1303216000000.0,1717139000000.0,134489000000.0,5.5,1615696000000.0,133833000000.0,2.98,8644000000.0,15.7493,2.69,2.52,101988000000.0,101987000000.0,8.49,102007000000.0,8.49,132441000000.0,11.03,1201101000000.0,68.52,46.75,70.5,1.09,4.68,18.47,23884000000.0,233.13,37.37,97509000000.0,97509000000.0,8.89,131060000000.0,11.95,1097053000000.0,905513000000.0,96.33,24231000000.0,2.58,2424000000.0,0.26,5552000000.0,0.59,2269000000.0,0.24,440197000000.0,6.48,433558000000.0,6.86,1015495000000.0,,197817000000.0,,2014
110610,600015.XSHG,2016-04-19,2015-12-31,1069172000000.0,1351663000000.0,1796787000000.0,223817000000.0,5.08,1690857000000.0,211359000000.0,2.68,12761000000.0,21.6862,2.56,2.4,118250000000.0,118248000000.0,8.89,118287000000.0,8.89,144336000000.0,10.85,1294785000000.0,75.29,39.14,83.27,1.52,4.46,18.32,27235000000.0,167.12,34.76,,,,,,,1007865000000.0,94.27,45010000000.0,4.21,6136000000.0,0.57,6604000000.0,0.62,3557000000.0,0.33,448977000000.0,6.0,521205000000.0,6.46,,,,,2015
110516,600015.XSHG,2017-04-29,2016-12-31,1216654000000.0,1368300000000.0,2025618000000.0,330617000000.0,4.36,1894452000000.0,308810000000.0,2.07,15036000000.0,23.4846,2.42,2.29,132857000000.0,132856000000.0,8.43,152900000000.0,9.7,178991000000.0,11.36,1575751000000.0,81.65,31.45,80.92,1.67,3.47,19.51,32299000000.0,158.73,34.5,,,,,,,1145151000000.0,94.13,51155000000.0,4.2,7761000000.0,0.64,9215000000.0,0.75,3372000000.0,0.28,497838000000.0,5.06,619290000000.0,5.62,1098831000000.0,,237051000000.0,,2016
110746,600015.XSHG,2018-04-20,2017-12-31,1394082000000.0,1433907000000.0,2349209000000.0,159718000000.0,4.27,2212719000000.0,126710000000.0,2.39,19066000000.0,28.7208,2.01,1.88,148850000000.0,148848000000.0,8.26,168929000000.0,9.37,223035000000.0,12.37,1802826000000.0,86.04,45.08,60.66,1.76,2.92,16.96,38497000000.0,156.51,32.96,,,,,,,1305354000000.0,93.64,64131000000.0,4.6,10165000000.0,0.73,8790000000.0,0.63,5642000000.0,0.4,498641000000.0,4.47,758709000000.0,5.3,,,,,2017
110790,600015.XSHG,2019-04-19,2018-12-31,1613516000000.0,1492492000000.0,2637192000000.0,43388000000.0,4.4,2484049000000.0,-22184000000.0,2.6,20689000000.0,28.6444,2.19,2.04,198200000000.0,198197000000.0,9.47,218313000000.0,10.43,276056000000.0,13.19,2092350000000.0,95.05,51.23,98.72,1.85,2.35,16.0,47275000000.0,158.59,32.58,,,,,,,1512112000000.0,93.71,71595000000.0,4.44,11283000000.0,0.7,9727000000.0,0.6,8799000000.0,0.55,584214000000.0,4.48,889548000000.0,5.41,1180638000000.0,,259856000000.0,,2018
110920,600015.XSHG,2020-04-17,2019-12-31,1872602000000.0,1671276000000.0,2882710000000.0,138079000000.0,4.73,2702480000000.0,48972000000.0,2.36,20173000000.0,23.81,2.51,2.37,209153000000.0,209148000000.0,9.25,269302000000.0,11.91,314020000000.0,13.89,2260986000000.0,98.86,53.69,162.32,1.83,3.2,15.77,47922000000.0,141.92,30.59,,,,,,,1771753000000.0,94.61,66612000000.0,3.56,13635000000.0,0.73,11500000000.0,0.61,9102000000.0,0.49,714180000000.0,4.26,1013899000000.0,5.45,1290601000000.0,3.39,304580000000.0,3.56,2019
111047,600015.XSHG,2021-04-30,2020-12-31,2108993000000.0,1837020000000.0,3160821000000.0,238995000000.0,4.66,2992200000000.0,124961000000.0,2.18,13342000000.0,13.9987,2.59,2.48,,224226000000.0,8.79,282413000000.0,11.17,330769000000.0,13.08,2529132000000.0,99.95,55.01,211.93,1.8,3.58,16.54,55460000000.0,147.22,27.93,,,,,,,1998707000000.0,94.77,72310000000.0,3.43,16290000000.0,0.77,13946000000.0,0.66,7740000000.0,0.37,764948000000.0,4.93,1206952000000.0,5.6,1413943000000.0,,338418000000.0,,2020
111145,600015.XSHG,2022-04-30,2021-12-31,2213529000000.0,1927349000000.0,3384117000000.0,292170000000.0,4.52,3240423000000.0,135162000000.0,2.26,16265000000.0,16.97,2.35,2.26,,240073000000.0,8.78,300279000000.0,10.98,350673000000.0,12.82,2735128000000.0,99.19,61.1,161.26,1.77,3.6,17.35,58483000000.0,150.99,29.06,,,,,,,2105927000000.0,95.13,68529000000.0,3.1,14169000000.0,0.64,13278000000.0,0.6,11626000000.0,0.53,727376000000.0,4.8,1392758000000.0,5.3,1467291000000.0,,364018000000.0,,2021
111376,600015.XSHG,2023-04-28,2022-12-31,2272973000000.0,2094669000000.0,3535358000000.0,364809000000.0,4.28,3489750000000.0,87095000000.0,2.21,19515000000.0,20.8031,2.1,2.07,,262499000000.0,9.24,322724000000.0,11.36,377107000000.0,13.27,2841800000000.0,93.35,65.49,,1.75,2.83,14.31,63661000000.0,159.88,30.13,,,,,,,2169826000000.0,95.47,63277000000.0,2.78,17348000000.0,0.76,10916000000.0,0.48,11606000000.0,0.51,777299000000.0,4.44,1446155000000.0,5.07,1595273000000.0,,434062000000.0,,2022
112110,600015.XSHG,2024-04-30,2023-12-31,2309583000000.0,2129945000000.0,3875501000000.0,379265000000.0,4.02,3788722000000.0,144282000000.0,2.25,22765000000.0,24.4241,1.82,1.77,,280828000000.0,9.16,321128000000.0,10.48,374867000000.0,12.23,3065277000000.0,89.24,68.72,162.92,1.67,2.8,14.12,61587000000.0,160.06,31.37,,,,,,,2207847000000.0,95.59,63231000000.0,2.74,16580000000.0,0.72,10937000000.0,0.47,10988000000.0,0.48,765179000000.0,4.87,1505933000000.0,4.67,1567734000000.0,,506247000000.0,,2023
