id,code,statDate,pubDate,statDate.1,eps,adjusted_profit,operating_profit,value_change_profit,roe,inc_return,roa,net_profit_margin,gross_profit_margin,expense_to_total_revenue,operation_profit_to_total_revenue,net_profit_to_total_revenue,operating_expense_to_total_revenue,ga_expense_to_total_revenue,financing_expense_to_total_revenue,operating_profit_to_profit,invesment_profit_to_profit,adjusted_profit_to_profit,goods_sale_and_service_to_revenue,ocf_to_revenue,ocf_to_operating_profit,inc_total_revenue_year_on_year,inc_total_revenue_annual,inc_revenue_year_on_year,inc_revenue_annual,inc_operation_profit_year_on_year,inc_operation_profit_annual,inc_net_profit_year_on_year,inc_net_profit_annual,inc_net_profit_to_shareholders_year_on_year,inc_net_profit_to_shareholders_annual,requested_period
52044,600036.XSHG,2014-03-31,2014-04-29,2014-03-31,0.5926,14863000000.0,16731000000.0,2922000000.0,5.45,5.42,0.36,36.62,,,48.09,36.62,,27.28,,84.67,14.79,99.45,,138.6,338.59,32.49,16.53,32.49,16.53,15.09,24.22,14.97,22.17,14.78,22.05,2014q1
52043,600036.XSHG,2014-06-30,2014-08-30,2014-06-30,0.6151,15406000000.0,16890000000.0,3472000000.0,5.45,5.41,0.33,35.84,,,46.93,35.84,,26.3,,82.37,16.93,99.3,,811.57,2084.85,30.66,6.16,30.66,6.16,15.58,3.61,17.39,3.91,17.09,3.81,2014q2
52042,600036.XSHG,2014-09-30,2014-10-30,2014-09-30,0.61,15156000000.0,18208000000.0,1651000000.0,5.22,5.16,0.32,37.78,,51.29,48.71,37.78,,30.82,,90.56,8.21,98.77,,-631.91,-1414.82,21.79,-6.04,21.79,-6.04,14.15,-2.47,16.45,-0.98,16.01,-1.09,2014q3
52041,600036.XSHG,2014-12-31,2015-03-19,2014-12-31,0.4008,9966000000.0,12403000000.0,492000000.0,3.28,3.23,0.21,24.81,,68.42,31.58,24.81,,38.03,,94.98,3.77,98.6,,296.31,975.59,16.43,0.17,16.43,0.17,-18.49,-35.07,-17.31,-34.22,-17.46,-34.13,2014q4
52040,600036.XSHG,2015-03-31,2015-04-29,2015-03-31,0.6828,17148000000.0,21022000000.0,1579000000.0,5.33,5.31,0.36,34.1,,55.46,44.54,34.1,,24.14,,92.62,6.96,99.58,,56.7,136.88,24.16,24.27,24.16,24.27,15.0,75.27,15.61,70.81,15.22,70.38,2015q1
52039,600036.XSHG,2015-06-30,2015-08-26,2015-06-30,0.6247,15640000000.0,15610000000.0,4927000000.0,4.75,4.72,0.31,29.72,,61.53,38.47,29.72,,24.65,,75.45,23.82,99.26,,547.88,1873.81,23.04,5.2,23.04,5.2,0.86,-9.13,2.02,-8.3,1.56,-8.5,2015q2
52038,600036.XSHG,2015-09-30,2015-10-30,2015-09-30,0.62,15405000000.0,17404000000.0,3045000000.0,4.56,4.52,0.3,29.98,,60.74,39.26,29.98,,26.47,,84.46,14.78,99.23,,-278.78,-834.38,27.77,-2.43,27.77,-2.43,2.97,-0.43,1.41,-1.57,1.17,-1.47,2015q3
52037,600036.XSHG,2015-12-31,2016-03-31,2015-12-31,0.3646,8852000000.0,9371000000.0,1290000000.0,2.59,2.49,0.17,20.4,,76.44,23.56,20.4,,36.55,,84.51,11.63,96.26,,495.86,2394.19,10.8,-13.14,10.8,-13.14,-17.32,-47.87,-8.86,-40.88,-9.01,-40.76,2015q4
52036,600036.XSHG,2016-03-31,2016-04-29,2016-03-31,0.7276,18272000000.0,19896000000.0,3799000000.0,4.96,4.94,0.34,31.62,,59.32,40.68,31.62,,21.68,,83.61,15.96,99.57,,-492.75,-1442.7,14.79,28.74,14.79,28.74,4.84,122.26,6.45,99.51,6.56,99.54,2016q1
99764,600036.XSHG,2016-06-30,2016-08-19,2016-06-30,0.6693,16590000000.0,18157000000.0,3168000000.0,4.46,4.38,0.31,30.94,,60.99,39.01,30.94,,25.31,,83.68,14.6,98.28,,-24.31,-73.18,2.4,-6.15,2.4,-6.15,3.84,-10.0,6.6,-8.18,7.14,-8.01,2016q2
103332,600036.XSHG,2016-09-30,2016-10-29,2016-09-30,0.67,16565000000.0,19253000000.0,2244000000.0,4.37,4.28,0.31,35.91,,54.62,45.38,35.91,,29.46,,87.74,10.23,97.95,,-124.65,-306.71,-9.06,-13.34,-9.06,-13.34,5.12,0.81,8.93,0.59,8.93,0.18,2016q3
104870,600036.XSHG,2016-12-31,2017-03-25,2016-12-31,0.3941,9715000000.0,8113000000.0,3088000000.0,2.49,2.43,0.17,20.59,,77.02,22.98,20.59,,37.18,,70.39,26.79,97.75,,489.93,2942.94,7.71,2.88,7.71,2.88,5.07,-47.9,8.71,-41.01,8.08,-41.23,2016q4
109219,600036.XSHG,2017-03-31,2017-04-28,2017-03-31,0.7921,19836000256.0,22385000448.0,2939000064.0,4.8548,4.8205,0.3365,35.2028,,55.6303,44.3697,35.2028,,24.2979,,87.7774,11.5246,99.2942,,-375.5585,-957.5609,-2.0205,17.1154,-2.0205,17.1154,6.8749,126.087,9.083,100.1993,8.8665,100.9961,2017q1
111366,600036.XSHG,2017-06-30,2017-08-19,2017-06-30,0.7646,19131000832.0,21385000960.0,2867000064.0,4.5909,4.5549,0.3176,34.851,,56.3742,43.6258,34.851,,27.6681,,87.5,11.7308,99.2169,,285.0713,741.0521,1.6902,-2.6001,1.6902,-2.6001,13.7257,-4.2331,14.5509,-3.5736,14.2231,-3.4789999999999996,2017q2
115639,600036.XSHG,2017-09-30,2017-10-28,2017-09-30,0.78,19316000000.0,23129000000.0,1214000000.0,4.5593,4.5057,0.3185,37.1401,,54.1019,45.8981,37.1401,,32.006,,93.8867,4.9279,98.8233,,-257.9313,-591.4609,11.9585,-4.5943,11.9585,-4.5943,13.2391,0.3752,15.7889,1.6723,15.5816,1.3692,2017q3
121105,600036.XSHG,2017-12-31,2018-03-24,2017-12-31,0.4498,11486000000.0,13620000000.0,1494000000.0,2.471,2.5017,0.1841,20.7885,,69.8862,30.1138,20.7885,,37.2287,,84.5805,9.2778,101.2428,,338.8321,1373.0910000000001,11.6632,4.067,11.6632,4.067,39.7192,-31.7216,14.3284,-41.7504,14.1463,-41.9574,2017q4
