id,code,pubDate,statDate,total_loan,total_deposit,interest_earning_assets,non_interest_earning_assets,interest_earning_assets_yield,interest_bearing_liabilities,non_interest_bearing_liabilities,interest_bearing_liabilities_interest_rate,non_interest_income,non_interest_income_ratio,net_interest_margin,net_profit_margin,core_level_capital,net_core_level_capital,core_level_capital_adequacy_ratio,net_level_1_capital,level_1_capital_adequacy_ratio,net_capital,capital_adequacy_ratio,weighted_risky_asset,deposit_loan_ratio,short_term_asset_liquidity_ratio_CNY,short_term_asset_liquidity_ratio_FC,Nonperforming_loan_rate,single_largest_customer_loan_ratio,top_ten_customer_loan_ratio,bad_debts_reserve,non_performing_loan_provision_coverage,cost_to_income_ratio,former_core_capital,former_net_core_capital,former_net_core_capital_adequacy_ratio,former_net_capital,former_capital_adequacy_ratio,former_weighted_risky_asset,normal_amount,normal_amount_ratio,concerned_amount,concerned_amount_ratio,secondary_amount,secondary_amount_ratio,suspicious_amount,suspicious_amount_ratio,loss_amount,loss_amount_ratio,short_term_loan_average_balance,short_term_loan_annualized_average_interest_rate,mid_term_loan_annualized_average_balance,mid_term_loan_annualized_average_interest_rate,enterprise_deposits_average_balance,enterprise_deposits_average_interest_rate,savings_deposit_average_balance,savings_deposit_average_interest_rate,requested_year
110541,600036.XSHG,2015-03-19,2014-12-31,2513919000000.0,3304438000000.0,4440702000000.0,291127000000.0,5.14,4113539000000.0,303230000000.0,2.69,48661000000.0,32.47,2.64,2.45,313980000000.0,301977000000.0,10.44,301982000000.0,10.44,358334000000.0,12.38,2893732000000.0,70.49,59.38,81.48,1.11,2.02,12.99,65165000000.0,233.42,30.54,,,,,,,2439368000000.0,97.03,46634000000.0,1.86,17343000000.0,0.69,7580000000.0,0.3,2994000000.0,0.12,,,,,2033661000000.0,2.34,1022973000000.0,1.62,2014
110612,600036.XSHG,2016-03-31,2015-12-31,2824286000000.0,3571698000000.0,4968597000000.0,506381000000.0,4.75,4602442000000.0,510778000000.0,2.14,64742000000.0,32.13,2.77,2.61,347434000000.0,347434000000.0,10.83,347434000000.0,10.83,403409000000.0,12.57,3208152000000.0,73.93,65.67,75.57,1.68,2.33,12.67,84842000000.0,178.95,27.67,,,,,,,2703082000000.0,95.71,73794000000.0,2.61,31233000000.0,1.11,11050000000.0,0.39,5127000000.0,0.18,,,,,2238453000000.0,2.06,1111845000000.0,1.3,2015
110518,600036.XSHG,2017-03-25,2016-12-31,3261681000000.0,3802049000000.0,5385382000000.0,556929000000.0,4.0,4972277000000.0,566672000000.0,1.63,75125000000.0,35.61,2.5999,2.37,388762000000.0,388762000000.0,11.54,388780000000.0,11.54,449116000000.0,13.33,3368990000000.0,85.7875,59.42,70.75,1.87,2.46,16.42,110032000000.0,180.02,27.67,,,,,,,3132460000000.0,96.04,68100000000.0,2.09,24309000000.0,0.74,22296000000.0,0.68,14516000000.0,0.45,,,,,2404585000000.0,1.46,1215118000000.0,0.9,2016
110725,600036.XSHG,2018-03-24,2017-12-31,3565044000000.0,4064345000000.0,,6297638000000.0,4.06,,5814246000000.0,1.77,76045000000.0,34.43,2.43,2.29,425689000000.0,425689000000.0,12.06,459782000000.0,13.02,546534000000.0,15.48,3530745000000.0,87.7151,40.68,54.78,1.61,3.58,13.95,150432000000.0,262.11,30.23,,,,,,,3450450000000.0,96.79,57201000000.0,1.6,17100000000.0,0.48,21577000000.0,0.61,18716000000.0,0.52,1470191000000.0,5.53,1783211000000.0,4.39,2665846000000.0,1.5,1299616000000.0,0.8,2017
110766,600036.XSHG,2019-03-23,2018-12-31,3933034000000.0,4427566000000.0,6244967000000.0,500762000000.0,4.34,5820808000000.0,381316000000.0,1.9,88171000000.0,35.47,2.57,2.44,,482340000000.0,11.78,516433000000.0,12.62,641881000000.0,15.68,4092890000000.0,88.8306,44.94,51.95,1.36,4.21,17.2,192000000000.0,358.18,31.02,,,,,,,3820100000000.0,97.13,59329000000.0,1.51,13526000000.0,0.34,25041000000.0,0.64,15038000000.0,0.38,16027210000.0,,19446710000.0,,,,,,2018
110886,600036.XSHG,2020-03-21,2019-12-31,4490650000000.0,4844422000000.0,6689729000000.0,727511000000.0,4.38,6298768000000.0,500765000000.0,1.9,96613000000.0,35.82,2.59,2.48,,550339000000.0,11.95,584436000000.0,12.69,715925000000.0,15.54,4606786000000.0,92.6973,51.18,68.15,1.16,4.89,18.5,223097000000.0,426.78,32.09,,,,,,,4385785000000.0,97.67,52590000000.0,1.17,15747000000.0,0.35,17383000000.0,0.39,19145000000.0,0.42,,,,,2971818000000.0,1.75,1665149000000.0,1.28,2019
110980,600036.XSHG,2021-03-20,2020-12-31,5029128000000.0,5628336000000.0,7442611000000.0,918837000000.0,4.13,7069207000000.0,561887000000.0,1.73,105451000000.0,36.3,2.49,2.4,,610092000000.0,12.29,694184000000.0,13.98,821290000000.0,16.54,4964542000000.0,89.3537,42.06,57.1,1.07,3.48,17.5,234664000000.0,437.68,33.3,,,,,,,4934797000000.0,98.12,40716000000.0,0.81,14760000000.0,0.29,22000000000.0,0.44,16855000000.0,0.34,1769447000000.0,,2725642000000.0,,3461281000000.0,1.73,1915301000000.0,1.22,2020
111056,600036.XSHG,2022-03-19,2021-12-31,5570034000000.0,6347078000000.0,8219698000000.0,1029323000000.0,3.98,7751552000000.0,631788000000.0,1.59,127334000000.0,38.44,2.48,2.39,,704337000000.0,12.66,831380000000.0,14.94,972606000000.0,17.48,5563724000000.0,87.7575,48.33,53.76,0.91,2.26,14.48,246104000000.0,483.87,33.12,,,,,,,5472563000000.0,98.25,46609000000.0,0.84,17490000000.0,0.31,20755000000.0,0.37,12617000000.0,0.23,1940917000000.0,5.2,3423278000000.0,4.38,3882442000000.0,1.59,2091031000000.0,1.08,2021
111328,600036.XSHG,2023-03-25,2022-12-31,6051459000000.0,7535742000000.0,9081822000000.0,1057090000000.0,3.89,8410862000000.0,773812000000.0,1.61,126548000000.0,36.7,2.4,2.28,,799352000000.0,13.68,919798000000.0,15.75,1037942000000.0,17.77,5841685000000.0,80.3034,51.94,74.31,0.96,2.24,14.45,261476000000.0,450.79,32.88,,,,,,,5919985000000.0,97.83,73470000000.0,1.21,22770000000.0,0.38,23737000000.0,0.39,11497000000.0,0.19,2184862000000.0,4.81,3665413000000.0,4.38,4386783000000.0,1.7,2568874000000.0,1.22,2022
112009,600036.XSHG,2024-03-26,2023-12-31,6508865000000.0,8155438000000.0,9987796000000.0,1040687000000.0,3.76,9322842000000.0,619912000000.0,1.73,124454000000.0,36.6988,2.15,2.03,,907308000000.0,13.73,1057754000000.0,16.01,1181487000000.0,17.88,6608021000000.0,79.8101,56.24,95.9,0.95,2.1,12.33,269534000000.0,437.7,32.96,,,,,,,6375958000000.0,97.95,71328000000.0,1.1,16576000000.0,0.26,21554000000.0,0.33,23449000000.0,0.36,2189539000000.0,4.67,4110366000000.0,4.04,,,,,2023
