id,company_id,company_name,code,a_code,b_code,h_code,pub_date,start_date,end_date,report_date,report_type,source_id,source,operate_cash_flow,net_loan_and_advance_decrease,net_deposit_increase,net_borrowing_from_central_bank,net_deposit_in_cb_and_ib_de,net_borrowing_from_finance_co,interest_and_commission_cashin,trade_asset_increase,net_increase_in_placements,net_buyback,tax_levy_refund,net_original_insurance_cash,insurance_cash_amount,net_insurer_deposit_investment,subtotal_operate_cash_inflow,net_loan_and_advance_increase,saving_clients_decrease_amount,net_deposit_in_cb_and_ib,central_borrowing_decrease,other_money_increase,purchase_trade_asset_increase,repurchase_decrease,handling_charges_and_commission,goods_and_services_cash_paid,goods_sale_and_service_render_cash,net_cash_re_insurance,reserve_investment_decrease,original_compensation_paid,policy_dividend_cash_paid,staff_behalf_paid,tax_payments,subtotal_operate_cash_outflow,net_operate_cash_flow,invest_cash_flow,invest_withdrawal_cash,invest_proceeds,gain_from_disposal,subtotal_invest_cash_inflow,invest_cash_paid,impawned_loan_net_increase,fix_intan_other_asset_acqui_cash,subtotal_invest_cash_outflow,net_invest_cash_flow,finance_cash_flow,cash_from_invest,cash_from_bonds_issue,cash_from_borrowing,subtotal_finance_cash_inflow,borrowing_repayment,dividend_interest_payment,subtotal_finance_cash_outflow,net_finance_cash_flow,exchange_rate_change_effect,other_reason_effect_cash,cash_equivalent_increase,cash_equivalents_at_beginning,cash_and_equivalents_at_end,net_profit_cashflow_adjustment,net_profit,assets_depreciation_reserves,fixed_assets_depreciation,intangible_assets_amortization,defferred_expense_amortization,fix_intan_other_asset_dispo_loss,fixed_asset_scrap_loss,fair_value_change_loss,financial_cost,invest_loss,deffered_tax_asset_decrease,deffered_tax_liability_increase,inventory_decrease,operate_receivables_decrease,operate_payable_increase,others,net_operate_cash_flow2,activities_not_relate_major,debt_to_capital,cbs_expiring_in_one_year,financial_lease_fixed_assets,change_info_cash,cash_at_end,cash_at_beginning,equivalents_at_end,equivalents_at_beginning,other_influence2,cash_equivalent_increase2,investment_property_depreciation,net_dec_finance_out,net_cash_received_from_proxy_secu,net_inc_finance_out,net_cash_paid_to_proxy_secu,net_dec_in_placements,credit_impairment_loss
1883,420600036,招商银行股份有限公司,600036.XSHG,600036,,03968,2014-04-29,2014-01-01,2014-03-31,2014-03-31,0,321003,定期报告,,0.0,422512000000.0,,0.0,,56145000000.0,,,,,,,,479952000000.0,162088000000.0,,36406000000.0,,0.0,,,20988000000.0,,,,,,,5540000000.0,,423303000000.0,56649000000.0,,345279000000.0,7959000000.0,,353240000000.0,458636000000.0,,375000000.0,459011000000.0,-105771000000.0,,0.0,0.0,,21307000000.0,,21000000.0,8841000000.0,12466000000.0,394000000.0,,-36262000000.0,349949000000.0,313687000000.0,,0.0,0.0,0.0,,0.0,,,,0.0,,,,,0.0,0.0,0.0,,,,,,,,,,,0.0,,,,,,,,
1885,420600036,招商银行股份有限公司,600036.XSHG,600036,,03968,2014-08-30,2014-01-01,2014-06-30,2014-06-30,0,321003,定期报告,,0.0,941749000000.0,,0.0,,112232000000.0,,,,,,,,1065331000000.0,230371000000.0,,76625000000.0,,0.0,,,43801000000.0,,,,,,,11069000000.0,,656551000000.0,408780000000.0,,226025000000.0,18322000000.0,,244360000000.0,348906000000.0,,2688000000.0,351594000000.0,-107234000000.0,,0.0,15397000000.0,,59109000000.0,26334000000.0,0.0,27376000000.0,31733000000.0,14428000000.0,,347707000000.0,349949000000.0,697656000000.0,,30519000000.0,0.0,0.0,175000000.0,304000000.0,1000000.0,,-42000000.0,0.0,-4222000000.0,-152000000.0,5000000.0,,-508666000000.0,890517000000.0,341000000.0,408780000000.0,,,,,,15680000000.0,15662000000.0,681976000000.0,334287000000.0,0.0,347707000000.0,,,,,,,
1887,420600036,招商银行股份有限公司,600036.XSHG,600036,,03968,2014-10-30,2014-01-01,2014-09-30,2014-09-30,0,321003,定期报告,,0.0,716830000000.0,,0.0,,190959000000.0,,,,,,,,919152000000.0,257535000000.0,,52279000000.0,,0.0,,,68824000000.0,,,,,,,16296000000.0,,767982000000.0,151170000000.0,,350803000000.0,29022000000.0,,379847000000.0,546108000000.0,,2970000000.0,549078000000.0,-169231000000.0,,0.0,15397000000.0,,62266000000.0,29803000000.0,15636000000.0,47052000000.0,15214000000.0,8494000000.0,,5647000000.0,349949000000.0,355596000000.0,,0.0,0.0,0.0,,0.0,,,,0.0,,,,,0.0,0.0,0.0,,,,,,,,,,,0.0,,,,,,,,
1889,420600036,招商银行股份有限公司,600036.XSHG,600036,,03968,2015-03-19,2014-01-01,2014-12-31,2014-12-31,0,321003,定期报告,,0.0,712428000000.0,20000000000.0,195000000.0,,230977000000.0,,,,,,,,996815000000.0,331091000000.0,,59267000000.0,,0.0,,,97185000000.0,,,,,,,29330000000.0,,724642000000.0,272173000000.0,,579100000000.0,39675000000.0,,620074000000.0,787928000000.0,,8125000000.0,796053000000.0,-175979000000.0,,84000000.0,20471000000.0,,74087000000.0,3000000000.0,0.0,52208000000.0,21879000000.0,3449000000.0,,121522000000.0,349949000000.0,471471000000.0,,56049000000.0,392000000.0,0.0,390000000.0,615000000.0,-3000000.0,,-132000000.0,3921000000.0,-4272000000.0,,,,-400785000000.0,625115000000.0,-9117000000.0,272173000000.0,,,,,,14793000000.0,15662000000.0,456678000000.0,334287000000.0,0.0,121522000000.0,,,,,,,
1891,420600036,招商银行股份有限公司,600036.XSHG,600036,,03968,2015-04-29,2015-01-01,2015-03-31,2015-03-31,0,321003,定期报告,,0.0,27732000000.0,12500000000.0,8135000000.0,,73403000000.0,,,,,,,,201044000000.0,108817000000.0,2999000000.0,0.0,,0.0,,,30330000000.0,,,,,,,7281000000.0,,172270000000.0,28774000000.0,,458665000000.0,10485000000.0,,469158000000.0,639058000000.0,,871000000.0,640929000000.0,-171771000000.0,,0.0,0.0,,69300000000.0,,0.0,12094000000.0,57206000000.0,344000000.0,,-85447000000.0,471471000000.0,386024000000.0,,0.0,0.0,0.0,,0.0,,,,0.0,,,,,0.0,0.0,0.0,,,,,,,,,,,0.0,,,,,,,,
1893,420600036,招商银行股份有限公司,600036.XSHG,600036,,03968,2015-08-26,2015-01-01,2015-06-30,2015-06-30,0,321003,定期报告,,0.0,320702000000.0,5000000000.0,0.0,,149467000000.0,,,,,,,,608484000000.0,145103000000.0,,6175000000.0,,0.0,,,61051000000.0,,,,,,,12563000000.0,,287209000000.0,321275000000.0,,352374000000.0,28548000000.0,,380984000000.0,664638000000.0,,4222000000.0,668860000000.0,-287876000000.0,,0.0,3055000000.0,,97154000000.0,41768000000.0,0.0,43653000000.0,53501000000.0,-2674000000.0,,84226000000.0,471471000000.0,555697000000.0,,33169000000.0,155000000.0,0.0,205000000.0,281000000.0,1000000.0,,-197000000.0,0.0,-5985000000.0,-5991000000.0,-21000000.0,,-112290000000.0,404521000000.0,7427000000.0,321275000000.0,,,,,,15359000000.0,14793000000.0,540338000000.0,456678000000.0,0.0,84226000000.0,,,,,,,
1895,420600036,招商银行股份有限公司,600036.XSHG,600036,,03968,2015-10-30,2015-01-01,2015-09-30,2015-09-30,0,321003,定期报告,,0.0,163220000000.0,11000000000.0,0.0,,218240000000.0,,,,,,,,605826000000.0,205531000000.0,18593000000.0,49878000000.0,,0.0,,,82246000000.0,,,,,,,17878000000.0,,429766000000.0,176060000000.0,,573869000000.0,43663000000.0,,617593000000.0,908880000000.0,,2316000000.0,912196000000.0,-294603000000.0,,0.0,3138000000.0,,145658000000.0,46936000000.0,16897000000.0,66429000000.0,79229000000.0,-3075000000.0,,-42389000000.0,471471000000.0,429082000000.0,,0.0,0.0,0.0,,0.0,,,,0.0,,,,,0.0,0.0,0.0,,,,,,,,,,,0.0,,,,,,,,
1897,420600036,招商银行股份有限公司,600036.XSHG,600036,,03968,2016-03-31,2015-01-01,2015-12-31,2015-12-31,0,321003,定期报告,,0.0,281373000000.0,42600000000.0,833000000.0,,244743000000.0,,,,,,,,962603000000.0,347286000000.0,,0.0,,0.0,,,101447000000.0,,,,,,,26638000000.0,,562183000000.0,400420000000.0,,451491000000.0,51407000000.0,,503067000000.0,865591000000.0,,9079000000.0,874670000000.0,-371603000000.0,,83000000.0,200000000.0,,317301000000.0,,0.0,192416000000.0,124885000000.0,10670000000.0,,164372000000.0,471471000000.0,635843000000.0,,58018000000.0,1759000000.0,0.0,427000000.0,599000000.0,-4000000.0,,-3958000000.0,-48175000000.0,-5186000000.0,,,,-210054000000.0,547185000000.0,59809000000.0,400420000000.0,,,,,,14381000000.0,14793000000.0,621462000000.0,456678000000.0,0.0,164372000000.0,,,,,,,
1899,420600036,招商银行股份有限公司,600036.XSHG,600036,,03968,2016-04-29,2016-01-01,2016-03-31,2016-03-31,0,321003,定期报告,,0.0,7392000000.0,39000000000.0,26224000000.0,,72967000000.0,,,,,,,,149378000000.0,114414000000.0,87796000000.0,0.0,,0.0,,,22574000000.0,,,,,,,7950000000.0,,436417000000.0,-287039000000.0,,168485000000.0,8336000000.0,,176842000000.0,207445000000.0,,212000000.0,207657000000.0,-30815000000.0,,0.0,3800000000.0,,206172000000.0,,94529000000.0,104268000000.0,101904000000.0,-431000000.0,,-216381000000.0,635843000000.0,419462000000.0,,0.0,0.0,0.0,,0.0,,,,0.0,,,,,0.0,0.0,0.0,,,,,,,,,,,0.0,,,,,,,,
1901,420600036,招商银行股份有限公司,600036.XSHG,600036,,03968,2016-08-19,2016-01-01,2016-06-30,2016-06-30,0,321003,定期报告,,120950000000.0,,7900000000.0,,85482000000.0,147454000000.0,,,,,,,,378613000000.0,217369000000.0,240082000000.0,22728000000.0,,69928000000.0,,,46249000000.0,,,,,,,14163000000.0,23433000000.0,678939000000.0,-300326000000.0,,475545000000.0,26904000000.0,,502872000000.0,445242000000.0,,2512000000.0,447754000000.0,55118000000.0,,,7910000000.0,,286799000000.0,254400000000.0,,258741000000.0,28058000000.0,-761000000.0,,-217911000000.0,635843000000.0,417932000000.0,,35332000000.0,,1774000000.0,304000000.0,289000000.0,-16000000.0,,2255000000.0,,-8283000000.0,-8484000000.0,-13000000.0,,-332719000000.0,-3358000000.0,12593000000.0,-300326000000.0,,,,,,13603000000.0,14381000000.0,404329000000.0,621462000000.0,,-217911000000.0,,,,,,,
