id,company_id,company_name,code,a_code,b_code,h_code,pub_date,start_date,end_date,report_date,report_type,source_id,source,deposit_in_ib,cash_equivalents,deposit_client,cash_in_cb,settlement_provi,settlement_provi_client,metal,lend_capital,fairvalue_fianancial_asset,other_grow_asset,bought_sellback_assets,interest_receivable,insurance_receivables,recover_receivable,separate_receivable,not_time_fund,not_decide_fund,response_fund,health_fund,margin_loan,deposit_period,loan_and_advance,margin_out,agent_asset,investment_reveiable,advance_payment,hold_for_sale_assets,hold_to_maturity_investments,longterm_equity_invest,finance_out,capital_margin_out,investment_property,other_operate_cash_paid,subtotal_operate_cash_outflow,net_operate_cash_flow,invest_cash_flow,invest_withdrawal_cash,invest_proceeds,other_cash_from_invest_act,gain_from_disposal,subtotal_invest_cash_inflow,inventories,fixed_assets,constru_in_process,intangible_assets,trade_fee,long_deferred_expense,fixed_assets_liquidation,independent_account_asset,deferred_tax_assets,other_asset,total_assets,borrowing_from_centralbank,deposit_in_ib_and_other,shortterm_loan,loan_pledge,borrowing_capital,fairvalue_financial_liability,derivative_financial_liability,sold_buyback_secu_proceeds,deposit_absorb,proxy_secu_proceeds,proxy_sell_proceeds,notes_payable,advance_peceipts,insurance_receive_early,commission_payable,insurance_payable,salaries_payable,taxs_payable,interest_payable,proxy_liability,estimate_liability,compensation_payable,interest_insurance_payable,investment_money,not_time_reserve,not_decide_reserve,live_reserve,longterm_reserve,longterm_loan,bonds_payable,independent_account,deferred_tax_liability,other_liability,total_liability,paidin_capital,capital_reserve_fund,treasury_stock,surplus_reserve_fund,equities_parent_company_owners,retained_profit,minority_interests,currency_mis,total_owner_equities,total_liability_equity,perferred_share_liability,account_receivable,other_equity_tools,perferred_share_equity,pep_debt_equity,other_comprehensive_income,good_will,shortterm_loan_payable,accounts_payable,ordinary_risk_reserve_fund,contract_assets,hold_sale_asset,bond_invest,other_bond_invest,other_equity_tools_invest,contract_liability,usufruct_assets,liease_liability
4084,300027168,西安银行股份有限公司,600928.XSHG,600928,,,2019-04-24,2018-01-01,2018-12-31,2019-03-31,1,321003,定期报告,1597715000.0,,,25960178000.0,,,,1005896000.0,3653509000.0,,745000000.0,954667000.0,,,,,,,,,,128792636000.0,,,14271638000.0,,19878905000.0,42485188000.0,395392000.0,,,,,,,,,,,,,,397148000.0,37667000.0,53842000.0,,,,,910704000.0,582637000.0,241722722000.0,2050000000.0,3813872000.0,,,57135000.0,0.0,,,154535896000.0,,,,,,,,376040000.0,424898000.0,2582596000.0,,,,,,,,,,,57245807000.0,,,688602000.0,221774846000.0,4000000000.0,2133514000.0,,1780039000.0,19947876000.0,8864332000.0,,,19947876000.0,241722722000.0,,,,,,-47835000.0,,,,3217826000.0,,,,,,,,
4085,300027168,西安银行股份有限公司,600928.XSHG,600928,,,2019-04-24,2019-01-01,2019-03-31,2019-03-31,0,321003,定期报告,1940347000.0,,,24420902000.0,,,,421797000.0,13525667000.0,,1988171000.0,,,,,,,,,,,133246073000.0,,,0.0,,,,405725000.0,,,,,,,,,,,,,,378898000.0,39659000.0,53057000.0,,,,,1002952000.0,72936030000.0,250359278000.0,550420000.0,3818896000.0,,,332079000.0,0.0,,2701355000.0,157136913000.0,,,,,,,,309109000.0,351668000.0,,,78067000.0,,,,,,,,,61175100000.0,,,1335909000.0,227789516000.0,4444444000.0,3693354000.0,,1780039000.0,22569762000.0,9185093000.0,,,22569762000.0,250359278000.0,,,,,,249006000.0,,,,3217826000.0,,,,,,,,
6315,300027168,西安银行股份有限公司,600928.XSHG,600928,,,2019-08-28,2018-01-01,2018-12-31,2019-06-30,1,321003,定期报告,1597715000.0,,,25960178000.0,,,,1005896000.0,3653509000.0,,745000000.0,954667000.0,,,,,,,,,,128792636000.0,,,14271638000.0,,19878905000.0,42485188000.0,395392000.0,,,,,,,,,,,,,,397148000.0,37667000.0,53842000.0,,,,,910704000.0,582637000.0,241722722000.0,2050000000.0,3813872000.0,,,57135000.0,0.0,,,154535896000.0,,,,,,,,376040000.0,424898000.0,2582596000.0,,,,,,,,,,,57245807000.0,,,688602000.0,221774846000.0,4000000000.0,2133514000.0,,1780039000.0,19947876000.0,8864332000.0,,,19947876000.0,241722722000.0,,,,,,-47835000.0,,,,3217826000.0,,,,,,,,
6316,300027168,西安银行股份有限公司,600928.XSHG,600928,,,2019-08-28,2019-01-01,2019-06-30,2019-06-30,0,321003,定期报告,2454973000.0,,,27570386000.0,,,,413347000.0,15338499000.0,,4639521000.0,,,,,,,,,,,139125847000.0,,,0.0,,,,413082000.0,,,,,,,,,,,,,,383223000.0,30304000.0,63132000.0,,,,,1080035000.0,63659660000.0,255172009000.0,3551561000.0,4115495000.0,,,175285000.0,0.0,,8045399000.0,163398781000.0,,,,,,,,392706000.0,376896000.0,,,61715000.0,,,,,,,,,50024751000.0,,,2450350000.0,232592939000.0,4444444000.0,3693354000.0,,1780039000.0,22579070000.0,9109605000.0,,,22579070000.0,255172009000.0,,,,,,333802000.0,,,,3217826000.0,,,,,,,,
6554,300027168,西安银行股份有限公司,600928.XSHG,600928,,,2019-10-30,2018-01-01,2018-12-31,2019-09-30,1,321003,定期报告,1597715000.0,,,25960178000.0,,,,1005896000.0,3653509000.0,,745000000.0,954667000.0,,,,,,,,,,128792636000.0,,,14271638000.0,,19878905000.0,42485188000.0,395392000.0,,,,,,,,,,,,,,397148000.0,37667000.0,53842000.0,,,,,910704000.0,582637000.0,241722722000.0,2050000000.0,3813872000.0,,,57135000.0,0.0,,,154535896000.0,,,,,,,,376040000.0,424898000.0,2582596000.0,,,,,,,,,,,57245807000.0,,,688602000.0,221774846000.0,4000000000.0,2133514000.0,,1780039000.0,19947876000.0,8864332000.0,,,19947876000.0,241722722000.0,,,,,,-47835000.0,,,,3217826000.0,,,,,,,,
6555,300027168,西安银行股份有限公司,600928.XSHG,600928,,,2019-10-30,2019-01-01,2019-09-30,2019-09-30,0,321003,定期报告,2945201000.0,,,23518221000.0,,,,200534000.0,18247264000.0,,439345000.0,,,,,,,,,,,143007066000.0,,,0.0,,,,421546000.0,,,,,,,,,,,,,,374642000.0,21725000.0,69888000.0,,,,,1193609000.0,73024371000.0,263463412000.0,550378000.0,4174772000.0,,,512673000.0,0.0,,999781000.0,164680744000.0,,,,,,,,481532000.0,386320000.0,,,88421000.0,,,,,,,,,67296522000.0,,,1143333000.0,240314476000.0,4444444000.0,3693354000.0,,1780039000.0,23148936000.0,9787387000.0,,,23148936000.0,263463412000.0,,,,,,225886000.0,,,,3217826000.0,,,,,,,,
6867,300027168,西安银行股份有限公司,600928.XSHG,600928,,,2020-04-22,2018-01-01,2018-12-31,2019-12-31,1,321003,定期报告,1597715000.0,,,25960178000.0,,,,1005896000.0,3653509000.0,,745000000.0,954667000.0,,,,,,,,,,128792636000.0,,,,,19878905000.0,42485188000.0,395392000.0,,,,,,,,,,,,,,397148000.0,37667000.0,53842000.0,,,,,910704000.0,14854275000.0,241722722000.0,2050000000.0,3813872000.0,,,57135000.0,,,,154535896000.0,,,,,,,,376040000.0,424898000.0,2582596000.0,,,,,,,,,,,57245807000.0,,,688602000.0,221774846000.0,4000000000.0,2133514000.0,,1780039000.0,19947876000.0,8864332000.0,,,19947876000.0,241722722000.0,,,,,,-47835000.0,,,,3217826000.0,,,,,,,,
6868,300027168,西安银行股份有限公司,600928.XSHG,600928,,,2020-04-22,2019-01-01,2019-12-31,2019-12-31,0,321003,定期报告,2200780000.0,,,24770027000.0,,,,665759000.0,15171837000.0,,2026258000.0,,,,,,,,,,,148154763000.0,,,,,,,422317000.0,,,,,,,,,,,,,,369482000.0,23317000.0,70777000.0,,,,,1324692000.0,81129003000.0,276329012000.0,,1264905000.0,,,940575000.0,,,3991885000.0,171296428000.0,,,,,,,,479460000.0,485387000.0,,,122945000.0,,,,,,,,,73001983000.0,,,1134669000.0,252718237000.0,4444444000.0,3693354000.0,,2047271000.0,23610775000.0,9993107000.0,,,23610775000.0,276329012000.0,,,,,,26972000.0,,,,3405627000.0,,,,,,,,
6869,300027168,西安银行股份有限公司,600928.XSHG,600928,,,2020-04-22,2019-01-01,2019-12-31,2020-03-31,1,321003,定期报告,2200780000.0,,,24770027000.0,,,,665759000.0,15171837000.0,,2026258000.0,,,,,,,,,,,148154763000.0,,,,,,,422317000.0,,,,,,,,,,,,,,369482000.0,23317000.0,70777000.0,,,,,1324692000.0,81129003000.0,276329012000.0,,1264905000.0,,,940575000.0,,,3991885000.0,171296428000.0,,,,,,,,479460000.0,485387000.0,,,122945000.0,,,,,,,,,,,,74136652000.0,252718237000.0,4444444000.0,3693354000.0,,2047271000.0,23610775000.0,9993107000.0,,,23610775000.0,276329012000.0,,,,,,26972000.0,,,,3405627000.0,,,,,,,,
6870,300027168,西安银行股份有限公司,600928.XSHG,600928,,,2020-04-22,2020-01-01,2020-03-31,2020-03-31,0,321003,定期报告,2434565000.0,,,22499607000.0,,,,670835000.0,12695955000.0,,785216000.0,,,,,,,,,,,153077425000.0,,,,,,,436203000.0,,,,,,,,,,,,,,360892000.0,18475000.0,72422000.0,,,,,1343392000.0,84780919000.0,279175906000.0,82368000.0,1110328000.0,,,2111994000.0,,,5970763000.0,173840767000.0,,,,,,,,375984000.0,487616000.0,,,108546000.0,,,,,,,,,,,,70636919000.0,254725285000.0,4444444000.0,3693354000.0,,2047271000.0,24450621000.0,10764308000.0,,,24450621000.0,279175906000.0,,,,,,95617000.0,,,,3405627000.0,,,,,,,,
7294,300027168,西安银行股份有限公司,600928.XSHG,600928,,,2020-08-28,2019-01-01,2019-12-31,2020-06-30,1,321003,定期报告,2200780000.0,,,24770027000.0,,,,665759000.0,95521172000.0,,2026258000.0,,,,,,,,,,,148154763000.0,,,,,,,422317000.0,,,,,,,,,,,,,,369482000.0,23317000.0,70777000.0,,,,,1324692000.0,779668000.0,276329012000.0,,1264905000.0,,,940575000.0,,,3991885000.0,171296428000.0,,,,,,,,479460000.0,485387000.0,,,122945000.0,,,,,,,,,,,,74136652000.0,252718237000.0,4444444000.0,3693354000.0,,2047271000.0,23610775000.0,9993107000.0,,,23610775000.0,276329012000.0,,,,,,26972000.0,,,,3405627000.0,,,,,,,,
7295,300027168,西安银行股份有限公司,600928.XSHG,600928,,,2020-08-28,2020-01-01,2020-06-30,2020-06-30,0,321003,定期报告,2379264000.0,,,23835848000.0,,,,674299000.0,98901367000.0,,5316985000.0,,,,,,,,,,,159661496000.0,,,,,,,443655000.0,,,,,,,,,,,,,,347899000.0,18099000.0,79633000.0,,,,,1638542000.0,972618000.0,294269705000.0,3771582000.0,1164297000.0,,,2608281000.0,,,,194374214000.0,,,,,,,,433621000.0,384579000.0,,,194007000.0,,,,,,,,,,,,67303560000.0,270234141000.0,4444444000.0,3693354000.0,,2047271000.0,24035564000.0,10520248000.0,,,24035564000.0,294269705000.0,,,,,,-75380000.0,,,,3405627000.0,,,,,,,,
7484,300027168,西安银行股份有限公司,600928.XSHG,600928,,,2020-10-30,2019-01-01,2019-12-31,2020-09-30,1,321003,定期报告,2200780000.0,,,24770027000.0,,,,665759000.0,15171837000.0,,2026258000.0,,,,,,,,,,,148154763000.0,,,,,,,422317000.0,,,,,,,,,,,,,,369482000.0,23317000.0,70777000.0,,,,,1324692000.0,6386195000.0,276329012000.0,,1264905000.0,,,940575000.0,0.0,,3991885000.0,171296428000.0,,,,,,,,479460000.0,485387000.0,,,122945000.0,,,,,,,,,73001983000.0,,,1134669000.0,252718237000.0,4444444000.0,3693354000.0,,2047271000.0,23610775000.0,9993107000.0,,,23610775000.0,276329012000.0,,,,,,26972000.0,,,,3405627000.0,,,74742808000.0,,,,,
7485,300027168,西安银行股份有限公司,600928.XSHG,600928,,,2020-10-30,2020-01-01,2020-09-30,2020-09-30,0,321003,定期报告,3721810000.0,,,23507291000.0,,,,682118000.0,11681717000.0,,3599717000.0,,,,,,,,,,,163485308000.0,,,,,,,450349000.0,,,,,,,,,,,,,,346034000.0,19127000.0,79311000.0,,,,,1762673000.0,5908579000.0,301225426000.0,7077615000.0,1095231000.0,,,2134698000.0,0.0,,2681451000.0,204665840000.0,,,,,,,,499470000.0,440626000.0,,,253017000.0,,,,,,,,,56146891000.0,,,1499227000.0,276494066000.0,4444444000.0,3693354000.0,,2047271000.0,24731360000.0,11162880000.0,,,24731360000.0,301225426000.0,,,,,,-22216000.0,,,,3405627000.0,,,85981392000.0,,,,,
