day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio,field_set
2022-01-17,001227.XSHE,18.6484,292.7588,29.2759,13.6397,1.248,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2022-01-18,001227.XSHE,1.8806,321.8069,32.1807,14.993,1.3718,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2022-01-19,001227.XSHE,25.6584,354.2724,35.4272,16.5056,1.5102,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2022-01-20,001227.XSHE,58.7691,389.5857,38.9586,18.1509,1.6608,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2022-01-21,001227.XSHE,70.535,410.0902,41.009,19.1062,1.7482,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2022-01-24,001227.XSHE,11.865,369.0812,36.9081,17.1956,1.5733,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2022-01-25,001227.XSHE,51.2607,332.0591,33.2059,15.4707,1.4155,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2022-01-26,001227.XSHE,45.567,301.8719,30.1872,14.0643,1.2868,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2022-01-27,001227.XSHE,38.4467,332.0591,33.2059,15.4707,1.4155,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2022-01-28,001227.XSHE,42.0657,301.8719,30.1872,14.0643,1.2868,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2022-02-07,001227.XSHE,34.8708,311.5546,31.1555,14.5154,1.3281,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2022-02-08,001227.XSHE,47.0474,342.881,34.2881,15.9749,1.4617,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2022-02-09,001227.XSHE,66.1964,359.9681,35.9968,16.771,1.5345,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2022-02-10,001227.XSHE,43.7906,354.8419,35.4842,16.5321,1.5126,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
