id,code,statDate,pubDate,statDate.1,goods_sale_and_service_render_cash,net_deposit_increase,net_borrowing_from_central_bank,net_borrowing_from_finance_co,net_original_insurance_cash,net_cash_received_from_reinsurance_business,net_insurer_deposit_investment,net_deal_trading_assets,interest_and_commission_cashin,net_increase_in_placements,net_buyback,tax_levy_refund,other_cashin_related_operate,subtotal_operate_cash_inflow,goods_and_services_cash_paid,net_loan_and_advance_increase,net_deposit_in_cb_and_ib,original_compensation_paid,handling_charges_and_commission,policy_dividend_cash_paid,staff_behalf_paid,tax_payments,other_operate_cash_paid,subtotal_operate_cash_outflow,net_operate_cash_flow,invest_withdrawal_cash,invest_proceeds,fix_intan_other_asset_dispo_cash,net_cash_deal_subcompany,other_cash_from_invest_act,subtotal_invest_cash_inflow,fix_intan_other_asset_acqui_cash,invest_cash_paid,impawned_loan_net_increase,net_cash_from_sub_company,other_cash_to_invest_act,subtotal_invest_cash_outflow,net_invest_cash_flow,cash_from_invest,cash_from_mino_s_invest_sub,cash_from_borrowing,cash_from_bonds_issue,other_finance_act_cash,subtotal_finance_cash_inflow,borrowing_repayment,dividend_interest_payment,proceeds_from_sub_to_mino_s,other_finance_act_payment,subtotal_finance_cash_outflow,net_finance_cash_flow,exchange_rate_change_effect,cash_equivalent_increase,cash_equivalents_at_beginning,cash_and_equivalents_at_end,requested_period
239652,001227.XSHE,2022-03-31,2022-04-28,2022-03-31,,6778558637.34,1098215346.81,,,,,80133480.0,5028588618.58,,,,7289340610.88,20274836693.61,,,1407816558.94,,2746003778.51,,431969063.71,449134013.66,16059201218.01,21094124632.83,-819287939.22,6658203000.0,28897772.15,6792504.58,,,6693893276.73,37972776.03,6425900000.0,,,,6463872776.03,230020500.7,1972286311.55,,,,,1972286311.55,,,,19181478.7,19181478.7,1953104832.85,1721536.82,1365558931.15,3286392517.25,4651951448.4,2022q1
246547,001227.XSHE,2022-06-30,2022-08-30,2022-06-30,,9676556553.42,,,,,,,5070455624.09,,,,-6488216431.17,23333049594.83,,,294893758.4,,3020753151.59,,269081317.24,280173740.43,8312897433.19,15685996272.69,7647053322.14,6084345856.59,74405193.31,-362504.58,,,6158388545.32,7113830.13,12710447447.4,,,,12717561277.53,-6559172732.21,-3952830.14,,,,,-3952830.14,,,,10364179.94,2084855927.66,-2088808757.8,-1514945.06,-1002443112.93,4651951448.39,3649508335.46,2022q2
251536,001227.XSHE,2022-09-30,2022-10-29,2022-09-30,,5206217799.44,,,,,,,4679888451.95,,,,18326762385.56,11960265961.65,,7048780659.11,-456462496.36,,2627479711.14,,208148291.47,261497915.95,4888309535.08,14577753616.39,-2617487654.74,9191042697.15,122860113.34,0.0,,,9313902810.49,35869420.85,5003831082.48,,,,5039700503.33,4274202307.16,229952.83,,,,,229952.83,0.0,586706145.37,,8684137.04,595390282.41,-595160329.58,-246819.54,1061307503.3,3649508335.46,4710815838.76,2022q3
261772,001227.XSHE,2022-12-31,2023-04-29,2022-12-31,,2739123744.16,,,,,,,4718293243.79,,,,-1530896038.06,5947312510.1,,1940587701.53,-405277478.83,,2217554484.45,,577008652.87,304288203.66,-3774969423.04,859192140.64,5088120369.46,2646696446.26,-148963788.46,661962552.61,,,3159695210.41,37366904.46,4328444526.41,,,,4365811430.87,-1206116220.46,0.0,,,,,0.0,0.0,256633950.04,,14984163.91,271618113.95,-271618113.95,-23987197.44,3586398837.61,4710815838.76,8297214676.37,2022q4
262091,001227.XSHE,2023-03-31,2023-04-29,2023-03-31,,20632078752.64,572865229.11,150000000.0,,,,,4383910404.83,,1803566756.91,,424385579.66,27966806723.15,,4073674294.59,,,3674484307.0,,523371462.2,312766904.79,16252726361.37,24837023329.95,3129783393.2,3174667271.84,19400218.28,1093619.07,,,3195161109.19,19560546.59,8204000000.0,,,,8223560546.59,-5028399437.4,,,,,,,,224086.4,,13535204.11,13759290.51,-13759290.51,-40227.78,-1912415562.49,8297214676.37,6384799113.88,2023q1
264699,001227.XSHE,2023-06-30,2023-08-26,2023-06-30,,8305291934.59,1499516619.5,,,,,,5506382028.28,,,,3222791078.52,16580414903.98,,11254750416.53,,,3016137970.62,,230405168.0,446919871.33,1880927434.04,16829140860.52,-248725956.54,7387750749.49,17424802.75,255129235.51,,,7660304787.75,13514904.17,6717082030.59,,,,6730596934.76,929707852.99,,,,,,,,3694484.99,,10139018.13,13833503.12,-13833503.12,458474.38,667606867.71,6384799113.88,7052405981.59,2023q2
270866,001227.XSHE,2023-09-30,2023-10-28,2023-09-30,,-7058395478.89,-367981492.71,,,,,,4458012002.28,,,,-1433182636.72,-559027417.83,,3867402755.34,,,2465313510.86,,370534408.91,286770627.74,-5899059852.34,1090961450.51,-1649988868.34,11060349788.0,-5644303.66,8332336.82,,,11063037821.16,21941320.13,10562780773.68,,,,10584722093.81,478315727.35,,,,,,,,708701008.7,,10341275.64,719042284.34,-719042284.34,23737719.9,-1866977705.43,7052405981.59,5185428276.16,2023q3
280592,001227.XSHE,2023-12-31,2024-04-27,2023-12-31,,-6593701414.05,-140575142.82,,,,,617754872.38,5100699960.85,,,,-67407523.29,335335208.73,,2490863529.99,,,2614738749.71,,410310354.34,68933617.31,-9451015613.88,-2815278966.07,3150614174.8,-366825514.25,54757349.2,130758735.95,,,-181309429.1,2638804.48,2227446116.63,,,,2230084921.11,-2411394350.21,,,,,,,,241604777.8,,8736202.57,250340980.37,-250340980.37,-20030067.62,468848776.6,5185428276.16,5654277052.76,2023q4
280513,001227.XSHE,2024-03-31,2024-04-27,2024-03-31,,9671416338.7,,,,,,,4427497845.55,,,,737325589.44,15605373940.35,,10675369716.59,,,3417005713.23,,463321246.45,253370155.2,1001958085.79,16998915065.08,-1393541124.73,3983355907.85,6546718.72,106541922.52,,,4096444549.09,1491961.15,2560000000.0,,,,2561491961.15,1534952587.94,,,,,,,,43868.95,,12893652.48,12937521.43,-12937521.43,-33799.62,128440142.16,5654277052.76,5782717194.92,2024q1
286888,001227.XSHE,2024-06-30,2024-08-29,2024-06-30,,8704234694.2,,,,,,,5239629535.75,,,,4091091832.68,17265821895.97,,-3120313509.72,,,3127695349.57,,271308057.96,256111245.52,16685311348.22,16606581339.54,659240556.43,9747990813.46,2278168.47,292172742.67,,,10042441724.6,29431984.17,11860000000.0,,,,11889431984.17,-1846990259.57,,,,,,,,454.99,,12956741.46,12957196.45,2987042803.55,1430536.96,1800723637.37,5782717194.92,7583440832.29,2024q2
291364,001227.XSHE,2024-09-30,2024-10-29,2024-09-30,,1648458417.92,,,,,,,6000201675.9,,,,-4762464841.59,6864382166.99,,2246357380.11,,,2109076620.73,,531543218.84,521795208.46,-3823766052.19,6377843106.55,486539060.44,5830000000.0,166570992.34,-31127261.96,,,5965443730.38,55987663.29,4445900000.0,,,,4501887663.29,1463556067.09,,,,0.0,,0.0,,557667076.56,,7633807.16,565300883.72,-565300883.72,-1432392.13,1383361851.68,7583440832.29,8966802683.97,2024q3
315480,001227.XSHE,2024-12-31,2025-04-28,2024-12-31,,3524085648.83,,,,,,,2062362732.43,,,,-43419455.68,6864811320.87,,-2026703541.59,101945286.43,,1295865932.33,,193917093.7,-88902801.15,-3602067751.36,-8202248235.37,15067059556.24,11609238952.88,-8115902.6,221271011.57,,,11822394061.85,28227520.46,29826681535.23,,,,29828176894.67,-18005782832.82,,,,0.0,,0.0,,239999999.97,,15189822.43,255189822.4,-255189822.4,-399261.84,-3194312360.82,8966802683.97,5772490323.15,2024q4
315545,001227.XSHE,2025-03-31,2025-04-28,2025-03-31,,5634151823.6,468141212.04,,,,,5920601777.02,4526021384.19,,,,2013581625.38,25595247914.47,,17699336199.65,,,3612217834.55,,425088635.37,362432521.5,295997676.65,24278936201.93,1316311712.54,15145484895.9,168335111.81,40764415.09,,,15354584422.8,36050961.75,19135912046.58,,,,19171963008.33,-3817378585.53,,,,,,,,291702251.38,,,291702251.38,-291702251.38,475145.22,-2792293979.15,5772490323.15,2980196344.0,2025q1
323013,001227.XSHE,2025-06-30,2025-08-28,2025-06-30,,6298943846.81,,,,,,-332860837.04,3657830781.58,,,,663779985.37,12688939165.2,,-5428063228.25,,,990746419.36,,282327431.61,252771116.78,4616369160.57,2220194855.42,10468744309.78,4986647135.63,-11091260.35,487441129.11,,,5462997004.39,59981031.02,13261945515.87,,,,13321926546.89,-7858929542.5,,,,,,,,78992913.9,,,105438142.18,-105438142.18,-1156608.76,2503220016.34,2980196344.0,5483416360.34,2025q2
329691,001227.XSHE,2025-09-30,2025-10-31,2025-09-30,,6142581492.89,,,,,,-5126555290.28,4241739928.85,3043600000.0,-5113001467.45,,802649272.19,4491013936.2,,1935050353.32,,,2140877201.35,,383286816.16,257776052.24,-3675811627.25,2168862446.24,2322151489.96,0.0,70431687.26,0.0,,,70431687.26,5233191.24,7490947358.41,,,,7496180549.65,-7425748862.39,,,,,,,,296583421.78,,689600.95,297273022.73,6702726977.27,0.0,1599129604.84,5483416360.34,7082545965.18,2025q3
337165,001227.XSHE,2025-12-31,2026-04-28,2025-12-31,,15622681681.17,,,,,,423798182.75,3310790541.69,,-1567884959.81,,53510112.65,15716884751.23,,-4999001550.69,,,2600017071.17,,388917319.05,316258357.66,6041829253.45,3032701502.91,12684183248.32,11928739121.18,51611837.59,883541634.07,,,12863892592.84,64904826.49,19861279183.0,,,,19929994400.82,-7066101807.98,,,,0.0,,0.0,,240011676.42,,32664152.62,5272675829.04,-5272675829.04,1165695.48,346571306.78,7082545965.18,7429117271.96,2025q4
336273,001227.XSHE,2026-03-31,2026-04-28,2026-03-31,,20122404353.47,5117571257.62,,,,,,3901103495.01,,,,1680235711.13,30821314817.23,,9227826752.88,,,3402581174.67,,457862363.37,238482721.12,16238474813.74,32542916058.03,-1721601240.8,20886939763.98,166452242.35,93047126.93,,,21146439133.26,39199833.24,18666302763.45,,,32918271.83,18738420868.52,2408018264.74,,,,,,,,279789040.48,,11099350.45,290888390.93,-290888390.93,74277.82,395602910.83,7429117271.96,7824720182.79,2026q1
