id,code,statDate,pubDate,statDate.1,total_operating_revenue,operating_revenue,interest_income,premiums_earned,commission_income,total_operating_cost,operating_cost,interest_expense,commission_expense,refunded_premiums,net_pay_insurance_claims,withdraw_insurance_contract_reserve,policy_dividend_payout,reinsurance_cost,operating_tax_surcharges,sale_expense,administration_expense,financial_expense,asset_impairment_loss,fair_value_variable_income,investment_income,invest_income_associates,exchange_income,operating_profit,non_operating_revenue,non_operating_expense,disposal_loss_non_current_liability,total_profit,income_tax_expense,net_profit,np_parent_company_owners,minority_profit,basic_eps,diluted_eps,other_composite_income,total_composite_income,ci_parent_company_owners,ci_minority_owners,rd_expenses,asset_deal_income,sust_operate_net_profit,discon_operate_net_profit,credit_impairment_loss,net_open_hedge_income,interest_cost_fin,interest_income_fin,other_earnings,other_composite_income_mino_at,requested_period
223217,001227.XSHE,2022-03-31,2022-04-28,2022-03-31,1785589455.72,1785589455.72,1401918137.09,,104206350.48,1228063250.12,,,,,0.0,0.0,,0.0,26743964.05,,604125347.92,,,-125820634.94,399768489.39,2456243.86,1721536.82,557526205.6,609370.84,2168492.93,,555967083.51,51057203.97,504909879.54,489711765.17,15198114.37,0.08,,-62062304.41,442847575.13,427649460.76,15198114.37,,2654689.3,504909879.54,,596761048.96,,,,922275.47,,2022q1
234642,001227.XSHE,2022-06-30,2022-08-30,2022-06-30,2018049144.85,2018049144.85,1423462495.99,,88816180.46,1708335782.88,,,,,0.0,0.0,,0.0,98059707.05,,456470753.96,,,111755795.78,392037116.13,-3171370.55,0.0,309713361.97,2123256.33,308082.06,,311528536.24,-32361908.05,343890444.29,340048897.82,3841546.47,0.0534,0.1267,16380457.78,360270902.07,356429355.6,3841546.47,,-13333.35,343890444.29,,1749728903.98,,,,63728.5,,2022q2
240173,001227.XSHE,2022-09-30,2022-10-29,2022-09-30,1881257218.65,1881257218.65,1442207638.03,,82588740.74,1245913255.43,,,,,0.0,0.0,,0.0,39720794.45,,678086385.37,,26000000.0,-119297293.3,473840202.72,-1922845.1,0.0,635343963.22,8941406.06,17690632.62,,626594736.66,95447070.84,531147665.82,516441589.6,14706076.22,0.0806,0.0804,266253647.61,797401313.43,782695237.21,14706076.22,,2532.92,531147665.82,,2250872332.45,,,,1021079.18,,2022q3
256099,001227.XSHE,2022-12-31,2023-04-29,2022-12-31,1765351044.97,1765351044.97,1620269842.03,,89614330.16,1571615027.35,,,,,0.0,0.0,,0.0,29169428.73,,585530203.64,,138694984.59,-80159983.78,170660514.13,-12461301.59,-39694561.02,193736017.62,2551528.66,-1753758.64,,198041304.92,-195531844.74,393573149.66,387563209.49,6009940.17,0.0581,,-211613637.84,181959511.82,175949571.65,6009940.17,,-2478266.09,393573149.66,,3094414969.6,,,,15134.82,,2022q4
256494,001227.XSHE,2023-03-31,2023-04-29,2023-03-31,1999545918.93,1999545918.93,1468378375.92,,123430149.3,1375809988.26,,,,,0.0,0.0,,0.0,32070198.28,,628966666.68,,,21018885.8,383101730.54,-2126613.78,423779.43,623735930.67,3198175.43,799785.85,,626134320.25,71107479.07,555026841.18,540910881.86,14115959.32,0.0844,0.0844,-9678561.79,545348279.39,531232320.07,14115959.32,,1093619.07,555026841.18,,714125182.2,,,,1071322.57,,2023q1
265410,001227.XSHE,2023-06-30,2023-08-26,2023-06-30,2145069563.88,2145069563.88,1579006171.89,,63170096.21,1753387456.89,,,,,0.0,0.0,,0.0,29599208.85,,550742736.47,,128324523.23,189956173.08,302417543.0,28693007.48,-842026.03,391682106.99,-2599165.26,5003057.42,,384079884.31,-48501546.65,432581430.96,417199367.46,15382063.5,0.0641,,263853748.1,696435179.06,681053115.56,15382063.5,,4631018.14,432581430.96,,1757651993.82,,,,105680.8,,2023q2
275154,001227.XSHE,2023-09-30,2023-10-28,2023-09-30,2096503559.64,2096503559.64,1491231892.8,,59988732.79,1489402763.58,,,,,0.0,0.0,,0.0,30417924.27,,608917087.53,,128617374.26,113784058.31,439042682.04,-4036156.27,-23737719.9,607100796.06,7257.35,2858128.36,,604249925.05,68549515.76,535700409.29,522425899.24,13274510.05,0.0806,,-29345351.06,506355058.23,493080548.18,13274510.05,,8612976.83,535700409.29,,2606966623.04,,,,5016486.62,,2023q3
307718,001227.XSHE,2023-12-31,2024-04-27,2023-12-31,1774713899.55,1774713899.55,1397768075.48,,21818731.65,1507114876.91,,,,,0.0,0.0,,0.0,23353861.19,,646655962.0,,217816679.84,224282963.75,168406705.1,-43984775.18,1097096.01,267599022.64,11174883.28,14567877.99,,264206027.93,-125189091.5,389395119.43,383302313.43,6092806.0,0.0586,0.0,183994131.0,573389250.43,567296444.43,6092806.0,,-42866036.59,389395119.43,,3353772369.66,,,,27429.9,,2023q4
307615,001227.XSHE,2024-03-31,2024-04-27,2024-03-31,1972917652.61,1972917652.61,1656764399.75,,95638957.0,1352095218.72,,,,,0.0,0.0,,0.0,26567814.62,,589662423.95,,,-45161477.07,254791772.65,,33799.62,620822433.89,1348045.32,380749.84,,621789729.37,61763795.65,560025933.72,545701195.21,14324738.51,0.09,0.0,360542826.85,920568760.57,906244022.06,14324738.51,,8606354.01,560025933.72,,735250185.18,,,,948061.49,,2024q1
535985,001227.XSHE,2024-06-30,2024-08-29,2024-06-30,2022024065.21,2022024065.21,1640321810.46,,81646657.04,1654121146.81,,,,,0.0,0.0,,0.0,50179776.7,,563392202.32,,,24493538.89,282796638.71,,111926.35,367902918.4,-682521.14,1290141.95,,365930255.31,-44799705.74,410729961.05,397743071.66,12986889.39,0.059000000000000004,0.0,298836036.63,709565997.68,696579108.29,12986889.39,,-11855258.46,410729961.05,,1775182082.46,,,,221375.06,,2024q2
