id,code,statDate,pubDate,statDate.1,cash_equivalents,settlement_provi,lend_capital,trading_assets,bill_receivable,account_receivable,advance_payment,insurance_receivables,reinsurance_receivables,reinsurance_contract_reserves_receivable,interest_receivable,dividend_receivable,other_receivable,bought_sellback_assets,inventories,non_current_asset_in_one_year,other_current_assets,total_current_assets,loan_and_advance,hold_for_sale_assets,hold_to_maturity_investments,longterm_receivable_account,longterm_equity_invest,investment_property,fixed_assets,constru_in_process,construction_materials,fixed_assets_liquidation,biological_assets,oil_gas_assets,intangible_assets,development_expenditure,good_will,long_deferred_expense,deferred_tax_assets,other_non_current_assets,total_non_current_assets,total_assets,shortterm_loan,borrowing_from_centralbank,deposit_in_interbank,borrowing_capital,trading_liability,notes_payable,accounts_payable,advance_peceipts,sold_buyback_secu_proceeds,commission_payable,salaries_payable,taxs_payable,interest_payable,dividend_payable,other_payable,reinsurance_payables,insurance_contract_reserves,proxy_secu_proceeds,receivings_from_vicariously_sold_securities,non_current_liability_in_one_year,other_current_liability,total_current_liability,longterm_loan,bonds_payable,longterm_account_payable,specific_account_payable,estimate_liability,deferred_tax_liability,other_non_current_liability,total_non_current_liability,total_liability,paidin_capital,capital_reserve_fund,treasury_stock,specific_reserves,surplus_reserve_fund,ordinary_risk_reserve_fund,retained_profit,foreign_currency_report_conv_diff,equities_parent_company_owners,minority_interests,total_owner_equities,total_sheet_owner_equities,other_comprehensive_income,deferred_earning,loan_and_advance_current_assets,derivative_financial_asset,hold_sale_asset,loan_and_advance_noncurrent_assets,derivative_financial_liability,hold_sale_liability,estimate_liability_current,deferred_earning_current,preferred_shares_noncurrent,pepertual_liability_noncurrent,longterm_salaries_payable,other_equity_tools,preferred_shares_equity,pepertual_liability_equity,receivable_fin,usufruct_assets,contract_assets,bond_invest,other_bond_invest,other_equity_tools_invest,other_non_current_financial_assets,contract_liability,lease_liability,requested_period
239285,001227.XSHE,2022-03-31,2022-04-28,2022-03-31,31029379250.71,,28260020101.33,41717501418.63,,,,,,0.0,,,,2990118537.6,,,,,,,,,112066913.4,32907564.1,1176718596.31,90000.0,,,,,112955160.27,,,,2528928007.66,,,412741559125.95,0.0,18676058580.99,325366102414.23,2544980660.51,112022997.95,,,,21403082338.58,,62930764.36,388282507.46,,,,,0.0,,,,,,,10962497913.62,,,211748826.16,251322059.7,,,381322217850.06,5695697168.0,5558468355.1,,,1701657070.4,5103500046.32,7734596929.79,,31107643543.88,311697732.01,31419341275.89,412741559125.95,314993408.24,,,,,,,,,,,,,4998730566.03,,,,121014141.26,,55386576008.7,32464738932.55,8250000.0,,,93771921.07,2022q1
245922,001227.XSHE,2022-06-30,2022-08-30,2022-06-30,30295687807.4,,31054186582.6,47366956242.08,,,,,,0.0,,,,5760106264.73,,,,,,,,,107365622.85,32070097.25,1158423270.35,90000.0,,,,,113193387.65,,,,2641299295.55,,,433070903037.09,0.0,17155701893.71,331363968411.69,3578187277.77,230110960.27,,,,33813551966.68,,76541002.77,316533697.01,,,,,0.0,,,,,,,12935520730.03,,,260992199.63,277795749.51,,,401860860575.93,5695697168.0,5558468355.1,,,1701657070.4,5103500046.32,7505076110.81,,30894503182.68,315539278.48,31210042461.16,433070903037.09,331373866.02,,,,,,,,,,,,,4998730566.03,,4998730566.03,,112446582.74,,60901149263.2,33546425617.93,8250000.0,,,86323542.58,2022q2
250796,001227.XSHE,2022-09-30,2022-10-29,2022-09-30,30943603568.9,,31205768124.33,44902190643.77,,,,,,0.0,,,,8432897564.28,,,,,,,,,105442777.75,31919286.29,1150331362.52,90000.0,,,,,117741056.77,,,,2619010127.03,,,437117932153.5,0.0,12926639452.15,335669855417.83,3485342541.67,293351874.25,,,,35390646224.56,,88188603.52,359640494.46,,,,,0.0,,,,,,,14297337413.32,,,211748826.16,390235853.03,,,405140258426.08,5695697168.0,5558698307.93,,,1701657070.4,5103500046.32,8021517700.41,,31677428372.72,300245354.7,31977673727.42,437117932153.5,597627513.63,,,,,,,,,,,,,4998730566.03,,4998730566.03,,103613372.33,,60361265997.97,29964199437.82,8250000.0,,,83300729.51,2022q3
261042,001227.XSHE,2022-12-31,2023-04-29,2022-12-31,34121994287.57,,35308848587.27,36919914859.72,,,,,,0.0,,,,5454875133.38,,,,,,,,,112981476.16,31103096.8,1142432082.47,90000.0,,,,,112022369.89,,,,2833523632.7,,,435926402489.76,0.0,9874669985.7,335380575352.07,3638746805.56,161265602.18,,,,34945237568.17,,101793280.98,335825500.37,,,,,0.0,,,,,,,17846176279.88,,,248914797.14,247076651.76,,,404006769250.52,5695697168.0,5558698307.93,,,1873564169.49,5557400716.26,7543273140.87,,31613377944.37,306255294.87,31919633239.24,435926402489.76,386013875.79,,,,,,,,,,,,,4998730566.03,,4998730566.03,,90666572.47,,61447070643.75,30605881806.61,8250000.0,,,67591966.81,2022q4
261361,001227.XSHE,2023-03-31,2023-04-29,2023-03-31,32101466687.86,,40807889767.8,38394866492.58,,,,,,0.0,,,,11802184556.06,,,,,,,,,110854862.38,30952285.84,1130537475.83,90000.0,,,,,116686943.63,,,,2849311533.05,,,462288590882.98,0.0,10444386930.64,351231508919.77,3885940222.23,,,,,39490571740.5,,76218384.42,325795899.68,,,,,0.0,,,,,,,22472889116.57,,,248914797.14,265890078.1,,,429823609364.35,5695697168.0,5558698307.93,,,1873564169.49,5557400716.26,8084184022.73,,32144610264.44,320371254.19,32464981518.63,462288590882.98,376335314.0,,,,,,,,,,,,,4998730566.03,,4998730566.03,,83714873.58,,65987425853.14,31159893540.06,8250000.0,,,60325635.5,2023q1
263978,001227.XSHE,2023-06-30,2023-08-26,2023-06-30,30906494193.81,,41597366669.96,41594039606.71,,,,,,0.0,,,,4018753795.92,,,,,,,,,98991199.55,29871834.79,1094743639.16,90000.0,,,,,123677382.87,,,,3072139655.91,,,461504152811.54,0.0,11948170388.86,357792273752.37,1355237333.33,,,,,30448967254.65,,79782364.83,388690115.76,,,,,0.0,,,,,,,24174707636.38,,,240448653.88,401501733.7,,,429032294571.01,5695697168.0,5558141637.62,,,1873049935.53,5557400716.26,7813046152.14,,32136255237.68,335603002.85,32471858240.53,461504152811.54,640189062.1,,,,,,,,,,,,,4998730566.03,,4998730566.03,,75551491.69,,65485953451.93,28348659446.11,8250000.0,,,54691321.94,2023q2
270126,001227.XSHE,2023-09-30,2023-10-28,2023-09-30,29344354059.48,,40568616806.84,33688458403.85,,,,,,0.0,,,,9255258557.72,,,,,,,,,93425123.28,29268587.33,1074184186.48,341606.77,,,,,133348158.02,,,,3096983247.56,,,458797985999.2,0.0,11575922057.43,361743059924.43,2584449722.22,332398461.26,,,,31209469125.05,,88468014.39,371654099.41,,,,,0.0,,,,,,,15668145250.86,,,248914797.14,443880651.39,,,425849772700.44,5695697168.0,5558141637.62,,,1873049935.53,5557400716.26,8335472051.39,,32629335785.87,318877512.89,32948213298.76,458797985999.2,610843711.04,,,,,,,,,,,,,4998730566.03,,4998730566.03,,92066544.03,,66578374706.29,29161908709.18,8250000.0,,,72307975.18,2023q3
281640,001227.XSHE,2023-12-31,2024-04-27,2023-12-31,29355994739.39,,36603425608.7,32979948231.43,,,,,,0.0,,,,4037088381.41,,,,,,,,,49440348.1,29498472.16,1060534594.51,341606.77,,,,,137921814.22,,,,3162279045.3,,,453410501316.53,0.0,11439425863.21,353772162279.27,2603329444.45,,,,,34240383871.65,,88121922.87,193007663.72,,,,,0.0,,,,,,,15751754229.29,,,255992183.92,548147711.89,,,420128898767.34,5695697168.0,5558141637.62,,,2056639522.61,5857760258.5,7994825235.49,,32956632230.29,324970318.9,33281602549.19,453410501316.53,794837842.04,,,,,,,,,,,,,4998730566.03,,4998730566.03,,114094082.05,,69278869410.73,29836024044.27,535932735.37,,,95125062.76,2023q4
281561,001227.XSHE,2024-03-31,2024-04-27,2024-03-31,29104525322.75,,35878223181.0,33636407288.25,,,,,,0.0,,,,4840169954.37,,,,,,,,,49440348.1,28793806.79,1040494410.78,341606.77,,,,,127592671.78,,,,3178477407.42,,,462822780175.32,0.0,11111531757.52,357060818424.26,2351196999.99,,,,,33983612003.0,,75238482.06,242472667.34,,,,,0.0,,,,,,,21483883024.46,,,255992183.92,679746706.15,,,428620608865.56,5695697168.0,5558141637.62,,,2056639522.61,5857760258.5,8540526430.7,,33862876252.35,339295057.41,34202171309.76,462822780175.32,1155380668.89,,,,,,,,,,,,,4998730566.03,,4998730566.03,,125400861.95,,67531496628.62,30520432528.59,535932735.37,,,103734121.03,2024q1
512275,001227.XSHE,2024-06-30,2024-08-29,2024-06-30,29055682958.65,,41440836726.7,39056359376.99,,,,,,0.0,,,,2255117217.11,,,,,,,,,42929391.28,29827088.11,1025735427.61,624625.64,,,,,122036980.86,,,,3419973928.97,,,470693859428.16,0.0,11224831776.19,368323891940.99,2101144500.0,793451884.75,,,,28709522488.47,,78081657.62,426214748.73,,,,,0.0,,,,,,,21786988772.84,,,257996511.68,771814313.75,,,436351691837.52,5695697168.0,5558141637.62,,,2056639522.61,5857760258.5,8368699785.56,,33989885643.84,352281946.8,34342167590.64,470693859428.16,1454216705.52,,,,,,,,,,,,,4998730566.03,,4998730566.03,,115216153.04,,64397830061.29,34230649295.53,535932735.37,,,94117102.67,2024q2
