id,code,pubDate,statDate,total_loan,total_deposit,interest_earning_assets,non_interest_earning_assets,interest_earning_assets_yield,interest_bearing_liabilities,non_interest_bearing_liabilities,interest_bearing_liabilities_interest_rate,non_interest_income,non_interest_income_ratio,net_interest_margin,net_profit_margin,core_level_capital,net_core_level_capital,core_level_capital_adequacy_ratio,net_level_1_capital,level_1_capital_adequacy_ratio,net_capital,capital_adequacy_ratio,weighted_risky_asset,deposit_loan_ratio,short_term_asset_liquidity_ratio_CNY,short_term_asset_liquidity_ratio_FC,Nonperforming_loan_rate,single_largest_customer_loan_ratio,top_ten_customer_loan_ratio,bad_debts_reserve,non_performing_loan_provision_coverage,cost_to_income_ratio,former_core_capital,former_net_core_capital,former_net_core_capital_adequacy_ratio,former_net_capital,former_capital_adequacy_ratio,former_weighted_risky_asset,normal_amount,normal_amount_ratio,concerned_amount,concerned_amount_ratio,secondary_amount,secondary_amount_ratio,suspicious_amount,suspicious_amount_ratio,loss_amount,loss_amount_ratio,short_term_loan_average_balance,short_term_loan_annualized_average_interest_rate,mid_term_loan_annualized_average_balance,mid_term_loan_annualized_average_interest_rate,enterprise_deposits_average_balance,enterprise_deposits_average_interest_rate,savings_deposit_average_balance,savings_deposit_average_interest_rate,requested_year
110551,601998.XSHG,2015-03-21,2014-12-31,2187908000000.0,2849574000000.0,3943793000000.0,195022000000.0,5.21,3665163000000.0,206306000000.0,3.02,29975000000.0,24.0,2.4,2.19,263988000000.0,262786000000.0,8.93,264582000000.0,8.99,362848000000.0,12.33,2941627000000.0,73.08,52.59,40.45,1.3,2.75,12.14,51576000000.0,181.26,30.32,,,,,,,2091293000000.0,95.58,68161000000.0,3.12,14618000000.0,0.67,11773000000.0,0.54,2063000000.0,0.09,1158337000000.0,6.37,916056000000.0,6.24,2247591000000.0,2.36,518999000000.0,2.74,2014
110622,601998.XSHG,2016-03-24,2015-12-31,2528800000000.0,3182775000000.0,4519131000000.0,603161000000.0,4.77,4216842000000.0,585764000000.0,2.64,40701000000.0,28.0,2.31,2.13,317815000000.0,316159000000.0,9.12,317987000000.0,9.17,411740000000.0,11.87,3468135000000.0,75.63,42.48,89.27,1.43,2.48,14.6,60497000000.0,167.81,27.85,,,,,,,2402338000000.0,95.0,90392000000.0,3.57,20876000000.0,0.83,11238000000.0,0.44,3936000000.0,0.16,1178627000000.0,5.56,1148706000000.0,6.14,2498285000000.0,2.15,505575000000.0,2.17,2015
110534,601998.XSHG,2017-03-23,2016-12-31,2877927000000.0,3639290000000.0,5318262000000.0,612788000000.0,4.01,5057273000000.0,489281000000.0,2.12,47643000000.0,31.0,2.0,1.89,344317000000.0,342563000000.0,8.64,382670000000.0,9.65,475008000000.0,11.98,3964448000000.0,79.0794,40.98,63.37,1.69,2.71,16.4,75543000000.0,155.5,27.55,,,,,,,2753128000000.0,95.66,76219000000.0,2.65,20267000000.0,0.7,18021000000.0,0.63,10292000000.0,0.36,1245091000000.0,,1496772000000.0,,2765481000000.0,,538002000000.0,,2016
110729,601998.XSHG,2018-03-27,2017-12-31,3196887000000.0,3407636000000.0,,5677691000000.0,,,5265258000000.0,0.0,57063000000.0,36.4,2.03,1.87,,366567000000.0,8.49,403378000000.0,9.34,502821000000.0,11.65,4317502000000.0,93.8154,45.29,84.11,1.68,2.25,16.88,90903000000.0,169.44,29.92,,,,,,,3074855000000.0,96.18,68384000000.0,2.14,21931000000.0,0.68,25157000000.0,0.79,6560000000.0,0.21,1138694000000.0,4.21,1925675000000.0,4.85,2810846000000.0,1.62,536007000000.0,1.45,2017
110776,601998.XSHG,2019-03-27,2018-12-31,3608412000000.0,3649611000000.0,5396368000000.0,670346000000.0,4.48,5194252000000.0,419376000000.0,2.48,51942000000.0,31.5,2.31,2.22,403354000000.0,403354000000.0,8.62,441122000000.0,9.43,583393000000.0,12.47,4677713000000.0,54.1,50.8,59.85,1.77,2.44,14.49,101100000000.0,157.98,30.57,,,,,,,3459343000000.0,95.87,85041000000.0,2.36,26141000000.0,0.72,30779000000.0,0.85,7108000000.0,0.2,1199731000000.0,4.54,2205847000000.0,5.04,2895609000000.0,1.88,630667000000.0,1.89,2018
110891,601998.XSHG,2020-03-27,2019-12-31,3997987000000.0,4073258000000.0,5998992000000.0,751441000000.0,4.8,5780651000000.0,437258000000.0,2.44,60313000000.0,32.2,2.45,2.36,446990000000.0,444203000000.0,8.69,521758000000.0,10.2,635897000000.0,12.44,5113585000000.0,98.1521,64.07,62.1,1.65,2.27,13.12,115489000000.0,175.25,27.7,,,,,,,3843061000000.0,96.13,88809000000.0,2.22,31132000000.0,0.78,30080000000.0,0.75,4905000000.0,0.12,1435503000000.0,5.11,2398964000000.0,5.07,3059330000000.0,2.03,797529000000.0,2.29,2019
110982,601998.XSHG,2021-03-26,2020-12-31,4473307000000.0,4572286000000.0,6667802000000.0,843359000000.0,4.47,6440098000000.0,511025000000.0,2.29,44216000000.0,22.7,2.26,2.18,474655000000.0,471251000000.0,8.74,548961000000.0,10.18,701729000000.0,13.01,5393248000000.0,97.8352,58.21,67.11,1.64,4.31,15.74,125703000000.0,171.68,26.65,,,,,,,4309842000000.0,96.35,90013000000.0,2.01,43704000000.0,0.98,26206000000.0,0.58,3542000000.0,0.08,1449742000000.0,5.49,2765574000000.0,5.22,3437488000000.0,2.04,887982000000.0,2.32,2020
111059,601998.XSHG,2022-03-25,2021-12-31,4855969000000.0,4789969000000.0,7225178000000.0,817706000000.0,4.24,7022042000000.0,378216000000.0,2.25,56661000000.0,27.7,2.05,1.99,517947000000.0,514078000000.0,8.85,632039000000.0,10.88,785811000000.0,13.53,5809523000000.0,101.3779,59.99,58.98,1.39,1.23,10.15,120957000000.0,180.07,29.2,,,,,,,4703620000000.0,96.86,84890000000.0,1.75,33819000000.0,0.7,26938000000.0,0.55,6702000000.0,0.14,1558714000000.0,5.25,3107341000000.0,4.85,3714703000000.0,1.96,915388000000.0,2.12,2021
111325,601998.XSHG,2023-03-24,2022-12-31,5169952000000.0,5157864000000.0,7638639000000.0,908904000000.0,4.11,7453076000000.0,408637000000.0,2.19,60745000000.0,28.74,1.97,1.92,558595000000.0,551863000000.0,8.74,671477000000.0,10.63,832087000000.0,13.18,6315506000000.0,100.2344,62.18,69.24,1.27,1.19,9.84,130985000000.0,201.19,30.53,,,,,,,5003190000000.0,97.1,84369000000.0,1.63,36540000000.0,0.71,21469000000.0,0.42,7204000000.0,0.14,1671528000000.0,4.9,3307556000000.0,4.77,3924772000000.0,2.03,1074341000000.0,2.17,2022
112005,601998.XSHG,2024-03-22,2023-12-31,5498344000000.0,5467657000000.0,8046713000000.0,1005771000000.0,3.95,7898943000000.0,418866000000.0,2.2,62357000000.0,30.3,1.78,1.75,610809000000.0,605156000000.0,8.99,723469000000.0,10.75,869853000000.0,12.93,6727713000000.0,100.5612,52.0,64.83,1.18,1.2,9.5,134542000000.0,207.59,32.35,,,,,,,5346875000000.0,97.25,86669000000.0,1.57,17346000000.0,0.32,26107000000.0,0.47,21347000000.0,0.39,1849517000000.0,4.67,3491819000000.0,4.5,4051305000000.0,2.05,1404653000000.0,2.32,2023
