day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio,field_set
2018-01-31,601838.XSHG,0.0551,363.7537,36.3754,9.3055,1.4578,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2018-02-01,601838.XSHG,0.0381,400.2374,40.0237,10.2389,1.604,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2018-02-02,601838.XSHG,0.1188,440.3334,44.0333,11.2646,1.7647,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2018-02-05,601838.XSHG,0.4749,484.4029,48.4403,12.392,1.9413,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2018-02-06,601838.XSHG,1.4006,532.8071,53.2807,13.6303,2.1353,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2018-02-07,601838.XSHG,13.8424,586.2684,58.6268,14.9979,2.3496,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2018-02-08,601838.XSHG,50.5786,531.0009,53.1001,13.5841,2.1281,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2018-02-09,601838.XSHG,33.6035,485.4866,48.5487,12.4197,1.9457,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2018-02-12,601838.XSHG,28.9626,506.0764,50.6076,12.9464,2.0282,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2018-02-13,601838.XSHG,28.8748,465.258,46.5258,11.9022,1.8646,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2018-02-14,601838.XSHG,18.9736,441.7783,44.1778,11.3016,1.7705,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2018-02-22,601838.XSHG,18.221,452.9763,45.2976,11.588,1.8154,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2018-02-23,601838.XSHG,13.993,450.809,45.0809,11.5326,1.8067,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2018-02-26,601838.XSHG,26.5919,478.6233,47.8623,12.2441,1.9182,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2018-02-27,601838.XSHG,17.56,467.0641,46.7064,11.9484,1.8719,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2018-02-28,601838.XSHG,16.4163,455.1437,45.5144,11.6435,1.8241,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2018-03-01,601838.XSHG,13.5693,458.7559,45.8756,11.7359,1.8386,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2018-03-02,601838.XSHG,23.7741,467.0641,46.7064,11.9484,1.8719,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2018-03-05,601838.XSHG,14.0069,461.6457,46.1646,11.8098,1.8501,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2018-03-06,601838.XSHG,23.9394,479.3458,47.9346,12.2626,1.9211,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2018-03-07,601838.XSHG,26.6887,465.9804,46.598,11.9207,1.8675,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2018-03-08,601838.XSHG,15.6977,461.6457,46.1646,11.8098,1.8501,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2018-03-09,601838.XSHG,13.555,467.0641,46.7064,11.9484,1.8719,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2018-03-12,601838.XSHG,17.7955,471.3988,47.1399,12.0593,1.8892,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2018-03-13,601838.XSHG,17.5936,465.258,46.5258,11.9022,1.8646,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2018-03-14,601838.XSHG,12.05,456.9498,45.695,11.6897,1.8313,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2018-03-15,601838.XSHG,15.7258,435.9987,43.5999,11.1537,1.7473,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2018-03-16,601838.XSHG,8.5881,428.413,42.8413,10.9597,1.7169,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2018-03-19,601838.XSHG,7.4087,431.3028,43.1303,11.0336,1.7285,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2018-03-20,601838.XSHG,6.09,429.1355,42.9135,10.9781,1.7198,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2018-03-21,601838.XSHG,12.2226,430.9416,43.0942,11.0243,1.7271,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2018-03-22,601838.XSHG,9.3598,420.8273,42.0827,10.7656,1.6865,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2018-03-23,601838.XSHG,12.7684,383.9823,38.3982,9.823,1.5389,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2018-03-26,601838.XSHG,7.4135,389.0395,38.9039,9.9524,1.5592,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2018-03-27,601838.XSHG,7.7076,393.3742,39.3374,10.0633,1.5765,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2018-03-28,601838.XSHG,11.5078,396.9864,39.6986,10.1557,1.591,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2018-03-29,601838.XSHG,9.758,402.766,40.2766,10.3036,1.6142,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2018-03-30,601838.XSHG,6.7377,399.1538,39.9154,10.2111,1.5997,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2018-04-02,601838.XSHG,6.3877,392.2905,39.229,10.0356,1.5722,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2018-04-03,601838.XSHG,5.7749,383.6211,38.3621,9.8138,1.5374,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2018-04-04,601838.XSHG,6.5428,384.3435,38.4344,9.8323,1.5403,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2018-04-09,601838.XSHG,5.9469,388.6782,38.8678,9.9432,1.5577,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2018-04-10,601838.XSHG,12.5166,406.017,40.6017,10.3867,1.6272,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2018-04-11,601838.XSHG,11.0612,401.3211,40.1321,10.2666,1.6084,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2018-04-12,601838.XSHG,14.5739,416.1314,41.6131,10.6455,1.6677,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2018-04-13,601838.XSHG,11.8469,405.6558,40.5656,10.3775,1.6257,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2018-04-16,601838.XSHG,8.4066,390.1231,39.0123,9.9801,1.5635,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2018-04-17,601838.XSHG,6.3218,383.6211,38.3621,9.8138,1.5374,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2018-04-18,601838.XSHG,11.5664,396.9864,39.6986,10.1557,1.591,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2018-04-19,601838.XSHG,7.6956,391.9293,39.1929,10.0263,1.5707,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2018-04-20,601838.XSHG,9.6024,373.5068,37.3507,9.555,1.4969,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2018-04-23,601838.XSHG,4.5035,376.3966,37.6397,9.629,1.5085,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2018-04-24,601838.XSHG,7.4775,386.1497,38.615,9.8785,1.5476,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
