id,code,statDate,pubDate,statDate.1,eps,adjusted_profit,operating_profit,value_change_profit,roe,inc_return,roa,net_profit_margin,gross_profit_margin,expense_to_total_revenue,operation_profit_to_total_revenue,net_profit_to_total_revenue,operating_expense_to_total_revenue,ga_expense_to_total_revenue,financing_expense_to_total_revenue,operating_profit_to_profit,invesment_profit_to_profit,adjusted_profit_to_profit,goods_sale_and_service_to_revenue,ocf_to_revenue,ocf_to_operating_profit,inc_total_revenue_year_on_year,inc_total_revenue_annual,inc_revenue_year_on_year,inc_revenue_annual,inc_operation_profit_year_on_year,inc_operation_profit_annual,inc_net_profit_year_on_year,inc_net_profit_annual,inc_net_profit_to_shareholders_year_on_year,inc_net_profit_to_shareholders_annual,requested_period
125274,601838.XSHG,2018-03-31,2018-04-26,2018-03-31,0.2856,1031770000.0,1094349000.0,449210000.0,3.86,3.86,0.23,40.14,,57.4,42.6,40.14,,24.63,,58.95,41.05,100.01,,-966.4,-2268.6,23.59,-17.86,23.59,-17.86,3.55,-13.52,20.26,-6.37,20.45,-6.1,2018q1
129233,601838.XSHG,2018-06-30,2018-08-22,2018-06-30,0.3021,1091774000.0,1185964000.0,474911000.0,3.83,3.83,0.24,38.14,,58.59,41.41,38.14,,23.48,,60.3,40.28,100.04,,950.28,2295.04,,11.49,,11.49,,8.37,,5.93,,5.79,2018q2
134991,601838.XSHG,2018-09-30,2018-10-31,2018-09-30,0.3524,1274432000.0,1390986000.0,333113000.0,4.36,4.36,0.27,42.71,,53.4,46.6,42.71,,23.24,,76.18,23.99,100.13,,7.92,16.99,24.01,4.21,24.01,4.21,0.76,17.29,9.96,16.7,9.94,16.63,2018q3
244316,601838.XSHG,2018-12-31,2019-04-25,2018-12-31,0.34700000000000003,1253561000.0,1421006000.0,323956000.0,4.1,4.1,0.26,39.56,,55.2,44.8,39.56,,31.13,,77.3,22.83,100.02,,-458.02,-1022.4,1.42,6.27,1.42,6.27,12.29,2.16,13.93,-1.57,14.08,-1.53,2018q4
243847,601838.XSHG,2019-03-31,2019-04-25,2019-03-31,0.3506,1267769000.0,1418095000.0,463798000.0,3.98,3.98,0.25,42.22,,52.77,47.23,42.22,,22.99,,67.35,32.73,100.09,,106.43,225.37,16.89,-5.33,16.89,-5.33,29.58,-0.2,22.93,1.02,22.78,1.06,2019q1
254848,601838.XSHG,2019-06-30,2019-08-28,2019-06-30,0.3428,1246332000.0,1339255000.0,561990000.0,3.81,3.84,0.24,39.93,,56.86,43.14,39.93,,24.33,,58.39,42.22,100.66,,-539.78,-1251.34,8.4,3.39,8.4,3.39,12.93,-5.56,13.47,-2.21,13.46,-2.24,2019q2
265488,601838.XSHG,2019-09-30,2019-10-31,2019-09-30,0.41600000000000004,1497132000.0,1681969000.0,482234000.0,4.53,4.51,0.28,47.08,,47.35,52.65,47.08,,23.75,,71.28,28.65,99.64,,-133.07,-252.73,7.02,2.89,7.02,2.89,20.92,25.59,17.98,21.33,18.05,21.35,2019q3
293333,601838.XSHG,2019-12-31,2020-04-29,2019-12-31,0.4273,1538192000.0,1794564000.0,435568000.0,4.44,4.43,0.28,45.12,,47.57,52.43,45.12,,34.19,,75.66,24.25,99.66,,1217.94,2323.08,7.91,7.15,7.91,7.15,26.29,6.69,23.06,2.67,23.15,2.72,2019q4
292907,601838.XSHG,2020-03-31,2020-04-29,2020-03-31,0.3913,1421556000.0,1559812000.0,646860000.0,3.89,3.91,0.25,41.25,,54.49,45.51,41.25,,21.28,,58.96,41.78,100.57,,-49.0,-107.67,14.13,0.13,14.13,0.13,9.99,-13.08,11.52,-8.45,11.6,-8.42,2020q1
327972,601838.XSHG,2020-06-30,2020-08-28,2020-06-30,0.3708,1336245000.0,1502745000.0,411642000.0,3.62,3.62,0.23,39.6,,55.63,44.37,39.6,,23.85,,72.72,27.44,99.76,,593.45,1337.54,9.09,-1.18,9.09,-1.18,12.21,-3.66,8.19,-5.14,8.18,-5.24,2020q2
337089,601838.XSHG,2020-09-30,2020-10-29,2020-09-30,0.4006,1442348000.0,1627277000.0,531171000.0,3.86,3.85,0.23,40.11,,54.92,45.08,40.11,,21.5,,67.4,32.66,99.67,,248.74,551.79,13.0,6.58,13.0,6.58,-3.25,8.29,-3.73,7.96,-3.69,8.04,2020q3
377556,601838.XSHG,2020-12-31,2021-04-29,2020-12-31,0.5051,1839369000.0,2147452000.0,775540000.0,4.34,4.37,0.28,43.71,,48.57,51.43,43.71,,28.07,,64.43,36.42,100.82,,-674.97,-1312.45,21.99,15.67,21.99,15.67,19.66,31.97,18.19,26.05,18.2,26.07,2020q4
376797,601838.XSHG,2021-03-31,2021-04-29,2021-03-31,0.4621,1676280000.0,1880981000.0,744449000.0,3.56,3.58,0.24,40.64,,54.24,45.76,40.64,,21.08,,60.66,39.73,100.42,,-39.64,-86.62,19.93,-1.56,19.93,-1.56,20.59,-12.41,18.16,-8.47,18.1,-8.5,2021q1
