id,code,statDate,pubDate,statDate.1,total_operating_revenue,operating_revenue,interest_income,premiums_earned,commission_income,total_operating_cost,operating_cost,interest_expense,commission_expense,refunded_premiums,net_pay_insurance_claims,withdraw_insurance_contract_reserve,policy_dividend_payout,reinsurance_cost,operating_tax_surcharges,sale_expense,administration_expense,financial_expense,asset_impairment_loss,fair_value_variable_income,investment_income,invest_income_associates,exchange_income,operating_profit,non_operating_revenue,non_operating_expense,disposal_loss_non_current_liability,total_profit,income_tax_expense,net_profit,np_parent_company_owners,minority_profit,basic_eps,diluted_eps,other_composite_income,total_composite_income,ci_parent_company_owners,ci_minority_owners,rd_expenses,asset_deal_income,sust_operate_net_profit,discon_operate_net_profit,credit_impairment_loss,net_open_hedge_income,interest_cost_fin,interest_income_fin,other_earnings,other_composite_income_mino_at,requested_period
403238,002936.XSHE,2018-03-31,2018-08-30,2018-03-31,2560386000.0,2560386000.0,1610658000.0,,468126000.0,1089122000.0,,,,,0.0,0.0,,0.0,21099000.0,,689642000.0,,378381000.0,398091000.0,396577000.0,,-315646000.0,1471264000.0,1696000.0,96000.0,,1472864000.0,314077000.0,1158787000.0,1155205000.0,3582000.0,0.22,0.22,17810000.0,1176597000.0,1172697000.0,3900000.0,,,,,,,,,621000.0,,2018q1
410610,002936.XSHE,2018-06-30,2018-08-30,2018-06-30,2599080000.0,2599080000.0,1210966000.0,,490450000.0,1036170000.0,,,,,0.0,0.0,,0.0,22299000.0,,695719000.0,,696523000.0,52229000.0,841416000.0,,-968000.0,1562910000.0,1547000.0,720000.0,,1563737000.0,339759000.0,1223978000.0,1211348000.0,12630000.0,0.2252,0.22,5577000.0,1229555000.0,1215467000.0,14088000.0,,,,,,,,,350000.0,,2018q2
129991,002936.XSHE,2018-09-30,2018-10-22,2018-09-30,2879173000.0,2879173000.0,1791730000.0,,333819000.0,1522646000.0,,,,,0.0,0.0,,0.0,22498000.0,,741352000.0,,1455329000.0,73221000.0,300872000.0,,374451000.0,1356527000.0,1623000.0,100000.0,,1358050000.0,265043000.0,1093007000.0,1069238000.0,23769000.0,0.2023,0.21,-13291000.0,1079716000.0,1057723000.0,21993000.0,,,,,,,,,2360000.0,,2018q3
142560,002936.XSHE,2018-12-31,2019-03-29,2018-12-31,3118178000.0,3118178000.0,2029329000.0,,581924000.0,3723188000.0,,,,,0.0,0.0,,0.0,25626000.0,,992722000.0,,4160169000.0,-559684000.0,1097972000.0,,-50673000.0,-605010000.0,24142000.0,3877000.0,,-584745000.0,-210429000.0,-374316000.0,-376960000.0,2644000.0,-0.0579,-0.18,61097000.0,-313219000.0,-316411000.0,3192000.0,,,,,,,,,13407000.0,,2018q4
148931,002936.XSHE,2019-03-31,2019-04-30,2019-03-31,2860180000.0,2860180000.0,1903988000.0,,361921000.0,1513849000.0,,,,,0.0,0.0,,0.0,27549000.0,,884547000.0,,,355551000.0,333042000.0,,-99832000.0,1346331000.0,3715000.0,443000.0,,1349603000.0,274782000.0,1074821000.0,1047174000.0,27647000.0,0.18,0.18,52804000.0,1127625000.0,1099488000.0,28137000.0,,-115000.0,,,601753000.0,,,,180000.0,,2019q1
150586,002936.XSHE,2019-06-30,2019-08-21,2019-06-30,3396412000.0,3396412000.0,2035607000.0,,413655000.0,1686390000.0,,,,,0.0,0.0,,0.0,27181000.0,,775538000.0,,,307270000.0,559921000.0,,75475000.0,1710022000.0,373000.0,1084000.0,,1709311000.0,274098000.0,1435213000.0,1422143000.0,13070000.0,0.2189,0.24,-22933000.0,1412280000.0,1399728000.0,12552000.0,,,,,1485424000.0,,,,1151000.0,,2019q2
155656,002936.XSHE,2019-09-30,2019-10-29,2019-09-30,3365481000.0,3365481000.0,2354071000.0,,407421000.0,1943562000.0,,,,,0.0,0.0,,0.0,28684000.0,,721132000.0,,,148218000.0,432862000.0,,11029000.0,1421919000.0,808000.0,3437000.0,,1419290000.0,274519000.0,1144771000.0,1120625000.0,24146000.0,0.1717,0.19,8253000.0,1153024000.0,1125941000.0,27083000.0,,,,,2679170000.0,,,,2701000.0,,2019q3
164390,002936.XSHE,2019-12-31,2020-03-31,2019-12-31,3864828000.0,3864828000.0,2690532000.0,,426692000.0,4337731000.0,,,,,0.0,0.0,,0.0,32203000.0,,1188038000.0,,,86633000.0,607042000.0,,44723000.0,-472903000.0,4210000.0,3485000.0,,-472178000.0,-190593000.0,-281585000.0,-304820000.0,23235000.0,-0.0399,-0.14,17859000.0,-263726000.0,-283494000.0,19768000.0,,,,,5796660000.0,,,,14591000.0,,2019q4
166664,002936.XSHE,2020-03-31,2020-04-27,2020-03-31,3728886000.0,3728886000.0,2613519000.0,,422878000.0,2325156000.0,,,,,0.0,0.0,,0.0,34181000.0,,708551000.0,,,-9417000.0,565839000.0,,134251000.0,1403730000.0,816000.0,6057000.0,,1398489000.0,272550000.0,1125939000.0,1095067000.0,30872000.0,0.17,0.18,223035000.0,1348974000.0,1315297000.0,33677000.0,,,,,1582424000.0,,,,60000.0,,2020q1
190964,002936.XSHE,2020-06-30,2020-08-31,2020-06-30,3979092000.0,3979092000.0,2808993000.0,,633958000.0,2296467000.0,,,,,0.0,0.0,,0.0,34324000.0,,634882000.0,,,-326784000.0,828982000.0,,31671000.0,1682625000.0,1811000.0,505000.0,,1683931000.0,336870000.0,1347061000.0,1322786000.0,24275000.0,0.2024,0.19,-363042000.0,984019000.0,962536000.0,21483000.0,,,,,3209685000.0,,,,813000.0,,2020q2
194223,002936.XSHE,2020-09-30,2020-10-30,2020-09-30,3220376000.0,3220376000.0,2910815000.0,,361194000.0,2072667000.0,,,,,0.0,0.0,,0.0,32147000.0,,722577000.0,,,-64151000.0,131119000.0,,-138239000.0,1147709000.0,5430000.0,3703000.0,,1149436000.0,209391000.0,940045000.0,874821000.0,65224000.0,0.1355,0.14,-281803000.0,658242000.0,568519000.0,89723000.0,,,,,4527628000.0,,,,17222000.0,,2020q3
