id,code,statDate,pubDate,statDate.1,goods_sale_and_service_render_cash,net_deposit_increase,net_borrowing_from_central_bank,net_borrowing_from_finance_co,net_original_insurance_cash,net_cash_received_from_reinsurance_business,net_insurer_deposit_investment,net_deal_trading_assets,interest_and_commission_cashin,net_increase_in_placements,net_buyback,tax_levy_refund,other_cashin_related_operate,subtotal_operate_cash_inflow,goods_and_services_cash_paid,net_loan_and_advance_increase,net_deposit_in_cb_and_ib,original_compensation_paid,handling_charges_and_commission,policy_dividend_cash_paid,staff_behalf_paid,tax_payments,other_operate_cash_paid,subtotal_operate_cash_outflow,net_operate_cash_flow,invest_withdrawal_cash,invest_proceeds,fix_intan_other_asset_dispo_cash,net_cash_deal_subcompany,other_cash_from_invest_act,subtotal_invest_cash_inflow,fix_intan_other_asset_acqui_cash,invest_cash_paid,impawned_loan_net_increase,net_cash_from_sub_company,other_cash_to_invest_act,subtotal_invest_cash_outflow,net_invest_cash_flow,cash_from_invest,cash_from_mino_s_invest_sub,cash_from_borrowing,cash_from_bonds_issue,other_finance_act_cash,subtotal_finance_cash_inflow,borrowing_repayment,dividend_interest_payment,proceeds_from_sub_to_mino_s,other_finance_act_payment,subtotal_finance_cash_outflow,net_finance_cash_flow,exchange_rate_change_effect,cash_equivalent_increase,cash_equivalents_at_beginning,cash_and_equivalents_at_end,requested_period
132596,002936.XSHE,2018-09-30,2018-10-22,2018-09-30,,8159404000.0,,,,,,,3080835000.0,,,,-585426000.0,14761434000.0,,13966975000.0,-33455000.0,,2123764000.0,,345263000.0,269609000.0,637646000.0,34218236000.0,-19456802000.0,35082357000.0,926881000.0,1225000.0,,,36010463000.0,123513000.0,38409213000.0,,,,38532726000.0,-2522263000.0,,,,30957215000.0,,33666000000.0,,1876847000.0,,,23040567000.0,10625433000.0,138521000.0,-11215111000.0,17963995000.0,6748884000.0,2018q3
137061,002936.XSHE,2018-12-31,2019-03-29,2018-12-31,,-7141195000.0,-500000.0,,,,,,3715812000.0,,,,541156000.0,2670636000.0,,7749087000.0,89141000.0,,2355115000.0,,514436000.0,643469000.0,-219036000.0,5990581000.0,-3319945000.0,49811224000.0,4437720000.0,16859000.0,,,54265803000.0,243749000.0,46819624000.0,,,,47063373000.0,7202430000.0,,,,35170782000.0,,35170783000.0,,-137554000.0,,,23302158000.0,11868625000.0,21120000.0,15772230000.0,6748884000.0,22521114000.0,2018q4
144641,002936.XSHE,2019-03-31,2019-04-30,2019-03-31,,25531382000.0,,,,,,,3170592000.0,,,,293281000.0,32545235000.0,,13276633000.0,301538000.0,,2413323000.0,,615067000.0,184505000.0,27730000.0,26563411000.0,5981824000.0,31954731000.0,2142030000.0,9378000.0,,,34106139000.0,138238000.0,33057421000.0,,,,33195659000.0,910480000.0,,,,15068589000.0,,15068589000.0,21222813000.0,,,,22133467000.0,-7064878000.0,-285960000.0,-458534000.0,22521117000.0,22062583000.0,2019q1
147071,002936.XSHE,2019-06-30,2019-08-21,2019-06-30,,-18067068000.0,,,,,,,3645939000.0,,,,375709000.0,-3210646000.0,,5079428000.0,,,2980160000.0,,334289000.0,806322000.0,310846000.0,7071119000.0,-10281765000.0,42504582000.0,3953434000.0,-536000.0,,,46457480000.0,334911000.0,59398718000.0,,,,59733629000.0,-13276149000.0,,,,36549576000.0,,36549576000.0,,1701723000.0,,,24699897000.0,11849679000.0,290497000.0,-11417738000.0,22062583000.0,10644842000.0,2019q2
154264,002936.XSHE,2019-09-30,2019-10-29,2019-09-30,,11520034000.0,1559800000.0,,,,,,3501224000.0,,,,1540209000.0,13849076000.0,,12159144000.0,,,2157848000.0,,470299000.0,616570000.0,972884000.0,17720689000.0,-3871613000.0,30564432000.0,2096478000.0,-7463000.0,,,32653447000.0,179677000.0,30012101000.0,,,,30191778000.0,2461669000.0,,,,35958936000.0,,35958936000.0,,444951000.0,,,34587331000.0,1371605000.0,36165000.0,-2174000.0,10644842000.0,10642668000.0,2019q3
166997,002936.XSHE,2019-12-31,2020-03-31,2019-12-31,,6101578000.0,3176500000.0,,,,,,3438674000.0,,,,-2166253000.0,13814594000.0,,9206256000.0,,,2692057000.0,,479315000.0,293777000.0,-1100891000.0,13493843000.0,320751000.0,11583179000.0,3094821000.0,3383000.0,,,14681383000.0,255912000.0,8040035000.0,,,,8295947000.0,6385436000.0,,,,37161181000.0,,37161181000.0,,1805736000.0,,,36730713000.0,430468000.0,-12760000.0,7123895000.0,10642668000.0,17766563000.0,2019q4
170356,002936.XSHE,2020-03-31,2020-04-27,2020-03-31,,29594722000.0,5620000000.0,,,,,,3902118000.0,736874000.0,,,683296000.0,49611667000.0,,13321792000.0,,,2613621000.0,,677386000.0,214842000.0,264253000.0,34917503000.0,14694164000.0,34286252000.0,2869531000.0,,,,37155783000.0,72802000.0,43945099000.0,,,,44017901000.0,-6862118000.0,,,,13514760000.0,,13514760000.0,,688079000.0,,,27093283000.0,-13578523000.0,19420000.0,-5727057000.0,17766563000.0,12039506000.0,2020q1
191374,002936.XSHE,2020-06-30,2020-08-31,2020-06-30,,-259963000.0,728110000.0,,,,,,3988038000.0,2492673000.0,,,56389000.0,3851404000.0,,8723005000.0,,,2605754000.0,,348827000.0,1089094000.0,92364000.0,12224806000.0,-8373402000.0,99982726000.0,5004388000.0,,,,104987401000.0,61473000.0,95500748000.0,,,,95562221000.0,9425180000.0,,,,32233821000.0,,32233821000.0,,35070000.0,,,31430876000.0,802945000.0,-4732000.0,1849991000.0,12039506000.0,13889497000.0,2020q2
195822,002936.XSHE,2020-09-30,2020-10-30,2020-09-30,,-2923360000.0,2984408000.0,,,,,,4026589000.0,1968425000.0,,,-569009000.0,10211058000.0,,14836823000.0,,,2597260000.0,,401103000.0,684601000.0,878667000.0,17131422000.0,-6920364000.0,86069445000.0,4204355000.0,131000.0,,,90273931000.0,101865000.0,82528361000.0,,,,82630226000.0,7643705000.0,,,,36484285000.0,,36484285000.0,,2348565000.0,,37526000.0,39487874000.0,-3003589000.0,-72916000.0,-2353164000.0,13889497000.0,11536333000.0,2020q3
215365,002936.XSHE,2020-12-31,2021-03-31,2020-12-31,,-131787000.0,6547332000.0,,,,,,4280608000.0,1112079000.0,,,514688000.0,9669315000.0,,10172314000.0,,,2575524000.0,,537067000.0,419537000.0,394440000.0,20249022000.0,-10579707000.0,60518646000.0,3386233000.0,79000.0,,,63904958000.0,215302000.0,49261996000.0,,,,49497878000.0,14407080000.0,,,,33689920000.0,,38346861000.0,,1272107000.0,,34559000.0,34045032000.0,4301829000.0,-65483000.0,8063719000.0,11536333000.0,19600052000.0,2020q4
