day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio,field_set
2018-09-19,002936.XSHE,0.2775,391.4397,39.66,8.9468,1.5127,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2018-09-20,002936.XSHE,0.2133,430.5244,43.62,9.8402,1.6638,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2018-09-21,002936.XSHE,0.97,473.7546,48.0,10.8282,1.8308,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2018-09-25,002936.XSHE,45.4887,442.9605,44.88,10.1244,1.7118,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2018-09-26,002936.XSHE,32.7662,437.6308,44.34,10.0026,1.6912,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2018-09-27,002936.XSHE,30.4943,409.2055,41.46,9.3529,1.5814,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2018-09-28,002936.XSHE,15.3697,406.8367,41.22,9.2987,1.5722,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2018-10-08,002936.XSHE,15.2932,376.6349,38.16,8.6084,1.4555,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2018-10-09,002936.XSHE,10.9737,370.1207,37.5,8.4596,1.4303,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2018-10-10,002936.XSHE,8.1267,365.9754,37.08,8.3648,1.4143,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2018-10-11,002936.XSHE,16.4251,331.6282,33.6,7.5798,1.2816,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2018-10-12,002936.XSHE,16.7732,342.2877,34.68,7.8234,1.3228,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2018-10-15,002936.XSHE,8.54,332.2204,33.66,7.5933,1.2839,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2018-10-16,002936.XSHE,6.6307,326.2984,33.06,7.4579,1.261,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
