id,company_id,company_name,code,a_code,b_code,h_code,pub_date,start_date,end_date,report_date,report_type,source_id,source,deposit_in_ib,cash_equivalents,deposit_client,cash_in_cb,settlement_provi,settlement_provi_client,metal,lend_capital,fairvalue_fianancial_asset,other_grow_asset,bought_sellback_assets,interest_receivable,insurance_receivables,recover_receivable,separate_receivable,not_time_fund,not_decide_fund,response_fund,health_fund,margin_loan,deposit_period,loan_and_advance,margin_out,agent_asset,investment_reveiable,advance_payment,hold_for_sale_assets,hold_to_maturity_investments,longterm_equity_invest,finance_out,capital_margin_out,investment_property,other_operate_cash_paid,subtotal_operate_cash_outflow,net_operate_cash_flow,invest_cash_flow,invest_withdrawal_cash,invest_proceeds,other_cash_from_invest_act,gain_from_disposal,subtotal_invest_cash_inflow,inventories,fixed_assets,constru_in_process,intangible_assets,trade_fee,long_deferred_expense,fixed_assets_liquidation,independent_account_asset,deferred_tax_assets,other_asset,total_assets,borrowing_from_centralbank,deposit_in_ib_and_other,shortterm_loan,loan_pledge,borrowing_capital,fairvalue_financial_liability,derivative_financial_liability,sold_buyback_secu_proceeds,deposit_absorb,proxy_secu_proceeds,proxy_sell_proceeds,notes_payable,advance_peceipts,insurance_receive_early,commission_payable,insurance_payable,salaries_payable,taxs_payable,interest_payable,proxy_liability,estimate_liability,compensation_payable,interest_insurance_payable,investment_money,not_time_reserve,not_decide_reserve,live_reserve,longterm_reserve,longterm_loan,bonds_payable,independent_account,deferred_tax_liability,other_liability,total_liability,paidin_capital,capital_reserve_fund,treasury_stock,surplus_reserve_fund,equities_parent_company_owners,retained_profit,minority_interests,currency_mis,total_owner_equities,total_liability_equity,perferred_share_liability,account_receivable,other_equity_tools,perferred_share_equity,pep_debt_equity,other_comprehensive_income,good_will,shortterm_loan_payable,accounts_payable,ordinary_risk_reserve_fund,contract_assets,hold_sale_asset,bond_invest,other_bond_invest,other_equity_tools_invest,contract_liability,usufruct_assets,liease_liability
3786,300011028,郑州银行股份有限公司,002936.XSHE,002936,,06196,2018-10-22,2017-01-01,2017-12-31,2018-09-30,1,321003,定期报告,4284808000.0,,,45545998000.0,,,,15297528000.0,,,4407476000.0,2454950000.0,,,,,,,,,,123722963000.0,,,,,35086298000.0,59267821000.0,1455344000.0,,,,,,,,,,,,,,1787973000.0,,534758000.0,,,,,1255294000.0,129663465000.0,424764676000.0,1500000000.0,29212403000.0,,,14048389000.0,,32310000.0,14085500000.0,254502449000.0,,,,,,,,346446000.0,659883000.0,4296664000.0,,59417000.0,,,,,,,,,73170060000.0,,,753669000.0,392667190000.0,5321932000.0,3054927000.0,,2054756000.0,32097486000.0,8452444000.0,,,32097486000.0,424764676000.0,,,7825508000.0,7825508000.0,,-75281000.0,,,,5463200000.0,,,,,,,,
3787,300011028,郑州银行股份有限公司,002936.XSHE,002936,,06196,2018-10-22,2018-01-01,2018-09-30,2018-09-30,0,321003,定期报告,1014267000.0,,,36593345000.0,,,,2903462000.0,,,12340163000.0,2276970000.0,,,,,,,,,,147631526000.0,,,,,,,1480337000.0,,,,,,,,,,,,,,1854605000.0,,610906000.0,,,,,1344884000.0,235362351000.0,443412816000.0,4000000000.0,23834653000.0,,,2173859000.0,,140613000.0,19336450000.0,269864414000.0,,,,,,,,412743000.0,241725000.0,4344414000.0,,231505000.0,,,,,,,,,80148767000.0,,,1299217000.0,406028360000.0,5921932000.0,5163712000.0,,2054756000.0,37384456000.0,11021799000.0,,,37384456000.0,443412816000.0,,,7825508000.0,7825508000.0,,-66451000.0,,,,5463200000.0,,,,,,,,
3999,300011028,郑州银行股份有限公司,002936.XSHE,002936,,06196,2019-03-29,2017-01-01,2017-12-31,2018-12-31,1,321003,定期报告,4284808000.0,,,45545998000.0,,,,15297528000.0,11849297000.0,,4407476000.0,2454950000.0,,,,,,,,,,123722963000.0,,,116470830000.0,,35086298000.0,59267821000.0,1455344000.0,,,,,,,,,,,,,,1787973000.0,,534758000.0,,,,,1255294000.0,1343338000.0,424764676000.0,1500000000.0,29212403000.0,,,14048389000.0,,32310000.0,14085500000.0,254502449000.0,,,,,,,,346446000.0,659883000.0,4296664000.0,,59417000.0,,,,,,,,,73170060000.0,,,753669000.0,392667190000.0,5321932000.0,3054927000.0,,2054756000.0,32097486000.0,8452444000.0,,,32097486000.0,424764676000.0,,,7825508000.0,7825508000.0,,-75281000.0,,,,5463200000.0,,,,,,,,
4000,300011028,郑州银行股份有限公司,002936.XSHE,002936,,06196,2019-03-29,2018-01-01,2018-12-31,2018-12-31,0,321003,定期报告,1390883000.0,,,46041259000.0,,,,1869155000.0,59914898000.0,231551000.0,3452125000.0,0.0,,,,,,,,,,153011647000.0,,,,,,,1496234000.0,,,,,,,,,,,,,,2054701000.0,,736879000.0,,,,,1892439000.0,177181226000.0,449272997000.0,4062438000.0,27799827000.0,,,426601000.0,,38501000.0,18956133000.0,266127673000.0,,,,,,,,412380000.0,390778000.0,,,236822000.0,,,,,,,,,93649019000.0,,,610330000.0,412710502000.0,5921932000.0,5163713000.0,,2356214000.0,36562495000.0,9488400000.0,,,36562495000.0,449272997000.0,,,7825508000.0,7825508000.0,,-6472000.0,,,,5813200000.0,,,,,,,,
4214,300011028,郑州银行股份有限公司,002936.XSHE,002936,,06196,2019-04-30,2018-01-01,2018-12-31,2019-03-31,1,321003,定期报告,1390883000.0,,,46041259000.0,,,,1869155000.0,59914898000.0,231551000.0,3452125000.0,,,,,,,,,,,153011647000.0,,,,,,,1496234000.0,,,,,,,,,,,,,,2054701000.0,,736879000.0,,,,,1892439000.0,177181226000.0,449272997000.0,4062438000.0,27799827000.0,,,426601000.0,,38501000.0,18956133000.0,266127673000.0,,,,,,,,412380000.0,390778000.0,,,236822000.0,,,,,,,,,93649019000.0,,,610330000.0,412710502000.0,5921932000.0,5163713000.0,,2356214000.0,36562495000.0,9488400000.0,,,36562495000.0,449272997000.0,,,7825508000.0,7825508000.0,,-6472000.0,,,,5813200000.0,,,,,,,,
4215,300011028,郑州银行股份有限公司,002936.XSHE,002936,,06196,2019-04-30,2019-01-01,2019-03-31,2019-03-31,0,321003,定期报告,1203774000.0,,,43739576000.0,,,,4092700000.0,65901808000.0,38610000.0,6061793000.0,,,,,,,,,,,165642463000.0,,,,,,,1507942000.0,,,,,,,,,,,,,,2087191000.0,,746556000.0,,,,,1892439000.0,178758306000.0,471673158000.0,4095416000.0,26872301000.0,,,544166000.0,,10013000.0,20937296000.0,291638206000.0,,,,,,,,424372000.0,663973000.0,,,237472000.0,,,,,,,,,87412555000.0,,,1204717000.0,434040487000.0,5921932000.0,5163713000.0,,2356214000.0,37632671000.0,10506772000.0,,,37632671000.0,471673158000.0,,,7825508000.0,7825508000.0,,45332000.0,,,,5813200000.0,,,,,,,,
6251,300011028,郑州银行股份有限公司,002936.XSHE,002936,,06196,2019-08-21,2018-01-01,2018-12-31,2019-06-30,1,321003,定期报告,1390883000.0,,,46041259000.0,,,,1869155000.0,59914898000.0,231551000.0,3452125000.0,,,,,,,,,,,153011647000.0,,,,,,,1496234000.0,,,,,,,,,,,,,,2054701000.0,,736879000.0,,,,,1892439000.0,177181226000.0,449272997000.0,4062438000.0,27799827000.0,,,426601000.0,,38501000.0,18956133000.0,266127673000.0,,,,,,,,412380000.0,390778000.0,,,236822000.0,,,,,,,,,93649019000.0,,,610330000.0,412710502000.0,5921932000.0,5163713000.0,,2356214000.0,36562495000.0,9488400000.0,,,36562495000.0,449272997000.0,,,7825508000.0,7825508000.0,,-6472000.0,,,,5813200000.0,,,,,,,,
6252,300011028,郑州银行股份有限公司,002936.XSHE,002936,,06196,2019-08-21,2019-01-01,2019-06-30,2019-06-30,0,321003,定期报告,1255353000.0,,,32212855000.0,,,,3000557000.0,60862165000.0,18253000.0,120904000.0,,,,,,,,,,,170248556000.0,,,,,,,1525329000.0,,,,,,,,,,,,,,2215927000.0,,772940000.0,,,,,2179819000.0,189276945000.0,463689603000.0,5081322000.0,20166412000.0,,,1515466000.0,,77313000.0,21905063000.0,272838427000.0,,,,,,,,512219000.0,643880000.0,,,254138000.0,,,,,,,,,101030940000.0,,,1533436000.0,425558616000.0,5921932000.0,5163713000.0,,2356214000.0,38130987000.0,11026964000.0,,,38130987000.0,463689603000.0,,,7825508000.0,7825508000.0,,23456000.0,,,,5813200000.0,,,,,,,,
6500,300011028,郑州银行股份有限公司,002936.XSHE,002936,,06196,2019-10-29,2018-01-01,2018-12-31,2019-09-30,1,321003,定期报告,1390883000.0,,,46041259000.0,,,,1869155000.0,59914898000.0,231551000.0,3452125000.0,,,,,,,,,,,153011647000.0,,,,,,,1496234000.0,,,,,,,,,,,,,,2054701000.0,,736879000.0,,,,,1892439000.0,177181226000.0,449272997000.0,4062438000.0,27799827000.0,,,426601000.0,,38501000.0,18956133000.0,266127673000.0,,,,,,,,412380000.0,390778000.0,,,236822000.0,,,,,,,,,93649019000.0,,,610330000.0,412710502000.0,5921932000.0,5163713000.0,,2356214000.0,36562495000.0,9488400000.0,,,36562495000.0,449272997000.0,,,7825508000.0,7825508000.0,,-6472000.0,,,,5813200000.0,,,,,,,,
6501,300011028,郑州银行股份有限公司,002936.XSHE,002936,,06196,2019-10-29,2019-01-01,2019-09-30,2019-09-30,0,321003,定期报告,1186721000.0,,,34167161000.0,,,,791095000.0,58112382000.0,7827000.0,2640677000.0,,,,,,,,,,,181280074000.0,,,,,,,1541724000.0,,,,,,,,,,,,,,2265948000.0,,790898000.0,,,,,2128569000.0,192541394000.0,477454470000.0,6645317000.0,19855335000.0,,,1040397000.0,,288677000.0,19742431000.0,284315882000.0,,,,,,,,512659000.0,495646000.0,,,248029000.0,,,,,,,,,103429080000.0,,,1652275000.0,438225728000.0,5921932000.0,5163713000.0,,2356214000.0,39228742000.0,12122460000.0,,,39228742000.0,477454470000.0,,,7825508000.0,7825508000.0,,25715000.0,,,,5813200000.0,,,,,,,,
