id,code,statDate,pubDate,statDate.1,cash_equivalents,settlement_provi,lend_capital,trading_assets,bill_receivable,account_receivable,advance_payment,insurance_receivables,reinsurance_receivables,reinsurance_contract_reserves_receivable,interest_receivable,dividend_receivable,other_receivable,bought_sellback_assets,inventories,non_current_asset_in_one_year,other_current_assets,total_current_assets,loan_and_advance,hold_for_sale_assets,hold_to_maturity_investments,longterm_receivable_account,longterm_equity_invest,investment_property,fixed_assets,constru_in_process,construction_materials,fixed_assets_liquidation,biological_assets,oil_gas_assets,intangible_assets,development_expenditure,good_will,long_deferred_expense,deferred_tax_assets,other_non_current_assets,total_non_current_assets,total_assets,shortterm_loan,borrowing_from_centralbank,deposit_in_interbank,borrowing_capital,trading_liability,notes_payable,accounts_payable,advance_peceipts,sold_buyback_secu_proceeds,commission_payable,salaries_payable,taxs_payable,interest_payable,dividend_payable,other_payable,reinsurance_payables,insurance_contract_reserves,proxy_secu_proceeds,receivings_from_vicariously_sold_securities,non_current_liability_in_one_year,other_current_liability,total_current_liability,longterm_loan,bonds_payable,longterm_account_payable,specific_account_payable,estimate_liability,deferred_tax_liability,other_non_current_liability,total_non_current_liability,total_liability,paidin_capital,capital_reserve_fund,treasury_stock,specific_reserves,surplus_reserve_fund,ordinary_risk_reserve_fund,retained_profit,foreign_currency_report_conv_diff,equities_parent_company_owners,minority_interests,total_owner_equities,total_sheet_owner_equities,other_comprehensive_income,deferred_earning,loan_and_advance_current_assets,derivative_financial_asset,hold_sale_asset,loan_and_advance_noncurrent_assets,derivative_financial_liability,hold_sale_liability,estimate_liability_current,deferred_earning_current,preferred_shares_noncurrent,pepertual_liability_noncurrent,longterm_salaries_payable,other_equity_tools,preferred_shares_equity,pepertual_liability_equity,receivable_fin,usufruct_assets,contract_assets,bond_invest,other_bond_invest,other_equity_tools_invest,other_non_current_financial_assets,contract_liability,lease_liability,requested_period
387160,002936.XSHE,2018-03-31,2018-08-30,2018-03-31,49339817000.0,,11241784000.0,60043748000.0,,,,,,0.0,2455919000.0,,,160006000.0,,,,,,,,,282974000.0,,1870405000.0,,,,,,545733000.0,,,,1516932000.0,,,433736093000.0,0.0,2099550000.0,279082984000.0,22754507000.0,,,,,11254700000.0,,326661000.0,519239000.0,4586067000.0,,,,0.0,,,,,,,75798184000.0,,,265975000.0,,,,400075089000.0,5321932000.0,3054869000.0,,,2054756000.0,5520320000.0,8768187000.0,,32486517000.0,1174487000.0,33661004000.0,433736093000.0,-59055000.0,,,,,,114990000.0,,,,,,,7825508000.0,7825508000.0,,,,,,,,,,,2018q1
394399,002936.XSHE,2018-06-30,2018-08-30,2018-06-30,48337889000.0,,6136463000.0,56948805000.0,,,,,,0.0,2075089000.0,,,10141078000.0,,,,,,,,,295242000.0,,1874204000.0,,,,,,575375000.0,,,,1370089000.0,,,443636030000.0,0.0,1599000000.0,290890703000.0,18045209000.0,,,,,19724750000.0,,363321000.0,368532000.0,4331381000.0,,,,0.0,,,,,,,71367376000.0,,,234731000.0,,,,408745471000.0,5321932000.0,3054869000.0,,,2054756000.0,5520320000.0,9979535000.0,,33701984000.0,1188575000.0,34890559000.0,443636030000.0,-54936000.0,,,67385000.0,,,45037000.0,,,,,,,7825508000.0,7825508000.0,,,,,,,,,,,2018q2
127570,002936.XSHE,2018-09-30,2018-10-22,2018-09-30,38163526000.0,,3103462000.0,,,,,,,0.0,2404125000.0,,,12410165000.0,,,,,,,,,305184000.0,,1880323000.0,,,,,,613139000.0,,,,1369685000.0,,,457756928000.0,0.0,4134200000.0,294871477000.0,12936325000.0,,,,,19336450000.0,,426778000.0,250802000.0,4509558000.0,,,,0.0,,,,,,,80148767000.0,,,231505000.0,,,,419077868000.0,5921932000.0,5163654000.0,,,2054756000.0,5520320000.0,11048774000.0,,37468493000.0,1210567000.0,38679060000.0,457756928000.0,-66451000.0,,,,,,140613000.0,,,,,,,7825508000.0,7825508000.0,,,,,,,,,,,2018q3
131994,002936.XSHE,2018-12-31,2019-03-29,2018-12-31,48381384000.0,,3768759000.0,60032975000.0,,,,,,0.0,,,,3452125000.0,,,,,,,,,321081000.0,,2081350000.0,,,,,,739397000.0,,,,1947787000.0,,,466142418000.0,0.0,4196194000.0,295156871000.0,13652888000.0,,,,,18956133000.0,,437413000.0,428752000.0,,,,,0.0,,,,,,,93649019000.0,,,236822000.0,,,,428278919000.0,5921932000.0,5163655000.0,,,2356214000.0,5870320000.0,9518012000.0,,36649739000.0,1213760000.0,37863499000.0,466142418000.0,-5902000.0,,,231551000.0,,,38501000.0,,,,,,,7825508000.0,7825508000.0,,,,,,,,,,,2018q4
138284,002936.XSHE,2019-03-31,2019-04-30,2019-03-31,46134721000.0,,4884506000.0,66162287000.0,,,,,,0.0,,,,6061793000.0,,,,,,,,,332789000.0,,2114055000.0,,,,,,748997000.0,,,,1947787000.0,,,487364544000.0,0.0,4181671000.0,319333210000.0,12943889000.0,,,,,20937296000.0,,447627000.0,718111000.0,,,,,0.0,,,,,,,87412555000.0,,,237472000.0,,,,448373420000.0,5921932000.0,5163655000.0,,,2356214000.0,5870320000.0,10565186000.0,,37749227000.0,1241897000.0,38991124000.0,487364544000.0,46412000.0,,,38610000.0,,,10013000.0,,,,,,,7825508000.0,7825508000.0,,,,,,,,,,,2019q1
144171,002936.XSHE,2019-06-30,2019-08-21,2019-06-30,35164514000.0,,3699478000.0,61012165000.0,,,,,,0.0,,,,120904000.0,,,,,,,,,350176000.0,,2242672000.0,,,,,,775305000.0,,,,2242755000.0,,,479795566000.0,0.0,5197523000.0,294326720000.0,13742459000.0,,,,,21905063000.0,,533732000.0,668905000.0,,,,,0.0,,,,,,,101030940000.0,,,254138000.0,,,,440280452000.0,5921932000.0,5163655000.0,,,2356214000.0,5870320000.0,11099039000.0,,38260665000.0,1254449000.0,39515114000.0,479795566000.0,23997000.0,,,18253000.0,,,77313000.0,,,,,,,7825508000.0,7825508000.0,,,,,,,,,,,2019q2
154582,002936.XSHE,2019-09-30,2019-10-29,2019-09-30,35917606000.0,,1335093000.0,58222382000.0,,,,,,0.0,,,,2640677000.0,,,,,,,,,366571000.0,,2293242000.0,,,,,,793187000.0,,,,2191505000.0,,,492793859000.0,0.0,6721318000.0,305442526000.0,12651242000.0,,,,,19742431000.0,,535194000.0,527370000.0,,,,,0.0,,,,,,,103429080000.0,,,248029000.0,,,,452125723000.0,5921932000.0,5163655000.0,,,2356214000.0,5870320000.0,12219662000.0,,39386604000.0,1281532000.0,40668136000.0,492793859000.0,29313000.0,,,7827000.0,,,288677000.0,,,,,,,7825508000.0,7825508000.0,,,,,,,,,,,2019q3
178794,002936.XSHE,2019-12-31,2020-03-31,2019-12-31,40396070000.0,,2784681000.0,243982326000.0,,,,,,0.0,,,,2998744000.0,,,,,,,,,376874000.0,,2372354000.0,,,,,,887625000.0,,,,2834990000.0,,,500478127000.0,0.0,9954864000.0,311031904000.0,14113018000.0,,,,,16385737000.0,,734585000.0,745840000.0,,,,,0.0,,,,,,,105245667000.0,,,287623000.0,,,,460586505000.0,5921932000.0,5163655000.0,,,2675548000.0,6619553000.0,10333487000.0,,38590322000.0,1301300000.0,39891622000.0,500478127000.0,50639000.0,,,94602000.0,,,4944000.0,,,,,,,7825508000.0,7825508000.0,,,,,,,,,,383405000.0,2019q4
181233,002936.XSHE,2020-03-31,2020-04-27,2020-03-31,34760819000.0,,1921676000.0,56848386000.0,,,,,,0.0,,,,16770853000.0,,,,,,,,,392634000.0,,2371946000.0,,,,,,873724000.0,,,,2834990000.0,,,532678261000.0,0.0,15664139000.0,339371189000.0,14854398000.0,103297000.0,,,,24694024000.0,,532020000.0,1055193000.0,,,,,0.0,,,,,,,92467066000.0,,,313038000.0,,,,491437665000.0,5921932000.0,5163655000.0,,,2675548000.0,6619553000.0,11428554000.0,,39905619000.0,1334977000.0,41240596000.0,532678261000.0,270869000.0,,,3647000.0,,,75889000.0,,,,,,,7825508000.0,7825508000.0,,,,,,,,,,,2020q1
206073,002936.XSHE,2020-06-30,2020-08-31,2020-06-30,34748856000.0,,1872743000.0,61021348000.0,,,,,,0.0,,,,7669685000.0,,,,,,,,,374717000.0,,2559325000.0,,,,,,868375000.0,,,,3342277000.0,,,533872933000.0,0.0,16408987000.0,339849839000.0,17320293000.0,,,,,19624666000.0,,548183000.0,997030000.0,,,,,0.0,,,,,,,94582627000.0,,,315528000.0,,,,492242603000.0,6514125000.0,4571462000.0,,,2675548000.0,6619553000.0,12159147000.0,,40275962000.0,1354368000.0,41630330000.0,533872933000.0,-89381000.0,,,30000000.0,,,65967000.0,,,,,,,7825508000.0,7825508000.0,,,,,,,,,,,2020q2
