date,code,open,close,high,low,volume,money
2016-09-23,600908.XSHG,3.99,4.8,4.8,3.99,92675.0,440035.0
2016-09-26,600908.XSHG,5.27,5.27,5.27,5.27,67027.0,353405.0
2016-09-27,600908.XSHG,5.8,5.8,5.8,5.8,67174.0,389695.0
2016-09-28,600908.XSHG,6.38,6.38,6.38,6.38,176064.0,1123673.0
2016-09-29,600908.XSHG,7.02,7.02,7.02,7.02,511238.0,3590237.0
2016-09-30,600908.XSHG,7.72,7.72,7.72,7.72,1880075.0,14519172.0
2016-10-10,600908.XSHG,8.5,8.5,8.5,8.5,1516835.0,12888782.0
2016-10-11,600908.XSHG,9.35,9.35,9.35,9.35,1235757.0,11549539.0
2016-10-12,600908.XSHG,10.28,10.25,10.28,9.76,168850746.0,1690421544.0
2016-10-13,600908.XSHG,9.96,9.66,10.03,9.58,102468681.0,1006216920.0
2016-10-14,600908.XSHG,9.68,9.87,10.4,9.55,106301661.0,1061258900.0
2016-10-17,600908.XSHG,9.68,9.35,9.72,9.26,71557831.0,674576757.0
2016-10-18,600908.XSHG,9.27,9.27,9.29,8.95,59787911.0,546452285.0
2016-10-19,600908.XSHG,9.2,9.15,9.29,9.03,32243826.0,294383524.0
2016-10-20,600908.XSHG,9.18,8.84,9.19,8.82,39718794.0,356633084.0
2016-10-21,600908.XSHG,8.79,8.57,8.9,8.49,40703707.0,352609876.0
2016-10-24,600908.XSHG,8.56,8.94,9.23,8.51,69605251.0,620261000.0
2016-10-25,600908.XSHG,8.84,8.94,9.09,8.65,48199213.0,428391803.0
2016-10-26,600908.XSHG,8.91,8.77,8.92,8.71,24325787.0,214706692.0
2016-10-27,600908.XSHG,8.77,8.85,8.99,8.77,23591230.0,208944565.0
2016-10-28,600908.XSHG,8.88,9.73,9.74,8.79,135177515.0,1304221468.0
2016-10-31,600908.XSHG,9.68,10.12,10.39,9.06,148359533.0,1442102392.0
2016-11-01,600908.XSHG,9.82,9.79,9.87,9.59,76636476.0,746265399.0
2016-11-02,600908.XSHG,9.68,9.61,9.78,9.4,55317911.0,528187848.0
2016-11-03,600908.XSHG,9.5,9.61,9.87,9.37,55270680.0,534713595.0
2016-11-04,600908.XSHG,9.53,9.54,9.76,9.47,34728818.0,333399986.0
2016-11-07,600908.XSHG,9.48,9.57,9.7,9.43,25446145.0,243515363.0
2016-11-08,600908.XSHG,9.65,9.86,10.17,9.53,67323580.0,666370677.0
2016-11-09,600908.XSHG,9.76,9.52,9.78,9.39,47785798.0,457390936.0
2016-11-10,600908.XSHG,9.64,10.14,10.47,9.56,90519192.0,921483388.0
2016-11-11,600908.XSHG,10.2,10.52,11.02,9.98,87935320.0,916364659.0
2016-11-14,600908.XSHG,10.28,10.77,11.3,10.2,80314834.0,860297136.0
2016-11-15,600908.XSHG,10.62,10.52,10.77,10.46,39267661.0,415657176.0
2016-11-16,600908.XSHG,10.54,10.54,10.83,10.46,31442368.0,333102417.0
2016-11-17,600908.XSHG,10.45,10.37,10.46,10.14,31788089.0,326323525.0
2016-11-18,600908.XSHG,10.32,10.0,10.36,9.94,26603499.0,270314125.0
2016-11-21,600908.XSHG,9.98,10.19,10.41,9.92,29434127.0,301072471.0
2016-11-22,600908.XSHG,10.12,10.31,10.35,10.05,25688307.0,262344402.0
2016-11-23,600908.XSHG,10.29,10.2,10.57,10.13,37592298.0,389620720.0
2016-11-24,600908.XSHG,10.09,9.99,10.19,9.95,24364792.0,245220922.0
2016-11-25,600908.XSHG,10.0,10.08,10.17,9.87,18350689.0,183675448.0
2016-11-28,600908.XSHG,10.11,10.08,10.23,10.05,18483233.0,187160940.0
2016-11-29,600908.XSHG,10.04,9.56,10.05,9.53,30247376.0,295741421.0
2016-11-30,600908.XSHG,9.5,9.37,9.54,9.33,18885165.0,178188419.0
2016-12-01,600908.XSHG,9.42,9.46,9.5,9.36,12213615.0,115178688.0
2016-12-02,600908.XSHG,9.44,9.23,9.45,9.22,14914984.0,139063900.0
2016-12-05,600908.XSHG,9.14,9.27,9.29,9.09,8640724.0,79611897.0
2016-12-06,600908.XSHG,9.28,9.32,9.41,9.28,8454953.0,78999431.0
2016-12-07,600908.XSHG,9.31,9.42,9.44,9.29,9009756.0,84409096.0
2016-12-08,600908.XSHG,9.4,9.63,9.94,9.39,26279517.0,253333035.0
2016-12-09,600908.XSHG,9.6,9.5,9.79,9.44,22759655.0,218366063.0
2016-12-12,600908.XSHG,9.47,8.89,9.59,8.82,21562833.0,198882931.0
2016-12-13,600908.XSHG,8.85,8.82,8.91,8.64,12794700.0,112711079.0
2016-12-14,600908.XSHG,8.79,8.76,8.91,8.68,10073202.0,88726808.0
2016-12-15,600908.XSHG,8.7,8.79,8.87,8.67,8822883.0,77574104.0
2016-12-16,600908.XSHG,8.77,8.79,8.82,8.71,6288136.0,55199127.0
2016-12-19,600908.XSHG,8.79,8.65,8.79,8.64,7622452.0,66325899.0
2016-12-20,600908.XSHG,8.65,8.51,8.68,8.47,9117322.0,77902696.0
2016-12-21,600908.XSHG,8.55,8.62,8.66,8.53,7659521.0,65902240.0
2016-12-22,600908.XSHG,8.58,8.53,8.64,8.49,6464767.0,55163640.0
2016-12-23,600908.XSHG,8.52,8.25,8.53,8.24,10033551.0,83884586.0
2016-12-26,600908.XSHG,8.17,8.31,8.33,8.02,9860219.0,80456655.0
2016-12-27,600908.XSHG,8.27,8.21,8.31,8.19,6169733.0,50862437.0
2016-12-28,600908.XSHG,8.19,8.14,8.25,8.1,4270376.0,34912128.0
2016-12-29,600908.XSHG,8.15,8.16,8.27,8.13,5580935.0,45756297.0
2016-12-30,600908.XSHG,8.15,8.14,8.26,8.13,4226993.0,34561134.0
2017-01-03,600908.XSHG,8.2,8.24,8.3,8.17,6492806.0,53508434.0
2017-01-04,600908.XSHG,8.25,8.28,8.29,8.1,6286640.0,51778984.0
2017-01-05,600908.XSHG,8.27,8.26,8.31,8.25,6958323.0,57638603.0
2017-01-06,600908.XSHG,8.24,8.1,8.29,8.1,7904788.0,64509411.0
2017-01-09,600908.XSHG,8.1,8.04,8.1,7.98,6054166.0,48704187.0
2017-01-10,600908.XSHG,8.04,7.93,8.06,7.92,6425273.0,51366765.0
2017-01-11,600908.XSHG,7.92,7.91,8.01,7.79,12151891.0,96295273.0
2017-01-12,600908.XSHG,7.85,7.78,7.96,7.76,6059660.0,47591733.0
2017-01-13,600908.XSHG,7.77,7.61,7.79,7.59,9314079.0,71524569.0
2017-01-16,600908.XSHG,7.6,7.28,7.6,7.08,14233660.0,104556996.0
2017-01-17,600908.XSHG,7.19,7.27,7.33,7.01,11077595.0,79591308.0
2017-01-18,600908.XSHG,7.23,7.09,7.25,7.08,8271795.0,59169896.0
2017-01-19,600908.XSHG,7.09,7.04,7.14,6.93,8983121.0,63305537.0
2017-01-20,600908.XSHG,7.02,7.22,7.31,7.02,11217673.0,80677031.0
2017-01-23,600908.XSHG,7.23,7.26,7.31,7.2,7419154.0,53864775.0
2017-01-24,600908.XSHG,7.26,7.23,7.31,7.22,4341155.0,31508877.0
2017-01-25,600908.XSHG,7.22,7.25,7.27,7.21,4360208.0,31576852.0
2017-01-26,600908.XSHG,7.26,7.35,7.37,7.25,6143427.0,44974357.0
2017-02-03,600908.XSHG,7.34,7.21,7.35,7.2,4473475.0,32427302.0
2017-02-06,600908.XSHG,7.21,7.4,7.41,7.1,9766801.0,71343936.0
2017-02-07,600908.XSHG,7.35,7.36,7.51,7.32,9664425.0,71635152.0
2017-02-08,600908.XSHG,7.32,7.63,7.65,7.22,21285133.0,158830905.0
2017-02-09,600908.XSHG,7.52,7.58,7.64,7.51,12903947.0,97846692.0
2017-02-10,600908.XSHG,7.57,7.95,8.3,7.56,36449393.0,291555486.0
2017-02-13,600908.XSHG,8.08,8.55,8.74,8.08,61049587.0,522818000.0
2017-02-14,600908.XSHG,8.62,8.54,8.74,8.2,50467590.0,430814498.0
2017-02-15,600908.XSHG,8.45,9.07,9.4,8.45,71061657.0,640830856.0
2017-02-16,600908.XSHG,8.93,9.17,9.53,8.8,60045850.0,552799677.0
2017-02-17,600908.XSHG,9.09,8.74,9.38,8.72,43857668.0,396453290.0
2017-02-20,600908.XSHG,8.64,9.61,9.61,8.5,68152698.0,635317217.0
2017-02-21,600908.XSHG,10.25,9.68,10.5,9.48,86101195.0,854592336.0
2017-02-22,600908.XSHG,9.35,9.27,9.5,9.12,50421910.0,468090868.0
2017-02-23,600908.XSHG,9.26,9.15,9.38,9.09,30733637.0,282958795.0
2017-02-24,600908.XSHG,9.15,9.44,9.57,9.09,35646057.0,331435414.0
2017-02-27,600908.XSHG,9.31,9.35,9.58,9.05,39566959.0,369324289.0
2017-02-28,600908.XSHG,9.3,10.28,10.28,9.27,33517611.0,338071247.0
2017-03-01,600908.XSHG,10.72,10.32,11.08,10.18,105523845.0,1125070298.0
2017-03-02,600908.XSHG,10.36,10.78,11.06,10.31,89545243.0,954602295.0
2017-03-03,600908.XSHG,10.55,10.26,10.63,10.17,51262571.0,534603990.0
2017-03-06,600908.XSHG,10.13,10.73,11.29,9.99,56896379.0,608532036.0
2017-03-07,600908.XSHG,10.57,10.92,11.06,10.52,55721312.0,605148614.0
2017-03-08,600908.XSHG,10.76,10.81,11.16,10.65,48898758.0,530964660.0
2017-03-09,600908.XSHG,10.72,10.79,11.06,10.66,39292938.0,426424583.0
2017-03-10,600908.XSHG,10.69,10.37,10.8,10.3,36585200.0,383578773.0
