code,statement_family,report_period_end,quarter_key,year_key,standard_field_name,source_table,source_field,raw_primary_value,raw_fallback_value,raw_value_used,prior_cumulative_value_used,transformation_rule,conversion_success,missing_reason
601169.XSHG,indicator,2014-03-31,2014q1,,eps,indicator.csv,eps,0.5139,0.5139,0.5139,,identity_q1_or_ytd_diff,True,
601169.XSHG,indicator,2014-03-31,2014q1,,adjusted_profit,indicator.csv,adjusted_profit,4510374000.0,4510374000.0,4510374000.0,,identity_q1_or_ytd_diff,True,
601169.XSHG,indicator,2014-03-31,2014q1,,operating_profit,indicator.csv,operating_profit,5714388000.0,5714388000.0,5714388000.0,,identity_q1_or_ytd_diff,True,
601169.XSHG,indicator,2014-03-31,2014q1,,value_change_profit,indicator.csv,value_change_profit,341890000.0,341890000.0,341890000.0,,identity_q1_or_ytd_diff,True,
601169.XSHG,indicator,2014-03-31,2014q1,,roe,indicator.csv,roe,5.6,5.6,5.6,,identity_q1_or_ytd_diff,True,
601169.XSHG,indicator,2014-03-31,2014q1,,inc_return,indicator.csv,inc_return,5.58,5.58,5.58,,identity_q1_or_ytd_diff,True,
601169.XSHG,indicator,2014-03-31,2014q1,,roa,indicator.csv,roa,0.33,0.33,0.33,,identity_q1_or_ytd_diff,True,
601169.XSHG,indicator,2014-03-31,2014q1,,net_profit_margin,indicator.csv,net_profit_margin,51.25,51.25,51.25,,identity_q1_or_ytd_diff,True,
601169.XSHG,indicator,2014-03-31,2014q1,,gross_profit_margin,indicator.csv,gross_profit_margin,,,,,identity_q1_or_ytd_diff,False,missing_raw_value
601169.XSHG,indicator,2014-03-31,2014q1,,expense_to_total_revenue,indicator.csv,expense_to_total_revenue,35.29,35.29,35.29,,identity_q1_or_ytd_diff,True,
601169.XSHG,indicator,2014-03-31,2014q1,,operation_profit_to_total_revenue,indicator.csv,operation_profit_to_total_revenue,64.71,64.71,64.71,,identity_q1_or_ytd_diff,True,
601169.XSHG,indicator,2014-03-31,2014q1,,net_profit_to_total_revenue,indicator.csv,net_profit_to_total_revenue,51.25,51.25,51.25,,identity_q1_or_ytd_diff,True,
601169.XSHG,indicator,2014-03-31,2014q1,,operating_expense_to_total_revenue,indicator.csv,operating_expense_to_total_revenue,,,,,identity_q1_or_ytd_diff,False,missing_raw_value
601169.XSHG,indicator,2014-03-31,2014q1,,ga_expense_to_total_revenue,indicator.csv,ga_expense_to_total_revenue,17.22,17.22,17.22,,identity_q1_or_ytd_diff,True,
601169.XSHG,indicator,2014-03-31,2014q1,,financing_expense_to_total_revenue,indicator.csv,financing_expense_to_total_revenue,,,,,identity_q1_or_ytd_diff,False,missing_raw_value
601169.XSHG,indicator,2014-03-31,2014q1,,operating_profit_to_profit,indicator.csv,operating_profit_to_profit,93.76,93.76,93.76,,identity_q1_or_ytd_diff,True,
601169.XSHG,indicator,2014-03-31,2014q1,,invesment_profit_to_profit,indicator.csv,invesment_profit_to_profit,5.97,5.97,5.97,,identity_q1_or_ytd_diff,True,
601169.XSHG,indicator,2014-03-31,2014q1,,adjusted_profit_to_profit,indicator.csv,adjusted_profit_to_profit,99.74,99.74,99.74,,identity_q1_or_ytd_diff,True,
601169.XSHG,indicator,2014-03-31,2014q1,,goods_sale_and_service_to_revenue,indicator.csv,goods_sale_and_service_to_revenue,,,,,identity_q1_or_ytd_diff,False,missing_raw_value
601169.XSHG,indicator,2014-03-31,2014q1,,ocf_to_revenue,indicator.csv,ocf_to_revenue,19.95,19.95,19.95,,identity_q1_or_ytd_diff,True,
601169.XSHG,indicator,2014-03-31,2014q1,,ocf_to_operating_profit,indicator.csv,ocf_to_operating_profit,30.83,30.83,30.83,,identity_q1_or_ytd_diff,True,
601169.XSHG,indicator,2014-03-31,2014q1,,inc_total_revenue_year_on_year,indicator.csv,inc_total_revenue_year_on_year,10.99,10.99,10.99,,identity_q1_or_ytd_diff,True,
601169.XSHG,indicator,2014-03-31,2014q1,,inc_total_revenue_annual,indicator.csv,inc_total_revenue_annual,17.85,17.85,17.85,,identity_q1_or_ytd_diff,True,
601169.XSHG,indicator,2014-03-31,2014q1,,inc_revenue_year_on_year,indicator.csv,inc_revenue_year_on_year,10.99,10.99,10.99,,identity_q1_or_ytd_diff,True,
601169.XSHG,indicator,2014-03-31,2014q1,,inc_revenue_annual,indicator.csv,inc_revenue_annual,17.85,17.85,17.85,,identity_q1_or_ytd_diff,True,
601169.XSHG,indicator,2014-03-31,2014q1,,inc_operation_profit_year_on_year,indicator.csv,inc_operation_profit_year_on_year,8.84,8.84,8.84,,identity_q1_or_ytd_diff,True,
601169.XSHG,indicator,2014-03-31,2014q1,,inc_operation_profit_annual,indicator.csv,inc_operation_profit_annual,91.76,91.76,91.76,,identity_q1_or_ytd_diff,True,
601169.XSHG,indicator,2014-03-31,2014q1,,inc_net_profit_year_on_year,indicator.csv,inc_net_profit_year_on_year,9.56,9.56,9.56,,identity_q1_or_ytd_diff,True,
601169.XSHG,indicator,2014-03-31,2014q1,,inc_net_profit_annual,indicator.csv,inc_net_profit_annual,85.23,85.23,85.23,,identity_q1_or_ytd_diff,True,
601169.XSHG,indicator,2014-03-31,2014q1,,inc_net_profit_to_shareholders_year_on_year,indicator.csv,inc_net_profit_to_shareholders_year_on_year,9.51,9.51,9.51,,identity_q1_or_ytd_diff,True,
601169.XSHG,indicator,2014-03-31,2014q1,,inc_net_profit_to_shareholders_annual,indicator.csv,inc_net_profit_to_shareholders_annual,84.93,84.93,84.93,,identity_q1_or_ytd_diff,True,
601169.XSHG,indicator,2014-06-30,2014q2,,eps,indicator.csv,eps,0.4915,0.4915,0.4915,,identity_q1_or_ytd_diff,True,
601169.XSHG,indicator,2014-06-30,2014q2,,adjusted_profit,indicator.csv,adjusted_profit,4326626000.0,4326626000.0,4326626000.0,,identity_q1_or_ytd_diff,True,
601169.XSHG,indicator,2014-06-30,2014q2,,operating_profit,indicator.csv,operating_profit,5681612000.0,5681612000.0,5681612000.0,,identity_q1_or_ytd_diff,True,
601169.XSHG,indicator,2014-06-30,2014q2,,value_change_profit,indicator.csv,value_change_profit,107110000.0,107110000.0,107110000.0,,identity_q1_or_ytd_diff,True,
601169.XSHG,indicator,2014-06-30,2014q2,,roe,indicator.csv,roe,5.06,5.06,5.06,,identity_q1_or_ytd_diff,True,
601169.XSHG,indicator,2014-06-30,2014q2,,inc_return,indicator.csv,inc_return,5.06,5.06,5.06,,identity_q1_or_ytd_diff,True,
601169.XSHG,indicator,2014-06-30,2014q2,,roa,indicator.csv,roa,0.3,0.3,0.3,,identity_q1_or_ytd_diff,True,
601169.XSHG,indicator,2014-06-30,2014q2,,net_profit_margin,indicator.csv,net_profit_margin,46.12,46.12,46.12,,identity_q1_or_ytd_diff,True,
601169.XSHG,indicator,2014-06-30,2014q2,,gross_profit_margin,indicator.csv,gross_profit_margin,,,,,identity_q1_or_ytd_diff,False,missing_raw_value
601169.XSHG,indicator,2014-06-30,2014q2,,expense_to_total_revenue,indicator.csv,expense_to_total_revenue,39.49,39.49,39.49,,identity_q1_or_ytd_diff,True,
601169.XSHG,indicator,2014-06-30,2014q2,,operation_profit_to_total_revenue,indicator.csv,operation_profit_to_total_revenue,60.51,60.51,60.51,,identity_q1_or_ytd_diff,True,
601169.XSHG,indicator,2014-06-30,2014q2,,net_profit_to_total_revenue,indicator.csv,net_profit_to_total_revenue,46.12,46.12,46.12,,identity_q1_or_ytd_diff,True,
601169.XSHG,indicator,2014-06-30,2014q2,,operating_expense_to_total_revenue,indicator.csv,operating_expense_to_total_revenue,,,,,identity_q1_or_ytd_diff,False,missing_raw_value
601169.XSHG,indicator,2014-06-30,2014q2,,ga_expense_to_total_revenue,indicator.csv,ga_expense_to_total_revenue,22.16,22.16,22.16,,identity_q1_or_ytd_diff,True,
601169.XSHG,indicator,2014-06-30,2014q2,,financing_expense_to_total_revenue,indicator.csv,financing_expense_to_total_revenue,,,,,identity_q1_or_ytd_diff,False,missing_raw_value
601169.XSHG,indicator,2014-06-30,2014q2,,operating_profit_to_profit,indicator.csv,operating_profit_to_profit,98.14,98.14,98.14,,identity_q1_or_ytd_diff,True,
601169.XSHG,indicator,2014-06-30,2014q2,,invesment_profit_to_profit,indicator.csv,invesment_profit_to_profit,1.89,1.89,1.89,,identity_q1_or_ytd_diff,True,
601169.XSHG,indicator,2014-06-30,2014q2,,adjusted_profit_to_profit,indicator.csv,adjusted_profit_to_profit,100.04,100.04,100.04,,identity_q1_or_ytd_diff,True,
601169.XSHG,indicator,2014-06-30,2014q2,,goods_sale_and_service_to_revenue,indicator.csv,goods_sale_and_service_to_revenue,,,,,identity_q1_or_ytd_diff,False,missing_raw_value
601169.XSHG,indicator,2014-06-30,2014q2,,ocf_to_revenue,indicator.csv,ocf_to_revenue,240.0,240.0,240.0,,identity_q1_or_ytd_diff,True,
601169.XSHG,indicator,2014-06-30,2014q2,,ocf_to_operating_profit,indicator.csv,ocf_to_operating_profit,396.63,396.63,396.63,,identity_q1_or_ytd_diff,True,
601169.XSHG,indicator,2014-06-30,2014q2,,inc_total_revenue_year_on_year,indicator.csv,inc_total_revenue_year_on_year,20.72,20.72,20.72,,identity_q1_or_ytd_diff,True,
601169.XSHG,indicator,2014-06-30,2014q2,,inc_total_revenue_annual,indicator.csv,inc_total_revenue_annual,6.33,6.33,6.33,,identity_q1_or_ytd_diff,True,
601169.XSHG,indicator,2014-06-30,2014q2,,inc_revenue_year_on_year,indicator.csv,inc_revenue_year_on_year,20.72,20.72,20.72,,identity_q1_or_ytd_diff,True,
601169.XSHG,indicator,2014-06-30,2014q2,,inc_revenue_annual,indicator.csv,inc_revenue_annual,6.33,6.33,6.33,,identity_q1_or_ytd_diff,True,
601169.XSHG,indicator,2014-06-30,2014q2,,inc_operation_profit_year_on_year,indicator.csv,inc_operation_profit_year_on_year,25.75,25.75,25.75,,identity_q1_or_ytd_diff,True,
601169.XSHG,indicator,2014-06-30,2014q2,,inc_operation_profit_annual,indicator.csv,inc_operation_profit_annual,-0.57,-0.57,-0.57,,identity_q1_or_ytd_diff,True,
601169.XSHG,indicator,2014-06-30,2014q2,,inc_net_profit_year_on_year,indicator.csv,inc_net_profit_year_on_year,17.85,17.85,17.85,,identity_q1_or_ytd_diff,True,
601169.XSHG,indicator,2014-06-30,2014q2,,inc_net_profit_annual,indicator.csv,inc_net_profit_annual,-4.33,-4.33,-4.33,,identity_q1_or_ytd_diff,True,
601169.XSHG,indicator,2014-06-30,2014q2,,inc_net_profit_to_shareholders_year_on_year,indicator.csv,inc_net_profit_to_shareholders_year_on_year,17.81,17.81,17.81,,identity_q1_or_ytd_diff,True,
601169.XSHG,indicator,2014-06-30,2014q2,,inc_net_profit_to_shareholders_annual,indicator.csv,inc_net_profit_to_shareholders_annual,-4.36,-4.36,-4.36,,identity_q1_or_ytd_diff,True,
601169.XSHG,indicator,2014-09-30,2014q3,,eps,indicator.csv,eps,0.3546,0.3546,0.3546,,identity_q1_or_ytd_diff,True,
601169.XSHG,indicator,2014-09-30,2014q3,,adjusted_profit,indicator.csv,adjusted_profit,3759000000.0,3759000000.0,3759000000.0,,identity_q1_or_ytd_diff,True,
601169.XSHG,indicator,2014-09-30,2014q3,,operating_profit,indicator.csv,operating_profit,4706000000.0,4706000000.0,4706000000.0,,identity_q1_or_ytd_diff,True,
601169.XSHG,indicator,2014-09-30,2014q3,,value_change_profit,indicator.csv,value_change_profit,160000000.0,160000000.0,160000000.0,,identity_q1_or_ytd_diff,True,
601169.XSHG,indicator,2014-09-30,2014q3,,roe,indicator.csv,roe,4.18,4.18,4.18,,identity_q1_or_ytd_diff,True,
601169.XSHG,indicator,2014-09-30,2014q3,,inc_return,indicator.csv,inc_return,4.19,4.19,4.19,,identity_q1_or_ytd_diff,True,
601169.XSHG,indicator,2014-09-30,2014q3,,roa,indicator.csv,roa,0.25,0.25,0.25,,identity_q1_or_ytd_diff,True,
601169.XSHG,indicator,2014-09-30,2014q3,,net_profit_margin,indicator.csv,net_profit_margin,39.13,39.13,39.13,,identity_q1_or_ytd_diff,True,
601169.XSHG,indicator,2014-09-30,2014q3,,gross_profit_margin,indicator.csv,gross_profit_margin,,,,,identity_q1_or_ytd_diff,False,missing_raw_value
601169.XSHG,indicator,2014-09-30,2014q3,,expense_to_total_revenue,indicator.csv,expense_to_total_revenue,50.88,50.88,50.88,,identity_q1_or_ytd_diff,True,
601169.XSHG,indicator,2014-09-30,2014q3,,operation_profit_to_total_revenue,indicator.csv,operation_profit_to_total_revenue,49.12,49.12,49.12,,identity_q1_or_ytd_diff,True,
601169.XSHG,indicator,2014-09-30,2014q3,,net_profit_to_total_revenue,indicator.csv,net_profit_to_total_revenue,39.13,39.13,39.13,,identity_q1_or_ytd_diff,True,
601169.XSHG,indicator,2014-09-30,2014q3,,operating_expense_to_total_revenue,indicator.csv,operating_expense_to_total_revenue,,,,,identity_q1_or_ytd_diff,False,missing_raw_value
601169.XSHG,indicator,2014-09-30,2014q3,,ga_expense_to_total_revenue,indicator.csv,ga_expense_to_total_revenue,30.56,30.56,30.56,,identity_q1_or_ytd_diff,True,
601169.XSHG,indicator,2014-09-30,2014q3,,financing_expense_to_total_revenue,indicator.csv,financing_expense_to_total_revenue,,,,,identity_q1_or_ytd_diff,False,missing_raw_value
601169.XSHG,indicator,2014-09-30,2014q3,,operating_profit_to_profit,indicator.csv,operating_profit_to_profit,97.01,97.01,97.01,,identity_q1_or_ytd_diff,True,
601169.XSHG,indicator,2014-09-30,2014q3,,invesment_profit_to_profit,indicator.csv,invesment_profit_to_profit,3.41,3.41,3.41,,identity_q1_or_ytd_diff,True,
601169.XSHG,indicator,2014-09-30,2014q3,,adjusted_profit_to_profit,indicator.csv,adjusted_profit_to_profit,100.37,100.37,100.37,,identity_q1_or_ytd_diff,True,
601169.XSHG,indicator,2014-09-30,2014q3,,goods_sale_and_service_to_revenue,indicator.csv,goods_sale_and_service_to_revenue,,,,,identity_q1_or_ytd_diff,False,missing_raw_value
601169.XSHG,indicator,2014-09-30,2014q3,,ocf_to_revenue,indicator.csv,ocf_to_revenue,103.79,103.79,103.79,,identity_q1_or_ytd_diff,True,
601169.XSHG,indicator,2014-09-30,2014q3,,ocf_to_operating_profit,indicator.csv,ocf_to_operating_profit,211.28,211.28,211.28,,identity_q1_or_ytd_diff,True,
601169.XSHG,indicator,2014-09-30,2014q3,,inc_total_revenue_year_on_year,indicator.csv,inc_total_revenue_year_on_year,28.8,28.8,28.8,,identity_q1_or_ytd_diff,True,
601169.XSHG,indicator,2014-09-30,2014q3,,inc_total_revenue_annual,indicator.csv,inc_total_revenue_annual,2.03,2.03,2.03,,identity_q1_or_ytd_diff,True,
601169.XSHG,indicator,2014-09-30,2014q3,,inc_revenue_year_on_year,indicator.csv,inc_revenue_year_on_year,28.8,28.8,28.8,,identity_q1_or_ytd_diff,True,
601169.XSHG,indicator,2014-09-30,2014q3,,inc_revenue_annual,indicator.csv,inc_revenue_annual,2.03,2.03,2.03,,identity_q1_or_ytd_diff,True,
601169.XSHG,indicator,2014-09-30,2014q3,,inc_operation_profit_year_on_year,indicator.csv,inc_operation_profit_year_on_year,17.04,17.04,17.04,,identity_q1_or_ytd_diff,True,
601169.XSHG,indicator,2014-09-30,2014q3,,inc_operation_profit_annual,indicator.csv,inc_operation_profit_annual,-17.17,-17.17,-17.17,,identity_q1_or_ytd_diff,True,
601169.XSHG,indicator,2014-09-30,2014q3,,inc_net_profit_year_on_year,indicator.csv,inc_net_profit_year_on_year,16.56,16.56,16.56,,identity_q1_or_ytd_diff,True,
601169.XSHG,indicator,2014-09-30,2014q3,,inc_net_profit_annual,indicator.csv,inc_net_profit_annual,-13.42,-13.42,-13.42,,identity_q1_or_ytd_diff,True,
601169.XSHG,indicator,2014-09-30,2014q3,,inc_net_profit_to_shareholders_year_on_year,indicator.csv,inc_net_profit_to_shareholders_year_on_year,16.54,16.54,16.54,,identity_q1_or_ytd_diff,True,
