code,statement_family,report_period_end,quarter_key,year_key,standard_field_name,source_table,source_field,raw_primary_value,raw_fallback_value,raw_value_used,prior_cumulative_value_used,transformation_rule,conversion_success,missing_reason
600908.XSHG,indicator,2016-12-31,2016q4,,eps,indicator.csv,eps,0.1053,0.1053,0.1053,,identity_q1_or_ytd_diff,True,
600908.XSHG,indicator,2016-12-31,2016q4,,adjusted_profit,indicator.csv,adjusted_profit,194450550.0,194450550.0,194450550.0,,identity_q1_or_ytd_diff,True,
600908.XSHG,indicator,2016-12-31,2016q4,,operating_profit,indicator.csv,operating_profit,238310910.0,238310910.0,238310910.0,,identity_q1_or_ytd_diff,True,
600908.XSHG,indicator,2016-12-31,2016q4,,value_change_profit,indicator.csv,value_change_profit,-31724170.0,-31724170.0,-31724170.0,,identity_q1_or_ytd_diff,True,
600908.XSHG,indicator,2016-12-31,2016q4,,roe,indicator.csv,roe,2.23,2.23,2.23,,identity_q1_or_ytd_diff,True,
600908.XSHG,indicator,2016-12-31,2016q4,,inc_return,indicator.csv,inc_return,2.22,2.22,2.22,,identity_q1_or_ytd_diff,True,
600908.XSHG,indicator,2016-12-31,2016q4,,roa,indicator.csv,roa,0.15,0.15,0.15,,identity_q1_or_ytd_diff,True,
600908.XSHG,indicator,2016-12-31,2016q4,,net_profit_margin,indicator.csv,net_profit_margin,29.92,29.92,29.92,,identity_q1_or_ytd_diff,True,
600908.XSHG,indicator,2016-12-31,2016q4,,gross_profit_margin,indicator.csv,gross_profit_margin,,,,,identity_q1_or_ytd_diff,False,missing_raw_value
600908.XSHG,indicator,2016-12-31,2016q4,,expense_to_total_revenue,indicator.csv,expense_to_total_revenue,66.53,66.53,66.53,,identity_q1_or_ytd_diff,True,
600908.XSHG,indicator,2016-12-31,2016q4,,operation_profit_to_total_revenue,indicator.csv,operation_profit_to_total_revenue,33.47,33.47,33.47,,identity_q1_or_ytd_diff,True,
600908.XSHG,indicator,2016-12-31,2016q4,,net_profit_to_total_revenue,indicator.csv,net_profit_to_total_revenue,29.92,29.92,29.92,,identity_q1_or_ytd_diff,True,
600908.XSHG,indicator,2016-12-31,2016q4,,operating_expense_to_total_revenue,indicator.csv,operating_expense_to_total_revenue,,,,,identity_q1_or_ytd_diff,False,missing_raw_value
600908.XSHG,indicator,2016-12-31,2016q4,,ga_expense_to_total_revenue,indicator.csv,ga_expense_to_total_revenue,37.03,37.03,37.03,,identity_q1_or_ytd_diff,True,
600908.XSHG,indicator,2016-12-31,2016q4,,financing_expense_to_total_revenue,indicator.csv,financing_expense_to_total_revenue,,,,,identity_q1_or_ytd_diff,False,missing_raw_value
600908.XSHG,indicator,2016-12-31,2016q4,,operating_profit_to_profit,indicator.csv,operating_profit_to_profit,115.05,115.05,115.05,,identity_q1_or_ytd_diff,True,
600908.XSHG,indicator,2016-12-31,2016q4,,invesment_profit_to_profit,indicator.csv,invesment_profit_to_profit,-15.32,-15.32,-15.32,,identity_q1_or_ytd_diff,True,
600908.XSHG,indicator,2016-12-31,2016q4,,adjusted_profit_to_profit,indicator.csv,adjusted_profit_to_profit,99.94,99.94,99.94,,identity_q1_or_ytd_diff,True,
600908.XSHG,indicator,2016-12-31,2016q4,,goods_sale_and_service_to_revenue,indicator.csv,goods_sale_and_service_to_revenue,,,,,identity_q1_or_ytd_diff,False,missing_raw_value
600908.XSHG,indicator,2016-12-31,2016q4,,ocf_to_revenue,indicator.csv,ocf_to_revenue,933.64,933.64,933.64,,identity_q1_or_ytd_diff,True,
600908.XSHG,indicator,2016-12-31,2016q4,,ocf_to_operating_profit,indicator.csv,ocf_to_operating_profit,2422.63,2422.63,2422.63,,identity_q1_or_ytd_diff,True,
600908.XSHG,indicator,2016-12-31,2016q4,,inc_total_revenue_year_on_year,indicator.csv,inc_total_revenue_year_on_year,1.22,1.22,1.22,,identity_q1_or_ytd_diff,True,
600908.XSHG,indicator,2016-12-31,2016q4,,inc_total_revenue_annual,indicator.csv,inc_total_revenue_annual,-8.48,-8.48,-8.48,,identity_q1_or_ytd_diff,True,
600908.XSHG,indicator,2016-12-31,2016q4,,inc_revenue_year_on_year,indicator.csv,inc_revenue_year_on_year,1.22,1.22,1.22,,identity_q1_or_ytd_diff,True,
600908.XSHG,indicator,2016-12-31,2016q4,,inc_revenue_annual,indicator.csv,inc_revenue_annual,-8.48,-8.48,-8.48,,identity_q1_or_ytd_diff,True,
600908.XSHG,indicator,2016-12-31,2016q4,,inc_operation_profit_year_on_year,indicator.csv,inc_operation_profit_year_on_year,-13.3,-13.3,-13.3,,identity_q1_or_ytd_diff,True,
600908.XSHG,indicator,2016-12-31,2016q4,,inc_operation_profit_annual,indicator.csv,inc_operation_profit_annual,-31.79,-31.79,-31.79,,identity_q1_or_ytd_diff,True,
600908.XSHG,indicator,2016-12-31,2016q4,,inc_net_profit_year_on_year,indicator.csv,inc_net_profit_year_on_year,-0.53,-0.53,-0.53,,identity_q1_or_ytd_diff,True,
