id,code,statDate,pubDate,statDate.1,eps,adjusted_profit,operating_profit,value_change_profit,roe,inc_return,roa,net_profit_margin,gross_profit_margin,expense_to_total_revenue,operation_profit_to_total_revenue,net_profit_to_total_revenue,operating_expense_to_total_revenue,ga_expense_to_total_revenue,financing_expense_to_total_revenue,operating_profit_to_profit,invesment_profit_to_profit,adjusted_profit_to_profit,goods_sale_and_service_to_revenue,ocf_to_revenue,ocf_to_operating_profit,inc_total_revenue_year_on_year,inc_total_revenue_annual,inc_revenue_year_on_year,inc_revenue_annual,inc_operation_profit_year_on_year,inc_operation_profit_annual,inc_net_profit_year_on_year,inc_net_profit_annual,inc_net_profit_to_shareholders_year_on_year,inc_net_profit_to_shareholders_annual,requested_period
284932,601916.XSHG,2019-12-31,2020-03-30,2019-12-31,0.0793,1649482000.0,-48145000.0,1734464000.0,1.41,1.38,0.1,14.5,,85.43,14.57,14.5,,27.46,,-2.73,98.2,97.84,,-219.56,54547.21,4.65,0.88,4.65,0.88,-15.0,-58.2,4.2,-54.15,3.28,-54.57,2019q4
290225,601916.XSHG,2020-03-31,2020-04-25,2020-03-31,0.2129,4526989000.0,5626933000.0,2762693000.0,3.52,3.52,0.25,34.23,,58.21,41.79,34.23,,25.76,,50.92,49.12,99.98,,252.77,604.79,15.89,12.56,15.89,12.56,8.44,222.8,3.26,165.66,2.07,168.57,2020q1
329042,601916.XSHG,2020-06-30,2020-08-29,2020-06-30,0.1057,2239011000.0,2278067000.0,1257307000.0,1.74,1.74,0.12,19.72,,80.5,19.5,19.72,,20.56,,44.76,55.14,99.63,,697.8,3577.9,,-13.24,,-13.24,,-59.51,,-50.03,,-50.37,2020q2
338128,601916.XSHG,2020-09-30,2020-10-30,2020-09-30,0.1584,3471000000.0,4088000000.0,-17000000.0,2.64,2.72,0.17,34.06,,59.43,40.57,34.06,,36.74,,102.61,-0.43,103.03,,-36.65,-90.51,-14.86,-13.57,-14.86,-13.57,-1.77,79.8,-9.14,49.27,-9.22,49.91,2020q3
370005,601916.XSHG,2020-12-31,2021-03-31,2020-12-31,0.1018,2097000000.0,435000000.0,1916000000.0,1.67,1.62,0.11,17.72,,80.18,19.82,17.72,,22.52,,17.58,77.45,96.86,,-499.5,-14312.18,4.21,23.47,4.21,23.47,41.71,-39.7,27.39,-35.75,28.49,-35.74,2020q4
378462,601916.XSHG,2021-03-31,2021-04-30,2021-03-31,0.2151,4552000000.0,3947000000.0,1816000000.0,3.46,3.44,0.23,35.82,,55.35,44.65,35.82,,25.06,,67.81,31.2,99.48,,-539.36,-1776.74,-3.43,4.32,-3.43,4.32,3.16,135.02,1.04,110.82,1.06,111.36,2021q1
404992,601916.XSHG,2021-06-30,2021-08-31,2021-06-30,0.107,2253000000.0,729000000.0,1556000000.0,1.7,1.69,0.11,18.07,,82.09,17.91,18.07,,25.13,,31.29,66.78,99.03,,345.93,6121.81,10.45,-0.78,10.45,-0.78,1.45,-60.19,1.22,-49.95,1.25,-50.28,2021q2
415039,601916.XSHG,2021-09-30,2021-10-29,2021-09-30,0.1752,3696000000.0,1603000000.0,2763000000.0,2.76,2.74,0.18,26.34,,69.23,30.77,26.34,,25.23,,35.93,61.92,99.17,,-33.09,-299.63,43.76,12.5,43.76,12.5,9.03,93.25,11.17,63.96,10.63,63.82,2021q3
420377,601916.XSHG,2021-12-31,2022-03-30,2021-12-31,0.0973,2003000000.0,2350000000.0,1876000000.0,1.37,1.33,0.09,14.98,,83.28,16.72,14.98,,25.78,,20.02,79.22,96.76,,-48.24,-288.51,12.76,-3.16,12.76,-3.16,-4.86,-47.38,-4.66,-44.9,-4.39,-44.46,2021q4
424291,601916.XSHG,2022-03-31,2022-04-26,2022-03-31,0.2406,5101000000.0,6109000000.0,2433000000.0,3.22,3.21,0.22,33.93,,60.31,39.69,33.93,,23.66,,60.03,39.73,99.67,,314.13,791.42,18.37,9.51,18.37,9.51,5.24,159.96,12.13,147.96,11.84,147.25,2022q1
