day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio,field_set
2019-11-26,601916.XSHG,45.8425,1057.0542,102.7581,8.2126,1.0843,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2019-11-27,601916.XSHG,21.514,1008.1362,98.0027,7.8325,1.0341,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2019-11-28,601916.XSHG,13.1338,1010.2631,98.2094,7.849,1.0363,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2019-11-29,601916.XSHG,7.4032,999.6287,97.1757,7.7664,1.0254,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2019-12-02,601916.XSHG,10.2647,980.4869,95.3149,7.6177,1.0057,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2019-12-03,601916.XSHG,6.9409,969.8526,94.2811,7.5351,0.9948,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2019-12-04,601916.XSHG,5.2279,974.1063,94.6946,7.5681,0.9992,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2019-12-05,601916.XSHG,5.0862,978.3601,95.1081,7.6012,1.0036,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2019-12-06,601916.XSHG,3.7375,976.2332,94.9013,7.5847,1.0014,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2019-12-09,601916.XSHG,6.7194,988.9944,96.1419,7.6838,1.0145,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2019-12-10,601916.XSHG,6.4301,974.1063,94.6946,7.5681,0.9992,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2019-12-11,601916.XSHG,4.2655,974.1063,94.6946,7.5681,0.9992,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2019-12-12,601916.XSHG,4.1101,965.5988,93.8676,7.502,0.9905,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2019-12-13,601916.XSHG,7.6369,980.4869,95.3149,7.6177,1.0057,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2019-12-16,601916.XSHG,6.0606,976.2332,94.9013,7.5847,1.0014,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2019-12-17,601916.XSHG,24.5026,1023.0243,99.45,7.9482,1.0494,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2019-12-18,601916.XSHG,11.6353,1006.0094,97.7959,7.816,1.0319,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2019-12-19,601916.XSHG,6.6949,1006.0094,97.7959,7.816,1.0319,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2019-12-20,601916.XSHG,10.2147,1014.5168,98.623,7.8821,1.0407,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2019-12-23,601916.XSHG,10.2355,1016.6437,98.8297,7.8986,1.0428,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2019-12-24,601916.XSHG,4.774,1016.6437,98.8297,7.8986,1.0428,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2019-12-25,601916.XSHG,4.2201,1014.5168,98.623,7.8821,1.0407,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2019-12-26,601916.XSHG,4.7049,1018.7706,99.0365,7.9151,1.045,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2019-12-27,601916.XSHG,6.7163,1018.7706,99.0365,7.9151,1.045,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2019-12-30,601916.XSHG,6.1385,1018.7706,99.0365,7.9151,1.045,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2019-12-31,601916.XSHG,4.0323,1016.6437,98.8297,7.8986,1.0428,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2020-01-02,601916.XSHG,10.3493,1020.8974,99.2432,7.9317,1.0472,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2020-01-03,601916.XSHG,5.3875,1016.6437,98.8297,7.8986,1.0428,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2020-01-06,601916.XSHG,5.3038,1010.2631,98.2094,7.849,1.0363,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2020-01-07,601916.XSHG,4.1056,1014.5168,98.623,7.8821,1.0407,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
