id,company_id,company_name,code,a_code,b_code,h_code,pub_date,start_date,end_date,report_date,report_type,source_id,source,deposit_in_ib,cash_equivalents,deposit_client,cash_in_cb,settlement_provi,settlement_provi_client,metal,lend_capital,fairvalue_fianancial_asset,other_grow_asset,bought_sellback_assets,interest_receivable,insurance_receivables,recover_receivable,separate_receivable,not_time_fund,not_decide_fund,response_fund,health_fund,margin_loan,deposit_period,loan_and_advance,margin_out,agent_asset,investment_reveiable,advance_payment,hold_for_sale_assets,hold_to_maturity_investments,longterm_equity_invest,finance_out,capital_margin_out,investment_property,other_operate_cash_paid,subtotal_operate_cash_outflow,net_operate_cash_flow,invest_cash_flow,invest_withdrawal_cash,invest_proceeds,other_cash_from_invest_act,gain_from_disposal,subtotal_invest_cash_inflow,inventories,fixed_assets,constru_in_process,intangible_assets,trade_fee,long_deferred_expense,fixed_assets_liquidation,independent_account_asset,deferred_tax_assets,other_asset,total_assets,borrowing_from_centralbank,deposit_in_ib_and_other,shortterm_loan,loan_pledge,borrowing_capital,fairvalue_financial_liability,derivative_financial_liability,sold_buyback_secu_proceeds,deposit_absorb,proxy_secu_proceeds,proxy_sell_proceeds,notes_payable,advance_peceipts,insurance_receive_early,commission_payable,insurance_payable,salaries_payable,taxs_payable,interest_payable,proxy_liability,estimate_liability,compensation_payable,interest_insurance_payable,investment_money,not_time_reserve,not_decide_reserve,live_reserve,longterm_reserve,longterm_loan,bonds_payable,independent_account,deferred_tax_liability,other_liability,total_liability,paidin_capital,capital_reserve_fund,treasury_stock,surplus_reserve_fund,equities_parent_company_owners,retained_profit,minority_interests,currency_mis,total_owner_equities,total_liability_equity,perferred_share_liability,account_receivable,other_equity_tools,perferred_share_equity,pep_debt_equity,other_comprehensive_income,good_will,shortterm_loan_payable,accounts_payable,ordinary_risk_reserve_fund,contract_assets,hold_sale_asset,bond_invest,other_bond_invest,other_equity_tools_invest,contract_liability,usufruct_assets,liease_liability
14657,300010687,上海农村商业银行股份有限公司,601825.XSHG,601825,,,2022-04-30,2021-01-01,2021-12-31,2021-12-31,0,321003,定期报告,17837705000.0,,,66244961000.0,,,46690000.0,63472961000.0,72420004000.0,1062871000.0,46626644000.0,,,,,,,,,,,571005810000.0,,,,,,,2969695000.0,,,,,,,,,,,,,,4908661000.0,1348430000.0,,,,,,5414929000.0,1242608000.0,1102875758000.0,38699752000.0,9681577000.0,,,10871421000.0,46699000.0,1047230000.0,29173075000.0,827549571000.0,,,,,,,,2585970000.0,1418654000.0,,,339439000.0,,,,,,,,,85313202000.0,,,3133173000.0,1010381334000.0,9644444000.0,16784499000.0,,23877675000.0,92494424000.0,29143939000.0,,,92494424000.0,1102875758000.0,,,,,,1631197000.0,,,,11412670000.0,,,145541114000.0,102036545000.0,111500000.0,,584630000.0,521571000.0
14848,300010687,上海农村商业银行股份有限公司,601825.XSHG,601825,,,2022-08-19,2022-01-01,2022-06-30,2022-06-30,0,321003,定期报告,37558477000.0,,,70927050000.0,,,52151000.0,51506758000.0,82025464000.0,1296412000.0,15741881000.0,,,,,,,,,,,591742002000.0,,,,,,,2996185000.0,,,,,,,,,,,,,,5093518000.0,1013560000.0,,,,,,5670753000.0,2674262000.0,1145934419000.0,40400626000.0,7567661000.0,,,12768196000.0,202209000.0,1153445000.0,22085073000.0,860315351000.0,,,,,,,,3048164000.0,1328921000.0,,,433016000.0,,,,,,,,,95551247000.0,,,5296544000.0,1050640206000.0,9644444000.0,16784499000.0,,27552704000.0,95294213000.0,27441636000.0,,,95294213000.0,1145934419000.0,,,,,,1608633000.0,,,,12262297000.0,,,138629144000.0,138350703000.0,111500000.0,,544599000.0,489753000.0
15559,300010687,上海农村商业银行股份有限公司,601825.XSHG,601825,,,2023-04-28,2022-01-01,2022-12-31,2022-12-31,0,321003,定期报告,28256671000.0,,,64708998000.0,,,24679000.0,54623311000.0,76004300000.0,1198288000.0,28037714000.0,,,,,,,,,,,624991113000.0,,,,,,,3005654000.0,,,,,,,,,,,,,,5111722000.0,1048623000.0,,,,,,6184296000.0,3077195000.0,1211229299000.0,36541866000.0,14479816000.0,,,5342803000.0,24673000.0,1247609000.0,18931447000.0,932087120000.0,,,,,,,,2813867000.0,1424463000.0,,,611151000.0,,,,,,,,,87225642000.0,,,10062794000.0,1111307999000.0,9644444000.0,16784499000.0,,27552704000.0,99921300000.0,32332327000.0,,,99921300000.0,1211229299000.0,,,,,,1345029000.0,,,,12262297000.0,,,141916350000.0,172244398000.0,236500000.0,,559487000.0,514748000.0
15677,300010687,上海农村商业银行股份有限公司,601825.XSHG,601825,,,2023-08-24,2023-01-01,2023-06-30,2023-06-30,0,321003,定期报告,17815565000.0,,,63365762000.0,,,26007000.0,53529031000.0,96433117000.0,2442495000.0,25184072000.0,,,,,,,,,,,649845191000.0,,,,,,,4362989000.0,,,,,,,,,,,,,,5242819000.0,881158000.0,,,,,,5840217000.0,2273204000.0,1285286749000.0,33565188000.0,15981266000.0,,,24072282000.0,26973000.0,1646083000.0,38379265000.0,967269428000.0,,,,,,,,2860298000.0,1132678000.0,,,625355000.0,,,,,,,,,92233879000.0,,,2391452000.0,1180748108000.0,9644444000.0,16784499000.0,,31571069000.0,104538641000.0,30100238000.0,,,104538641000.0,1285286749000.0,,,,,,2481682000.0,,,,13956709000.0,,,157839169000.0,199365882000.0,236500000.0,,603571000.0,563961000.0
16225,300010687,上海农村商业银行股份有限公司,601825.XSHG,601825,,,2024-04-26,2023-01-01,2023-12-31,2023-12-31,0,321003,定期报告,9997073000.0,,,64089709000.0,,,77099000.0,54963206000.0,97420518000.0,2036268000.0,16989458000.0,,,,,,,,,,,665721925000.0,,,,,,,4469328000.0,,,,,,,,,,,,,,4861808000.0,935845000.0,,,,,,5803188000.0,2180076000.0,1311613059000.0,49854859000.0,11637424000.0,,,16047843000.0,77160000.0,1781336000.0,17398387000.0,1006035858000.0,,,,,,,,3082013000.0,594800000.0,,,704473000.0,,,,,,,,,92120146000.0,,,1882966000.0,1201778656000.0,9644444000.0,16784499000.0,,31571069000.0,109834403000.0,35193293000.0,,,109834403000.0,1311613059000.0,,,,,,2684389000.0,,,,13956709000.0,,,171956644000.0,209287904000.0,236500000.0,,586510000.0,561391000.0
16499,300010687,上海农村商业银行股份有限公司,601825.XSHG,601825,,,2024-08-17,2024-01-01,2024-06-30,2024-06-30,0,321003,定期报告,10298357000.0,,,62569095000.0,,,149798000.0,60660788000.0,94280566000.0,3965777000.0,19417515000.0,,,,,,,,,,,691575706000.0,,,,,,,4626136000.0,,,,,,,,,,,,,,4934455000.0,935938000.0,,,,,,5216292000.0,2294169000.0,1371717037000.0,52785387000.0,10265245000.0,,,36762754000.0,112578000.0,2955078000.0,19268106000.0,1035736316000.0,,,,,,,,2989263000.0,1192002000.0,,,905748000.0,,,,,,,,,90497213000.0,,,2516574000.0,1256518050000.0,9644444000.0,16784499000.0,,36077895000.0,115198987000.0,33088138000.0,,,115198987000.0,1371717037000.0,,,,,,4837335000.0,,,,14766676000.0,,,188895903000.0,221105882000.0,236500000.0,,554160000.0,531786000.0
17467,300010687,上海农村商业银行股份有限公司,601825.XSHG,601825,,,2025-04-25,2024-01-01,2024-12-31,2024-12-31,0,321003,定期报告,10783936000.0,,,68006673000.0,,,181132000.0,56092298000.0,92348085000.0,4774385000.0,25698913000.0,,,,,,,,,,,711982425000.0,,,,,,,4750780000.0,,,,,,,,,,,,,,4836160000.0,803680000.0,,,,,,4548580000.0,2767258000.0,1406712414000.0,48362242000.0,14346954000.0,,,40017772000.0,181075000.0,3176137000.0,37528488000.0,1062311891000.0,,,,,,,,3194975000.0,645886000.0,,,749501000.0,,,,,,,,,73589243000.0,,,1959299000.0,1286589568000.0,9644444000.0,16784499000.0,,36077895000.0,120122846000.0,35919469000.0,,,120122846000.0,1406712414000.0,,,,,,6929863000.0,,,,14766676000.0,,,185072962000.0,233164261000.0,361500000.0,,539386000.0,526105000.0
17811,300010687,上海农村商业银行股份有限公司,601825.XSHG,601825,,,2025-08-30,2025-01-01,2025-06-30,2025-06-30,0,321003,定期报告,10043542000.0,,,65210364000.0,,,272666000.0,62592917000.0,102823897000.0,5439029000.0,19515787000.0,,,,,,,,,,,731471383000.0,,,,,,,4864892000.0,,,,,,,,,,,,,,4672169000.0,883610000.0,,,,,,5301870000.0,2797089000.0,1463155319000.0,48828430000.0,7096124000.0,,,55035534000.0,212144000.0,2788580000.0,26178188000.0,1096871996000.0,,,,,,,,2764140000.0,1203424000.0,,,742340000.0,,,,,,,,,94275098000.0,,,3360302000.0,1339849623000.0,9644444000.0,16784499000.0,,40657936000.0,123305696000.0,35496962000.0,,,123305696000.0,1463155319000.0,,,,,,5033204000.0,,,,15688651000.0,,,207308816000.0,238835115000.0,611500000.0,,510673000.0,493323000.0
18171,300010687,上海农村商业银行股份有限公司,601825.XSHG,601825,,,2026-04-23,2025-01-01,2025-12-31,2025-12-31,0,321003,定期报告,20545891000.0,,,69924471000.0,,,2435688000.0,82103914000.0,98922543000.0,7843167000.0,31760812000.0,,,,,,,,,,,731132705000.0,,,,,,,4961697000.0,,,,,,,,,,,,,,4540921000.0,953652000.0,,,,,,6054268000.0,3384992000.0,1507897500000.0,47435662000.0,10946592000.0,,,41648744000.0,410003000.0,2192096000.0,24294781000.0,1128578845000.0,,,,,,,,3033242000.0,813389000.0,,,906197000.0,,,,,,,,,120912596000.0,,,1815072000.0,1383427226000.0,9644444000.0,16784499000.0,,40657936000.0,124470274000.0,38251906000.0,,,124470274000.0,1507897500000.0,,,,,,3442838000.0,,,,15688651000.0,,,204269683000.0,237997442000.0,611500000.0,,454154000.0,440007000.0
