day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio,field_set
2021-08-19,601825.XSHG,50.9017,1031.9556,103.1956,11.5318,1.2516,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2021-08-20,601825.XSHG,7.6564,928.76,92.876,10.3786,1.1264,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2021-08-23,601825.XSHG,32.1424,859.32,85.932,9.6026,1.0422,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2021-08-24,601825.XSHG,23.2893,823.6356,82.3636,9.2039,0.9989,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2021-08-25,601825.XSHG,16.0441,807.24,80.724,9.0207,0.9791,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2021-08-26,601825.XSHG,15.0809,784.0933,78.4093,8.762,0.951,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2021-08-27,601825.XSHG,9.2964,773.4844,77.3484,8.6435,0.9381,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2021-08-30,601825.XSHG,12.3681,748.4089,74.8409,8.3632,0.9077,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2021-08-31,601825.XSHG,10.3803,754.1956,75.4196,8.4279,0.9147,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2021-09-01,601825.XSHG,13.8835,763.84,76.384,8.5357,0.9264,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2021-09-02,601825.XSHG,8.5552,752.2667,75.2267,8.4063,0.9124,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2021-09-03,601825.XSHG,13.0939,770.5911,77.0591,8.6111,0.9346,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2021-09-06,601825.XSHG,8.0917,766.7333,76.6733,8.568,0.9299,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2021-09-07,601825.XSHG,7.6645,766.7333,76.6733,8.568,0.9299,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2021-09-08,601825.XSHG,6.6739,765.7689,76.5769,8.5572,0.9288,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2021-09-09,601825.XSHG,7.1543,771.5556,77.1556,8.6219,0.9358,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2021-09-10,601825.XSHG,11.8546,780.2356,78.0236,8.7189,0.9463,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2021-09-13,601825.XSHG,6.4936,767.6978,76.7698,8.5788,0.9311,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2021-09-14,601825.XSHG,7.21,749.3733,74.9373,8.374,0.9089,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2021-09-15,601825.XSHG,3.5465,747.4444,74.7444,8.3525,0.9065,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2021-09-16,601825.XSHG,4.3477,738.7644,73.8764,8.2555,0.896,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2021-09-17,601825.XSHG,5.0818,729.12,72.912,8.1477,0.8843,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2021-09-22,601825.XSHG,3.3579,719.4756,71.9476,8.0399,0.8726,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2021-09-23,601825.XSHG,3.0387,727.1911,72.7191,8.1261,0.882,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2021-09-24,601825.XSHG,2.6274,718.5111,71.8511,8.0291,0.8714,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2021-09-27,601825.XSHG,3.7475,706.9378,70.6938,7.8998,0.8574,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2021-09-28,601825.XSHG,2.322,709.8311,70.9831,7.9321,0.8609,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2021-09-29,601825.XSHG,3.2351,704.0444,70.4044,7.8675,0.8539,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2021-09-30,601825.XSHG,1.9024,703.08,70.308,7.8567,0.8527,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2021-10-08,601825.XSHG,1.9338,709.8311,70.9831,7.9321,0.8609,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2021-10-11,601825.XSHG,2.8515,716.5822,71.6582,8.0076,0.8691,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
